agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,candidate_id,representation,log_path,aig_path,status,old_adp,structure_family,shared_nodes_or_terms,outputs_covered,expected_benefit,observed_qor,hypothesis,output_grouping,run_id,family,evidence_path,equivalent,sharing_strategy,observed_structure,outcome,families_attempted,candidate_count,equivalent_count,best_candidate,best_adp,current_frontend_adp,reference_adp,verilog_path,evaluate_log_path
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_d15,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,same lower-area k4 vector-mask source with delay target 15,ex287_deep_k4_vector_mask_d15,,,,,,family_a_symcof_source_rewrite,class vector masks over lower-area k4 group BDD cofactors,14,improve source-level sharing or delay from a distinct frontend representation,1700/16/27200,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_d16,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,same lower-area k4 vector-mask source with delay target 16,ex287_deep_k4_vector_mask_d16,,,,,,family_a_symcof_source_rewrite,class vector masks over lower-area k4 group BDD cofactors,14,improve source-level sharing or delay from a distinct frontend representation,1700/16/27200,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_twostage_d14,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,lower-area k4 vector-mask source with balanced two-stage vector OR grouping,ex287_deep_k4_vector_mask_twostage_d14,,,,,,family_a_symcof_source_rewrite,class vector masks over lower-area k4 group BDD cofactors,14,improve source-level sharing or delay from a distinct frontend representation,1702/16/27232,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_noshare_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,tests whether omitting the explicit frontend share pass trades area for lower delay,ex287_deep_k4_vector_mask_noshare_aig,,,,,,family_a_symcof_source_rewrite,class vector masks over lower-area k4 group BDD cofactors without explicit Yosys share prepass,14,improve source-level sharing or delay from a distinct frontend representation,1700/16/27200,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_noshare_d15,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,tests no-share vector-mask source with delay target 15,ex287_deep_k4_vector_mask_noshare_d15,,,,,,family_a_symcof_source_rewrite,class vector masks over lower-area k4 group BDD cofactors without explicit Yosys share prepass,14,improve source-level sharing or delay from a distinct frontend representation,1700/16/27200,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_mask_noshare_and,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,tests no-share vector-mask source with standard AND mapping before aigmap,ex287_deep_k4_vector_mask_noshare_and,,,,,,family_a_symcof_source_rewrite,class vector masks over lower-area k4 group BDD cofactors without explicit Yosys share prepass,14,improve source-level sharing or delay from a distinct frontend representation,1708/17/29036,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_case_plain,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,rewrites k4 per-bit onehot mux into a 16-way full-word case mux; no prior k4 case row was found,ex287_deep_k4_vector_case_plain,,,,,,family_a_symcof_source_rewrite,lower-area k4 group BDD cofactors selected by one full-word case mux,14,improve source-level sharing or delay from a distinct frontend representation,1680/16/26880,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_case_d14,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,rewrites k4 per-bit onehot mux into a 16-way full-word case mux with delay-targeted frontend synthesis,ex287_deep_k4_vector_case_d14,,,,,,family_a_symcof_source_rewrite,lower-area k4 group BDD cofactors selected by one full-word case mux,14,improve source-level sharing or delay from a distinct frontend representation,1680/16/26880,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_case_attr_plain,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,adds parallel_case/full_case attributes to the k4 full-word case source,ex287_deep_k4_vector_case_attr_plain,,,,,,family_a_symcof_source_rewrite,lower-area k4 group BDD cofactors selected by attributed full-word case mux,14,improve source-level sharing or delay from a distinct frontend representation,1680/16/26880,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k4_vector_case_attr_d14,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,adds parallel_case/full_case attributes to the k4 full-word case source with delay target,ex287_deep_k4_vector_case_attr_d14,,,,,,family_a_symcof_source_rewrite,lower-area k4 group BDD cofactors selected by attributed full-word case mux,14,improve source-level sharing or delay from a distinct frontend representation,1680/16/26880,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k5_vector_case_plain,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,tests full-word vector case on the current k5 selector-reordered source,ex287_deep_k5_vector_case_plain,,,,,,family_a_symcof_source_rewrite,selector-reordered k5 group BDD cofactors selected by one full-word case mux,14,improve source-level sharing or delay from a distinct frontend representation,1844/15/27660,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_k5_vector_case_attr_plain,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,tests attributed full-word vector case on the current k5 selector-reordered source,ex287_deep_k5_vector_case_attr_plain,,,,,,family_a_symcof_source_rewrite,selector-reordered k5 group BDD cofactors selected by attributed full-word case mux,14,improve source-level sharing or delay from a distinct frontend representation,1844/15/27660,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_pairkey_residual_bdd_outer13,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,builds residual out^key over the three-pair canonical key with invalid key states tied low,ex287_deep_pairkey_residual_bdd_outer13,,,,,,family_b_residual_truth_roots,single residual BDD node pool over canonical pair key,14,improve source-level sharing or delay from a distinct frontend representation,4923/22/108306,,,,,,,,,,,,,,,,,,
unknown-ex287-agent,unknown,ex287,ex287_deep_raw_bdd_outside_in,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-ex287-agent/shared_structure_report.csv,raw full-word BDD with outside-in order; control family distinct from symcof class mux,ex287_deep_raw_bdd_outside_in,,,,,,family_b_residual_truth_roots,single BDD node pool with outside-in variable order,14,improve source-level sharing or delay from a distinct frontend representation,1741/23/40043,,,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex240,ex240_deep_diff_grs_formula,,shared sorted field decode plus same-sign GRS and formula diff path,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex240_deep_diff_grs_formula,formula-based diff-sign GRS cancellation normalizer,,,,,,,,,,E4M3FN packed add high byte plus low byte,full_word,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex240,ex240_deep_truth_bdd_fieldorder,,shared ROBDD nodes across all output bits,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,truth_bdd_order=field_major_sign_exp_mant; nodes=1668,ex240_deep_truth_bdd_fieldorder,shared truth-derived decision graph with FP8 field-major variable order,,,,,,,,,,E4M3FN packed add high byte plus low byte,decision_graph_full_word,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex241,ex241_deep_product_param_exception,,shared sign xor exponent sum and significand product,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex241_deep_product_param_exception,product exponent formula with compact rounding exception overlay,,,,,,,,,,E4M3FN packed multiply high byte times low byte,formula_with_exception_overlay,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex241,ex241_deep_truth_bdd_fieldorder,,shared ROBDD nodes across all output bits,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,truth_bdd_order=field_major_sign_exp_mant; nodes=995,ex241_deep_truth_bdd_fieldorder,shared truth-derived decision graph with FP8 field-major variable order,,,,,,,,,,E4M3FN packed multiply high byte times low byte,decision_graph_full_word,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex244,ex244_deep_maxeff_delta_sigfirst,,"shared max/min decode, max_eff saturation context, delta BDD",,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex244_deep_maxeff_delta_sigfirst,max-eff delta BDD with significand-first delta-node order,,,,,,,,,,E4M3FN hypot abs high low,max_plus_delta,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex244,ex244_deep_threshold_maxeff_pack,,shared max/min decode and packed threshold predicates,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex244_deep_threshold_maxeff_pack,max-eff threshold pack instead of BDD delta nodes,,,,,,,,,,E4M3FN hypot abs high low,threshold_delta_predicate_bits,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex245,ex245_deep_gap4_local_norm,,shared sorted field decode and active-region local normalizer,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex245_deep_gap4_local_norm,gap-limited local normalizer over active same/diff regions,,,,,,,,,,E5M2FN packed add high byte plus low byte,single_normalizer_full_output,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex245,ex245_deep_truth_bdd_fieldorder,,shared ROBDD nodes across all output bits,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,truth_bdd_order=field_major_sign_exp_mant; nodes=953,ex245_deep_truth_bdd_fieldorder,shared truth-derived decision graph with E5M2 field-major variable order,,,,,,,,,,E5M2FN packed add high byte plus low byte,decision_graph_full_word,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex246,ex246_deep_sigprodcode_seed12,,shared sign xor exponent sum and product-code boundary reassembly,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex246_deep_sigprodcode_seed12,significand product-code table with seed12 unreachable completion,,,,,,,,,,E5M2FN packed multiply high byte times low byte,grouped_exp_mant_magnitude,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex246,ex246_deep_product_qclass_smallpat,,shared product attributes plus low underflow pattern decoder,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex246_deep_product_qclass_smallpat,product quotient-class small-pattern low-boundary recut,,,,,,,,,,E5M2FN packed multiply high byte times low byte,grouped_product_boundary,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex247,ex247_deep_bound_smallpat_flat,,shared sign exponent delta sigpair predicates and low-pattern decoder,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex247_deep_bound_smallpat_flat,flat bound-smallpat boundary attributes,,,,,,,,,,E5M2FN packed low-over-high division,region_grouped_magnitude_flat,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex247,ex247_deep_qclass_smallpat_nested,,shared denominator decode and quotient-class low-pattern decoder,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex247_deep_qclass_smallpat_nested,denominator-nested quotient-class small residual pattern,,,,,,,,,,E5M2FN packed low-over-high division,nested_quotient_class,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex248,ex248_deep_periodic_formula_norm,,shared divisor-period remainder and formula normalization path,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex248_deep_periodic_formula_norm,periodic remainder with formula normalizer,,,,,,,,,,E5M2FN packed fmod low mod high,formula_normalizer_full_output,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex248,ex248_deep_modsig_nested_delta,,"shared exponent delta, divisor significand, and remainder normalizer",,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex248_deep_modsig_nested_delta,delta-major modular-significand nested remainder table,,,,,,,,,,E5M2FN packed fmod low mod high,delta_remainder_shared_table,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex249,ex249_deep_threshold_case_delta,,"shared max/min decode, active-gap, and saturation guard",,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,,ex249_deep_threshold_case_delta,threshold-case delta classification keyed by active gap and significands,,,,,,,,,,E5M2FN hypot abs high low,threshold_delta_predicate_bits,,,,,,,,,,,,,,,,
float-fp8-agent,float_fp8,ex249,ex249_deep_truth_bdd_fieldorder,,shared ROBDD nodes across all output bits,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/float-fp8-agent/shared_structure_report.csv,truth_bdd_order=field_major_sign_exp_mant; nodes=247,ex249_deep_truth_bdd_fieldorder,shared truth-derived decision graph with E5M2 field-major variable order,,,,,,,,,,E5M2FN hypot abs high low,decision_graph_full_word,,,,,,,,,,,,,,,,
unknown-state-agent,unknown,ex292,ex292_deep_quad_mirror_residue_bdd,ex292|global state/permutation-like transform|fresh grouped scalar BDD root pools|quad mirror-residue output groups with outside-in input order|abc_g_aig|official_evaluate_py|groups_0_4_9_13__1_5_8_12__2_6_7_11__3_10,quad mirror-residue output groups with outside-in input order,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/shared_structure_report.csv,"official evaluate.py OK; source_stats={'python_model_exact': True, 'vector_count': 16384, 'bdd_nodes': 5048, 'groups': [[0, 4, 9, 13], [1, 5, 8, 12], [2, 6, 7, 11], [3, 10]], 'order': [0, 13, 1, 12, 2, 11, 3, 10, 4, 9, 5, 8, 6, 7], 'line_count': 5067}; synth_sec=2.495; eval_sec=0.388",ex292_deep_quad_mirror_residue_bdd,fresh grouped scalar BDD root pools,,,OK,,,,,,6741/21/141561,global state/permutation-like transform,groups_0_4_9_13__1_5_8_12__2_6_7_11__3_10,ex223_ex299_frontend_parallel_deep_20260614_0943,global_state_permutation_like_transform,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/logs/ex292_deep_quad_mirror_residue_bdd.evaluate.py.log,1,,,,,,,,,,,,
unknown-state-agent,unknown,ex292,ex292_deep_mod4_adjacent_descriptor_mux,ex292|global state output-plane cofactor|exact source-body mux between mod4-plane and adjacent-pair BDD bodies|endpoint/center parity descriptor selects adjacent-pair body for six edge/mid roots|abc_g_aig|official_evaluate_py|selected_bits_0_1_6_7_12_13,endpoint/center parity descriptor selects adjacent-pair body for six edge/mid roots,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/shared_structure_report.csv,"official evaluate.py OK; source_stats={'selected_bits': [0, 1, 6, 7, 12, 13], 'selector': ['  wire [5:0] edge_pair = {in[0] ^ in[13], in[1] ^ in[12], in[2] ^ in[11], in[3] ^ in[10], in[4] ^ in[9], in[5] ^ in[8]};', '  wire route_sel = (edge_pair[0] & edge_pair[5]) ^ (edge_pair[1] & edge_pair[4]) ^ edge_pair[2] ^ edge_pair[3];']}; synth_sec=3.642; eval_sec=0.392",ex292_deep_mod4_adjacent_descriptor_mux,exact source-body mux between mod4-plane and adjacent-pair BDD bodies,,,OK,,,,,,6758/21/141918,global state output-plane cofactor,selected_bits_0_1_6_7_12_13,ex223_ex299_frontend_parallel_deep_20260614_0943,global_state_permutation_like_transform,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/logs/ex292_deep_mod4_adjacent_descriptor_mux.evaluate.py.log,1,,,,,,,,,,,,
unknown-state-agent,unknown,ex292,ex292_deep_quad_mirror_residue_bdd_d20,ex292|global state/permutation-like transform|fresh grouped scalar BDD root pools with delay-targeted frontend synthesis|quad mirror-residue output groups with outside-in input order|abc_g_aig_d20|official_evaluate_py|groups_0_4_9_13__1_5_8_12__2_6_7_11__3_10,quad mirror-residue output groups with outside-in input order,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/shared_structure_report.csv,"official evaluate.py OK; source_stats={'python_model_exact': True, 'vector_count': 16384, 'bdd_nodes': 5048, 'groups': [[0, 4, 9, 13], [1, 5, 8, 12], [2, 6, 7, 11], [3, 10]], 'order': [0, 13, 1, 12, 2, 11, 3, 10, 4, 9, 5, 8, 6, 7], 'line_count': 5067}; synth_sec=2.483; eval_sec=0.389",ex292_deep_quad_mirror_residue_bdd_d20,fresh grouped scalar BDD root pools with delay-targeted frontend synthesis,,,OK,,,,,,6741/21/141561,global state/permutation-like transform,groups_0_4_9_13__1_5_8_12__2_6_7_11__3_10,ex223_ex299_frontend_parallel_deep_20260614_0943,global_state_permutation_like_transform,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex292/logs/ex292_deep_quad_mirror_residue_bdd_d20.evaluate.py.log,1,,,,,,,,,,,,
unknown-state-agent,unknown,ex294,ex294_deep_blockpair_grouped_bdd,ex294|block-pair output planes expose shared global-state roots|fresh grouped scalar BDD root pools|four symmetric two-pair output blocks with outside-in input order|abc_g_aig|official_evaluate_py|groups_0_1_14_15__2_3_12_13__4_5_10_11__6_7_8_9,four symmetric two-pair output blocks with outside-in input order,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/shared_structure_report.csv,"official evaluate.py OK; source_stats={'python_model_exact': True, 'vector_count': 65536, 'bdd_nodes': 8330, 'groups': [[0, 1, 14, 15], [2, 3, 12, 13], [4, 5, 10, 11], [6, 7, 8, 9]], 'order': [0, 15, 1, 14, 2, 13, 3, 12, 4, 11, 5, 10, 6, 9, 7, 8], 'line_count': 8351}; synth_sec=4.693; eval_sec=1.674",ex294_deep_blockpair_grouped_bdd,fresh grouped scalar BDD root pools,,,OK,,,,,,10841/25/271025,block-pair output planes expose shared global-state roots,groups_0_1_14_15__2_3_12_13__4_5_10_11__6_7_8_9,ex223_ex299_frontend_parallel_deep_20260614_0943,global_state_permutation_like_transform,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/logs/ex294_deep_blockpair_grouped_bdd.evaluate.py.log,1,,,,,,,,,,,,
