case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex246,float_fp8,ex246_round21_product_residual_shell_synth_preset_aig,boundary_shell_residual_product,sign xor; sig3 decode; eff_exp decode; product; exp_sum; zero_hi; sat_lo; offset6; mant2; special_mag,separate shallow boundary predicates from sparse residual rows,fp8-tight-next-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,materially different from unchanged seed12 product-class replay
ex247,float_fp8,ex247_blocked_output_grouped_residual_audit,shared NaN/zero/sign/effective exponent/significand decode plus sigpair/delta residual audit,No RTL emitted because compact sharing collapses to prior smallpat and middle bits remain dense,blocked,fp8-tight-follow-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,see blocker evidence path
ex249,float_fp8,ex249_r21_sqmid_round_pred,abs_max_min_decode;effective_gap0_gap1_decode;sig_square_lookup;midpoint_rounding_compare;saturation_guard,shared abs max/min decode plus square midpoint predicates for rounding and saturation,diagnostic_flow_variant,fp8-final-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,Exact official row but nonwinning; do not replay prior raw-exp table or grouped-delta signatures unchanged.
ex266,integer,ex266_round21_remaining_blocker,"current {b[4:3],a[4]} wordmux; quotient-threshold comparator trees; trial-subtract borrow prefix; one-hot/noabc selector",audited existing shared divider structures and rejected unchanged replay,blocked_no_material_change,integer-remain-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,evidence=student/work/ex200_ex299_frontend_refgap_round21_20260613_0040/integer-remain-r21/ex266/diagnostics/ex266_round21_blocked_no_candidate_evidence.md
ex274,integer,ex274_r21_diag4_csa,shared 4x4 diagonal square/cross products with CSA accumulation,,,,ex200_ex299_frontend_refgap_round21_20260613_0040,nonwinning; worse than current frontend 41370 and reference 21630
ex276,integer,ex276_r21_q43_residual_trial,q43 bucket decoder plus bucket-square residual plus local trial ge wires,share sqrt high-bit prefix before lower residual threshold gates,diagnostic_only,integer-follow-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,nonwinning due residual subtract and threshold mux delay
ex285,unknown,BLOCKED_NO_CANDIDATE,none,no material new shared structure available without replaying rejected ex285 methods,blocked,unknown-follow-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,See evidence note under student/work/ex200_ex299_frontend_refgap_round21_20260613_0040/unknown-follow-r21/ex285/diagnostics/ex285_blocked_no_candidate.md
ex286,unknown,ex286_r21_compact_state_descriptor_screen_blocker,global popcount; mod-4 lane counts; known pair states; representative roots,screened compact controlled-routing state before RTL,blocked; exactness only at 4608-key table/cofactor scale,unknown-secondary-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,ex286|hamming_weight_preserving_lossy_routing_normalizer|round21_compact_state_descriptor_screen|global_lane_pair_representative_root_predicates|no_synth|diagnostic_backed_blocker|full_word
ex288,unknown,BLOCKED_NO_CANDIDATE,controlled-routing lane/pair-flow and prefix/pair-flow descriptors,screened compact state descriptors before RTL emission,blocked,unknown-follow2-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,lane_pair_flow_state still has 2016 conflict keys and prefix_pair_flow_state has 5280 conflict keys
ex288,unknown,BLOCKED_NO_CANDIDATE,output-grouped lane-parity ANF constraints in pair-delta basis,screened low-degree output-linear residuals before RTL emission,partial_only,unknown-follow2-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,four lane parity coordinates are exact degree <=4 but not a full output basis; out[7] leaves 199 high-degree terms after degree 4
ex295,unknown,ex295_r21_cell_grouped_symbol_plane_abc_g_aig,shared even/odd symbol-plane selector wires; per-cell defaults reduce full-word exception duplication,cell-grouped symbol-plane default/exception decision logic,tested; official ADP recorded,unknown-next-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,ex295|cyclic 2-bit-symbol descriptor/state sharing|cell_grouped_symbol_plane_default_exception|shared selector decoders with per-cell exceptions|abc_g_aig|official_truth_exact_partition|2bit_cell_grouped_outputs
ex295,unknown,ex295_r21_rotcell0_orbit_case_abc_g_aig,one cell-output decision function shared by cyclic input rotations,single cell0 case function called on six rotated cell views,tested; official ADP recorded,unknown-next-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,ex295|cyclic 2-bit-symbol rot2/cell descriptor|rotated_cell0_orbit_case|single cell0 decision table reused across rotated inputs|abc_g_aig|official_truth_exact_rotation_equivariance|cell_orbit_outputs
ex297,unknown,ex297_r21_ring_moment_screen_blocker,2-bit-cell histograms; cyclic pair-distance moments; low-order ring-plane spectra,screened anchored output-cell determinism before RTL emission,blocked; compact nonlocal statistics remain conflicted,unknown-final-r21,ex200_ex299_frontend_refgap_round21_20260613_0040,best_compact=anchor_shell2_plus_all_pair_moments; conflict_keys=18; majority_mismatches=126; full_domain_exact=ring_plane_spectrum:16384_keys_for_16384_inputs; evidence=/home/b10507053/ALS_Final_Project/student/work/ex200_ex299_frontend_refgap_round21_20260613_0040/unknown-final-r21/ex297/diagnostics/ex297_r21_ring_moment_screen.csv
