case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex222,ex222_fp16_exp10_exp_mant_pair_case,fp16_exp10,exp_mant_pair_case,student/work/reverse_fp16_semantic_20260604_1522/ex222/verilog/ex222_fp16_exp10_exp_mant_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex222/aigs/ex222_fp16_exp10_exp_mant_pair_case.aig,1,1,1,10645,22,234190,173621,1.348858,1,0,structural_exact,18446,9.602,structural_exact FP16 frontend candidate
ex222,ex222_fp16_exp10_positive_default_exp_mant_case,fp16_exp10,positive_default_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex222/verilog/ex222_fp16_exp10_positive_default_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex222/aigs/ex222_fp16_exp10_positive_default_exp_mant_case.aig,1,1,1,10615,22,233530,173621,1.345056,1,0,structural_exact,positive_entries=32840; relation=zero; relation_matches=14282; negative_exceptions=18486,10.743,structural_exact FP16 frontend candidate
ex222,ex222_fp16_exp10_semantic_sign_exp_field_defaults,fp16_exp10,semantic_sign_exp_field_defaults,student/work/reverse_fp16_semantic_20260604_1522/ex222/verilog/ex222_fp16_exp10_semantic_sign_exp_field_defaults.v,student/work/reverse_fp16_semantic_20260604_1522/ex222/aigs/ex222_fp16_exp10_semantic_sign_exp_field_defaults.aig,1,1,1,10720,23,246560,173621,1.420105,1,0,semantic_hybrid,groups=64; full_default_groups=31; exceptions=25237,12.055,semantic_hybrid FP16 frontend candidate
ex222,ex222_fp16_exp10_sign_exp_default_expr_case,fp16_exp10,sign_exp_default_expr_case,student/work/reverse_fp16_semantic_20260604_1522/ex222/verilog/ex222_fp16_exp10_sign_exp_default_expr_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex222/aigs/ex222_fp16_exp10_sign_exp_default_expr_case.aig,1,1,1,10629,22,233838,173621,1.346830,1,0,semantic_hybrid,"groups=64; full_default_groups=29; exceptions=30499; defaults=abs_input:29,nan:2,one:5,pos_inf:14,zero:14",10.751,semantic_hybrid FP16 frontend candidate
ex222,ex222_fp16_exp10_sign_exp_mant_case,fp16_exp10,sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex222/verilog/ex222_fp16_exp10_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex222/aigs/ex222_fp16_exp10_sign_exp_mant_case.aig,1,1,1,10695,23,245985,173621,1.416793,1,0,structural_exact,33823,11.841,structural_exact FP16 frontend candidate
ex223,ex223_fp16_log_exp_mant_delta_pair,fp16_log,exp_mant_delta_pair,student/work/reverse_fp16_semantic_20260604_1522_extra/ex223/verilog/ex223_fp16_log_exp_mant_delta_pair.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex223/aigs/ex223_fp16_log_exp_mant_delta_pair.aig,1,1,1,11223,26,291798,120549,2.420576,0,0,structural_exact,31777,12.524,structural_exact FP16 frontend candidate
ex223,ex223_fp16_log_exp_mant_pair_case,fp16_log,exp_mant_pair_case,student/work/reverse_fp16_semantic_20260604_1522/ex223/verilog/ex223_fp16_log_exp_mant_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex223/aigs/ex223_fp16_log_exp_mant_pair_case.aig,1,1,1,11174,24,268176,120549,2.224622,0,0,structural_exact,31745,12.510,structural_exact FP16 frontend candidate
ex223,ex223_fp16_log_positive_default_exp_mant_case,fp16_log,positive_default_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex223/verilog/ex223_fp16_log_positive_default_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex223/aigs/ex223_fp16_log_positive_default_exp_mant_case.aig,1,1,1,11164,24,267936,120549,2.222631,0,0,structural_exact,positive_entries=31746; relation=nan; relation_matches=31744; negative_exceptions=1024,12.572,structural_exact FP16 frontend candidate
ex223,ex223_fp16_log_positive_default_exp_mant_delta,fp16_log,positive_default_exp_mant_delta,student/work/reverse_fp16_semantic_20260604_1522_extra/ex223/verilog/ex223_fp16_log_positive_default_exp_mant_delta.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex223/aigs/ex223_fp16_log_positive_default_exp_mant_delta.aig,1,1,1,11306,26,293956,120549,2.438477,0,0,structural_exact,positive_entries=31778; relation=nan; relation_matches=31744; negative_exceptions=1024,13.502,structural_exact FP16 frontend candidate
ex223,ex223_fp16_log_semantic_sign_exp_field_defaults,fp16_log,semantic_sign_exp_field_defaults,student/work/reverse_fp16_semantic_20260604_1522/ex223/verilog/ex223_fp16_log_semantic_sign_exp_field_defaults.v,student/work/reverse_fp16_semantic_20260604_1522/ex223/aigs/ex223_fp16_log_semantic_sign_exp_field_defaults.aig,1,1,1,11236,24,269664,120549,2.236966,0,0,semantic_hybrid,groups=64; full_default_groups=33; exceptions=30476,15.097,semantic_hybrid FP16 frontend candidate
ex223,ex223_fp16_log_sign_exp_default_expr_case,fp16_log,sign_exp_default_expr_case,student/work/reverse_fp16_semantic_20260604_1522/ex223/verilog/ex223_fp16_log_sign_exp_default_expr_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex223/aigs/ex223_fp16_log_sign_exp_default_expr_case.aig,1,1,1,14005,23,322115,120549,2.672067,0,0,semantic_hybrid,"groups=64; full_default_groups=33; exceptions=30719; defaults=abs_input:28,nan:32,neg_inf:2,one:1,sign_zero:1",15.869,semantic_hybrid FP16 frontend candidate
ex223,ex223_fp16_log_sign_exp_mant_case,fp16_log,sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex223/verilog/ex223_fp16_log_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex223/aigs/ex223_fp16_log_sign_exp_mant_case.aig,1,1,1,11164,23,256772,120549,2.130022,0,0,structural_exact,31777,12.135,structural_exact FP16 frontend candidate
ex223,ex223_fp16_log_sign_pair_case,fp16_log,sign_pair_case,student/work/reverse_fp16_semantic_20260604_1522_extra/ex223/verilog/ex223_fp16_log_sign_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex223/aigs/ex223_fp16_log_sign_pair_case.aig,1,1,1,11210,24,269040,120549,2.231790,0,0,structural_exact,32768,15.247,structural_exact FP16 frontend candidate
ex223,ex223_fp16_log_split_sign_exp_mant_case,fp16_log,split_sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522_extra/ex223/verilog/ex223_fp16_log_split_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex223/aigs/ex223_fp16_log_split_sign_exp_mant_case.aig,1,1,1,11186,25,279650,120549,2.319804,0,0,structural_exact,31777,12.252,structural_exact FP16 frontend candidate
ex224,ex224_fp16_log2_exp_mant_delta_pair,fp16_log2,exp_mant_delta_pair,student/work/reverse_fp16_semantic_20260604_1522_extra/ex224/verilog/ex224_fp16_log2_exp_mant_delta_pair.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex224/aigs/ex224_fp16_log2_exp_mant_delta_pair.aig,1,1,1,6381,23,146763,64708,2.268081,0,0,structural_exact,31777,12.420,structural_exact FP16 frontend candidate
ex224,ex224_fp16_log2_exp_mant_pair_case,fp16_log2,exp_mant_pair_case,student/work/reverse_fp16_semantic_20260604_1522/ex224/verilog/ex224_fp16_log2_exp_mant_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex224/aigs/ex224_fp16_log2_exp_mant_pair_case.aig,1,1,1,6367,23,146441,64708,2.263105,0,0,structural_exact,31745,11.005,structural_exact FP16 frontend candidate
ex224,ex224_fp16_log2_positive_default_exp_mant_case,fp16_log2,positive_default_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex224/verilog/ex224_fp16_log2_positive_default_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex224/aigs/ex224_fp16_log2_positive_default_exp_mant_case.aig,1,1,1,6372,24,152928,64708,2.363355,0,0,structural_exact,positive_entries=31746; relation=nan; relation_matches=31744; negative_exceptions=1024,10.384,structural_exact FP16 frontend candidate
ex224,ex224_fp16_log2_positive_default_exp_mant_delta,fp16_log2,positive_default_exp_mant_delta,student/work/reverse_fp16_semantic_20260604_1522_extra/ex224/verilog/ex224_fp16_log2_positive_default_exp_mant_delta.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex224/aigs/ex224_fp16_log2_positive_default_exp_mant_delta.aig,1,1,1,6310,23,145130,64708,2.242845,0,0,structural_exact,positive_entries=31778; relation=nan; relation_matches=31744; negative_exceptions=1024,12.349,structural_exact FP16 frontend candidate
ex224,ex224_fp16_log2_semantic_sign_exp_field_defaults,fp16_log2,semantic_sign_exp_field_defaults,student/work/reverse_fp16_semantic_20260604_1522/ex224/verilog/ex224_fp16_log2_semantic_sign_exp_field_defaults.v,student/work/reverse_fp16_semantic_20260604_1522/ex224/aigs/ex224_fp16_log2_semantic_sign_exp_field_defaults.aig,1,1,1,6336,22,139392,64708,2.154169,0,0,semantic_hybrid,groups=64; full_default_groups=33; exceptions=30501,11.914,semantic_hybrid FP16 frontend candidate
ex224,ex224_fp16_log2_sign_exp_default_expr_case,fp16_log2,sign_exp_default_expr_case,student/work/reverse_fp16_semantic_20260604_1522/ex224/verilog/ex224_fp16_log2_sign_exp_default_expr_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex224/aigs/ex224_fp16_log2_sign_exp_default_expr_case.aig,1,1,1,10123,24,242952,64708,3.754590,0,0,semantic_hybrid,"groups=64; full_default_groups=33; exceptions=30718; defaults=abs_input:27,nan:32,neg_inf:2,one:1,sign_flip_input:1,sign_zero:1",15.178,semantic_hybrid FP16 frontend candidate
ex224,ex224_fp16_log2_sign_exp_mant_case,fp16_log2,sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex224/verilog/ex224_fp16_log2_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex224/aigs/ex224_fp16_log2_sign_exp_mant_case.aig,1,1,1,6332,21,132972,64708,2.054955,0,0,structural_exact,31777,11.421,structural_exact FP16 frontend candidate
ex224,ex224_fp16_log2_sign_pair_case,fp16_log2,sign_pair_case,student/work/reverse_fp16_semantic_20260604_1522_extra/ex224/verilog/ex224_fp16_log2_sign_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex224/aigs/ex224_fp16_log2_sign_pair_case.aig,1,1,1,6443,25,161075,64708,2.489259,0,0,structural_exact,32768,12.664,structural_exact FP16 frontend candidate
ex224,ex224_fp16_log2_split_sign_exp_mant_case,fp16_log2,split_sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522_extra/ex224/verilog/ex224_fp16_log2_split_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex224/aigs/ex224_fp16_log2_split_sign_exp_mant_case.aig,1,1,1,6320,22,139040,64708,2.148730,0,0,structural_exact,31777,10.131,structural_exact FP16 frontend candidate
ex225,ex225_fp16_log10_exp_mant_delta_pair,fp16_log10,exp_mant_delta_pair,student/work/reverse_fp16_semantic_20260604_1522_extra/ex225/verilog/ex225_fp16_log10_exp_mant_delta_pair.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex225/aigs/ex225_fp16_log10_exp_mant_delta_pair.aig,1,1,1,11584,26,301184,116676,2.581371,0,0,structural_exact,31777,13.191,structural_exact FP16 frontend candidate
ex225,ex225_fp16_log10_exp_mant_pair_case,fp16_log10,exp_mant_pair_case,student/work/reverse_fp16_semantic_20260604_1522/ex225/verilog/ex225_fp16_log10_exp_mant_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex225/aigs/ex225_fp16_log10_exp_mant_pair_case.aig,1,1,1,11578,26,301028,116676,2.580034,0,0,structural_exact,31745,12.899,structural_exact FP16 frontend candidate
ex225,ex225_fp16_log10_positive_default_exp_mant_case,fp16_log10,positive_default_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex225/verilog/ex225_fp16_log10_positive_default_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex225/aigs/ex225_fp16_log10_positive_default_exp_mant_case.aig,1,1,1,11603,24,278472,116676,2.386712,0,0,structural_exact,positive_entries=31746; relation=nan; relation_matches=31744; negative_exceptions=1024,12.701,structural_exact FP16 frontend candidate
ex225,ex225_fp16_log10_positive_default_exp_mant_delta,fp16_log10,positive_default_exp_mant_delta,student/work/reverse_fp16_semantic_20260604_1522_extra/ex225/verilog/ex225_fp16_log10_positive_default_exp_mant_delta.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex225/aigs/ex225_fp16_log10_positive_default_exp_mant_delta.aig,1,1,1,11603,26,301678,116676,2.585605,0,0,structural_exact,positive_entries=31778; relation=nan; relation_matches=31744; negative_exceptions=1024,12.651,structural_exact FP16 frontend candidate
ex225,ex225_fp16_log10_semantic_sign_exp_field_defaults,fp16_log10,semantic_sign_exp_field_defaults,student/work/reverse_fp16_semantic_20260604_1522/ex225/verilog/ex225_fp16_log10_semantic_sign_exp_field_defaults.v,student/work/reverse_fp16_semantic_20260604_1522/ex225/aigs/ex225_fp16_log10_semantic_sign_exp_field_defaults.aig,1,1,1,11663,23,268249,116676,2.299093,0,0,semantic_hybrid,groups=64; full_default_groups=33; exceptions=30480,15.053,semantic_hybrid FP16 frontend candidate
ex225,ex225_fp16_log10_sign_exp_default_expr_case,fp16_log10,sign_exp_default_expr_case,student/work/reverse_fp16_semantic_20260604_1522/ex225/verilog/ex225_fp16_log10_sign_exp_default_expr_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex225/aigs/ex225_fp16_log10_sign_exp_default_expr_case.aig,1,1,1,14110,24,338640,116676,2.902396,0,0,semantic_hybrid,"groups=64; full_default_groups=33; exceptions=30718; defaults=abs_input:28,nan:32,neg_inf:2,one:1,sign_zero:1",14.953,semantic_hybrid FP16 frontend candidate
ex225,ex225_fp16_log10_sign_exp_mant_case,fp16_log10,sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex225/verilog/ex225_fp16_log10_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex225/aigs/ex225_fp16_log10_sign_exp_mant_case.aig,1,1,1,11616,23,267168,116676,2.289828,0,0,structural_exact,31777,12.526,structural_exact FP16 frontend candidate
ex225,ex225_fp16_log10_sign_pair_case,fp16_log10,sign_pair_case,student/work/reverse_fp16_semantic_20260604_1522_extra/ex225/verilog/ex225_fp16_log10_sign_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex225/aigs/ex225_fp16_log10_sign_pair_case.aig,1,1,1,11695,27,315765,116676,2.706341,0,0,structural_exact,32768,14.480,structural_exact FP16 frontend candidate
ex225,ex225_fp16_log10_split_sign_exp_mant_case,fp16_log10,split_sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522_extra/ex225/verilog/ex225_fp16_log10_split_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522_extra/ex225/aigs/ex225_fp16_log10_split_sign_exp_mant_case.aig,1,1,1,11602,24,278448,116676,2.386506,0,0,structural_exact,31777,13.116,structural_exact FP16 frontend candidate
ex226,ex226_fp16_sin_exp_mant_pair_case,fp16_sin,exp_mant_pair_case,student/work/reverse_fp16_semantic_20260604_1522/ex226/verilog/ex226_fp16_sin_exp_mant_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex226/aigs/ex226_fp16_sin_exp_mant_pair_case.aig,1,1,1,33830,24,811920,587790,1.381310,1,0,structural_exact,30722,29.900,structural_exact FP16 frontend candidate
ex226,ex226_fp16_sin_positive_default_exp_mant_case,fp16_sin,positive_default_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex226/verilog/ex226_fp16_sin_positive_default_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex226/aigs/ex226_fp16_sin_positive_default_exp_mant_case.aig,1,1,1,33460,23,769580,587790,1.309277,1,0,structural_exact,positive_entries=30723; relation=sign_flip_pos; relation_matches=31744; negative_exceptions=1024,24.572,structural_exact FP16 frontend candidate
ex226,ex226_fp16_sin_semantic_sign_exp_field_defaults,fp16_sin,semantic_sign_exp_field_defaults,student/work/reverse_fp16_semantic_20260604_1522/ex226/verilog/ex226_fp16_sin_semantic_sign_exp_field_defaults.v,student/work/reverse_fp16_semantic_20260604_1522/ex226/aigs/ex226_fp16_sin_semantic_sign_exp_field_defaults.aig,1,1,1,34570,23,795110,587790,1.352711,1,0,semantic_hybrid,groups=64; full_default_groups=4; exceptions=61080,40.487,semantic_hybrid FP16 frontend candidate
ex226,ex226_fp16_sin_sign_exp_default_expr_case,fp16_sin,sign_exp_default_expr_case,student/work/reverse_fp16_semantic_20260604_1522/ex226/verilog/ex226_fp16_sin_sign_exp_default_expr_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex226/aigs/ex226_fp16_sin_sign_exp_default_expr_case.aig,1,1,1,36210,24,869040,587790,1.478487,1,0,semantic_hybrid,"groups=64; full_default_groups=22; exceptions=41848; defaults=abs_input:21,input:10,nan:2,neg_zero:1,one:29,sign_zero:1",31.892,semantic_hybrid FP16 frontend candidate
ex226,ex226_fp16_sin_sign_exp_mant_case,fp16_sin,sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex226/verilog/ex226_fp16_sin_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex226/aigs/ex226_fp16_sin_sign_exp_mant_case.aig,1,1,1,34442,24,826608,587790,1.406298,1,0,structural_exact,61444,31.869,structural_exact FP16 frontend candidate
ex227,ex227_fp16_tan_exp_mant_pair_case,fp16_tan,exp_mant_pair_case,student/work/reverse_fp16_semantic_20260604_1522/ex227/verilog/ex227_fp16_tan_exp_mant_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex227/aigs/ex227_fp16_tan_exp_mant_pair_case.aig,1,1,1,40929,24,982296,721639,1.361201,1,0,structural_exact,30722,34.644,structural_exact FP16 frontend candidate
ex227,ex227_fp16_tan_positive_default_exp_mant_case,fp16_tan,positive_default_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex227/verilog/ex227_fp16_tan_positive_default_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex227/aigs/ex227_fp16_tan_positive_default_exp_mant_case.aig,1,1,1,40817,23,938791,721639,1.300915,1,0,structural_exact,positive_entries=30723; relation=sign_flip_pos; relation_matches=31744; negative_exceptions=1024,27.993,structural_exact FP16 frontend candidate
ex227,ex227_fp16_tan_semantic_sign_exp_field_defaults,fp16_tan,semantic_sign_exp_field_defaults,student/work/reverse_fp16_semantic_20260604_1522/ex227/verilog/ex227_fp16_tan_semantic_sign_exp_field_defaults.v,student/work/reverse_fp16_semantic_20260604_1522/ex227/aigs/ex227_fp16_tan_semantic_sign_exp_field_defaults.aig,1,1,1,40721,24,977304,721639,1.354284,1,0,semantic_hybrid,groups=64; full_default_groups=4; exceptions=61356,45.132,semantic_hybrid FP16 frontend candidate
ex227,ex227_fp16_tan_sign_exp_default_expr_case,fp16_tan,sign_exp_default_expr_case,student/work/reverse_fp16_semantic_20260604_1522/ex227/verilog/ex227_fp16_tan_sign_exp_default_expr_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex227/aigs/ex227_fp16_tan_sign_exp_default_expr_case.aig,1,1,1,45547,24,1093128,721639,1.514785,0,0,semantic_hybrid,"groups=64; full_default_groups=20; exceptions=43076; defaults=abs_input:42,input:10,nan:2,neg_inf:1,neg_zero:3,one:3,pos_inf:1,sign_zero:2",41.429,semantic_hybrid FP16 frontend candidate
ex227,ex227_fp16_tan_sign_exp_mant_case,fp16_tan,sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex227/verilog/ex227_fp16_tan_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex227/aigs/ex227_fp16_tan_sign_exp_mant_case.aig,1,1,1,41098,24,986352,721639,1.366822,1,0,structural_exact,61444,38.566,structural_exact FP16 frontend candidate
ex228,ex228_fp16_sinh_exp_mant_pair_case,fp16_sinh,exp_mant_pair_case,student/work/reverse_fp16_semantic_20260604_1522/ex228/verilog/ex228_fp16_sinh_exp_mant_pair_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex228/aigs/ex228_fp16_sinh_exp_mant_pair_case.aig,1,1,1,6626,22,145772,101205,1.440364,1,0,structural_exact,19469,10.396,structural_exact FP16 frontend candidate
ex228,ex228_fp16_sinh_positive_default_exp_mant_case,fp16_sinh,positive_default_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex228/verilog/ex228_fp16_sinh_positive_default_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex228/aigs/ex228_fp16_sinh_positive_default_exp_mant_case.aig,1,1,1,6660,22,146520,101205,1.447755,1,0,structural_exact,positive_entries=20492; relation=sign_flip_pos; relation_matches=31745; negative_exceptions=1023,8.019,structural_exact FP16 frontend candidate
ex228,ex228_fp16_sinh_semantic_sign_exp_field_defaults,fp16_sinh,semantic_sign_exp_field_defaults,student/work/reverse_fp16_semantic_20260604_1522/ex228/verilog/ex228_fp16_sinh_semantic_sign_exp_field_defaults.v,student/work/reverse_fp16_semantic_20260604_1522/ex228/aigs/ex228_fp16_sinh_semantic_sign_exp_field_defaults.aig,1,1,1,6653,21,139713,101205,1.380495,1,0,semantic_hybrid,groups=64; full_default_groups=26; exceptions=35746,12.944,semantic_hybrid FP16 frontend candidate
ex228,ex228_fp16_sinh_sign_exp_default_expr_case,fp16_sinh,sign_exp_default_expr_case,student/work/reverse_fp16_semantic_20260604_1522/ex228/verilog/ex228_fp16_sinh_sign_exp_default_expr_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex228/aigs/ex228_fp16_sinh_sign_exp_default_expr_case.aig,1,1,1,7482,22,164604,101205,1.626441,0,0,semantic_hybrid,"groups=64; full_default_groups=44; exceptions=16449; defaults=abs_input:23,input:10,nan:2,neg_inf:13,neg_zero:1,one:1,pos_inf:13,sign_zero:1",7.975,semantic_hybrid FP16 frontend candidate
ex228,ex228_fp16_sinh_sign_exp_mant_case,fp16_sinh,sign_exp_mant_case,student/work/reverse_fp16_semantic_20260604_1522/ex228/verilog/ex228_fp16_sinh_sign_exp_mant_case.v,student/work/reverse_fp16_semantic_20260604_1522/ex228/aigs/ex228_fp16_sinh_sign_exp_mant_case.aig,1,1,1,6728,21,141288,101205,1.396058,1,0,structural_exact,38938,10.338,structural_exact FP16 frontend candidate
