case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex202,ex202_bf16_exp10_semantic_positive_field_defaults,bf16_exp10,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/verilog/ex202_bf16_exp10_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/aigs/ex202_bf16_exp10_semantic_positive_field_defaults.aig,1,1,1,3645,19,69255,5.302,positive_exp_groups=256; full_default_groups=240; positive_exceptions=1525; relation=zero; negative_exceptions=17047,aggressive semantic BF16 field RTL
ex202,ex202_bf16_exp10_semantic_positive_symmetry_fields,bf16_exp10,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/verilog/ex202_bf16_exp10_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/aigs/ex202_bf16_exp10_semantic_positive_symmetry_fields.aig,1,1,1,3709,20,74180,9.301,positive_entries=32768; relation=zero; negative_exceptions=17047,aggressive semantic BF16 field RTL
ex202,ex202_bf16_exp10_semantic_sign_exp_field_defaults,bf16_exp10,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/verilog/ex202_bf16_exp10_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex202/aigs/ex202_bf16_exp10_semantic_sign_exp_field_defaults.aig,1,1,1,3702,16,59232,3.207,groups=512; full_default_groups=479; exceptions=3162,aggressive semantic BF16 field RTL
ex203,ex203_bf16_log_semantic_exp_delta_fields,bf16_log,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_exp_delta_fields.aig,1,1,1,4406,27,118962,13.109,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32511; special_entries=257; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex203,ex203_bf16_log_semantic_field_reassembly,bf16_log,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_field_reassembly.aig,1,1,1,4808,19,91352,12.890,65536,aggressive semantic BF16 field RTL
ex203,ex203_bf16_log_semantic_positive_field_defaults,bf16_log,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_positive_field_defaults.aig,1,1,1,4620,20,92400,7.409,positive_exp_groups=256; full_default_groups=1; positive_exceptions=20152; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex203,ex203_bf16_log_semantic_positive_symmetry_fields,bf16_log,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_positive_symmetry_fields.aig,1,1,1,4314,23,99222,9.428,positive_entries=32768; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex203,ex203_bf16_log_semantic_sign_exp_field_defaults,bf16_log,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/verilog/ex203_bf16_log_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex203/aigs/ex203_bf16_log_semantic_sign_exp_field_defaults.aig,1,1,1,4649,19,88331,7.510,groups=512; full_default_groups=257; exceptions=20152,aggressive semantic BF16 field RTL
ex204,ex204_bf16_log2_semantic_exp_delta_fields,bf16_log2,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_exp_delta_fields.aig,1,1,1,1770,26,46020,11.552,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32511; special_entries=257; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex204,ex204_bf16_log2_semantic_field_reassembly,bf16_log2,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_field_reassembly.aig,1,1,1,2360,16,37760,11.874,65536,aggressive semantic BF16 field RTL
ex204,ex204_bf16_log2_semantic_positive_field_defaults,bf16_log2,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_positive_field_defaults.aig,1,1,1,2223,17,37791,6.098,positive_exp_groups=256; full_default_groups=1; positive_exceptions=21293; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex204,ex204_bf16_log2_semantic_positive_symmetry_fields,bf16_log2,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_positive_symmetry_fields.aig,1,1,1,1747,21,36687,8.521,positive_entries=32768; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex204,ex204_bf16_log2_semantic_sign_exp_field_defaults,bf16_log2,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/verilog/ex204_bf16_log2_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex204/aigs/ex204_bf16_log2_semantic_sign_exp_field_defaults.aig,1,1,1,2528,16,40448,6.793,groups=512; full_default_groups=257; exceptions=21293,aggressive semantic BF16 field RTL
ex205,ex205_bf16_log10_semantic_exp_delta_fields,bf16_log10,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_exp_delta_fields.aig,1,1,1,4437,24,106488,12.064,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32511; special_entries=257; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex205,ex205_bf16_log10_semantic_field_reassembly,bf16_log10,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_field_reassembly.aig,1,1,1,4853,19,92207,12.609,65536,aggressive semantic BF16 field RTL
ex205,ex205_bf16_log10_semantic_positive_field_defaults,bf16_log10,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_positive_field_defaults.aig,1,1,1,4546,19,86374,7.351,positive_exp_groups=256; full_default_groups=1; positive_exceptions=20350; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex205,ex205_bf16_log10_semantic_positive_symmetry_fields,bf16_log10,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_positive_symmetry_fields.aig,1,1,1,4384,23,100832,9.140,positive_entries=32768; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex205,ex205_bf16_log10_semantic_sign_exp_field_defaults,bf16_log10,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/verilog/ex205_bf16_log10_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex205/aigs/ex205_bf16_log10_semantic_sign_exp_field_defaults.aig,1,1,1,4669,18,84042,7.687,groups=512; full_default_groups=257; exceptions=20350,aggressive semantic BF16 field RTL
ex206,ex206_bf16_sin_semantic_exp_delta_fields,bf16_sin,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_exp_delta_fields.aig,1,1,1,32528,31,1008368,34.728,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32512; special_entries=256; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL
ex206,ex206_bf16_sin_semantic_field_reassembly,bf16_sin,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_field_reassembly.aig,1,1,1,33686,21,707406,42.279,65536,aggressive semantic BF16 field RTL
ex206,ex206_bf16_sin_semantic_positive_field_defaults,bf16_sin,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_positive_field_defaults.aig,1,1,1,30914,22,680108,27.914,positive_exp_groups=256; full_default_groups=2; positive_exceptions=31946; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL
ex206,ex206_bf16_sin_semantic_positive_symmetry_fields,bf16_sin,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_positive_symmetry_fields.aig,1,1,1,31144,26,809744,26.127,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL
ex206,ex206_bf16_sin_semantic_sign_exp_field_defaults,bf16_sin,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/verilog/ex206_bf16_sin_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex206/aigs/ex206_bf16_sin_semantic_sign_exp_field_defaults.aig,1,1,1,34286,22,754292,41.587,groups=512; full_default_groups=4; exceptions=63892,aggressive semantic BF16 field RTL
ex207,ex207_bf16_tan_semantic_exp_delta_fields,bf16_tan,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/verilog/ex207_bf16_tan_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/aigs/ex207_bf16_tan_semantic_exp_delta_fields.aig,1,1,1,35143,34,1194862,35.185,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32512; special_entries=256; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL
ex207,ex207_bf16_tan_semantic_field_reassembly,bf16_tan,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/verilog/ex207_bf16_tan_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/aigs/ex207_bf16_tan_semantic_field_reassembly.aig,1,1,1,38872,22,855184,51.471,65536,aggressive semantic BF16 field RTL
ex207,ex207_bf16_tan_semantic_positive_field_defaults,bf16_tan,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/verilog/ex207_bf16_tan_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/aigs/ex207_bf16_tan_semantic_positive_field_defaults.aig,1,1,1,35539,23,817397,30.986,positive_exp_groups=256; full_default_groups=2; positive_exceptions=32246; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL
ex207,ex207_bf16_tan_semantic_positive_symmetry_fields,bf16_tan,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/verilog/ex207_bf16_tan_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/aigs/ex207_bf16_tan_semantic_positive_symmetry_fields.aig,1,1,1,35612,29,1032748,27.876,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=128,aggressive semantic BF16 field RTL
ex207,ex207_bf16_tan_semantic_sign_exp_field_defaults,bf16_tan,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/verilog/ex207_bf16_tan_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex207/aigs/ex207_bf16_tan_semantic_sign_exp_field_defaults.aig,1,1,1,39205,23,901715,48.302,groups=512; full_default_groups=4; exceptions=64492,aggressive semantic BF16 field RTL
ex208,ex208_bf16_sinh_semantic_exp_delta_fields,bf16_sinh,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/verilog/ex208_bf16_sinh_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/aigs/ex208_bf16_sinh_semantic_exp_delta_fields.aig,1,1,1,2268,28,63504,9.216,base=lookup_by_input_exp; positive_entries=32768; normal_entries=16947; special_entries=15821; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex208,ex208_bf16_sinh_semantic_field_reassembly,bf16_sinh,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/verilog/ex208_bf16_sinh_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/aigs/ex208_bf16_sinh_semantic_field_reassembly.aig,1,1,1,2620,17,44540,13.835,65536,aggressive semantic BF16 field RTL
ex208,ex208_bf16_sinh_semantic_positive_field_defaults,bf16_sinh,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/verilog/ex208_bf16_sinh_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/aigs/ex208_bf16_sinh_semantic_positive_field_defaults.aig,1,1,1,2319,16,37104,5.875,positive_exp_groups=256; full_default_groups=122; positive_exceptions=16813; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex208,ex208_bf16_sinh_semantic_positive_symmetry_fields,bf16_sinh,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/verilog/ex208_bf16_sinh_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/aigs/ex208_bf16_sinh_semantic_positive_symmetry_fields.aig,1,1,1,2229,19,42351,12.084,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex208,ex208_bf16_sinh_semantic_sign_exp_field_defaults,bf16_sinh,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/verilog/ex208_bf16_sinh_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex208/aigs/ex208_bf16_sinh_semantic_sign_exp_field_defaults.aig,1,1,1,2582,16,41312,9.856,groups=512; full_default_groups=244; exceptions=33626,aggressive semantic BF16 field RTL
ex209,ex209_bf16_tanh_semantic_exp_delta_fields,bf16_tanh,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/verilog/ex209_bf16_tanh_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/aigs/ex209_bf16_tanh_semantic_exp_delta_fields.aig,1,1,1,764,19,14516,8.759,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32513; special_entries=255; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex209,ex209_bf16_tanh_semantic_field_reassembly,bf16_tanh,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/verilog/ex209_bf16_tanh_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/aigs/ex209_bf16_tanh_semantic_field_reassembly.aig,1,1,1,1353,29,39237,12.389,65536,aggressive semantic BF16 field RTL
ex209,ex209_bf16_tanh_semantic_positive_field_defaults,bf16_tanh,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/verilog/ex209_bf16_tanh_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/aigs/ex209_bf16_tanh_semantic_positive_field_defaults.aig,1,1,1,929,14,13006,4.432,positive_exp_groups=256; full_default_groups=127; positive_exceptions=16213; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex209,ex209_bf16_tanh_semantic_positive_symmetry_fields,bf16_tanh,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/verilog/ex209_bf16_tanh_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/aigs/ex209_bf16_tanh_semantic_positive_symmetry_fields.aig,1,1,1,776,18,13968,11.427,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex209,ex209_bf16_tanh_semantic_sign_exp_field_defaults,bf16_tanh,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/verilog/ex209_bf16_tanh_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex209/aigs/ex209_bf16_tanh_semantic_sign_exp_field_defaults.aig,1,1,1,1107,19,21033,8.159,groups=512; full_default_groups=254; exceptions=32426,aggressive semantic BF16 field RTL
ex210,ex210_bf16_sigmoid_semantic_exp_delta_fields,bf16_sigmoid,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/verilog/ex210_bf16_sigmoid_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/aigs/ex210_bf16_sigmoid_semantic_exp_delta_fields.aig,1,1,1,2344,19,44536,9.897,base=lookup_by_input_exp; positive_entries=32768; normal_entries=32641; special_entries=127; relation=zero; negative_exceptions=17198,aggressive semantic BF16 field RTL
ex210,ex210_bf16_sigmoid_semantic_field_reassembly,bf16_sigmoid,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/verilog/ex210_bf16_sigmoid_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/aigs/ex210_bf16_sigmoid_semantic_field_reassembly.aig,1,1,1,2367,16,37872,10.239,65536,aggressive semantic BF16 field RTL
ex210,ex210_bf16_sigmoid_semantic_positive_field_defaults,bf16_sigmoid,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/verilog/ex210_bf16_sigmoid_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/aigs/ex210_bf16_sigmoid_semantic_positive_field_defaults.aig,1,1,1,2325,20,46500,4.315,positive_exp_groups=256; full_default_groups=245; positive_exceptions=890; relation=zero; negative_exceptions=17198,aggressive semantic BF16 field RTL
ex210,ex210_bf16_sigmoid_semantic_positive_symmetry_fields,bf16_sigmoid,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/verilog/ex210_bf16_sigmoid_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/aigs/ex210_bf16_sigmoid_semantic_positive_symmetry_fields.aig,1,1,1,2370,19,45030,8.401,positive_entries=32768; relation=zero; negative_exceptions=17198,aggressive semantic BF16 field RTL
ex210,ex210_bf16_sigmoid_semantic_sign_exp_field_defaults,bf16_sigmoid,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/verilog/ex210_bf16_sigmoid_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex210/aigs/ex210_bf16_sigmoid_semantic_sign_exp_field_defaults.aig,1,1,1,2314,17,39338,2.274,groups=512; full_default_groups=485; exceptions=2402,aggressive semantic BF16 field RTL
ex211,ex211_bf16_reciprocal_semantic_exp_delta_fields,bf16_reciprocal,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/verilog/ex211_bf16_reciprocal_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/aigs/ex211_bf16_reciprocal_semantic_exp_delta_fields.aig,1,1,1,316,16,5056,9.403,base=arith_recip; positive_entries=32768; normal_entries=32257; special_entries=511; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex211,ex211_bf16_reciprocal_semantic_field_reassembly,bf16_reciprocal,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/verilog/ex211_bf16_reciprocal_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/aigs/ex211_bf16_reciprocal_semantic_field_reassembly.aig,1,1,1,1417,16,22672,14.380,65536,aggressive semantic BF16 field RTL
