case,domain,agent_id,candidate_id,method_signature,status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex244,float_fp8,sub-ex244-r60,ex244_r60_bitplane_incmux_raw_abc_g_aig,,,1,487,36,17532,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_bitplane_incmux_raw.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_bitplane_incmux_raw_abc_g_aig.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_bitplane_incmux_raw_abc_g_aig.evaluate.py.log,official evaluate.py OK; synth_sec=0.402; eval_sec=0.510; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_bitplane_incmux_raw_abc_g_aig.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_bitplane_incmux_raw_synth_preset,,,1,449,40,17960,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_bitplane_incmux_raw.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_bitplane_incmux_raw_synth_preset.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_bitplane_incmux_raw_synth_preset.evaluate.py.log,official evaluate.py OK; synth_sec=0.593; eval_sec=0.500; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_bitplane_incmux_raw_synth_preset.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_gapcofactor_satsplit_field_default,,,1,321,35,11235,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_gapcofactor_satsplit_field.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_gapcofactor_satsplit_field_default.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_gapcofactor_satsplit_field_default.evaluate.py.log,official evaluate.py OK; synth_sec=0.282; eval_sec=0.474; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_gapcofactor_satsplit_field_default.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_gapcofactor_satsplit_field_abc_g_aig,,,1,304,34,10336,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_gapcofactor_satsplit_field.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_gapcofactor_satsplit_field_abc_g_aig.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_gapcofactor_satsplit_field_abc_g_aig.evaluate.py.log,official evaluate.py OK; synth_sec=0.290; eval_sec=0.514; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_gapcofactor_satsplit_field_abc_g_aig.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_gapcofactor_satsplit_field_synth_preset,,,1,312,34,10608,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_gapcofactor_satsplit_field.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_gapcofactor_satsplit_field_synth_preset.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_gapcofactor_satsplit_field_synth_preset.evaluate.py.log,official evaluate.py OK; synth_sec=0.489; eval_sec=0.497; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_gapcofactor_satsplit_field_synth_preset.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_sigdelta_fullcase_satsplit_field_default,,,1,370,36,13320,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_sigdelta_fullcase_satsplit_field.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_sigdelta_fullcase_satsplit_field_default.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_sigdelta_fullcase_satsplit_field_default.evaluate.py.log,official evaluate.py OK; synth_sec=0.398; eval_sec=0.515; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_sigdelta_fullcase_satsplit_field_default.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_sigdelta_fullcase_satsplit_field_abc_g_aig,,,1,354,35,12390,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_sigdelta_fullcase_satsplit_field.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_sigdelta_fullcase_satsplit_field_abc_g_aig.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_sigdelta_fullcase_satsplit_field_abc_g_aig.evaluate.py.log,official evaluate.py OK; synth_sec=0.389; eval_sec=0.518; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_sigdelta_fullcase_satsplit_field_abc_g_aig.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_sigdelta_fullcase_satsplit_field_synth_preset,,,1,353,34,12002,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_sigdelta_fullcase_satsplit_field.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_sigdelta_fullcase_satsplit_field_synth_preset.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_sigdelta_fullcase_satsplit_field_synth_preset.evaluate.py.log,official evaluate.py OK; synth_sec=0.583; eval_sec=0.480; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_sigdelta_fullcase_satsplit_field_synth_preset.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_mixed_tail_lut_raw_default,,,1,400,33,13200,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_mixed_tail_lut_raw.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_mixed_tail_lut_raw_default.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_raw_default.evaluate.py.log,official evaluate.py OK; synth_sec=0.364; eval_sec=0.505; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_raw_default.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_mixed_tail_lut_raw_abc_g_aig,,,1,387,33,12771,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_mixed_tail_lut_raw.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_mixed_tail_lut_raw_abc_g_aig.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_raw_abc_g_aig.evaluate.py.log,official evaluate.py OK; synth_sec=0.343; eval_sec=0.490; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_raw_abc_g_aig.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_mixed_tail_lut_raw_synth_preset,,,1,378,33,12474,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_mixed_tail_lut_raw.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_mixed_tail_lut_raw_synth_preset.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_raw_synth_preset.evaluate.py.log,official evaluate.py OK; synth_sec=0.505; eval_sec=0.505; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_raw_synth_preset.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_mixed_tail_lut_field_default,,,1,385,34,13090,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_mixed_tail_lut_field.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_mixed_tail_lut_field_default.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_field_default.evaluate.py.log,official evaluate.py OK; synth_sec=0.374; eval_sec=0.505; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_field_default.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_mixed_tail_lut_field_abc_g_aig,,,1,378,33,12474,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_mixed_tail_lut_field.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_mixed_tail_lut_field_abc_g_aig.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_field_abc_g_aig.evaluate.py.log,official evaluate.py OK; synth_sec=0.384; eval_sec=0.511; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_field_abc_g_aig.yosys.log
ex244,float_fp8,sub-ex244-r60,ex244_r60_mixed_tail_lut_field_synth_preset,,,1,381,33,12573,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/verilog/ex244_r60_mixed_tail_lut_field.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/aigs/ex244_r60_mixed_tail_lut_field_synth_preset.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_field_synth_preset.evaluate.py.log,official evaluate.py OK; synth_sec=0.522; eval_sec=0.524; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex244-r60/ex244/logs/ex244_r60_mixed_tail_lut_field_synth_preset.yosys.log
ex246,float_fp8,sub-ex246-ex247-r60,ex246_r60_product_predicate_round_default,,,1,421,39,16419,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/verilog/ex246_r60_product_predicate_round.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/aigs/ex246_r60_product_predicate_round_default.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/logs/ex246_r60_product_predicate_round_default.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/logs/ex246_r60_product_predicate_round_default.yosys.log; flow=project yosys frontend flow with internal abc -g AND
ex246,float_fp8,sub-ex246-ex247-r60,ex246_r60_product_predicate_round_synth_flatten,,,1,420,39,16380,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/verilog/ex246_r60_product_predicate_round.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/aigs/ex246_r60_product_predicate_round_synth_flatten.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/logs/ex246_r60_product_predicate_round_synth_flatten.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/logs/ex246_r60_product_predicate_round_synth_flatten.yosys.log; flow=Yosys synth -flatten with internal abc -g AND
ex246,float_fp8,sub-ex246-ex247-r60,ex246_r60_sigpair_round_predicates_default,,,1,440,28,12320,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/verilog/ex246_r60_sigpair_round_predicates.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/aigs/ex246_r60_sigpair_round_predicates_default.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/logs/ex246_r60_sigpair_round_predicates_default.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/logs/ex246_r60_sigpair_round_predicates_default.yosys.log; flow=project yosys frontend flow with internal abc -g AND
ex246,float_fp8,sub-ex246-ex247-r60,ex246_r60_sigpair_round_predicates_synth_flatten,,,1,419,30,12570,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/verilog/ex246_r60_sigpair_round_predicates.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/aigs/ex246_r60_sigpair_round_predicates_synth_flatten.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/logs/ex246_r60_sigpair_round_predicates_synth_flatten.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex246/logs/ex246_r60_sigpair_round_predicates_synth_flatten.yosys.log; flow=Yosys synth -flatten with internal abc -g AND
ex247,float_fp8,sub-ex246-ex247-r60,ex247_r60_quotient_boundary_formula_default,,,1,429,31,13299,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/verilog/ex247_r60_quotient_boundary_formula.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/aigs/ex247_r60_quotient_boundary_formula_default.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/logs/ex247_r60_quotient_boundary_formula_default.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/logs/ex247_r60_quotient_boundary_formula_default.yosys.log; flow=project yosys frontend flow with internal abc -g AND
ex247,float_fp8,sub-ex246-ex247-r60,ex247_r60_quotient_boundary_formula_synth_flatten,,,1,403,31,12493,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/verilog/ex247_r60_quotient_boundary_formula.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/aigs/ex247_r60_quotient_boundary_formula_synth_flatten.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/logs/ex247_r60_quotient_boundary_formula_synth_flatten.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/logs/ex247_r60_quotient_boundary_formula_synth_flatten.yosys.log; flow=Yosys synth -flatten with internal abc -g AND
ex247,float_fp8,sub-ex246-ex247-r60,ex247_r60_quotient_region_split_default,,,1,393,34,13362,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/verilog/ex247_r60_quotient_region_split.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/aigs/ex247_r60_quotient_region_split_default.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/logs/ex247_r60_quotient_region_split_default.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/logs/ex247_r60_quotient_region_split_default.yosys.log; flow=project yosys frontend flow with internal abc -g AND
ex247,float_fp8,sub-ex246-ex247-r60,ex247_r60_quotient_region_split_synth_flatten,,,1,367,32,11744,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/verilog/ex247_r60_quotient_region_split.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/aigs/ex247_r60_quotient_region_split_synth_flatten.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/logs/ex247_r60_quotient_region_split_synth_flatten.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex246-ex247-r60/ex247/logs/ex247_r60_quotient_region_split_synth_flatten.yosys.log; flow=Yosys synth -flatten with internal abc -g AND
ex285,unknown,sub-ex285-r60,ex285_r60_countkey_majority_pairdelta_abc_g_and,ex285|hamming_weight_preserving_lossy_routing_normalizer|countkey_majority_pairdelta_case|shared_onehot_bucket_count_base_and_two_pair_selector_delta|yosys_internal_abc_g_and|official_evaluate|full_word_xor_reconstruction,OK,1,6161,20,123220,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/verilog/ex285_r60_countkey_majority_pairdelta.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/aigs/ex285_r60_countkey_majority_pairdelta_abc_g_and.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/logs/ex285_r60_countkey_majority_pairdelta_abc_g_and.evaluate.py.log,yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/logs/ex285_r60_countkey_majority_pairdelta_abc_g_and.yosys.log; synth_sec=2.540; eval_sec=0.230; frontend-only Yosys RTL synthesis
ex285,unknown,sub-ex285-r60,ex285_r60_countkey_majority_pairdelta_abc_g_aig,ex285|hamming_weight_preserving_lossy_routing_normalizer|countkey_majority_pairdelta_case|shared_onehot_bucket_count_base_and_two_pair_selector_delta|yosys_internal_abc_g_aig|official_evaluate|full_word_xor_reconstruction,OK,1,6141,19,116679,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/verilog/ex285_r60_countkey_majority_pairdelta.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/aigs/ex285_r60_countkey_majority_pairdelta_abc_g_aig.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/logs/ex285_r60_countkey_majority_pairdelta_abc_g_aig.evaluate.py.log,yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/logs/ex285_r60_countkey_majority_pairdelta_abc_g_aig.yosys.log; synth_sec=2.584; eval_sec=0.212; frontend-only Yosys RTL synthesis
ex285,unknown,sub-ex285-r60,ex285_r60_twopair_selector_direct_case_abc_g_and,ex285|hamming_weight_preserving_lossy_routing_normalizer|twopair_selector_direct_case|shared_two_pair_swap_invariant_selector_table|yosys_internal_abc_g_and|official_evaluate|full_word_direct_case,OK,1,3614,19,68666,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/verilog/ex285_r60_twopair_selector_direct_case.v,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/aigs/ex285_r60_twopair_selector_direct_case_abc_g_and.aig,student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/logs/ex285_r60_twopair_selector_direct_case_abc_g_and.evaluate.py.log,yosys_log=student/work/frontend_source_parallel_round60_20260613_0825/sub-ex285-r60/ex285/logs/ex285_r60_twopair_selector_direct_case_abc_g_and.yosys.log; synth_sec=1.423; eval_sec=0.226; frontend-only Yosys RTL synthesis
