case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_delta_case_attrs_default_raw,1,191,30,5730,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/verilog/ex249_delta_case_attrs.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/aigs/ex249_ex249_delta_case_attrs_default_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/logs/ex249_ex249_delta_case_attrs_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/logs/ex249_delta_case_attrs_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/logs/ex249_ex249_delta_case_attrs_default_raw.abc.log; synth_sec=0.187; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_inc_mux_delta_pred_synth_preset_raw,1,190,28,5320,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_raw.abc.log; synth_sec=0.296; abc_sec=0.000; eval_sec=0.449
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_split_delta_default_raw,1,186,30,5580,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_default_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_raw.abc.log; synth_sec=0.178; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_split_delta_extra_share_raw,1,189,29,5481,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_extra_share_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_raw.abc.log; synth_sec=0.182; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_split_delta_abc_g_aig_raw,1,174,30,5220,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.abc.log; synth_sec=0.176; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_split_delta_synth_preset_raw,1,176,29,5104,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.abc.log; synth_sec=0.284; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_inc_mux_default_raw,1,180,30,5400,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_default_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.abc.log; synth_sec=0.186; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_inc_mux_extra_share_raw,1,202,30,6060,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_extra_share_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.abc.log; synth_sec=0.222; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_inc_mux_abc_g_aig_raw,1,170,30,5100,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.abc.log; synth_sec=0.186; abc_sec=0.000; eval_sec=0.437
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_inc_mux_synth_preset_raw,1,186,30,5580,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.abc.log; synth_sec=0.301; abc_sec=0.000; eval_sec=0.495
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_direct_carry_delta_default_raw,1,194,28,5432,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_default_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_default_raw.abc.log; synth_sec=0.191; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_direct_carry_delta_extra_share_raw,1,184,31,5704,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_extra_share_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_extra_share_raw.abc.log; synth_sec=0.190; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_direct_carry_delta_abc_g_aig_raw,1,171,27,4617,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_abc_g_aig_raw.abc.log; synth_sec=0.189; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_direct_carry_delta_synth_preset_raw,1,195,29,5655,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_synth_preset_raw.abc.log; synth_sec=0.287; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_direct_carry_default_raw,1,186,30,5580,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_default_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_default_raw.abc.log; synth_sec=0.184; abc_sec=0.000; eval_sec=0.443
