case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_delta_case_attrs_default_raw,FP8 source predicate/table restructuring,ex249_delta_case_attrs + default + raw,original delta case with full/parallel case attributes,ex249|fp8_source_restructure|ex249_delta_case_attrs|original_delta_case_with_full_parallel_case_attributes|default|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/verilog/ex249_delta_case_attrs.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/aigs/ex249_ex249_delta_case_attrs_default_raw.aig,1,not_run,191,30,5730,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/logs/ex249_ex249_delta_case_attrs_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/logs/ex249_delta_case_attrs_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/logs/ex249_ex249_delta_case_attrs_default_raw.abc.log; synth_sec=0.187; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_inc_mux_delta_pred_synth_preset_raw,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + synth_preset + raw,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|synth_preset|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_synth_preset_raw.aig,1,not_run,190,28,5320,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_raw.abc.log; synth_sec=0.296; abc_sec=0.000; eval_sec=0.449
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_split_delta_default_raw,FP8 source predicate/table restructuring,ex249_effgap_split_delta + default + raw,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|default|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_default_raw.aig,1,not_run,186,30,5580,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_raw.abc.log; synth_sec=0.178; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_split_delta_extra_share_raw,FP8 source predicate/table restructuring,ex249_effgap_split_delta + extra_share + raw,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|extra_share|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_extra_share_raw.aig,1,not_run,189,29,5481,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_raw.abc.log; synth_sec=0.182; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_split_delta_abc_g_aig_raw,FP8 source predicate/table restructuring,ex249_effgap_split_delta + abc_g_aig + raw,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|abc_g_aig|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.aig,1,not_run,174,30,5220,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.abc.log; synth_sec=0.176; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_split_delta_synth_preset_raw,FP8 source predicate/table restructuring,ex249_effgap_split_delta + synth_preset + raw,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|synth_preset|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_synth_preset_raw.aig,1,not_run,176,29,5104,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.abc.log; synth_sec=0.284; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_inc_mux_default_raw,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + default + raw,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|default|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_default_raw.aig,1,not_run,180,30,5400,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.abc.log; synth_sec=0.186; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_inc_mux_extra_share_raw,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + extra_share + raw,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|extra_share|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_extra_share_raw.aig,1,not_run,202,30,6060,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.abc.log; synth_sec=0.222; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_inc_mux_abc_g_aig_raw,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + abc_g_aig + raw,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|abc_g_aig|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.aig,1,not_run,170,30,5100,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.abc.log; synth_sec=0.186; abc_sec=0.000; eval_sec=0.437
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_inc_mux_synth_preset_raw,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + synth_preset + raw,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|synth_preset|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_synth_preset_raw.aig,1,not_run,186,30,5580,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.abc.log; synth_sec=0.301; abc_sec=0.000; eval_sec=0.495
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_direct_carry_delta_default_raw,FP8 source predicate/table restructuring,ex249_direct_carry_delta + default + raw,split delta predicates with hand-written limited carry incrementer,ex249|fp8_source_restructure|ex249_direct_carry_delta|split_delta_predicates_with_hand_written_limited_carry_incrementer|default|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_default_raw.aig,1,not_run,194,28,5432,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_default_raw.abc.log; synth_sec=0.191; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_direct_carry_delta_extra_share_raw,FP8 source predicate/table restructuring,ex249_direct_carry_delta + extra_share + raw,split delta predicates with hand-written limited carry incrementer,ex249|fp8_source_restructure|ex249_direct_carry_delta|split_delta_predicates_with_hand_written_limited_carry_incrementer|extra_share|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_extra_share_raw.aig,1,not_run,184,31,5704,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_extra_share_raw.abc.log; synth_sec=0.190; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_direct_carry_delta_abc_g_aig_raw,FP8 source predicate/table restructuring,ex249_direct_carry_delta + abc_g_aig + raw,split delta predicates with hand-written limited carry incrementer,ex249|fp8_source_restructure|ex249_direct_carry_delta|split_delta_predicates_with_hand_written_limited_carry_incrementer|abc_g_aig|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_abc_g_aig_raw.aig,1,not_run,171,27,4617,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_abc_g_aig_raw.abc.log; synth_sec=0.189; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_direct_carry_delta_synth_preset_raw,FP8 source predicate/table restructuring,ex249_direct_carry_delta + synth_preset + raw,split delta predicates with hand-written limited carry incrementer,ex249|fp8_source_restructure|ex249_direct_carry_delta|split_delta_predicates_with_hand_written_limited_carry_incrementer|synth_preset|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/verilog/ex249_direct_carry_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/aigs/ex249_ex249_direct_carry_delta_synth_preset_raw.aig,1,not_run,195,29,5655,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_direct_carry_delta_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_direct_carry_delta/logs/ex249_ex249_direct_carry_delta_synth_preset_raw.abc.log; synth_sec=0.287; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_direct_carry_default_raw,FP8 source predicate/table restructuring,ex249_effgap_direct_carry + default + raw,effective exponent gap with hand-written limited carry incrementer,ex249|fp8_source_restructure|ex249_effgap_direct_carry|effective_exponent_gap_with_hand_written_limited_carry_incrementer|default|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_default_raw.aig,1,not_run,186,30,5580,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_default_raw.abc.log; synth_sec=0.184; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_direct_carry_extra_share_raw,FP8 source predicate/table restructuring,ex249_effgap_direct_carry + extra_share + raw,effective exponent gap with hand-written limited carry incrementer,ex249|fp8_source_restructure|ex249_effgap_direct_carry|effective_exponent_gap_with_hand_written_limited_carry_incrementer|extra_share|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_extra_share_raw.aig,1,not_run,189,30,5670,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_extra_share_raw.abc.log; synth_sec=0.188; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_direct_carry_abc_g_aig_raw,FP8 source predicate/table restructuring,ex249_effgap_direct_carry + abc_g_aig + raw,effective exponent gap with hand-written limited carry incrementer,ex249|fp8_source_restructure|ex249_effgap_direct_carry|effective_exponent_gap_with_hand_written_limited_carry_incrementer|abc_g_aig|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_abc_g_aig_raw.aig,1,not_run,168,30,5040,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_abc_g_aig_raw.abc.log; synth_sec=0.184; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_direct_carry_synth_preset_raw,FP8 source predicate/table restructuring,ex249_effgap_direct_carry + synth_preset + raw,effective exponent gap with hand-written limited carry incrementer,ex249|fp8_source_restructure|ex249_effgap_direct_carry|effective_exponent_gap_with_hand_written_limited_carry_incrementer|synth_preset|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_synth_preset_raw.aig,1,not_run,173,28,4844,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_synth_preset_raw.abc.log; synth_sec=0.295; abc_sec=0.000; eval_sec=0.442
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_delta_default_raw,FP8 source predicate/table restructuring,ex249_or_pred_delta + default + raw,equality-OR delta predicates for shared inc1/inc2,ex249|fp8_source_restructure|ex249_or_pred_delta|equality_or_delta_predicates_for_shared_inc1_inc2|default|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/verilog/ex249_or_pred_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/aigs/ex249_ex249_or_pred_delta_default_raw.aig,1,not_run,214,31,6634,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_or_pred_delta_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_default_raw.abc.log; synth_sec=0.190; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_delta_extra_share_raw,FP8 source predicate/table restructuring,ex249_or_pred_delta + extra_share + raw,equality-OR delta predicates for shared inc1/inc2,ex249|fp8_source_restructure|ex249_or_pred_delta|equality_or_delta_predicates_for_shared_inc1_inc2|extra_share|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/verilog/ex249_or_pred_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/aigs/ex249_ex249_or_pred_delta_extra_share_raw.aig,1,not_run,203,32,6496,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_or_pred_delta_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_extra_share_raw.abc.log; synth_sec=0.193; abc_sec=0.000; eval_sec=0.442
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_delta_abc_g_aig_raw,FP8 source predicate/table restructuring,ex249_or_pred_delta + abc_g_aig + raw,equality-OR delta predicates for shared inc1/inc2,ex249|fp8_source_restructure|ex249_or_pred_delta|equality_or_delta_predicates_for_shared_inc1_inc2|abc_g_aig|raw|official_evaluate|full_word,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/verilog/ex249_or_pred_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/aigs/ex249_ex249_or_pred_delta_abc_g_aig_raw.aig,1,not_run,188,30,5640,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_or_pred_delta_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_abc_g_aig_raw.abc.log; synth_sec=0.188; abc_sec=0.000; eval_sec=0.439
