case,candidate_id,hypothesis,representation,sharing_strategy,synth_flow,method_signature,verilog_path,aig_path,log_path,equivalent,area,delay,adp,beats_frontend,beats_reference,notes,agent_id,variant,official_output_dir,evaluate_log,verified_truth,reference_adp,beats_overall_current,shard_csv,domain,shared_structure,simulation_pass
ex244,ex244_r69_explicit_sat_bdd_synth_preset_aig,E4M3FN packed hypot,explicit saturation predicate over max plus delta,"known-good max/min decode and delta residual, separate saturation selector",yosys_synth_preset_aig_frontend_only,"ex244|E4M3FN packed hypot|explicit saturation predicate over max plus delta|known-good max/min decode and delta residual, separate saturation selector|explicit_sat_residual|yosys_synth_preset_aig|official_evaluate|max_plus_delta_sat_selector",student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex244/verilog/ex244_r69_explicit_sat_bdd.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex244/aigs/ex244_r69_explicit_sat_bdd_synth_preset_aig.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex244/logs/ex244_r69_explicit_sat_bdd.evaluate.py.log,1,299,36,10764,0,0,official evaluate.py OK; frontend/source-only Yosys synth_preset_aig,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex246,ex246_r69_product_selected_outputs_synth_preset_aig,E5M2FN packed multiply,selected-output product residual functions,"shared sign, exponent sum, significand product, zero/sat/exp/mant subfunctions",yosys_synth_preset_aig_frontend_only,"ex246|E5M2FN packed multiply|selected-output product residual functions|shared sign, exponent sum, significand product, zero/sat/exp/mant subfunctions|selected_output_product_residuals|yosys_synth_preset_aig|official_evaluate|zero_sat_exp_mant",student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/verilog/ex246_r69_product_selected_outputs.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/aigs/ex246_r69_product_selected_outputs_synth_preset_aig.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/logs/ex246_r69_product_selected_outputs.evaluate.py.log,1,519,25,12975,0,0,official evaluate.py OK; frontend/source-only Yosys synth_preset_aig,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex246,ex246_r69_predecoded_product_zero_synth_preset_aig,E5M2FN packed multiply,predecoded product-zero selector around seed12 product class,shared sig decode product and explicit zero bypass before product residual,yosys_synth_preset_aig_frontend_only,ex246|E5M2FN packed multiply|predecoded product-zero selector around seed12 product class|shared sig decode product and explicit zero bypass before product residual|predecoded_product_zero|yosys_synth_preset_aig|official_evaluate|product_class_zero_bypass,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/verilog/ex246_r69_predecoded_product_zero.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/aigs/ex246_r69_predecoded_product_zero_synth_preset_aig.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/logs/ex246_r69_predecoded_product_zero.evaluate.py.log,1,341,22,7502,0,0,official evaluate.py OK; frontend/source-only Yosys synth_preset_aig,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex247,ex247_r69_lowpat_boolean_synth_preset_aig,E5M2FN low-over-high division,boolean low-underflow residual subfunction,known denominator boundary attributes with low_from_pat rewritten as small predicates,yosys_synth_preset_aig_frontend_only,ex247|E5M2FN low-over-high division|boolean low-underflow residual subfunction|known denominator boundary attributes with low_from_pat rewritten as small predicates|lowpat_boolean_subfunction|yosys_synth_preset_aig|official_evaluate|region_mux_low_residual,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/verilog/ex247_r69_lowpat_boolean.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/aigs/ex247_r69_lowpat_boolean_synth_preset_aig.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/logs/ex247_r69_lowpat_boolean.evaluate.py.log,1,352,24,8448,0,0,official evaluate.py OK; frontend/source-only Yosys synth_preset_aig,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex247,ex247_r69_lowpat_boolean_assign_synth_preset_aig,E5M2FN low-over-high division,boolean low-underflow residual with direct region assignment,"denominator boundary attributes, boolean low pattern, and direct selected region mux",yosys_synth_preset_aig_frontend_only,"ex247|E5M2FN low-over-high division|boolean low-underflow residual with direct region assignment|denominator boundary attributes, boolean low pattern, and direct selected region mux|lowpat_boolean_direct_region|yosys_synth_preset_aig|official_evaluate|direct_region_low_residual",student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/verilog/ex247_r69_lowpat_boolean_assign.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/aigs/ex247_r69_lowpat_boolean_assign_synth_preset_aig.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/logs/ex247_r69_lowpat_boolean_assign.evaluate.py.log,1,361,27,9747,0,0,official evaluate.py OK; frontend/source-only Yosys synth_preset_aig,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex249,ex249_r69_split_gap_delta_synth_preset_aig,E5M2FN packed hypot,gap0/gap1 split delta subfunctions,raw exponent max/min decode with active-gap selected residual tables,yosys_synth_preset_aig_frontend_only,ex249|E5M2FN packed hypot|gap0/gap1 split delta subfunctions|raw exponent max/min decode with active-gap selected residual tables|split_gap_delta_subfunctions|yosys_synth_preset_aig|official_evaluate|gap_selected_delta,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/verilog/ex249_r69_split_gap_delta.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/aigs/ex249_r69_split_gap_delta_synth_preset_aig.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/logs/ex249_r69_split_gap_delta.evaluate.py.log,1,184,28,5152,0,0,official evaluate.py OK; frontend/source-only Yosys synth_preset_aig,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex249,ex249_r69_manual_sat_increment_synth_preset_aig,E5M2FN packed hypot,manual saturating increment over raw-exp threshold residual,raw-exp active-gap delta table with hand exposed increment and saturation selector,yosys_synth_preset_aig_frontend_only,ex249|E5M2FN packed hypot|manual saturating increment over raw-exp threshold residual|raw-exp active-gap delta table with hand exposed increment and saturation selector|manual_sat_increment|yosys_synth_preset_aig|official_evaluate|max_plus_delta_manual_carry,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/verilog/ex249_r69_manual_sat_increment.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/aigs/ex249_r69_manual_sat_increment_synth_preset_aig.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/logs/ex249_r69_manual_sat_increment.evaluate.py.log,1,165,28,4620,0,0,official evaluate.py OK; frontend/source-only Yosys synth_preset_aig,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex244,ex244_r69_gapmask_delta_select,E4M3FN packed hypot,gap-mask selected delta factoring,shared max/min effective exponent decode plus explicit gap0 gap1 gap2 delta selector,yosys_synth_preset_aig_frontend_only,ex244|E4M3FN packed hypot|gap-mask selected delta factoring|shared max/min effective exponent decode plus explicit gap0 gap1 gap2 delta selector|gapmask_delta_select|yosys_synth_preset_aig|official_evaluate|max_plus_delta_gapmask,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex244/verilog/ex244_r69_gapmask_delta_select.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex244/aigs/ex244_r69_gapmask_delta_select.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex244/logs/ex244_r69_gapmask_delta_select.evaluate.py.log,1,321,34,10914,0,0,official evaluate.py OK; local selector variant recorded after coordinator follow-up,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex246,ex246_r69_product_zero_select,E5M2FN packed multiply,explicit product-zero selected magnitude factoring,shared sign exponent sum sig-product product-zero and product_mag selector,yosys_synth_preset_aig_frontend_only,ex246|E5M2FN packed multiply|explicit product-zero selected magnitude factoring|shared sign exponent sum sig-product product-zero and product_mag selector|product_zero_select|yosys_synth_preset_aig|official_evaluate|product_class_zero_bypass,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/verilog/ex246_r69_product_zero_select.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/aigs/ex246_r69_product_zero_select.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/logs/ex246_r69_product_zero_select.evaluate.py.log,1,355,24,8520,0,0,official evaluate.py OK; local selector variant recorded after coordinator follow-up,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex247,ex247_r69_ternary_region_mux,E5M2FN low-over-high division,ternary priority region mux factoring,shared denominator-nested attrs plus direct priority ternary magnitude selector,yosys_synth_preset_aig_frontend_only,ex247|E5M2FN low-over-high division|ternary priority region mux factoring|shared denominator-nested attrs plus direct priority ternary magnitude selector|ternary_region_mux|yosys_synth_preset_aig|official_evaluate|direct_region_mux,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/verilog/ex247_r69_ternary_region_mux.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/aigs/ex247_r69_ternary_region_mux.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/logs/ex247_r69_ternary_region_mux.evaluate.py.log,1,379,26,9854,0,0,official evaluate.py OK; local selector variant recorded after coordinator follow-up,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex249,ex249_r69_gap_split_delta_select,E5M2FN packed hypot,gap-split delta selector factoring,raw exponent max/min decode plus separate gap0 and gap1 delta selectors,yosys_synth_preset_aig_frontend_only,ex249|E5M2FN packed hypot|gap-split delta selector factoring|raw exponent max/min decode plus separate gap0 and gap1 delta selectors|gap_split_delta_select|yosys_synth_preset_aig|official_evaluate|gap_selected_delta,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/verilog/ex249_r69_gap_split_delta_select.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/aigs/ex249_r69_gap_split_delta_select.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex249/logs/ex249_r69_gap_split_delta_select.evaluate.py.log,1,194,28,5432,0,0,official evaluate.py OK; local selector variant recorded after coordinator follow-up,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex244,ex244_r69_copyfact_gap_delta,E4M3FN packed hypot,current-best copy-preserving gap-delta factoring,shared max/min effective exponent decode plus named small-gap delta selector,yosys_synth_preset_aig_frontend_only,ex244|E4M3FN packed hypot|current-best copy-preserving gap-delta factoring|shared max/min effective exponent decode plus named small-gap delta selector|copyfact_gap_delta|yosys_synth_preset_aig|official_evaluate|max_plus_delta_named_gap,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex244/verilog/ex244_r69_copyfact_gap_delta.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex244/aigs/ex244_r69_copyfact_gap_delta.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex244/logs/ex244_r69_copyfact_gap_delta.evaluate.py.log,1,328,37,12136,0,0,official evaluate.py OK; initial copy-preserving selector variant,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex246,ex246_r69_copyfact_product_sign,E5M2FN packed multiply,current-best copy-preserving product/sign factoring,shared sign xor exponent sum sig-product and product_mag selector,yosys_synth_preset_aig_frontend_only,ex246|E5M2FN packed multiply|current-best copy-preserving product/sign factoring|shared sign xor exponent sum sig-product and product_mag selector|copyfact_product_sign|yosys_synth_preset_aig|official_evaluate|product_class_named_mag,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/verilog/ex246_r69_copyfact_product_sign.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/aigs/ex246_r69_copyfact_product_sign.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex246/logs/ex246_r69_copyfact_product_sign.evaluate.py.log,1,355,24,8520,0,0,official evaluate.py OK; initial copy-preserving selector variant,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
ex247,ex247_r69_copyfact_region_select,E5M2FN low-over-high division,current-best copy-preserving region-select factoring,shared denominator-nested attrs plus named priority region selector,yosys_synth_preset_aig_frontend_only,ex247|E5M2FN low-over-high division|current-best copy-preserving region-select factoring|shared denominator-nested attrs plus named priority region selector|copyfact_region_select|yosys_synth_preset_aig|official_evaluate|region_mux_named_select,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/verilog/ex247_r69_copyfact_region_select.v,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/aigs/ex247_r69_copyfact_region_select.aig,student/work/frontend_source_parallel_round69_20260613_1204/sub-fp8-worst-source-r69/ex247/logs/ex247_r69_copyfact_region_select.evaluate.py.log,1,367,24,8808,0,0,official evaluate.py OK; initial copy-preserving selector variant,sub-fp8-worst-source-r69,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round69_20260613_1204/agent_shards/sub-fp8-worst-source-r69/candidates.csv,,,
