case,metric,candidate,sample_matches,sample_total,full_matches,full_total,bit_matches,bit_total,input_perm,output_perm,notes
ex286,complement_perm_duality,base:rot4|rot12,20,184,72,8192,57386,106496,4:5:6:7:8:9:10:11:12:0:1:2:3,12:0:1:2:3:4:5:6:7:8:9:10:11,full_first_mismatch=x=0x1;xp=0x1fef;got=0x1fef;pred=0x1fdf
ex286,complement_perm_duality,base:rot9|rot1,20,184,72,8192,57386,106496,9:10:11:12:0:1:2:3:4:5:6:7:8,1:2:3:4:5:6:7:8:9:10:11:12:0,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,base:aff12_11|aff12_8,18,184,50,8192,58896,106496,11:10:9:8:7:6:5:4:3:2:1:0:12,8:7:6:5:4:3:2:1:0:12:11:10:9,full_first_mismatch=x=0x1;xp=0x17ff;got=0x1bff;pred=0x1ffb
ex286,complement_perm_duality,base:aff12_7|id,18,184,202,8192,57760,106496,7:6:5:4:3:2:1:0:12:11:10:9:8,0:1:2:3:4:5:6:7:8:9:10:11:12,full_first_mismatch=x=0x2;xp=0x1fbf;got=0x1fbf;pred=0x1fdf
ex286,complement_perm_duality,base:aff3_9|aff4_0,17,184,32,8192,57188,106496,9:12:2:5:8:11:1:4:7:10:0:3:6,0:4:8:12:3:7:11:2:6:10:1:5:9,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x17ff
ex286,complement_perm_duality,base:aff9_10|aff10_0,17,184,32,8192,57188,106496,10:6:2:11:7:3:12:8:4:0:9:5:1,0:10:7:4:1:11:8:5:2:12:9:6:3,full_first_mismatch=x=0x2;xp=0x1fbf;got=0x1fbf;pred=0x17ff
ex286,complement_perm_duality,base:aff12_11|aff12_0,16,184,52,8192,55336,106496,11:10:9:8:7:6:5:4:3:2:1:0:12,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x17ff;got=0x1bff;pred=0x1f7f
ex286,complement_perm_duality,base:aff12_2|aff12_9,16,184,34,8192,57288,106496,2:1:0:12:11:10:9:8:7:6:5:4:3,9:8:7:6:5:4:3:2:1:0:12:11:10,full_first_mismatch=x=0x1;xp=0x1ffb;got=0x1fbf;pred=0x1ff7
ex286,complement_perm_duality,base:aff5_11|aff12_2,16,184,22,8192,57606,106496,11:3:8:0:5:10:2:7:12:4:9:1:6,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x1;xp=0x17ff;got=0x1bff;pred=0x1dff
ex286,complement_perm_duality,base:aff8_3|aff12_2,16,184,22,8192,57606,106496,3:11:6:1:9:4:12:7:2:10:5:0:8,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x1;xp=0x1ff7;got=0x1bff;pred=0x1dff
ex286,complement_perm_duality,base:aff2_7|aff5_2,16,184,28,8192,57822,106496,7:9:11:0:2:4:6:8:10:12:1:3:5,2:7:12:4:9:1:6:11:3:8:0:5:10,full_first_mismatch=x=0x2;xp=0x1dff;got=0x1dff;pred=0x1ffd
ex286,complement_perm_duality,base:aff7_3|aff8_10,16,184,28,8192,57822,106496,3:10:4:11:5:12:6:0:7:1:8:2:9,10:5:0:8:3:11:6:1:9:4:12:7:2,full_first_mismatch=x=0x1;xp=0x1ff7;got=0x1bff;pred=0x1fbf
ex286,complement_perm_duality,base:rot4|aff12_7,16,184,29,8192,57430,106496,4:5:6:7:8:9:10:11:12:0:1:2:3,7:6:5:4:3:2:1:0:12:11:10:9:8,full_first_mismatch=x=0x1;xp=0x1fef;got=0x1fef;pred=0x1ffd
ex286,complement_perm_duality,base:rot9|aff12_7,16,184,29,8192,57430,106496,9:10:11:12:0:1:2:3:4:5:6:7:8,7:6:5:4:3:2:1:0:12:11:10:9:8,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1ffd
ex286,complement_perm_duality,base:id|rot5,16,184,39,8192,60542,106496,0:1:2:3:4:5:6:7:8:9:10:11:12,5:6:7:8:9:10:11:12:0:1:2:3:4,full_first_mismatch=x=0x1;xp=0x1ffe;got=0x1ffd;pred=0x17ff
ex286,complement_perm_duality,base:id|rot8,16,184,39,8192,60542,106496,0:1:2:3:4:5:6:7:8:9:10:11:12,8:9:10:11:12:0:1:2:3:4:5:6:7,full_first_mismatch=x=0x2;xp=0x1ffd;got=0x1ffb;pred=0x1ffe
ex286,complement_perm_duality,base:aff12_4|aff12_11,16,184,66,8192,57316,106496,4:3:2:1:0:12:11:10:9:8:7:6:5,11:10:9:8:7:6:5:4:3:2:1:0:12,full_first_mismatch=x=0x1;xp=0x1fef;got=0x1fef;pred=0x1fdf
ex286,complement_perm_duality,base:aff6_5|aff7_6,16,184,45,8192,57812,106496,5:11:4:10:3:9:2:8:1:7:0:6:12,6:0:7:1:8:2:9:3:10:4:11:5:12,full_first_mismatch=x=0x1;xp=0x1fdf;got=0x1fef;pred=0x1dff
ex286,complement_perm_duality,base:aff11_10|aff2_1,16,184,45,8192,57812,106496,10:8:6:4:2:0:11:9:7:5:3:1:12,1:3:5:7:9:11:0:2:4:6:8:10:12,full_first_mismatch=x=0x1;xp=0x1bff;got=0x1eff;pred=0x1ffe
ex286,complement_perm_duality,base:aff12_2|id,16,184,138,8192,57584,106496,2:1:0:12:11:10:9:8:7:6:5:4:3,0:1:2:3:4:5:6:7:8:9:10:11:12,full_first_mismatch=x=0x2;xp=0x1ffd;got=0x1ffb;pred=0x1fdf
ex286,complement_perm_duality,base:aff12_2|aff12_7,16,184,24,8192,57860,106496,2:1:0:12:11:10:9:8:7:6:5:4:3,7:6:5:4:3:2:1:0:12:11:10:9:8,full_first_mismatch=x=0x1;xp=0x1ffb;got=0x1fbf;pred=0x1ffd
ex286,complement_perm_duality,base:aff12_3|id,16,184,150,8192,57180,106496,3:2:1:0:12:11:10:9:8:7:6:5:4,0:1:2:3:4:5:6:7:8:9:10:11:12,full_first_mismatch=x=0x1;xp=0x1ff7;got=0x1bff;pred=0x1fbf
ex286,complement_perm_duality,base:aff12_7|aff12_11,16,184,130,8192,57636,106496,7:6:5:4:3:2:1:0:12:11:10:9:8,11:10:9:8:7:6:5:4:3:2:1:0:12,full_first_mismatch=x=0x1;xp=0x1f7f;got=0x1fbf;pred=0x1fdf
ex286,complement_perm_duality,base:aff12_11|aff12_3,16,184,64,8192,59724,106496,11:10:9:8:7:6:5:4:3:2:1:0:12,3:2:1:0:12:11:10:9:8:7:6:5:4,full_first_mismatch=x=0x2;xp=0x1bff;got=0x1eff;pred=0x17ff
ex286,complement_perm_duality,base:aff3_12|aff12_0,15,184,41,8192,57298,106496,12:2:5:8:11:1:4:7:10:0:3:6:9,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0xfff;got=0x1fef;pred=0x1f7f
ex286,complement_perm_duality,base:aff9_9|aff12_0,15,184,41,8192,57298,106496,9:5:1:10:6:2:11:7:3:12:8:4:0,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1f7f
ex286,complement_perm_duality,base:aff6_8|aff12_0,15,184,48,8192,58146,106496,8:1:7:0:6:12:5:11:4:10:3:9:2,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1eff;got=0x1eff;pred=0x1f7f
ex286,complement_perm_duality,base:aff11_3|aff12_0,15,184,48,8192,58146,106496,3:1:12:10:8:6:4:2:0:11:9:7:5,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1ff7;got=0x1bff;pred=0x1f7f
ex286,complement_perm_duality,base:aff6_6|aff11_8,15,184,25,8192,57340,106496,6:12:5:11:4:10:3:9:2:8:1:7:0,8:6:4:2:0:11:9:7:5:3:1:12:10,full_first_mismatch=x=0x1;xp=0x1fbf;got=0x1fbf;pred=0x1dff
ex286,complement_perm_duality,base:aff6_9|aff10_0,15,184,24,8192,57480,106496,9:2:8:1:7:0:6:12:5:11:4:10:3,0:10:7:4:1:11:8:5:2:12:9:6:3,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1eff
ex286,complement_perm_duality,base:aff11_5|aff4_0,15,184,24,8192,57480,106496,5:3:1:12:10:8:6:4:2:0:11:9:7,0:4:8:12:3:7:11:2:6:10:1:5:9,full_first_mismatch=x=0x1;xp=0x1fdf;got=0x1fef;pred=0x17ff
ex286,complement_perm_duality,base:aff11_12|aff6_4,15,184,25,8192,57340,106496,12:10:8:6:4:2:0:11:9:7:5:3:1,4:10:3:9:2:8:1:7:0:6:12:5:11,full_first_mismatch=x=0x1;xp=0xfff;got=0x1fef;pred=0x1ffd
ex286,complement_perm_duality,base:aff4_1|aff4_7,15,184,27,8192,58160,106496,1:5:9:0:4:8:12:3:7:11:2:6:10,7:11:2:6:10:1:5:9:0:4:8:12:3,full_first_mismatch=x=0x1;xp=0x1ffd;got=0x1ffb;pred=0x1fdf
ex286,complement_perm_duality,base:aff4_1|aff10_2,15,184,24,8192,57962,106496,1:5:9:0:4:8:12:3:7:11:2:6:10,2:12:9:6:3:0:10:7:4:1:11:8:5,full_first_mismatch=x=0x1;xp=0x1ffd;got=0x1ffb;pred=0x1bff
ex286,complement_perm_duality,base:aff10_3|aff4_5,15,184,24,8192,57962,106496,3:0:10:7:4:1:11:8:5:2:12:9:6,5:9:0:4:8:12:3:7:11:2:6:10:1,full_first_mismatch=x=0x1;xp=0x1ff7;got=0x1bff;pred=0x1ff7
ex286,complement_perm_duality,base:aff10_3|aff10_8,15,184,27,8192,58160,106496,3:0:10:7:4:1:11:8:5:2:12:9:6,8:5:2:12:9:6:3:0:10:7:4:1:11,full_first_mismatch=x=0x1;xp=0x1ff7;got=0x1bff;pred=0x1ff7
ex286,complement_perm_duality,base:id|rot3,15,184,45,8192,64054,106496,0:1:2:3:4:5:6:7:8:9:10:11:12,3:4:5:6:7:8:9:10:11:12:0:1:2,full_first_mismatch=x=0x1;xp=0x1ffe;got=0x1ffd;pred=0x1dff
ex286,complement_perm_duality,base:id|rot10,15,184,45,8192,64054,106496,0:1:2:3:4:5:6:7:8:9:10:11:12,10:11:12:0:1:2:3:4:5:6:7:8:9,full_first_mismatch=x=0x1;xp=0x1ffe;got=0x1ffd;pred=0x1ff7
ex286,complement_perm_duality,base:aff5_10|aff12_2,15,184,28,8192,57296,106496,10:2:7:12:4:9:1:6:11:3:8:0:5,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x1;xp=0x1bff;got=0x1eff;pred=0x1dff
ex286,complement_perm_duality,base:aff8_11|aff12_2,15,184,28,8192,57296,106496,11:6:1:9:4:12:7:2:10:5:0:8:3,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x1;xp=0x17ff;got=0x1bff;pred=0x1dff
ex286,complement_perm_duality,base:aff2_8|aff12_2,15,184,26,8192,56402,106496,8:10:12:1:3:5:7:9:11:0:2:4:6,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x1;xp=0x1eff;got=0x1eff;pred=0x1dff
ex286,complement_perm_duality,base:aff4_9|aff4_11,15,184,25,8192,57136,106496,9:0:4:8:12:3:7:11:2:6:10:1:5,11:2:6:10:1:5:9:0:4:8:12:3:7,full_first_mismatch=x=0x2;xp=0x1ffe;got=0x1ffd;pred=0x1fdf
ex286,complement_perm_duality,base:aff7_9|aff12_2,15,184,26,8192,56402,106496,9:3:10:4:11:5:12:6:0:7:1:8:2,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x3;xp=0x1df7;got=0x17fd;pred=0xffe
ex286,complement_perm_duality,base:aff10_1|aff10_7,15,184,25,8192,57136,106496,1:11:8:5:2:12:9:6:3:0:10:7:4,7:4:1:11:8:5:2:12:9:6:3:0:10,full_first_mismatch=x=0x2;xp=0x17ff;got=0x1bff;pred=0x1fdf
ex286,complement_perm_duality,base:aff12_6|rot5,15,184,18,8192,57306,106496,6:5:4:3:2:1:0:12:11:10:9:8:7,5:6:7:8:9:10:11:12:0:1:2:3:4,full_first_mismatch=x=0x1;xp=0x1fbf;got=0x1fbf;pred=0x17ff
ex286,complement_perm_duality,base:aff12_6|rot8,15,184,18,8192,57306,106496,6:5:4:3:2:1:0:12:11:10:9:8:7,8:9:10:11:12:0:1:2:3:4:5:6:7,full_first_mismatch=x=0x1;xp=0x1fbf;got=0x1fbf;pred=0x1ffd
ex286,complement_perm_duality,base:aff4_12|aff4_0,15,184,26,8192,57376,106496,12:3:7:11:2:6:10:1:5:9:0:4:8,0:4:8:12:3:7:11:2:6:10:1:5:9,full_first_mismatch=x=0x1;xp=0xfff;got=0x1fef;pred=0x17ff
ex286,complement_perm_duality,base:aff10_10|aff10_0,15,184,26,8192,57376,106496,10:7:4:1:11:8:5:2:12:9:6:3:0,0:10:7:4:1:11:8:5:2:12:9:6:3,full_first_mismatch=x=0x2;xp=0x1f7f;got=0x1fbf;pred=0x17ff
ex286,complement_perm_duality,base:id|aff12_7,14,184,46,8192,66568,106496,0:1:2:3:4:5:6:7:8:9:10:11:12,7:6:5:4:3:2:1:0:12:11:10:9:8,full_first_mismatch=x=0x3;xp=0x1ffc;got=0xfdf;pred=0x1fcf
ex286,complement_perm_duality,base:aff12_9|aff12_11,14,184,180,8192,69004,106496,9:8:7:6:5:4:3:2:1:0:12:11:10,11:10:9:8:7:6:5:4:3:2:1:0:12,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1fdf
ex286,complement_perm_duality,base:rev|aff12_2,14,184,26,8192,57432,106496,12:11:10:9:8:7:6:5:4:3:2:1:0,2:1:0:12:11:10:9:8:7:6:5:4:3,full_first_mismatch=x=0x1;xp=0xfff;got=0x1fef;pred=0x1dff
ex286,complement_perm_duality,base:aff3_9|aff7_6,14,184,33,8192,59962,106496,9:12:2:5:8:11:1:4:7:10:0:3:6,6:0:7:1:8:2:9:3:10:4:11:5:12,full_first_mismatch=x=0x2;xp=0xfff;got=0x1fef;pred=0x1ffb
ex286,complement_perm_duality,base:aff9_10|aff2_1,14,184,33,8192,59962,106496,10:6:2:11:7:3:12:8:4:0:9:5:1,1:3:5:7:9:11:0:2:4:6:8:10:12,full_first_mismatch=x=0x1;xp=0x1bff;got=0x1eff;pred=0x1ffe
ex286,complement_perm_duality,base:aff4_1|aff3_10,14,184,22,8192,57824,106496,1:5:9:0:4:8:12:3:7:11:2:6:10,10:0:3:6:9:12:2:5:8:11:1:4:7,full_first_mismatch=x=0x2;xp=0x1fdf;got=0x1fef;pred=0xfff
ex286,complement_perm_duality,base:aff10_3|aff9_1,14,184,22,8192,57824,106496,3:0:10:7:4:1:11:8:5:2:12:9:6,1:10:6:2:11:7:3:12:8:4:0:9:5,full_first_mismatch=x=0x1;xp=0x1ff7;got=0x1bff;pred=0x1ff7
ex286,complement_perm_duality,base:aff12_9|rot3,14,184,46,8192,64262,106496,9:8:7:6:5:4:3:2:1:0:12:11:10,3:4:5:6:7:8:9:10:11:12:0:1:2,full_first_mismatch=x=0x3;xp=0x1cff;got=0x13ff;pred=0x1f9f
ex286,complement_perm_duality,base:aff12_9|rot10,14,184,46,8192,64262,106496,9:8:7:6:5:4:3:2:1:0:12:11:10,10:11:12:0:1:2:3:4:5:6:7:8:9,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1ff7
ex286,complement_perm_duality,base:aff12_0|aff12_0,14,184,68,8192,57476,106496,0:12:11:10:9:8:7:6:5:4:3:2:1,0:12:11:10:9:8:7:6:5:4:3:2:1,full_first_mismatch=x=0x1;xp=0x1ffe;got=0x1ffd;pred=0x1f7f
ex286,complement_perm_duality,base:aff2_8|aff2_1,14,184,30,8192,57168,106496,8:10:12:1:3:5:7:9:11:0:2:4:6,1:3:5:7:9:11:0:2:4:6:8:10:12,full_first_mismatch=x=0x1;xp=0x1eff;got=0x1eff;pred=0x1ffe
ex286,complement_perm_duality,base:aff7_9|aff7_6,14,184,30,8192,57168,106496,9:3:10:4:11:5:12:6:0:7:1:8:2,6:0:7:1:8:2:9:3:10:4:11:5:12,full_first_mismatch=x=0x2;xp=0x1ff7;got=0x1bff;pred=0x1ffb
ex286,complement_perm_duality,base:aff6_9|rot3,14,184,22,8192,56996,106496,9:2:8:1:7:0:6:12:5:11:4:10:3,3:4:5:6:7:8:9:10:11:12:0:1:2,full_first_mismatch=x=0x2;xp=0x1ffb;got=0x1fbf;pred=0x1eff
ex286,complement_perm_duality,base:aff11_5|rot10,14,184,22,8192,56996,106496,5:3:1:12:10:8:6:4:2:0:11:9:7,10:11:12:0:1:2:3:4:5:6:7:8:9,full_first_mismatch=x=0x1;xp=0x1fdf;got=0x1fef;pred=0x1ff7
ex286,complement_perm_duality,base:aff12_10|aff12_1,14,184,32,8192,58200,106496,10:9:8:7:6:5:4:3:2:1:0:12:11,1:0:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x3;xp=0x19ff;got=0x15ff;pred=0x7ff
ex286,complement_perm_duality,base:rot4|rot10,14,184,31,8192,57580,106496,4:5:6:7:8:9:10:11:12:0:1:2:3,10:11:12:0:1:2:3:4:5:6:7:8:9,full_first_mismatch=x=0x1;xp=0x1fef;got=0x1fef;pred=0x1ff7
ex286,complement_perm_duality,base:rot9|rot3,14,184,31,8192,57580,106496,9:10:11:12:0:1:2:3:4:5:6:7:8,3:4:5:6:7:8:9:10:11:12:0:1:2,full_first_mismatch=x=0x3;xp=0x19ff;got=0x15ff;pred=0x1f9f
ex286,complement_perm_duality,base:aff12_0|rot3,14,184,26,8192,57750,106496,0:12:11:10:9:8:7:6:5:4:3:2:1,3:4:5:6:7:8:9:10:11:12:0:1:2,full_first_mismatch=x=0x1;xp=0x1ffe;got=0x1ffd;pred=0x1dff
ex286,complement_perm_duality,base:aff12_0|rot10,14,184,26,8192,57750,106496,0:12:11:10:9:8:7:6:5:4:3:2:1,10:11:12:0:1:2:3:4:5:6:7:8:9,full_first_mismatch=x=0x1;xp=0x1ffe;got=0x1ffd;pred=0x1ff7
ex286,complement_perm_duality,base:rot2|id,14,184,119,8192,57244,106496,2:3:4:5:6:7:8:9:10:11:12:0:1,0:1:2:3:4:5:6:7:8:9:10:11:12,full_first_mismatch=x=0x2;xp=0x1ff7;got=0x1bff;pred=0x1fdf
ex286,complement_perm_duality,base:rot11|id,14,184,119,8192,57244,106496,11:12:0:1:2:3:4:5:6:7:8:9:10,0:1:2:3:4:5:6:7:8:9:10:11:12,full_first_mismatch=x=0x1;xp=0x17ff;got=0x1bff;pred=0x1fbf
ex286,complement_perm_duality,base:aff2_9|aff10_8,14,184,30,8192,58570,106496,9:11:0:2:4:6:8:10:12:1:3:5:7,8:5:2:12:9:6:3:0:10:7:4:1:11,full_first_mismatch=x=0x1;xp=0x1dff;got=0x1dff;pred=0x1ff7
ex287,complement_perm_duality,base:id|aff13_1,76,212,4252,16384,193344,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,1:0:13:12:11:10:9:8:7:6:5:4:3:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,base:id|aff9_9,29,212,585,16384,155728,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,9:4:13:8:3:12:7:2:11:6:1:10:5:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,base:id|aff11_13,29,212,585,16384,155728,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,13:10:7:4:1:12:9:6:3:0:11:8:5:2,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3dff
ex287,complement_perm_duality,base:id|rot7,24,212,798,16384,162884,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,7:8:9:10:11:12:13:0:1:2:3:4:5:6,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x1fff
ex287,complement_perm_duality,base:id|rot5,24,212,724,16384,160240,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,5:6:7:8:9:10:11:12:13:0:1:2:3:4,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x37ff
ex287,complement_perm_duality,base:id|rot9,24,212,724,16384,160240,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,9:10:11:12:13:0:1:2:3:4:5:6:7:8,full_first_mismatch=x=0x2;xp=0x3ffd;got=0x3ffb;pred=0x3eff
ex287,complement_perm_duality,base:aff13_6|rev,24,212,196,16384,123732,229376,6:5:4:3:2:1:0:13:12:11:10:9:8:7,13:12:11:10:9:8:7:6:5:4:3:2:1:0,full_first_mismatch=x=0x1;xp=0x3fbf;got=0x3fbf;pred=0x3f7f
ex287,complement_perm_duality,base:aff13_3|aff13_11,24,212,324,16384,123016,229376,3:2:1:0:13:12:11:10:9:8:7:6:5:4,11:10:9:8:7:6:5:4:3:2:1:0:13:12,full_first_mismatch=x=0x1;xp=0x3ff7;got=0x3bff;pred=0x3fdf
ex287,complement_perm_duality,base:id|aff3_13,23,212,615,16384,155972,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,13:2:5:8:11:0:3:6:9:12:1:4:7:10,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3ff7
ex287,complement_perm_duality,base:id|aff5_5,23,212,615,16384,155972,229376,0:1:2:3:4:5:6:7:8:9:10:11:12:13,5:10:1:6:11:2:7:12:3:8:13:4:9:0,full_first_mismatch=x=0x1;xp=0x3ffe;got=0x3ffd;pred=0x3f7f
ex287,complement_perm_duality,base:rot3|rot11,23,212,88,16384,122460,229376,3:4:5:6:7:8:9:10:11:12:13:0:1:2,11:12:13:0:1:2:3:4:5:6:7:8:9:10,full_first_mismatch=x=0x1;xp=0x3ff7;got=0x3bff;pred=0x3ff7
ex287,complement_perm_duality,base:rot11|rot3,23,212,88,16384,122460,229376,11:12:13:0:1:2:3:4:5:6:7:8:9:10,3:4:5:6:7:8:9:10:11:12:13:0:1:2,full_first_mismatch=x=0x1;xp=0x37ff;got=0x3eff;pred=0x3dff
ex287,complement_perm_duality,base:aff13_11|rot2,23,212,343,16384,124392,229376,11:10:9:8:7:6:5:4:3:2:1:0:13:12,2:3:4:5:6:7:8:9:10:11:12:13:0:1,full_first_mismatch=x=0x2;xp=0x3bff;got=0x37ff;pred=0x3ffd
ex287,complement_perm_duality,base:aff13_11|rot12,23,212,343,16384,124392,229376,11:10:9:8:7:6:5:4:3:2:1:0:13:12,12:13:0:1:2:3:4:5:6:7:8:9:10:11,full_first_mismatch=x=0x1;xp=0x37ff;got=0x3eff;pred=0x3fef
ex287,complement_perm_duality,base:aff13_10|aff13_9,22,212,172,16384,152668,229376,10:9:8:7:6:5:4:3:2:1:0:13:12:11,9:8:7:6:5:4:3:2:1:0:13:12:11:10,full_first_mismatch=x=0x1;xp=0x3bff;got=0x37ff;pred=0x3ff7
ex287,complement_perm_duality,base:rot4|aff13_5,22,212,311,16384,122888,229376,4:5:6:7:8:9:10:11:12:13:0:1:2:3,5:4:3:2:1:0:13:12:11:10:9:8:7:6,full_first_mismatch=x=0x1;xp=0x3fef;got=0x3fef;pred=0x1fff
ex287,complement_perm_duality,base:rot10|aff13_5,22,212,311,16384,122888,229376,10:11:12:13:0:1:2:3:4:5:6:7:8:9,5:4:3:2:1:0:13:12:11:10:9:8:7:6,full_first_mismatch=x=0x1;xp=0x3bff;got=0x37ff;pred=0x1fff
ex287,complement_perm_duality,base:aff13_1|rev,22,212,478,16384,124120,229376,1:0:13:12:11:10:9:8:7:6:5:4:3:2,13:12:11:10:9:8:7:6:5:4:3:2:1:0,full_first_mismatch=x=0x1;xp=0x3ffd;got=0x3ffb;pred=0x3f7f
ex287,complement_perm_duality,base:aff13_11|aff13_3,22,212,592,16384,126152,229376,11:10:9:8:7:6:5:4:3:2:1:0:13:12,3:2:1:0:13:12:11:10:9:8:7:6:5:4,full_first_mismatch=x=0x1;xp=0x37ff;got=0x3eff;pred=0x37ff
ex287,complement_perm_duality,base:rot6|rev,22,212,339,16384,122122,229376,6:7:8:9:10:11:12:13:0:1:2:3:4:5,13:12:11:10:9:8:7:6:5:4:3:2:1:0,full_first_mismatch=x=0x1;xp=0x3fbf;got=0x3fbf;pred=0x3f7f
ex287,complement_perm_duality,base:rot8|rev,22,212,339,16384,122122,229376,8:9:10:11:12:13:0:1:2:3:4:5:6:7,13:12:11:10:9:8:7:6:5:4:3:2:1:0,full_first_mismatch=x=0x1;xp=0x3eff;got=0x3eff;pred=0x3f7f
ex287,complement_perm_duality,base:rev|aff13_3,22,212,374,16384,124152,229376,13:12:11:10:9:8:7:6:5:4:3:2:1:0,3:2:1:0:13:12:11:10:9:8:7:6:5:4,full_first_mismatch=x=0x1;xp=0x1fff;got=0x3fef;pred=0x37ff
