case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,notes
ex240,float_fp8,local-diverse-r32,ex240_r32_mfs_rwz_mfs_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_rwz_mfs,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; mfs; rewrite -z; mfs; balance
ex240,float_fp8,local-diverse-r32,ex240_r32_ssw_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow ssw_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; ssw; dc2; balance
ex240,float_fp8,local-diverse-r32,ex240_r32_fraig_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow fraig_mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; fraig; mfs; dc2; balance
ex240,float_fp8,local-diverse-r32,ex240_r32_dchoice_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; dchoice; dc2; balance
ex240,float_fp8,local-diverse-r32,ex240_r32_choice_if4_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow choice_if4_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; choice; if -K 4; strash; dc2; balance
ex240,float_fp8,local-diverse-r32,ex240_r32_compress_l_no_dc_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex240,float_fp8,local-diverse-r32,ex240_r32_resub_deep_rf_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_resyn2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_compress2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex244,float_fp8,local-diverse-r32,ex244_r32_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; mfs; dc2; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_mfs_rwz_mfs_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_rwz_mfs,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; mfs; rewrite -z; mfs; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_ssw_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow ssw_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; ssw; dc2; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_fraig_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow fraig_mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; fraig; mfs; dc2; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_dchoice_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; dchoice; dc2; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_choice_if4_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow choice_if4_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; choice; if -K 4; strash; dc2; balance
ex244,float_fp8,local-diverse-r32,ex244_r32_compress_l_no_dc_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex244,float_fp8,local-diverse-r32,ex244_r32_resub_deep_rf_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_resyn2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_compress2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex249,float_fp8,local-diverse-r32,ex249_r32_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; mfs; dc2; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_mfs_rwz_mfs_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_rwz_mfs,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; mfs; rewrite -z; mfs; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_ssw_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow ssw_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; ssw; dc2; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_fraig_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow fraig_mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; fraig; mfs; dc2; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_dchoice_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; dchoice; dc2; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_choice_if4_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow choice_if4_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; choice; if -K 4; strash; dc2; balance
ex249,float_fp8,local-diverse-r32,ex249_r32_compress_l_no_dc_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex249,float_fp8,local-diverse-r32,ex249_r32_resub_deep_rf_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_resyn2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_compress2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex242,float_fp8,local-diverse-r32,ex242_r32_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; mfs; dc2; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_mfs_rwz_mfs_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_rwz_mfs,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; mfs; rewrite -z; mfs; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_ssw_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow ssw_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; ssw; dc2; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_fraig_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow fraig_mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; fraig; mfs; dc2; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_dchoice_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; dchoice; dc2; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_choice_if4_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow choice_if4_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; choice; if -K 4; strash; dc2; balance
ex242,float_fp8,local-diverse-r32,ex242_r32_compress_l_no_dc_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex242,float_fp8,local-diverse-r32,ex242_r32_resub_deep_rf_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex245,float_fp8,local-diverse-r32,ex245_r32_resyn2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resyn2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex245,float_fp8,local-diverse-r32,ex245_r32_compress2rs_area_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress2rs_area,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex245,float_fp8,local-diverse-r32,ex245_r32_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; mfs; dc2; balance
ex245,float_fp8,local-diverse-r32,ex245_r32_mfs_rwz_mfs_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow mfs_rwz_mfs,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; mfs; rewrite -z; mfs; balance
ex245,float_fp8,local-diverse-r32,ex245_r32_ssw_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow ssw_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; ssw; dc2; balance
ex245,float_fp8,local-diverse-r32,ex245_r32_fraig_mfs_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow fraig_mfs_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; fraig; mfs; dc2; balance
ex245,float_fp8,local-diverse-r32,ex245_r32_dchoice_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow dchoice_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; dchoice; dc2; balance
ex245,float_fp8,local-diverse-r32,ex245_r32_choice_if4_dc2_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow choice_if4_dc2,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; choice; if -K 4; strash; dc2; balance
ex245,float_fp8,local-diverse-r32,ex245_r32_compress_l_no_dc_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow compress_l_no_dc,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex245,float_fp8,local-diverse-r32,ex245_r32_resub_deep_rf_from_frontend_best,frontend best structural remap from current best,ABC diverse remap flow resub_deep_rf,preserves existing shared frontend decode/logic; applies ABC structural rewriting,flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
