round,run_id,agent_id,case,candidate_id,hypothesis,representation,sharing_strategy,shared_structure,estimated_shared_terms,notes,shard_csv,status,area,delay,adp,frontend_adp,current_adp,reference_adp,improves_frontend,beats_current,beats_reference,verilog_path,aig_path,eval_log,family,output_grouping,source_basis
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex223,ex223_r78_low11_split_keep_highrun_abc_g_aig,fp16_log,nested_log_boundary_low11_hi15_to_11,high-vs-low output boundary plus kept high-run output registers,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=37,max=4,const=26; b11:runs=44,max=6,const=24",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex223,ex223_r78_low11_pred_helper_split_abc_g_aig,fp16_log,nested_log_boundary_low11_hi15_to_11,positive-normal helper module plus grouped high-vs-low output assigns,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=37,max=4,const=26; b11:runs=44,max=6,const=24",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low12_split_no_keep_abc_g_aig,fp16_log10,nested_log_boundary_low12_hi15_to_12,high-vs-low grouped output assigns with no extra keep,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low12_split_keep_decode_abc_g_aig,fp16_log10,nested_log_boundary_low12_hi15_to_12,high-vs-low grouped output assigns plus kept sign_exp/mant/active decode,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low12_split_keep_highrun_abc_g_aig,fp16_log10,nested_log_boundary_low12_hi15_to_12,high-vs-low output boundary plus kept high-run output registers,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low12_pred_helper_split_abc_g_aig,fp16_log10,nested_log_boundary_low12_hi15_to_12,positive-normal helper module plus grouped high-vs-low output assigns,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low13_split_no_keep_abc_g_aig,fp16_log10,nested_log_boundary_low13_hi15_to_13,high-vs-low grouped output assigns with no extra keep,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low13_split_keep_decode_abc_g_aig,fp16_log10,nested_log_boundary_low13_hi15_to_13,high-vs-low grouped output assigns plus kept sign_exp/mant/active decode,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low13_split_keep_highrun_abc_g_aig,fp16_log10,nested_log_boundary_low13_hi15_to_13,high-vs-low output boundary plus kept high-run output registers,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low13_pred_helper_split_abc_g_aig,fp16_log10,nested_log_boundary_low13_hi15_to_13,positive-normal helper module plus grouped high-vs-low output assigns,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low11_split_no_keep_abc_g_aig,fp16_log10,nested_log_boundary_low11_hi15_to_11,high-vs-low grouped output assigns with no extra keep,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; b11:runs=45,max=7,const=24",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low11_split_keep_decode_abc_g_aig,fp16_log10,nested_log_boundary_low11_hi15_to_11,high-vs-low grouped output assigns plus kept sign_exp/mant/active decode,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; b11:runs=45,max=7,const=24",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low11_split_keep_highrun_abc_g_aig,fp16_log10,nested_log_boundary_low11_hi15_to_11,high-vs-low output boundary plus kept high-run output registers,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; b11:runs=45,max=7,const=24",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex225,ex225_r78_low11_pred_helper_split_abc_g_aig,fp16_log10,nested_log_boundary_low11_hi15_to_11,positive-normal helper module plus grouped high-vs-low output assigns,"special/default table, positive-normal high-run bundle, nested low LUT",source-boundary enum only,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26; b11:runs=45,max=7,const=24",student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex260,ex260_r78_output_grouped_abc_g_aig,signed_low4_high4_multiply,current_source_boundary_enum_output_grouped,separate high/low output bit groups,current best source with bounded output/common-wire boundary edits,source-boundary enum only,source copied from student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex260,ex260_r78_keep_common_abc_g_aig,signed_low4_high4_multiply,current_source_boundary_enum_keep_common,keep common sign/compare/cofactor wires,current best source with bounded output/common-wire boundary edits,source-boundary enum only,source copied from student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex260,ex260_r78_grouped_keep_common_abc_g_aig,signed_low4_high4_multiply,current_source_boundary_enum_grouped_keep_common,combine output grouping with common sign/compare wire boundaries,current best source with bounded output/common-wire boundary edits,source-boundary enum only,source copied from student/work/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex266,ex266_r78_output_grouped_abc_g_aig,unsigned_low5_high5_div_dbz_sat,current_source_boundary_enum_output_grouped,separate high/low output bit groups,current best source with bounded output/common-wire boundary edits,source-boundary enum only,source copied from student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex266,ex266_r78_keep_common_abc_g_aig,unsigned_low5_high5_div_dbz_sat,current_source_boundary_enum_keep_common,keep common sign/compare/cofactor wires,current best source with bounded output/common-wire boundary edits,source-boundary enum only,source copied from student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex266,ex266_r78_grouped_keep_common_abc_g_aig,unsigned_low5_high5_div_dbz_sat,current_source_boundary_enum_grouped_keep_common,combine output grouping with common sign/compare wire boundaries,current best source with bounded output/common-wire boundary edits,source-boundary enum only,source copied from student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,frontend_source_parallel_round78_20260613_1744,sub-fp16-int-enum-r78,ex266,ex266_r78_dbz_guard_abc_g_aig,unsigned_low5_high5_div_dbz_sat,current_source_boundary_enum_dbz_guard,explicit shared divide-by-zero guard around current word,current best source with bounded output/common-wire boundary edits,source-boundary enum only,source copied from student/work/ex266_frontend_udiv_best_wordmux_flow_20260609_1204/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux.v,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp16-int-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_sparse_semantic_keep,,,,,,sparse semantic wire preservation; keep only sparse semantic wires such as gap/round/sticky/winner/sign/product class when present; family=sparse semantic wire preservation,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,177,30,5310,4342,3339,2079,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_sparse_semantic_keep.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_sparse_semantic_keep.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_sparse_semantic_keep.evaluate.py.log,sparse semantic wire preservation,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_split_44_output,,,,,,4+4 output split with grouped helper; split final output construction into high and low nibbles over a grouped helper core; family=4+4 output split with grouped helper,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,191,29,5539,4342,3339,2079,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_split_44_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_split_44_output.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_split_44_output.evaluate.py.log,4+4 output split with grouped helper,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_split_field_output,,,,,,field output split with grouped helper; split final output construction into sign/exponent/mantissa-style bit groups over a grouped helper core; family=field output split with grouped helper,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,191,29,5539,4342,3339,2079,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_split_field_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_split_field_output.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_split_field_output.evaluate.py.log,field output split with grouped helper,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_flat_staged_core,,,,,,flattened staged core; single flattened source with a staged final result wire and no helper wrapper; family=flattened staged core,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,191,30,5730,4342,3339,2079,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_flat_staged_core.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_flat_staged_core.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_flat_staged_core.evaluate.py.log,flattened staged core,,
,,sub-fp8-mid-enum-r78,ex249,ex249_r78_tiny_delta_residual,,,,,,tiny semantic residual keyed by gap and significands; replace delta table with tiny residual predicates keyed only by existing gap1/smax/smin wires; family=tiny semantic residual keyed by gap and significands,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,NOT_EQUIV,,,,4342,3339,2079,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/verilog/ex249_r78_tiny_delta_residual.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/aigs/ex249_r78_tiny_delta_residual.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex249/logs/ex249_r78_tiny_delta_residual.evaluate.py.log,tiny semantic residual keyed by gap and significands,,
,,sub-fp8-mid-enum-r78,ex241,ex241_r78_sparse_semantic_keep,,,,,,sparse semantic wire preservation; keep only sparse semantic wires such as gap/round/sticky/winner/sign/product class when present; family=sparse semantic wire preservation,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,553,30,16590,14094,11592,7224,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/verilog/ex241_r78_sparse_semantic_keep.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/aigs/ex241_r78_sparse_semantic_keep.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/logs/ex241_r78_sparse_semantic_keep.evaluate.py.log,sparse semantic wire preservation,,
