round,run_id,agent_id,case,domain,candidate_id,family,hypothesis,representation,sharing_strategy,shared_structure,synth_flow,method_signature,verilog_path,aig_path,log_path,evaluate_log,official_log,official_status,equivalent,verified_truth,simulation_pass,area,delay,adp,reference_adp,current_adp,current_target_adp,frontend_best_adp,beats_current,beats_frontend,beats_reference,beats_overall_current,notes,shard_csv,adp_delta_vs_current,adp_delta_vs_frontend,variant,official_output_dir
round73,,sub-fp16-int-r73,ex223,fp16,ex223_r73_segword_hi8_lo2_abc_g_aig,fp16_fullword_segment_table,FP16 log/log10 positive-normal exact source segmentation,mantissa hi8 plus low2 full-word segment table,,shared sign-exp special decode and full-word segment muxing,abc_g_aig,ex223|fp16_log_round73_fullword_segment|hi8_lo2_word_segments|shared_special_decode_fullword_segment_mux|yosys_abc_g_aig|abc_xf_official_evaluate|r73_segword_hi8_lo2,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp16-int-r73/ex223/verilog/ex223_r73_segword_hi8_lo2.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp16-int-r73/ex223/aigs/ex223_r73_segword_hi8_lo2_abc_g_aig.aig,,,student/runs/fp16/frontend_source_parallel_round73_20260613_1404/sub-fp16-int-r73/ex223/official_eval/ex223_r73_segword_hi8_lo2_abc_g_aig.evaluate.py.log,OK,1,,,15063,19,286197,120549,189468,,203756,0,0,0,,special_const_groups=33;special_full_groups=1;special_items=1057;fullword_segments=7680;const_segments=2830;segment_entries=22230,student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-fp16-int-r73/candidates.csv,96729,82441,,
round73,frontend_source_parallel_round73_20260613_1404,sub-fp8-muldiv-r73,ex241,float_fp8,ex241_r73_cofactor_exp_product_dag,,E4M3FN packed multiply high byte times low byte,named shared predicate DAG over nan/sign/exp_sum/product with high-low output clusters,,"sign xor, effective exponent sum, 4-bit significand product, shared key functions",,"ex241|E4M3FN packed multiply high byte times low byte|named shared predicate DAG over nan/sign/exp_sum/product with high-low output clusters|sign xor, effective exponent sum, 4-bit significand product, shared key functions|repo_yosys_frontend_default|official_evaluate|hi3_low4_mag_clusters",student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex241/verilog/ex241_r73_cofactor_exp_product_dag.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex241/aigs/ex241_r73_cofactor_exp_product_dag.aig,,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex241/logs/ex241_r73_cofactor_exp_product_dag.evaluate.py.log,,,1,official_evaluate.py,not_run,2906,40,116240,7224,,11592,,,,,,family=shared_predicate_dag; elapsed_sec=8.38,student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-fp8-muldiv-r73/candidates.csv,,,,
round73,frontend_source_parallel_round73_20260613_1404,sub-fp8-muldiv-r73,ex241,float_fp8,ex241_r73_selected_low_common_subfunc,,E4M3FN packed multiply high byte times low byte,selected low-magnitude replacement using common exp/product subfunction over exact semantic shell,,base nested exponent/product source for high bits plus shared low-magnitude key function,,ex241|E4M3FN packed multiply high byte times low byte|selected low-magnitude replacement using common exp/product subfunction over exact semantic shell|base nested exponent/product source for high bits plus shared low-magnitude key function|repo_yosys_frontend_default|official_evaluate|selected_low4_replacement,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex241/verilog/ex241_r73_selected_low_common_subfunc.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex241/aigs/ex241_r73_selected_low_common_subfunc.aig,,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex241/logs/ex241_r73_selected_low_common_subfunc.evaluate.py.log,,,1,official_evaluate.py,not_run,1254,40,50160,7224,,11592,,,,,,family=selected_output_common_subfunctions; elapsed_sec=7.73,student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-fp8-muldiv-r73/candidates.csv,,,,
round73,frontend_source_parallel_round73_20260613_1404,sub-fp8-muldiv-r73,ex246,float_fp8,ex246_r73_cofactor_product_pred_dag,,E5M2FN packed multiply high byte times low byte,named shared predicate DAG over nan/sign/exp_sum/product with exponent-mantissa output clusters,,"sign xor, effective exponent sum, 3-bit significand product, shared mag-high/mantissa functions",,"ex246|E5M2FN packed multiply high byte times low byte|named shared predicate DAG over nan/sign/exp_sum/product with exponent-mantissa output clusters|sign xor, effective exponent sum, 3-bit significand product, shared mag-high/mantissa functions|repo_yosys_frontend_default|official_evaluate|mag_high5_mant2_clusters",student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex246/verilog/ex246_r73_cofactor_product_pred_dag.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex246/aigs/ex246_r73_cofactor_product_pred_dag.aig,,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex246/logs/ex246_r73_cofactor_product_pred_dag.evaluate.py.log,,,1,official_evaluate.py,not_run,1593,32,50976,2805,,5984,,,,,,family=shared_predicate_dag; elapsed_sec=3.86,student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-fp8-muldiv-r73/candidates.csv,,,,
round73,frontend_source_parallel_round73_20260613_1404,sub-fp8-muldiv-r73,ex246,float_fp8,ex246_r73_selected_mant_common_subfunc,,E5M2FN packed multiply high byte times low byte,selected mantissa replacement using common product subfunction over seed12 exact shell,,current product-class source for sign/exponent plus exact shared mantissa key function,,ex246|E5M2FN packed multiply high byte times low byte|selected mantissa replacement using common product subfunction over seed12 exact shell|current product-class source for sign/exponent plus exact shared mantissa key function|repo_yosys_frontend_default|official_evaluate|selected_mantissa2_replacement,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex246/verilog/ex246_r73_selected_mant_common_subfunc.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex246/aigs/ex246_r73_selected_mant_common_subfunc.aig,,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex246/logs/ex246_r73_selected_mant_common_subfunc.evaluate.py.log,,,1,official_evaluate.py,not_run,630,28,17640,2805,,5984,,,,,,family=selected_output_common_subfunctions; elapsed_sec=3.40,student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-fp8-muldiv-r73/candidates.csv,,,,
round73,frontend_source_parallel_round73_20260613_1404,sub-fp8-muldiv-r73,ex247,float_fp8,ex247_r73_cofactor_delta_quot_dag,,E5M2FN packed low-over-high division,named shared predicate DAG over nan/sign/denzero/numzero/delta/sigpair with quotient clusters,,"sign xor, exponent delta, numerator and denominator significands, shared quotient high/low functions",,"ex247|E5M2FN packed low-over-high division|named shared predicate DAG over nan/sign/denzero/numzero/delta/sigpair with quotient clusters|sign xor, exponent delta, numerator and denominator significands, shared quotient high/low functions|repo_yosys_frontend_default|official_evaluate|quot_high5_low2_clusters",student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex247/verilog/ex247_r73_cofactor_delta_quot_dag.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex247/aigs/ex247_r73_cofactor_delta_quot_dag.aig,,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex247/logs/ex247_r73_cofactor_delta_quot_dag.evaluate.py.log,,,1,official_evaluate.py,not_run,2741,31,84971,2975,,6804,,,,,,family=shared_predicate_dag; elapsed_sec=8.52,student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-fp8-muldiv-r73/candidates.csv,,,,
round73,frontend_source_parallel_round73_20260613_1404,sub-fp8-muldiv-r73,ex247,float_fp8,ex247_r73_selected_quot_hi_common_subfunc,,E5M2FN packed low-over-high division,selected quotient-high replacement using common delta/sigpair subfunction over boundary-region shell,,round8 exact boundary-region source for sign/low bits plus shared quotient-high key function,,ex247|E5M2FN packed low-over-high division|selected quotient-high replacement using common delta/sigpair subfunction over boundary-region shell|round8 exact boundary-region source for sign/low bits plus shared quotient-high key function|repo_yosys_frontend_default|official_evaluate|selected_quot_high5_replacement,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex247/verilog/ex247_r73_selected_quot_hi_common_subfunc.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex247/aigs/ex247_r73_selected_quot_hi_common_subfunc.aig,,student/work/frontend_source_parallel_round73_20260613_1404/sub-fp8-muldiv-r73/ex247/logs/ex247_r73_selected_quot_hi_common_subfunc.evaluate.py.log,,,1,official_evaluate.py,not_run,960,27,25920,2975,,6804,,,,,,family=selected_output_common_subfunctions; elapsed_sec=5.59,student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-fp8-muldiv-r73/candidates.csv,,,,
,,sub-unknown-r73,ex285,unknown,ex285_r73_twohot_direct_overlay,,hamming-weight routing source boundary factoring,exact popcount-2 direct source overlay on current exact source,reuse current source for all rows and override only two-hot rows with direct truth outputs,current source plus 66 exact two-hot row overrides,yosys_internal_abc_g_aig,ex285|hamming-weight routing source boundary factoring|exact popcount-2 direct source overlay on current exact source|reuse current source for all rows and override only two-hot rows with direct truth outputs|yosys_internal_abc_g_aig|official_evaluate|ex285_r73_twohot_direct_overlay,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/verilog/ex285_r73_twohot_direct_overlay.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/aigs/ex285_r73_twohot_direct_overlay.aig,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/logs/ex285_r73_twohot_direct_overlay.evaluate.py.log,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/logs/ex285_r73_twohot_direct_overlay.evaluate.py.log,,,1,1,not_run,805,17,13685,5499,,,,,0,0,0,"round73 stats={'twohot_rows': 66, 'line_count': 82}; synth_sec=10.156; eval_sec=0.314",student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-unknown-r73/candidates.csv,,,twohot_direct_overlay,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/official_eval/ex285_r73_twohot_direct_overlay
,,sub-unknown-r73,ex285,unknown,ex285_r73_dualbit_outerkey_bdd,,compact BDD cofactor by alternate outer key,two selected output roots emitted as shared inner ROBDD cofactors under a new raw outer key,one inner-node pool shared across selected outputs and all outer-key cofactors,"current source plus dual-output outer-key BDD selected bits (2, 9)",yosys_internal_abc_g_aig,ex285|compact BDD cofactor by alternate outer key|two selected output roots emitted as shared inner ROBDD cofactors under a new raw outer key|one inner-node pool shared across selected outputs and all outer-key cofactors|yosys_internal_abc_g_aig|official_evaluate|ex285_r73_dualbit_outerkey_bdd,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/verilog/ex285_r73_dualbit_outerkey_bdd.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/aigs/ex285_r73_dualbit_outerkey_bdd.aig,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/logs/ex285_r73_dualbit_outerkey_bdd.evaluate.py.log,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/logs/ex285_r73_dualbit_outerkey_bdd.evaluate.py.log,,,1,1,not_run,1742,16,27872,5499,,,,,0,0,0,"round73 stats={'selected_bits': (2, 9), 'outer': (0, 11, 5, 6), 'inner': (1, 10, 2, 9, 3, 8, 4, 7), 'bdd_nodes': 634, 'line_count': 699}; synth_sec=11.183; eval_sec=0.280",student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-unknown-r73/candidates.csv,,,dualbit_outerkey_bdd,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex285/official_eval/ex285_r73_dualbit_outerkey_bdd
,,sub-unknown-r73,ex288,unknown,ex288_r73_twohot_direct_overlay,,hamming-weight routing source boundary factoring,exact popcount-2 direct source overlay on current exact source,reuse current source for all rows and override only two-hot rows with direct truth outputs,current source plus 105 exact two-hot row overrides,yosys_internal_abc_g_aig,ex288|hamming-weight routing source boundary factoring|exact popcount-2 direct source overlay on current exact source|reuse current source for all rows and override only two-hot rows with direct truth outputs|yosys_internal_abc_g_aig|official_evaluate|ex288_r73_twohot_direct_overlay,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/verilog/ex288_r73_twohot_direct_overlay.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/aigs/ex288_r73_twohot_direct_overlay.aig,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/logs/ex288_r73_twohot_direct_overlay.evaluate.py.log,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/logs/ex288_r73_twohot_direct_overlay.evaluate.py.log,,,1,1,not_run,2300,14,32200,16394,,,,,0,0,0,"round73 stats={'twohot_rows': 105, 'line_count': 121}; synth_sec=3.227; eval_sec=0.823",student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-unknown-r73/candidates.csv,,,twohot_direct_overlay,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/official_eval/ex288_r73_twohot_direct_overlay
,,sub-unknown-r73,ex288,unknown,ex288_r73_dualbit_outerkey_bdd,,compact BDD cofactor by alternate outer key,two selected output roots emitted as shared inner ROBDD cofactors under a new raw outer key,one inner-node pool shared across selected outputs and all outer-key cofactors,"current source plus dual-output outer-key BDD selected bits (5, 9)",yosys_internal_abc_g_aig,ex288|compact BDD cofactor by alternate outer key|two selected output roots emitted as shared inner ROBDD cofactors under a new raw outer key|one inner-node pool shared across selected outputs and all outer-key cofactors|yosys_internal_abc_g_aig|official_evaluate|ex288_r73_dualbit_outerkey_bdd,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/verilog/ex288_r73_dualbit_outerkey_bdd.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/aigs/ex288_r73_dualbit_outerkey_bdd.aig,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/logs/ex288_r73_dualbit_outerkey_bdd.evaluate.py.log,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/logs/ex288_r73_dualbit_outerkey_bdd.evaluate.py.log,,,1,1,not_run,3909,17,66453,16394,,,,,0,0,0,"round73 stats={'selected_bits': (5, 9), 'outer': (0, 14, 6, 7, 8), 'inner': (1, 13, 2, 12, 3, 11, 4, 10, 5, 9), 'bdd_nodes': 1194, 'line_count': 1294}; synth_sec=4.204; eval_sec=0.826",student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-unknown-r73/candidates.csv,,,dualbit_outerkey_bdd,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex288/official_eval/ex288_r73_dualbit_outerkey_bdd
,,sub-unknown-r73,ex297,unknown,ex297_r73_sel1_fullword_overlay,,bounded local selector wrapper for nonzero selector,selector-1 full-word inner cofactor table overlay on current exact source,reuse current source and replace only one nonzero selector branch without duplicating another whole source,current sel0-identity source plus selector-1 full-word cofactor overlay,yosys_internal_abc_g_aig,ex297|bounded local selector wrapper for nonzero selector|selector-1 full-word inner cofactor table overlay on current exact source|reuse current source and replace only one nonzero selector branch without duplicating another whole source|yosys_internal_abc_g_aig|official_evaluate|ex297_r73_sel1_fullword_overlay,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/verilog/ex297_r73_sel1_fullword_overlay.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/aigs/ex297_r73_sel1_fullword_overlay.aig,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/logs/ex297_r73_sel1_fullword_overlay.evaluate.py.log,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/logs/ex297_r73_sel1_fullword_overlay.evaluate.py.log,,,1,1,not_run,26721,16,427536,225900,,,,,0,0,0,"round73 stats={'selector': 1, 'inner_rows': 128, 'line_count': 146}; synth_sec=31.042; eval_sec=1.041",student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-unknown-r73/candidates.csv,,,sel1_fullword_overlay,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/official_eval/ex297_r73_sel1_fullword_overlay
,,sub-unknown-r73,ex297,unknown,ex297_r73_sel2_cluster_bdd,,shared local identity/selector PO-cluster replacement,selector-2 selected output-cluster BDD overlay on current exact source,single inner BDD pool replaces only one 2-bit PO cluster under sel==2,"current sel0-identity source plus selector-2 BDD cluster bits (10, 11)",yosys_internal_abc_g_aig,ex297|shared local identity/selector PO-cluster replacement|selector-2 selected output-cluster BDD overlay on current exact source|single inner BDD pool replaces only one 2-bit PO cluster under sel==2|yosys_internal_abc_g_aig|official_evaluate|ex297_r73_sel2_cluster_bdd,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/verilog/ex297_r73_sel2_cluster_bdd.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/aigs/ex297_r73_sel2_cluster_bdd.aig,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/logs/ex297_r73_sel2_cluster_bdd.evaluate.py.log,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/logs/ex297_r73_sel2_cluster_bdd.evaluate.py.log,,,1,1,not_run,26603,16,425648,225900,,,,,1,0,1,"round73 stats={'selector': 2, 'cluster_bits': (10, 11), 'bdd_nodes': 28, 'line_count': 51}; synth_sec=28.238; eval_sec=0.982",student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-unknown-r73/candidates.csv,,,sel2_cluster_bdd,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex297/official_eval/ex297_r73_sel2_cluster_bdd
,,sub-unknown-r73,ex299,unknown,ex299_r73_sel1_fullword_overlay,,bounded local selector wrapper for nonzero selector,selector-1 full-word inner cofactor table overlay on current exact source,reuse current source and replace only one nonzero selector branch without duplicating another whole source,current sel0-identity source plus selector-1 full-word cofactor overlay,yosys_internal_abc_g_aig,ex299|bounded local selector wrapper for nonzero selector|selector-1 full-word inner cofactor table overlay on current exact source|reuse current source and replace only one nonzero selector branch without duplicating another whole source|yosys_internal_abc_g_aig|official_evaluate|ex299_r73_sel1_fullword_overlay,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/verilog/ex299_r73_sel1_fullword_overlay.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/aigs/ex299_r73_sel1_fullword_overlay.aig,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/logs/ex299_r73_sel1_fullword_overlay.evaluate.py.log,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/logs/ex299_r73_sel1_fullword_overlay.evaluate.py.log,,,1,1,not_run,98970,18,1781460,1013807,,,,,0,0,0,"round73 stats={'selector': 1, 'inner_rows': 256, 'line_count': 274}; synth_sec=151.887; eval_sec=7.146",student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-unknown-r73/candidates.csv,,,sel1_fullword_overlay,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/official_eval/ex299_r73_sel1_fullword_overlay
,,sub-unknown-r73,ex299,unknown,ex299_r73_sel2_cluster_bdd,,shared local identity/selector PO-cluster replacement,selector-2 selected output-cluster BDD overlay on current exact source,single inner BDD pool replaces only one 2-bit PO cluster under sel==2,"current sel0-identity source plus selector-2 BDD cluster bits (8, 9)",yosys_internal_abc_g_aig,ex299|shared local identity/selector PO-cluster replacement|selector-2 selected output-cluster BDD overlay on current exact source|single inner BDD pool replaces only one 2-bit PO cluster under sel==2|yosys_internal_abc_g_aig|official_evaluate|ex299_r73_sel2_cluster_bdd,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/verilog/ex299_r73_sel2_cluster_bdd.v,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/aigs/ex299_r73_sel2_cluster_bdd.aig,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/logs/ex299_r73_sel2_cluster_bdd.evaluate.py.log,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/logs/ex299_r73_sel2_cluster_bdd.evaluate.py.log,,,1,1,not_run,98767,18,1777806,1013807,,,,,1,0,1,"round73 stats={'selector': 2, 'cluster_bits': (8, 9), 'bdd_nodes': 54, 'line_count': 79}; synth_sec=142.733; eval_sec=6.386",student/frontend_campaigns/campaigns/frontend_source_parallel_round73_20260613_1404/agent_shards/sub-unknown-r73/candidates.csv,,,sel2_cluster_bdd,student/work/frontend_source_parallel_round73_20260613_1404/sub-unknown-r73/ex299/official_eval/ex299_r73_sel2_cluster_bdd
