round,run_id,agent_id,case,domain,candidate_id,family,hypothesis,representation,sharing_strategy,shared_structure,synth_flow,method_signature,verilog_path,aig_path,log_path,evaluate_log,official_status,equivalent,simulation_pass,area,delay,adp,reference_adp,current_adp,frontend_best_adp,beats_frontend,beats_current,beats_reference,notes,shard_csv,variant,verified_truth
round86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-addmul-struct-r86,ex245,float_fp8,ex245_r86_maxeff_active_dag,active_region_decision_dag,E5M2FN packed add high byte plus low byte,max-effective-exponent split active-region DAG over small-gap class source,"shared sorted decode, same/diff active roots, and max-eff saturation predicates",use_active_table max_eff_ge30 active_hi active_lo active_mag roots,repo_yosys_frontend_default,ex245|E5M2FN packed add high byte plus low byte|maxeff split active-region decision DAG|shared sorted decode active roots plus maxeff predicates|repo_yosys_frontend_default|official_evaluate|active_region_bits,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/verilog/ex245_r86_maxeff_active_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/aigs/ex245_r86_maxeff_active_dag.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/logs/ex245_r86_maxeff_active_dag.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-addmul-struct-r86/ex245/official_eval/ex245_r86_maxeff_active_dag/ex245_r86_maxeff_active_dag.evaluate.py.log,OK,1,not_run,722,35,25270,11050,17319,22077,0,0,0,evaluate.py exit=0,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-addmul-struct-r86/candidates.csv,maxeff_active_dag,1
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,float_fp8,ex247_r86_lowpat_lut_roots,truth_root_lut_bank,E5M2FN packed low-over-high division,low-underflow pattern bits as indexed root vectors,shared denominator-bound shell with lowpat bit-vector roots,"denominator/numerator sig decode, exponent delta, lowpat bit root LUTs",student.frontends.yosys_synth default abc_AND,ex247|E5M2FN packed low-over-high division|round86 lowpat indexed root vectors|shared denominator-bound shell with bit-vector low roots|repo_yosys_frontend|official_evaluate|active_region_roots,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/verilog/ex247_r86_lowpat_lut_roots.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/aigs/ex247_r86_lowpat_lut_roots.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/logs/ex247_r86_lowpat_lut_roots.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_lowpat_lut_roots/ex247_r86_lowpat_lut_roots.evaluate.py.log,OK,1,not_run,373,23,8579,2975,6804,7291,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,lowpat_lut_roots,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,float_fp8,ex246_r86_product_output_roots,truth_root_output_bank,E5M2FN packed multiply,product magnitude zero/saturate/field roots,shared product-class source with explicit output field roots,"sign, exponent-sum, product, zero/saturate/mag field roots",student.frontends.yosys_synth default abc_AND,ex246|E5M2FN packed multiply|round86 product output roots|shared product-class source with zero saturate and field roots|repo_yosys_frontend|official_evaluate|active_region_roots,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/verilog/ex246_r86_product_output_roots.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/aigs/ex246_r86_product_output_roots.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/logs/ex246_r86_product_output_roots.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_product_output_roots/ex246_r86_product_output_roots.evaluate.py.log,OK,1,not_run,361,24,8664,2805,5984,6888,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,product_output_roots,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,float_fp8,ex244_r86_delta_mux_roots,truth_root_delta_bank,E4M3FN packed hypot abs high low,active delta roots feeding explicit increment mux,shared max/min key BDD with active delta mux roots,max/min effective exponent gap and delta-root increment mux,student.frontends.yosys_synth default abc_AND,ex244|E4M3FN packed hypot abs high low|round86 delta increment mux roots|shared max/min delta roots with explicit increment mux|repo_yosys_frontend|official_evaluate|active_region_roots,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/verilog/ex244_r86_delta_mux_roots.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/aigs/ex244_r86_delta_mux_roots.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/logs/ex244_r86_delta_mux_roots.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_delta_mux_roots/ex244_r86_delta_mux_roots.evaluate.py.log,OK,1,not_run,439,36,15804,4272,8928,9120,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,delta_mux_roots,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,float_fp8,ex249_r86_gap_split_root_funcs,truth_root_active_gap_bank,E5M2FN packed hypot abs high low,gap0 and gap1 increment roots split by active-gap class,shared max/min decode with active-gap-specific increment roots,"max/min decode, gap0/gap1 roots, split increment functions",student.frontends.yosys_synth default abc_AND,ex249|E5M2FN packed hypot abs high low|round86 gap-split root functions|shared max/min decode with active-gap increment roots|repo_yosys_frontend|official_evaluate|active_region_roots,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/verilog/ex249_r86_gap_split_root_funcs.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/aigs/ex249_r86_gap_split_root_funcs.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/logs/ex249_r86_gap_split_root_funcs.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_gap_split_root_funcs/ex249_r86_gap_split_root_funcs.evaluate.py.log,OK,1,not_run,189,28,5292,2079,3339,4342,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,gap_split_root_funcs,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,float_fp8,ex244_r86_struct_gap_threshold_dag,structural_rtl_decision_tree,E4M3FN packed hypot abs high low,gap/significand threshold decision tree,shared max/min field decoders feed a hierarchical delta threshold DAG,"max/min comparator, effective exponent gap, sig4 decoders, shared threshold blocks",student.frontends.yosys_synth default abc_AND,ex244|E4M3FN packed hypot abs high low|round86 structural gap threshold DAG|shared max/min field decoders and hierarchical delta decision nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/verilog/ex244_r86_struct_gap_threshold_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/aigs/ex244_r86_struct_gap_threshold_dag.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/logs/ex244_r86_struct_gap_threshold_dag.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_struct_gap_threshold_dag/ex244_r86_struct_gap_threshold_dag.evaluate.py.log,OK,1,not_run,332,37,12284,4272,8928,9120,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,struct_gap_threshold_dag,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,float_fp8,ex246_r86_struct_product_threshold_dag,structural_rtl_decision_graph,E5M2FN packed multiply,product-threshold decision graph with small edge table,shared sig/product/exponent nodes feed zero/saturation/linear/low-region mux DAG,"sig3 decoders, product node, zero threshold, bias/mant decision nodes, low-edge table",student.frontends.yosys_synth default abc_AND,ex246|E5M2FN packed multiply|round86 structural product threshold DAG|shared product and exponent decision nodes feeding multi-output mux DAG|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/verilog/ex246_r86_struct_product_threshold_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/aigs/ex246_r86_struct_product_threshold_dag.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/logs/ex246_r86_struct_product_threshold_dag.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_struct_product_threshold_dag/ex246_r86_struct_product_threshold_dag.evaluate.py.log,OK,1,not_run,413,35,14455,2805,5984,6888,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,struct_product_threshold_dag,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,float_fp8,ex247_r86_struct_sigpair_split_attr_dag,hierarchical_case_decomposition,E5M2FN packed low-over-high division,split sig-pair attribute banks feeding a shared quotient-region DAG,shared numerator/denominator sig decoders feed separate zero/sat/offset/mant tables and output muxes,"sig3 pair key, split zero/sat/offset/mant subdecoders, shared low-edge table",student.frontends.yosys_synth default abc_AND,ex247|E5M2FN packed low-over-high division|round86 split sigpair attribute DAG|shared sig decoders with separate quotient-region subdecoders feeding output mux DAG|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/verilog/ex247_r86_struct_sigpair_split_attr_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/aigs/ex247_r86_struct_sigpair_split_attr_dag.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/logs/ex247_r86_struct_sigpair_split_attr_dag.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_struct_sigpair_split_attr_dag/ex247_r86_struct_sigpair_split_attr_dag.evaluate.py.log,OK,1,not_run,484,28,13552,2975,6804,7291,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,struct_sigpair_split_attr_dag,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,float_fp8,ex249_r86_struct_gap_formula_dag,learned_decision_graph,E5M2FN packed hypot abs high low,shared active-gap predicate graph with formula delta nodes,shared max/min decode feeds gap0/gap1 decision nodes reused by both delta output bits,"max/min comparator, sig3 decoders, effective exponent gap predicates, d2/d1 delta graph",student.frontends.yosys_synth default abc_AND,ex249|E5M2FN packed hypot abs high low|round86 active-gap formula DAG|shared max/min decoders and common gap predicates feeding multi-output delta nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/verilog/ex249_r86_struct_gap_formula_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/aigs/ex249_r86_struct_gap_formula_dag.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/logs/ex249_r86_struct_gap_formula_dag.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_struct_gap_formula_dag/ex249_r86_struct_gap_formula_dag.evaluate.py.log,OK,1,not_run,174,36,6264,2079,3339,4342,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,struct_gap_formula_dag,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex244,float_fp8,ex244_r86_struct_gap_orbit_dag,learned_decision_graph,E4M3FN packed hypot abs high low,gap/significand orbit predicates feeding shared delta bits,shared max/min and gap decoders feed reusable d0/d1/d2 predicate nodes,"max/min comparator, sig4 decoders, gap predicate, common orbit terms for delta bits",student.frontends.yosys_synth default abc_AND,ex244|E4M3FN packed hypot abs high low|round86 gap orbit decision DAG|shared max/min field decoders with common delta-bit predicate nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/verilog/ex244_r86_struct_gap_orbit_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/aigs/ex244_r86_struct_gap_orbit_dag.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/logs/ex244_r86_struct_gap_orbit_dag.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex244/official_eval/ex244_r86_struct_gap_orbit_dag/ex244_r86_struct_gap_orbit_dag.evaluate.py.log,OK,1,not_run,348,36,12528,4272,8928,9120,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,struct_gap_orbit_dag,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex246,float_fp8,ex246_r86_struct_product_attr_dag,hierarchical_case_decomposition,E5M2FN packed multiply,product-class attribute bank feeding shared output-region muxes,shared product key feeds packed zero/sat/bias/mant attributes and low-edge decoder,"sig3 decoders, product class, packed region attributes, shared low-edge table",student.frontends.yosys_synth default abc_AND,ex246|E5M2FN packed multiply|round86 product attribute DAG|shared product-class attributes feeding zero sat low and linear output nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/verilog/ex246_r86_struct_product_attr_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/aigs/ex246_r86_struct_product_attr_dag.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/logs/ex246_r86_struct_product_attr_dag.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex246/official_eval/ex246_r86_struct_product_attr_dag/ex246_r86_struct_product_attr_dag.evaluate.py.log,OK,1,not_run,430,33,14190,2805,5984,6888,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,struct_product_attr_dag,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex247,float_fp8,ex247_r86_struct_sigpair_attr_dag,hierarchical_case_decomposition,E5M2FN packed low-over-high division,packed sig-pair attribute graph feeding shared division regions,shared sig pair key feeds packed zero/sat/offset/mant attributes and low-edge table,"sig3 pair key, packed quotient attributes, shared low-edge table and output mux",student.frontends.yosys_synth default abc_AND,ex247|E5M2FN packed low-over-high division|round86 packed sigpair attribute DAG|shared quotient attributes feeding zero sat low and linear output nodes|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/verilog/ex247_r86_struct_sigpair_attr_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/aigs/ex247_r86_struct_sigpair_attr_dag.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/logs/ex247_r86_struct_sigpair_attr_dag.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex247/official_eval/ex247_r86_struct_sigpair_attr_dag/ex247_r86_struct_sigpair_attr_dag.evaluate.py.log,OK,1,not_run,488,27,13176,2975,6804,7291,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,struct_sigpair_attr_dag,official_evaluate.py
86,frontend_truthroot_parallel_round86_20260613_2221,sub-fp8-root-r86,ex249,float_fp8,ex249_r86_struct_gap_case_dag,hierarchical_case_decomposition,E5M2FN packed hypot abs high low,active-gap case decoder feeding shared delta and saturation nodes,shared max/min and sig decoders feed a compact active-gap delta table,"max/min comparator, sig3 decoders, effective exponent gap predicates, active-gap case delta decoder",student.frontends.yosys_synth default abc_AND,ex249|E5M2FN packed hypot abs high low|round86 active-gap case DAG|shared max/min decoders feeding compact active-gap delta case node|repo_yosys_frontend|official_evaluate|structural_rtl_decision_graph,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/verilog/ex249_r86_struct_gap_case_dag.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/aigs/ex249_r86_struct_gap_case_dag.aig,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/logs/ex249_r86_struct_gap_case_dag.yosys.log,student/runs/float_fp8/frontend_truthroot_parallel_round86_20260613_2221/sub-fp8-root-r86/ex249/official_eval/ex249_r86_struct_gap_case_dag/ex249_r86_struct_gap_case_dag.evaluate.py.log,OK,1,not_run,185,30,5550,2079,3339,4342,0,0,0,official evaluate.py OK,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-fp8-root-r86/candidates.csv,struct_gap_case_dag,official_evaluate.py
,,sub-unknown-root-r86,ex285,,ex285_r86_learned_dag_natural,,learned decision graph with shared internal predicates,,,,,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/verilog/ex285_r86_learned_dag_natural.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/aigs/ex285_r86_learned_dag_natural.aig,,,,true,,4197,19,79743,,,,,,,nodes=1785; leaves=903; screened_orders=4; reference_adp=5499; previous_frontend_adp=11033; evaluate_log=student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex285/logs/ex285_r86_learned_dag_natural.evaluate.py.log,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/candidates.csv,order_natural,evaluate.py
,,sub-unknown-root-r86,ex288,,ex288_r86_learned_dag_natural,,learned decision graph with shared internal predicates,,,,,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/verilog/ex288_r86_learned_dag_natural.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/aigs/ex288_r86_learned_dag_natural.aig,,,,true,,19526,23,449098,,,,,,,nodes=12048; leaves=6734; screened_orders=4; reference_adp=16394; previous_frontend_adp=31598; evaluate_log=student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex288/logs/ex288_r86_learned_dag_natural.evaluate.py.log,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/candidates.csv,order_natural,evaluate.py
,,sub-unknown-root-r86,ex297,,ex297_r86_learned_dag_natural_cell_bits,,learned decision graph with shared internal predicates,,,,,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex297/verilog/ex297_r86_learned_dag_natural_cell_bits.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex297/aigs/ex297_r86_learned_dag_natural_cell_bits.aig,,,,true,,32717,22,719774,,,,,,,nodes=13189; leaves=6660; screened_orders=4; reference_adp=225900; previous_frontend_adp=425024; evaluate_log=student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex297/logs/ex297_r86_learned_dag_natural_cell_bits.evaluate.py.log,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/candidates.csv,order_natural_cell_bits,evaluate.py
,,sub-unknown-root-r86,ex299,,ex299_r86_learned_dag_natural_cell_bits,,learned decision graph with shared internal predicates,,,,,,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex299/verilog/ex299_r86_learned_dag_natural_cell_bits.v,student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex299/aigs/ex299_r86_learned_dag_natural_cell_bits.aig,,,,true,,118557,26,3082482,,,,,,,nodes=50329; leaves=24485; screened_orders=4; reference_adp=1013807; previous_frontend_adp=1777032; evaluate_log=student/work/frontend_truthroot_parallel_round86_20260613_2221/sub-unknown-root-r86/ex299/logs/ex299_r86_learned_dag_natural_cell_bits.evaluate.py.log,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/candidates.csv,order_natural_cell_bits,evaluate.py
