case,agent_id,hypothesis,method_signature,status,reason,evidence_path,next_action,domain,candidate_id,representation,shared_structure,verilog_path,aig_path,log_path,notes,shard_csv
ex246,sub-fp8-muldiv-alt-r64,E5M2FN multiply log-domain significand pair lattice,ex246|E5M2FN packed multiply|sigpair logsplit zone lattice|shared exponent sum and sigpair boundary lattice|yosys_rtl_official_evaluate|exact_e5m2fn_mul_high_times_low|sigpair_logsplit_lattice|default,equivalent_but_no_frontend_gain,,,,float_fp8,ex246_r64_sigpair_logsplit_lattice_default,sigpair logsplit zone lattice with shared exponent sum / default,"shared sign xor, effective exponent sum, decoded significand pair, packed boundary and residual magnitudes",student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_sigpair_logsplit_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_sigpair_logsplit_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_default.evaluate.py.log,official OK 467/27/12609; frontend_best_adp=6888; reference_adp=2805,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/failed_hypotheses.csv
ex246,sub-fp8-muldiv-alt-r64,E5M2FN multiply log-domain significand pair lattice,ex246|E5M2FN packed multiply|sigpair logsplit zone lattice|shared exponent sum and sigpair boundary lattice|yosys_rtl_official_evaluate|exact_e5m2fn_mul_high_times_low|sigpair_logsplit_lattice|synth_preset_aig,equivalent_but_no_frontend_gain,,,,float_fp8,ex246_r64_sigpair_logsplit_lattice_synth_preset_aig,sigpair logsplit zone lattice with shared exponent sum / synth_preset_aig,"shared sign xor, effective exponent sum, decoded significand pair, packed boundary and residual magnitudes",student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_sigpair_logsplit_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_sigpair_logsplit_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_synth_preset_aig.evaluate.py.log,official OK 435/26/11310; frontend_best_adp=6888; reference_adp=2805,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/failed_hypotheses.csv
ex247,sub-fp8-muldiv-alt-r64,E5M2FN division reciprocal-table multiply boundary lattice,ex247|E5M2FN packed low-over-high division|reciprocal product zone lattice|shared reciprocal multiply quotient key and boundary lattice|yosys_rtl_official_evaluate|exact_e5m2fn_div_low_over_high|reciprocal_product_zone_lattice|default,equivalent_but_no_frontend_gain,,,,float_fp8,ex247_r64_recip_product_zone_lattice_default,denominator reciprocal table times numerator significand feeding quotient zone lattice / default,"shared special-case shell, reciprocal product key, exponent delta, quotient boundaries, packed low residual magnitudes",student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_recip_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_recip_product_zone_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_default.evaluate.py.log,official OK 523/43/22489; frontend_best_adp=7291; reference_adp=2975,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/failed_hypotheses.csv
ex247,sub-fp8-muldiv-alt-r64,E5M2FN division reciprocal-table multiply boundary lattice,ex247|E5M2FN packed low-over-high division|reciprocal product zone lattice|shared reciprocal multiply quotient key and boundary lattice|yosys_rtl_official_evaluate|exact_e5m2fn_div_low_over_high|reciprocal_product_zone_lattice|synth_preset_aig,equivalent_but_no_frontend_gain,,,,float_fp8,ex247_r64_recip_product_zone_lattice_synth_preset_aig,denominator reciprocal table times numerator significand feeding quotient zone lattice / synth_preset_aig,"shared special-case shell, reciprocal product key, exponent delta, quotient boundaries, packed low residual magnitudes",student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_recip_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_recip_product_zone_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_synth_preset_aig.evaluate.py.log,official OK 500/41/20500; frontend_best_adp=7291; reference_adp=2975,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/failed_hypotheses.csv
ex247,sub-fp8-muldiv-alt-r64,E5M2FN division denominator-major compact quotient lattice,ex247|E5M2FN packed low-over-high division|denominator quotient zone lattice|shared denominator-major quotient boundaries and low residual magnitudes|yosys_rtl_official_evaluate|exact_e5m2fn_div_low_over_high|den_quotient_zone_lattice|default,equivalent_but_no_frontend_gain,,,,float_fp8,ex247_r64_den_quotient_zone_lattice_default,denominator/numerator quotient zone lattice with packed low-underflow magnitudes / default,"shared special-case shell, exponent delta, denominator-major quotient boundaries, packed low residual magnitudes",student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_den_quotient_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_den_quotient_zone_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_default.evaluate.py.log,official OK 476/28/13328; frontend_best_adp=7291; reference_adp=2975,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/failed_hypotheses.csv
ex247,sub-fp8-muldiv-alt-r64,E5M2FN division denominator-major compact quotient lattice,ex247|E5M2FN packed low-over-high division|denominator quotient zone lattice|shared denominator-major quotient boundaries and low residual magnitudes|yosys_rtl_official_evaluate|exact_e5m2fn_div_low_over_high|den_quotient_zone_lattice|synth_preset_aig,equivalent_but_no_frontend_gain,,,,float_fp8,ex247_r64_den_quotient_zone_lattice_synth_preset_aig,denominator/numerator quotient zone lattice with packed low-underflow magnitudes / synth_preset_aig,"shared special-case shell, exponent delta, denominator-major quotient boundaries, packed low residual magnitudes",student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_den_quotient_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_den_quotient_zone_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_synth_preset_aig.evaluate.py.log,official OK 445/28/12460; frontend_best_adp=7291; reference_adp=2975,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/failed_hypotheses.csv
ex240,sub-mixed-diffroute-r64,E4M3FN packed add source restructuring,ex240|E4M3FN packed add|ex240_r64_onehot_lz_bucket_formula_norm|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|default,NOT_EQUIV,official evaluate.py status NOT_EQUIV,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_onehot_lz_bucket_formula_norm_default.evaluate.py.log,,float_fp8,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_onehot_lz_bucket_formula_norm.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_onehot_lz_bucket_formula_norm_default.aig,,one-hot leading-zero bucket normalizer,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/failed_hypotheses.csv
ex240,sub-mixed-diffroute-r64,E4M3FN packed add source restructuring,ex240|E4M3FN packed add|ex240_r64_onehot_lz_bucket_formula_norm|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|synth_preset,NOT_EQUIV,official evaluate.py status NOT_EQUIV,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_onehot_lz_bucket_formula_norm_synth_preset.evaluate.py.log,,float_fp8,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_onehot_lz_bucket_formula_norm.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_onehot_lz_bucket_formula_norm_synth_preset.aig,,one-hot leading-zero bucket normalizer,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/failed_hypotheses.csv
ex285,sub-mixed-diffroute-r64,true nonlinear conservative movement recurrence,ex285|hamming_weight_preserving_lossy_routing_normalizer|nonlinear_movement_recurrence_smoke|shared_popcount_imbalance_state|repo_yosys_frontend|official_evaluate|full_word|default,NOT_EQUIV,official evaluate.py status NOT_EQUIV,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/logs/ex285_r64_nonlinear_movement_recurrence_smoke_default.evaluate.py.log,,unknown,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_nonlinear_movement_recurrence_smoke.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/aigs/ex285_r64_nonlinear_movement_recurrence_smoke_default.aig,,small controlled rotate/move recurrence,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/failed_hypotheses.csv
ex285,sub-mixed-diffroute-r64,true nonlinear conservative movement recurrence,ex285|hamming_weight_preserving_lossy_routing_normalizer|nonlinear_movement_recurrence_smoke|shared_popcount_imbalance_state|repo_yosys_frontend|official_evaluate|full_word|synth_preset,NOT_EQUIV,official evaluate.py status NOT_EQUIV,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/logs/ex285_r64_nonlinear_movement_recurrence_smoke_synth_preset.evaluate.py.log,,unknown,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_nonlinear_movement_recurrence_smoke.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/aigs/ex285_r64_nonlinear_movement_recurrence_smoke_synth_preset.aig,,small controlled rotate/move recurrence,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/failed_hypotheses.csv
ex285,sub-mixed-diffroute-r64,small shared state descriptor for central Hamming-weight layers,ex285|hamming_weight_preserving_lossy_routing_normalizer|central_layer_state_descriptor_smoke|shared_bucket_count_state|repo_yosys_frontend|official_evaluate|full_word|default,NOT_EQUIV,official evaluate.py status NOT_EQUIV,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/logs/ex285_r64_central_layer_state_descriptor_smoke_default.evaluate.py.log,,unknown,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_central_layer_state_descriptor_smoke.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/aigs/ex285_r64_central_layer_state_descriptor_smoke_default.aig,,bucket-count descriptor selecting center/edge output packing,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/failed_hypotheses.csv
