case,agent_id,candidate_id,method_signature,hypothesis,representation,shared_structure,synth_flow,verilog_path,aig_path,evaluate_log,equivalent,area,delay,adp,beats_frontend_best,beats_reference,notes,domain,simulation_pass,shard_csv,variant,verified_truth
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_sqratio_case_abc_g_aig_raw,ex249|fp8_source_restructure|ex249_r64_sqratio_case|squared_ratio_delta_case_keyed_by_smin_squared_and_smax|abc_g_aig|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r64_sqratio_case + abc_g_aig + raw,squared-ratio delta case keyed by smin squared and smax,,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/verilog/ex249_r64_sqratio_case.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/aigs/ex249_ex249_r64_sqratio_case_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/logs/ex249_ex249_r64_sqratio_case_abc_g_aig_raw.evaluate.py.log,1,181,32,5792,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/logs/ex249_r64_sqratio_case_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/logs/ex249_ex249_r64_sqratio_case_abc_g_aig_raw.abc.log; synth_sec=0.222; abc_sec=0.000; eval_sec=0.528,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/candidates.csv,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_sqratio_case_synth_preset_raw,ex249|fp8_source_restructure|ex249_r64_sqratio_case|squared_ratio_delta_case_keyed_by_smin_squared_and_smax|synth_preset|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r64_sqratio_case + synth_preset + raw,squared-ratio delta case keyed by smin squared and smax,,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/verilog/ex249_r64_sqratio_case.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/aigs/ex249_ex249_r64_sqratio_case_synth_preset_raw.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/logs/ex249_ex249_r64_sqratio_case_synth_preset_raw.evaluate.py.log,1,186,31,5766,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/logs/ex249_r64_sqratio_case_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_sqratio_case/logs/ex249_ex249_r64_sqratio_case_synth_preset_raw.abc.log; synth_sec=0.290; abc_sec=0.000; eval_sec=0.463,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/candidates.csv,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_default_raw,ex249|fp8_source_restructure|ex249_r64_threshold_case_control|selected_residual_case_control_without_output_bit_grouping|default|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r64_threshold_case_control + default + raw,selected residual case control without output-bit grouping,,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/verilog/ex249_r64_threshold_case_control.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/aigs/ex249_ex249_r64_threshold_case_control_default_raw.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_default_raw.evaluate.py.log,1,185,30,5550,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_r64_threshold_case_control_default.yosys.log; abc_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_default_raw.abc.log; synth_sec=0.177; abc_sec=0.000; eval_sec=0.472,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/candidates.csv,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_extra_share_raw,ex249|fp8_source_restructure|ex249_r64_threshold_case_control|selected_residual_case_control_without_output_bit_grouping|extra_share|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r64_threshold_case_control + extra_share + raw,selected residual case control without output-bit grouping,,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/verilog/ex249_r64_threshold_case_control.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/aigs/ex249_ex249_r64_threshold_case_control_extra_share_raw.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_extra_share_raw.evaluate.py.log,1,185,30,5550,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_r64_threshold_case_control_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_extra_share_raw.abc.log; synth_sec=0.185; abc_sec=0.000; eval_sec=0.501,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/candidates.csv,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_abc_g_aig_raw,ex249|fp8_source_restructure|ex249_r64_threshold_case_control|selected_residual_case_control_without_output_bit_grouping|abc_g_aig|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r64_threshold_case_control + abc_g_aig + raw,selected residual case control without output-bit grouping,,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/verilog/ex249_r64_threshold_case_control.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/aigs/ex249_ex249_r64_threshold_case_control_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_abc_g_aig_raw.evaluate.py.log,1,177,30,5310,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_r64_threshold_case_control_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_abc_g_aig_raw.abc.log; synth_sec=0.184; abc_sec=0.000; eval_sec=0.471,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/candidates.csv,,
ex249,sub-fp8-add-alt-r64,ex249_ex249_r64_threshold_case_control_synth_preset_raw,ex249|fp8_source_restructure|ex249_r64_threshold_case_control|selected_residual_case_control_without_output_bit_grouping|synth_preset|raw|official_evaluate|full_word,FP8 source predicate/table restructuring,ex249_r64_threshold_case_control + synth_preset + raw,selected residual case control without output-bit grouping,,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/verilog/ex249_r64_threshold_case_control.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/aigs/ex249_ex249_r64_threshold_case_control_synth_preset_raw.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_synth_preset_raw.evaluate.py.log,1,176,30,5280,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_r64_threshold_case_control_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-add-alt-r64/ex249/ex249_r64_threshold_case_control/logs/ex249_ex249_r64_threshold_case_control_synth_preset_raw.abc.log; synth_sec=0.282; abc_sec=0.000; eval_sec=0.470,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/candidates.csv,,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_product_zone_lattice_default,ex246|E5M2FN packed multiply|product zone lattice|shared product boundaries and packed low residual magnitudes|yosys_rtl_official_evaluate|exact_e5m2fn_mul_high_times_low|product_zone_lattice|default,E5M2FN multiply compact product boundary lattice,product-key zone lattice with packed low-boundary magnitudes / default,"shared sign xor, significand product, exponent sum, zero/saturation boundaries, normal mantissa class",,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_product_zone_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_product_zone_lattice_default.evaluate.py.log,1,368,32,11776,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_product_zone_lattice_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/candidates.csv,,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_product_zone_lattice_synth_preset_aig,ex246|E5M2FN packed multiply|product zone lattice|shared product boundaries and packed low residual magnitudes|yosys_rtl_official_evaluate|exact_e5m2fn_mul_high_times_low|product_zone_lattice|synth_preset_aig,E5M2FN multiply compact product boundary lattice,product-key zone lattice with packed low-boundary magnitudes / synth_preset_aig,"shared sign xor, significand product, exponent sum, zero/saturation boundaries, normal mantissa class",,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_product_zone_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_product_zone_lattice_synth_preset_aig.evaluate.py.log,1,350,32,11200,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_product_zone_lattice_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/candidates.csv,,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_sigpair_logsplit_lattice_default,ex246|E5M2FN packed multiply|sigpair logsplit zone lattice|shared exponent sum and sigpair boundary lattice|yosys_rtl_official_evaluate|exact_e5m2fn_mul_high_times_low|sigpair_logsplit_lattice|default,E5M2FN multiply log-domain significand pair lattice,sigpair logsplit zone lattice with shared exponent sum / default,"shared sign xor, effective exponent sum, decoded significand pair, packed boundary and residual magnitudes",,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_sigpair_logsplit_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_sigpair_logsplit_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_default.evaluate.py.log,1,467,27,12609,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/candidates.csv,,
ex246,sub-fp8-muldiv-alt-r64,ex246_r64_sigpair_logsplit_lattice_synth_preset_aig,ex246|E5M2FN packed multiply|sigpair logsplit zone lattice|shared exponent sum and sigpair boundary lattice|yosys_rtl_official_evaluate|exact_e5m2fn_mul_high_times_low|sigpair_logsplit_lattice|synth_preset_aig,E5M2FN multiply log-domain significand pair lattice,sigpair logsplit zone lattice with shared exponent sum / synth_preset_aig,"shared sign xor, effective exponent sum, decoded significand pair, packed boundary and residual magnitudes",,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/verilog/ex246_r64_sigpair_logsplit_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/aigs/ex246_r64_sigpair_logsplit_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_synth_preset_aig.evaluate.py.log,1,435,26,11310,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex246/logs/ex246_r64_sigpair_logsplit_lattice_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/candidates.csv,,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_recip_product_zone_lattice_default,ex247|E5M2FN packed low-over-high division|reciprocal product zone lattice|shared reciprocal multiply quotient key and boundary lattice|yosys_rtl_official_evaluate|exact_e5m2fn_div_low_over_high|reciprocal_product_zone_lattice|default,E5M2FN division reciprocal-table multiply boundary lattice,denominator reciprocal table times numerator significand feeding quotient zone lattice / default,"shared special-case shell, reciprocal product key, exponent delta, quotient boundaries, packed low residual magnitudes",,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_recip_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_recip_product_zone_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_default.evaluate.py.log,1,523,43,22489,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/candidates.csv,,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_recip_product_zone_lattice_synth_preset_aig,ex247|E5M2FN packed low-over-high division|reciprocal product zone lattice|shared reciprocal multiply quotient key and boundary lattice|yosys_rtl_official_evaluate|exact_e5m2fn_div_low_over_high|reciprocal_product_zone_lattice|synth_preset_aig,E5M2FN division reciprocal-table multiply boundary lattice,denominator reciprocal table times numerator significand feeding quotient zone lattice / synth_preset_aig,"shared special-case shell, reciprocal product key, exponent delta, quotient boundaries, packed low residual magnitudes",,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_recip_product_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_recip_product_zone_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_synth_preset_aig.evaluate.py.log,1,500,41,20500,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_recip_product_zone_lattice_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/candidates.csv,,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_den_quotient_zone_lattice_default,ex247|E5M2FN packed low-over-high division|denominator quotient zone lattice|shared denominator-major quotient boundaries and low residual magnitudes|yosys_rtl_official_evaluate|exact_e5m2fn_div_low_over_high|den_quotient_zone_lattice|default,E5M2FN division denominator-major compact quotient lattice,denominator/numerator quotient zone lattice with packed low-underflow magnitudes / default,"shared special-case shell, exponent delta, denominator-major quotient boundaries, packed low residual magnitudes",,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_den_quotient_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_den_quotient_zone_lattice_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_default.evaluate.py.log,1,476,28,13328,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_default.yosys.log; flow=Yosys hierarchy/proc/techmap flow with internal abc -g AND,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/candidates.csv,,
ex247,sub-fp8-muldiv-alt-r64,ex247_r64_den_quotient_zone_lattice_synth_preset_aig,ex247|E5M2FN packed low-over-high division|denominator quotient zone lattice|shared denominator-major quotient boundaries and low residual magnitudes|yosys_rtl_official_evaluate|exact_e5m2fn_div_low_over_high|den_quotient_zone_lattice|synth_preset_aig,E5M2FN division denominator-major compact quotient lattice,denominator/numerator quotient zone lattice with packed low-underflow magnitudes / synth_preset_aig,"shared special-case shell, exponent delta, denominator-major quotient boundaries, packed low residual magnitudes",,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/verilog/ex247_r64_den_quotient_zone_lattice.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/aigs/ex247_r64_den_quotient_zone_lattice_synth_preset_aig.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_synth_preset_aig.evaluate.py.log,1,445,28,12460,,,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round64_20260613_1004/sub-fp8-muldiv-alt-r64/ex247/logs/ex247_r64_den_quotient_zone_lattice_synth_preset_aig.yosys.log; flow=Yosys synth -flatten flow with internal abc -g aig,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/candidates.csv,,
ex240,sub-mixed-diffroute-r64,ex240_r64_signmag_selected_output_factor_default,ex240|E4M3FN packed add|ex240_r64_signmag_selected_output_factor|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|default,E4M3FN packed add source restructuring,separate sign/magnitude selected-output factoring,split selected output into sign and magnitude functions with bit-sliced NaN override,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_signmag_selected_output_factor.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_signmag_selected_output_factor_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_signmag_selected_output_factor_default.evaluate.py.log,1,650,46,29900,,,official evaluate.py OK,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/candidates.csv,default,1
ex240,sub-mixed-diffroute-r64,ex240_r64_signmag_selected_output_factor_synth_preset,ex240|E4M3FN packed add|ex240_r64_signmag_selected_output_factor|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|synth_preset,E4M3FN packed add source restructuring,separate sign/magnitude selected-output factoring,split selected output into sign and magnitude functions with bit-sliced NaN override,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_signmag_selected_output_factor.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_signmag_selected_output_factor_synth_preset.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_signmag_selected_output_factor_synth_preset.evaluate.py.log,1,610,43,26230,,,official evaluate.py OK,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/candidates.csv,synth_preset,1
ex240,sub-mixed-diffroute-r64,ex240_r64_compact_cancel_predicate_mux_default,ex240|E4M3FN packed add|ex240_r64_compact_cancel_predicate_mux|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|default,E4M3FN packed add source restructuring,compact cancellation predicates and reduced branch muxing,precompute exact-cancel/pass-through/gap5 predicates before sign/magnitude output selection,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_compact_cancel_predicate_mux.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_compact_cancel_predicate_mux_default.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_compact_cancel_predicate_mux_default.evaluate.py.log,1,650,47,30550,,,official evaluate.py OK,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/candidates.csv,default,1
ex240,sub-mixed-diffroute-r64,ex240_r64_compact_cancel_predicate_mux_synth_preset,ex240|E4M3FN packed add|ex240_r64_compact_cancel_predicate_mux|shared field decode diff-normalizer and selected-output factoring|repo_yosys_frontend|official_evaluate|full_word|synth_preset,E4M3FN packed add source restructuring,compact cancellation predicates and reduced branch muxing,precompute exact-cancel/pass-through/gap5 predicates before sign/magnitude output selection,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_compact_cancel_predicate_mux.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/aigs/ex240_r64_compact_cancel_predicate_mux_synth_preset.aig,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/logs/ex240_r64_compact_cancel_predicate_mux_synth_preset.evaluate.py.log,1,584,47,27448,,,official evaluate.py OK,float_fp8,not_run,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/candidates.csv,synth_preset,1
