case,agent_id,hypothesis,shared_structure,estimated_saved_logic,observed_qor,notes,domain,candidate_id,representation,shard_csv,structure,shared_nodes,output_bits,evidence,result,sharing_strategy,synth_flow,prior_low_value_signatures_avoided,status,evidence_path
ex249,sub-fp8-add-alt-r64,FP8 source predicate/table restructuring,ratio-of-min-to-max predicates sharing active gap and saturation shell,,,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap,float_fp8,ex249_ex249_r64_ratio_formula_synth_preset_raw,ex249_r64_ratio_formula + synth_preset + raw,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex249,sub-fp8-add-alt-r64,FP8 source predicate/table restructuring,squared-ratio delta case keyed by smin squared and smax,,,synth=default; post=raw; project default proc/techmap/abc AND/aigmap,float_fp8,ex249_ex249_r64_sqratio_case_default_raw,ex249_r64_sqratio_case + default + raw,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex249,sub-fp8-add-alt-r64,FP8 source predicate/table restructuring,squared-ratio delta case keyed by smin squared and smax,,,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap,float_fp8,ex249_ex249_r64_sqratio_case_extra_share_raw,ex249_r64_sqratio_case + extra_share + raw,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex249,sub-fp8-add-alt-r64,FP8 source predicate/table restructuring,squared-ratio delta case keyed by smin squared and smax,,,synth=abc_g_aig; post=raw; Yosys abc gate set aig,float_fp8,ex249_ex249_r64_sqratio_case_abc_g_aig_raw,ex249_r64_sqratio_case + abc_g_aig + raw,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex249,sub-fp8-add-alt-r64,FP8 source predicate/table restructuring,squared-ratio delta case keyed by smin squared and smax,,,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap,float_fp8,ex249_ex249_r64_sqratio_case_synth_preset_raw,ex249_r64_sqratio_case + synth_preset + raw,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex249,sub-fp8-add-alt-r64,FP8 source predicate/table restructuring,selected residual case control without output-bit grouping,,,synth=default; post=raw; project default proc/techmap/abc AND/aigmap,float_fp8,ex249_ex249_r64_threshold_case_control_default_raw,ex249_r64_threshold_case_control + default + raw,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex249,sub-fp8-add-alt-r64,FP8 source predicate/table restructuring,selected residual case control without output-bit grouping,,,synth=extra_share; post=raw; opt_reduce opt_muxtree wreduce share before techmap,float_fp8,ex249_ex249_r64_threshold_case_control_extra_share_raw,ex249_r64_threshold_case_control + extra_share + raw,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex249,sub-fp8-add-alt-r64,FP8 source predicate/table restructuring,selected residual case control without output-bit grouping,,,synth=abc_g_aig; post=raw; Yosys abc gate set aig,float_fp8,ex249_ex249_r64_threshold_case_control_abc_g_aig_raw,ex249_r64_threshold_case_control + abc_g_aig + raw,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex249,sub-fp8-add-alt-r64,FP8 source predicate/table restructuring,selected residual case control without output-bit grouping,,,synth=synth_preset; post=raw; Yosys synth -flatten then abc/aigmap,float_fp8,ex249_ex249_r64_threshold_case_control_synth_preset_raw,ex249_r64_threshold_case_control + synth_preset + raw,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-add-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex246,sub-fp8-muldiv-alt-r64,E5M2FN multiply compact product boundary lattice,"shared sign xor, significand product, exponent sum, zero/saturation boundaries, normal mantissa class",,,source-only RTL synthesis; no standalone ABC/AIG post-processing,float_fp8,ex246_r64_product_zone_lattice_default,product-key zone lattice with packed low-boundary magnitudes / default,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex246,sub-fp8-muldiv-alt-r64,E5M2FN multiply compact product boundary lattice,"shared sign xor, significand product, exponent sum, zero/saturation boundaries, normal mantissa class",,,source-only RTL synthesis; no standalone ABC/AIG post-processing,float_fp8,ex246_r64_product_zone_lattice_synth_preset_aig,product-key zone lattice with packed low-boundary magnitudes / synth_preset_aig,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex246,sub-fp8-muldiv-alt-r64,E5M2FN multiply log-domain significand pair lattice,"shared sign xor, effective exponent sum, decoded significand pair, packed boundary and residual magnitudes",,,source-only RTL synthesis; no standalone ABC/AIG post-processing,float_fp8,ex246_r64_sigpair_logsplit_lattice_default,sigpair logsplit zone lattice with shared exponent sum / default,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex246,sub-fp8-muldiv-alt-r64,E5M2FN multiply log-domain significand pair lattice,"shared sign xor, effective exponent sum, decoded significand pair, packed boundary and residual magnitudes",,,source-only RTL synthesis; no standalone ABC/AIG post-processing,float_fp8,ex246_r64_sigpair_logsplit_lattice_synth_preset_aig,sigpair logsplit zone lattice with shared exponent sum / synth_preset_aig,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex247,sub-fp8-muldiv-alt-r64,E5M2FN division reciprocal-table multiply boundary lattice,"shared special-case shell, reciprocal product key, exponent delta, quotient boundaries, packed low residual magnitudes",,,source-only RTL synthesis; no standalone ABC/AIG post-processing,float_fp8,ex247_r64_recip_product_zone_lattice_default,denominator reciprocal table times numerator significand feeding quotient zone lattice / default,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex247,sub-fp8-muldiv-alt-r64,E5M2FN division reciprocal-table multiply boundary lattice,"shared special-case shell, reciprocal product key, exponent delta, quotient boundaries, packed low residual magnitudes",,,source-only RTL synthesis; no standalone ABC/AIG post-processing,float_fp8,ex247_r64_recip_product_zone_lattice_synth_preset_aig,denominator reciprocal table times numerator significand feeding quotient zone lattice / synth_preset_aig,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex247,sub-fp8-muldiv-alt-r64,E5M2FN division denominator-major compact quotient lattice,"shared special-case shell, exponent delta, denominator-major quotient boundaries, packed low residual magnitudes",,,source-only RTL synthesis; no standalone ABC/AIG post-processing,float_fp8,ex247_r64_den_quotient_zone_lattice_default,denominator/numerator quotient zone lattice with packed low-underflow magnitudes / default,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex247,sub-fp8-muldiv-alt-r64,E5M2FN division denominator-major compact quotient lattice,"shared special-case shell, exponent delta, denominator-major quotient boundaries, packed low residual magnitudes",,,source-only RTL synthesis; no standalone ABC/AIG post-processing,float_fp8,ex247_r64_den_quotient_zone_lattice_synth_preset_aig,denominator/numerator quotient zone lattice with packed low-underflow magnitudes / synth_preset_aig,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-fp8-muldiv-alt-r64/shared_structure_report.csv,,,,,,,,,,
ex240,sub-mixed-diffroute-r64,,,,,separate sign/magnitude selected-output factoring,float_fp8,ex240_r64_signmag_selected_output_factor,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/shared_structure_report.csv,split selected output into sign and magnitude functions with bit-sliced NaN override,source predicates,full_word,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_signmag_selected_output_factor.v,emitted,,,,,
ex240,sub-mixed-diffroute-r64,,,,,compact cancellation predicates and reduced branch muxing,float_fp8,ex240_r64_compact_cancel_predicate_mux,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/shared_structure_report.csv,precompute exact-cancel/pass-through/gap5 predicates before sign/magnitude output selection,source predicates,full_word,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_compact_cancel_predicate_mux.v,emitted,,,,,
ex240,sub-mixed-diffroute-r64,,,,,one-hot leading-zero bucket normalizer,float_fp8,ex240_r64_onehot_lz_bucket_formula_norm,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/shared_structure_report.csv,formula diff normalizer expressed by leading-bit buckets instead of table lookup,source predicates,full_word,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex240/verilog/ex240_r64_onehot_lz_bucket_formula_norm.v,emitted,,,,,
ex285,sub-mixed-diffroute-r64,,,,,small controlled rotate/move recurrence,unknown,ex285_r64_nonlinear_movement_recurrence_smoke,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/shared_structure_report.csv,shared popcount and left/right imbalance state; no residual table,source predicates,full_word,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_nonlinear_movement_recurrence_smoke.v,emitted,,,,,
ex285,sub-mixed-diffroute-r64,,,,,bucket-count descriptor selecting center/edge output packing,unknown,ex285_r64_central_layer_state_descriptor_smoke,,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/shared_structure_report.csv,shared 4-bit bucket counts and fixed movement templates; no selector residual table,source predicates,full_word,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_central_layer_state_descriptor_smoke.v,emitted,,,,,
ex297,sub-unklarge-alt-r64,local_transition_recurrence,,,,"screened local_transition_recurrence/local_transition_r2: keys=1024, residual=53116, ratio=0.789184, compact_enough_for_rtl=0",unknown,,local_transition_r2,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv
ex297,sub-unklarge-alt-r64,ring_cell_descriptor,,,,"screened ring_cell_descriptor/adjhist_distance2_cell: keys=15376, residual=3808, ratio=0.056578, compact_enough_for_rtl=0",unknown,,adjhist_distance2_cell,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv
ex297,sub-unklarge-alt-r64,sparse_exception_free_descriptor,,,,"screened sparse_exception_free_descriptor/exception_free_hist_state: keys=15968, residual=36176, ratio=0.537493, compact_enough_for_rtl=0",unknown,,exception_free_hist_state,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv
ex297,sub-unklarge-alt-r64,compact_recurrence_state,,,,"screened compact_recurrence_state/recurrence_state8_cell: keys=112219, residual=1366, ratio=0.020296, compact_enough_for_rtl=0",unknown,,recurrence_state8_cell,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv
ex297,sub-unklarge-alt-r64,compact_recurrence_state,,,,"screened compact_recurrence_state/recurrence_state10_cell: keys=112460, residual=1195, ratio=0.017755, compact_enough_for_rtl=0",unknown,,recurrence_state10_cell,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv
ex297,sub-unklarge-alt-r64,cofactor_screen,,,,"screened cofactor_screen/low_cells: keys=64, residual=96509, ratio=1.433905, compact_enough_for_rtl=0",unknown,,low_cells,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv
ex297,sub-unklarge-alt-r64,cofactor_screen,,,,"screened cofactor_screen/high_cells: keys=64, residual=96509, ratio=1.433905, compact_enough_for_rtl=0",unknown,,high_cells,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv
ex297,sub-unklarge-alt-r64,cofactor_screen,,,,"screened cofactor_screen/even_cells: keys=256, residual=93377, ratio=1.387371, compact_enough_for_rtl=0",unknown,,even_cells,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv
ex297,sub-unklarge-alt-r64,cofactor_screen,,,,"screened cofactor_screen/odd_cells: keys=64, residual=100881, ratio=1.498863, compact_enough_for_rtl=0",unknown,,odd_cells,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv
ex299,sub-unklarge-alt-r64,local_transition_recurrence,,,,"screened local_transition_recurrence/local_transition_r2: keys=1024, residual=263696, ratio=0.871434, compact_enough_for_rtl=0",unknown,,local_transition_r2,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv
ex299,sub-unklarge-alt-r64,ring_cell_descriptor,,,,"screened ring_cell_descriptor/adjhist_distance2_cell: keys=58672, residual=30640, ratio=0.101256, compact_enough_for_rtl=0",unknown,,adjhist_distance2_cell,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv
ex299,sub-unklarge-alt-r64,sparse_exception_free_descriptor,,,,"screened sparse_exception_free_descriptor/exception_free_hist_state: keys=55808, residual=183072, ratio=0.604997, compact_enough_for_rtl=0",unknown,,exception_free_hist_state,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv
ex299,sub-unklarge-alt-r64,compact_recurrence_state,,,,"screened compact_recurrence_state/recurrence_state8_cell: keys=507136, residual=9689, ratio=0.032019, compact_enough_for_rtl=0",unknown,,recurrence_state8_cell,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv
ex299,sub-unklarge-alt-r64,compact_recurrence_state,,,,"screened compact_recurrence_state/recurrence_state10_cell: keys=502344, residual=12980, ratio=0.042895, compact_enough_for_rtl=0",unknown,,recurrence_state10_cell,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv
ex299,sub-unklarge-alt-r64,cofactor_screen,,,,"screened cofactor_screen/low_cells: keys=64, residual=451116, ratio=1.490800, compact_enough_for_rtl=0",unknown,,low_cells,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv
ex299,sub-unklarge-alt-r64,cofactor_screen,,,,"screened cofactor_screen/high_cells: keys=64, residual=451116, ratio=1.490800, compact_enough_for_rtl=0",unknown,,high_cells,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/shared_structure_report.csv,,,,,,shared descriptor/cofactor key across output cells,not_run_no_candidate,broad BDD orders; rot2 canonical replay; rotation representative BDD; round63 huge tables,blocked_no_candidate,student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv
