case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,outcome,reason,evidence_path,next_action
ex242,float_fp8,fp8-wide-r25,E4M3FN packed low-over-high division,,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,"ex242|E4M3FN packed low-over-high division|delta and significand quotient magnitude table|shared NaN/zero/sign shell, sig numerator/denominator, exponent delta|abc_g_aig|exact_e4m3fn_div_low_over_high|delta/sig cofactor magnitude|fp8_wide_r25",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_delta_sig_table_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_delta_sig_table_abc_g_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex242,float_fp8,fp8-wide-r25,E4M3FN packed low-over-high division,,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,"ex242|E4M3FN packed low-over-high division|delta and significand quotient magnitude table|shared NaN/zero/sign shell, sig numerator/denominator, exponent delta|synth_preset_aig|exact_e4m3fn_div_low_over_high|delta/sig cofactor magnitude|fp8_wide_r25",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_delta_sig_table_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_delta_sig_table_synth_preset_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex242,float_fp8,fp8-wide-r25,E4M3FN packed low-over-high division,,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,"ex242|E4M3FN packed low-over-high division|denominator-nested quotient boundary attributes|shared divisor shell, delta boundary regions, low direct magnitudes|abc_g_and|exact_e4m3fn_div_low_over_high|zero/sat/low/linear quotient region|fp8_wide_r25",FAILED_OFFICIAL_EVALUATE_OR_SYNTH,official evaluate.py status NOT_EQUIV; synth=abc_g_and; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_den_nested_attrs_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_den_nested_attrs_abc_g_and.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex242,float_fp8,fp8-wide-r25,E4M3FN packed low-over-high division,,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,"ex242|E4M3FN packed low-over-high division|denominator-nested quotient boundary attributes|shared divisor shell, delta boundary regions, low direct magnitudes|abc_g_aig|exact_e4m3fn_div_low_over_high|zero/sat/low/linear quotient region|fp8_wide_r25",FAILED_OFFICIAL_EVALUATE_OR_SYNTH,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_den_nested_attrs_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_den_nested_attrs_abc_g_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex242,float_fp8,fp8-wide-r25,E4M3FN packed low-over-high division,,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,"ex242|E4M3FN packed low-over-high division|denominator-nested quotient boundary attributes|shared divisor shell, delta boundary regions, low direct magnitudes|synth_preset_aig|exact_e4m3fn_div_low_over_high|zero/sat/low/linear quotient region|fp8_wide_r25",FAILED_OFFICIAL_EVALUATE_OR_SYNTH,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_den_nested_attrs_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex242/logs/ex242_r25w_den_nested_attrs_synth_preset_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex249,float_fp8,fp8-wide-r25,"E5M2FN packed hypot abs(high,low)",,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,"ex249|E5M2FN packed hypot abs(high,low)|max-effective-exponent delta table|shared max/min decode, eff exponent gap, sig pair, saturating max-plus-delta|abc_g_and|exact_e5m2fn_hypot_abs_high_low|max-plus-delta with maxeff context|fp8_wide_r25",FAILED_OFFICIAL_EVALUATE_OR_SYNTH,official evaluate.py status NOT_EQUIV; synth=abc_g_and; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_maxeff_delta_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_maxeff_delta_abc_g_and.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex249,float_fp8,fp8-wide-r25,"E5M2FN packed hypot abs(high,low)",,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,"ex249|E5M2FN packed hypot abs(high,low)|max-effective-exponent delta table|shared max/min decode, eff exponent gap, sig pair, saturating max-plus-delta|abc_g_aig|exact_e5m2fn_hypot_abs_high_low|max-plus-delta with maxeff context|fp8_wide_r25",FAILED_OFFICIAL_EVALUATE_OR_SYNTH,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_maxeff_delta_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_maxeff_delta_abc_g_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex249,float_fp8,fp8-wide-r25,"E5M2FN packed hypot abs(high,low)",,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,"ex249|E5M2FN packed hypot abs(high,low)|max-effective-exponent delta table|shared max/min decode, eff exponent gap, sig pair, saturating max-plus-delta|synth_preset_aig|exact_e5m2fn_hypot_abs_high_low|max-plus-delta with maxeff context|fp8_wide_r25",FAILED_OFFICIAL_EVALUATE_OR_SYNTH,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_maxeff_delta_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_maxeff_delta_synth_preset_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex249,float_fp8,fp8-wide-r25,"E5M2FN packed hypot abs(high,low)",,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,"ex249|E5M2FN packed hypot abs(high,low)|direct max/min pair delta table|shared abs max/min decode and direct nonzero delta rows|abc_g_and|exact_e5m2fn_hypot_abs_high_low|max/min pair magnitude override|fp8_wide_r25",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_and; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_pair_delta_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_pair_delta_abc_g_and.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex249,float_fp8,fp8-wide-r25,"E5M2FN packed hypot abs(high,low)",,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,"ex249|E5M2FN packed hypot abs(high,low)|direct max/min pair delta table|shared abs max/min decode and direct nonzero delta rows|abc_g_aig|exact_e5m2fn_hypot_abs_high_low|max/min pair magnitude override|fp8_wide_r25",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_pair_delta_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_pair_delta_abc_g_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex249,float_fp8,fp8-wide-r25,"E5M2FN packed hypot abs(high,low)",,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,"ex249|E5M2FN packed hypot abs(high,low)|direct max/min pair delta table|shared abs max/min decode and direct nonzero delta rows|synth_preset_aig|exact_e5m2fn_hypot_abs_high_low|max/min pair magnitude override|fp8_wide_r25",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_pair_delta_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex249/logs/ex249_r25w_pair_delta_synth_preset_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex248,float_fp8,fp8-wide-r25,E5M2FN packed fmod low mod high,,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,"ex248|E5M2FN packed fmod low mod high|exact exponent-delta residue table|shared divisor sig, numerator sig, exponent delta, remainder normalizer|abc_g_and|exact_e5m2fn_fmod_low_mod_high|residue then magnitude normalization|fp8_wide_r25",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_and; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_delta_residue_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_delta_residue_abc_g_and.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex248,float_fp8,fp8-wide-r25,E5M2FN packed fmod low mod high,,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,"ex248|E5M2FN packed fmod low mod high|exact exponent-delta residue table|shared divisor sig, numerator sig, exponent delta, remainder normalizer|abc_g_aig|exact_e5m2fn_fmod_low_mod_high|residue then magnitude normalization|fp8_wide_r25",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_delta_residue_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_delta_residue_abc_g_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex248,float_fp8,fp8-wide-r25,E5M2FN packed fmod low mod high,,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,"ex248|E5M2FN packed fmod low mod high|exact exponent-delta residue table|shared divisor sig, numerator sig, exponent delta, remainder normalizer|synth_preset_aig|exact_e5m2fn_fmod_low_mod_high|residue then magnitude normalization|fp8_wide_r25",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_delta_residue_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_delta_residue_synth_preset_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex248,float_fp8,fp8-wide-r25,E5M2FN packed fmod low mod high,,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ex248|E5M2FN packed fmod low mod high|direct denominator/numerator remainder correction table|shared invalid shell and direct pair correction for non-pass-through cases|abc_g_and|exact_e5m2fn_fmod_low_mod_high|den/num pair magnitude override|fp8_wide_r25,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_and; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_direct_pair_remainder_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_direct_pair_remainder_abc_g_and.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex248,float_fp8,fp8-wide-r25,E5M2FN packed fmod low mod high,,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ex248|E5M2FN packed fmod low mod high|direct denominator/numerator remainder correction table|shared invalid shell and direct pair correction for non-pass-through cases|abc_g_aig|exact_e5m2fn_fmod_low_mod_high|den/num pair magnitude override|fp8_wide_r25,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_direct_pair_remainder_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_direct_pair_remainder_abc_g_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex248,float_fp8,fp8-wide-r25,E5M2FN packed fmod low mod high,,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ex248|E5M2FN packed fmod low mod high|direct denominator/numerator remainder correction table|shared invalid shell and direct pair correction for non-pass-through cases|synth_preset_aig|exact_e5m2fn_fmod_low_mod_high|den/num pair magnitude override|fp8_wide_r25,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_direct_pair_remainder_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-wide-r25/ex248/logs/ex248_r25w_direct_pair_remainder_synth_preset_aig.evaluate.py.log,Do not repeat unchanged; require material high-level or sharing change.
ex247,float_fp8,fp8-worst-r25,truth-derived shared BDD exact structural fallback,shared ROBDD over interleaved high/low FP8 operand bits,shared BDD nodes across all eight output bits,ex247|truth-derived exact function|shared ROBDD interleaved high-low bits|shared multi-output BDD nodes|yosys_default_AND_then_evaluate.py|exact_truth_table|bitplane_roots,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 21147 >= current frontend 8349,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex247/logs/ex247_unknown_shared_bdd_16x8_order_15_7_14_6_13_5_12_4_11_3_10_2_9_1_8_0_official.evaluate.py.log,BDD area is too high unless backend rewrites can exploit the shallow delay
ex246,float_fp8,fp8-worst-r25,truth-derived shared BDD exact structural fallback,shared ROBDD over interleaved high/low FP8 operand bits,shared BDD nodes across all eight output bits,ex246|truth-derived exact function|shared ROBDD interleaved high-low bits|shared multi-output BDD nodes|yosys_default_AND_then_evaluate.py|exact_truth_table|bitplane_roots,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 20958 >= current frontend 7502,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex246/logs/ex246_unknown_shared_bdd_16x8_order_15_7_14_6_13_5_12_4_11_3_10_2_9_1_8_0_official.evaluate.py.log,BDD area is too high unless backend rewrites can exploit the shallow delay
ex244,float_fp8,fp8-worst-r25,truth-derived shared BDD exact structural fallback,shared ROBDD over interleaved high/low FP8 operand bits,shared BDD nodes across all eight output bits,ex244|truth-derived exact function|shared ROBDD interleaved high-low bits|shared multi-output BDD nodes|yosys_default_AND_then_evaluate.py|exact_truth_table|bitplane_roots,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 15290 >= current frontend 10234,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex244/logs/ex244_unknown_shared_bdd_16x8_order_15_7_14_6_13_5_12_4_11_3_10_2_9_1_8_0_official.evaluate.py.log,BDD area is too high unless backend rewrites can exploit the shallow delay
ex240,float_fp8,fp8-worst-r25,truth-derived shared BDD exact structural fallback,shared ROBDD over interleaved high/low FP8 operand bits,shared BDD nodes across all eight output bits,ex240|truth-derived exact function|shared ROBDD interleaved high-low bits|shared multi-output BDD nodes|yosys_default_AND_then_evaluate.py|exact_truth_table|bitplane_roots,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 72436 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex240/logs/ex240_unknown_shared_bdd_16x8_order_15_7_14_6_13_5_12_4_11_3_10_2_9_1_8_0_official.evaluate.py.log,BDD area is too high unless backend rewrites can exploit the shallow delay
ex247,float_fp8,fp8-worst-r25,current semantic frontend source alternate mapping probe,current best source replay with materially different Yosys/AIG mapping flow,inherits source-level shared decode from current frontend best,ex247|current frontend best source|alternate synth mapping resynth_noabc_aigmap|reuse existing source shared decode|resynth_noabc_aigmap_evaluate.py|E5M2FN packed low-over-high division with boundary-first region mux|full_output,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 25972 >= current frontend 8349,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex247/logs/ex247_resynth_noabc_aigmap.evaluate.py.log,do not repeat this source replay unless synthesis flow changes more substantially
ex247,float_fp8,fp8-worst-r25,current semantic frontend source alternate mapping probe,current best source replay with materially different Yosys/AIG mapping flow,inherits source-level shared decode from current frontend best,ex247|current frontend best source|alternate synth mapping resynth_abc_g_aig|reuse existing source shared decode|resynth_abc_g_aig_evaluate.py|E5M2FN packed low-over-high division with boundary-first region mux|full_output,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 8349 >= current frontend 8349,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex247/logs/ex247_resynth_abc_g_aig.evaluate.py.log,do not repeat this source replay unless synthesis flow changes more substantially
ex246,float_fp8,fp8-worst-r25,current semantic frontend source alternate mapping probe,current best source replay with materially different Yosys/AIG mapping flow,inherits source-level shared decode from current frontend best,ex246|current frontend best source|alternate synth mapping resynth_noabc_aigmap|reuse existing source shared decode|resynth_noabc_aigmap_evaluate.py|current_frontend_semantics|full_output,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 41174 >= current frontend 7502,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex246/logs/ex246_resynth_noabc_aigmap.evaluate.py.log,do not repeat this source replay unless synthesis flow changes more substantially
