case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex223,ex223_fp16_log_casez_runs_t600,fp16_log,casez_runs_t600,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/verilog/ex223_fp16_log_casez_runs_t600.v,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/aigs/ex223_fp16_log_casez_runs_t600.aig,1,1,1,16622,25,415550,120549,3.447146,0,0,structural_exact,threshold=600; cube_groups=18; table_groups=12; cube_items=7475; table_items=12288,16.891,casez run-cube FP16 log candidate; threshold=600; cube_groups=18; table_groups=12; cube_items=7475; table_items=12288
ex223,ex223_fp16_log_casez_runs_t800,fp16_log,casez_runs_t800,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/verilog/ex223_fp16_log_casez_runs_t800.v,student/work/ex223_ex224_frontend_fp16_log_casez_20260606_2319/ex223/aigs/ex223_fp16_log_casez_runs_t800.aig,1,1,1,17520,25,438000,120549,3.633377,0,0,structural_exact,threshold=800; cube_groups=24; table_groups=6; cube_items=11455; table_items=6144,17.492,casez run-cube FP16 log candidate; threshold=800; cube_groups=24; table_groups=6; cube_items=11455; table_items=6144
ex223,ex223_fp16_log_exp_mant_pair_case,fp16_log,exp_mant_pair_case,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_exp_mant_pair_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_exp_mant_pair_case.aig,1,1,1,11174,24,268176,120549,2.224622,0,0,structural_exact,31745,14.276,structural_exact FP16 curated frontend candidate
ex223,ex223_fp16_log_fixed_q20_calibrated_exc,fp16_log,fixed_q20_calibrated_exc,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/verilog/ex223_fp16_log_fixed_q20_calibrated_exc.v,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/aigs/ex223_fp16_log_fixed_q20_calibrated_exc.aig,1,1,1,4382,79,346178,120549,2.871679,0,0,semantic_hybrid,frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,16.001,semantic_hybrid FP16 fixed-point log semantic candidate; frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_fixed_q21_calibrated,fp16_log,fixed_q21_calibrated,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/verilog/ex223_fp16_log_fixed_q21_calibrated.v,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/aigs/ex223_fp16_log_fixed_q21_calibrated.aig,1,1,1,4697,80,375760,120549,3.117073,0,0,semantic_exact,frac_bits=21; mode=ceil; adjusted_q=12; failed_q=0; exceptions=0,19.151,semantic_exact FP16 fixed-point log semantic candidate; frac_bits=21; mode=ceil; adjusted_q=12; failed_q=0; exceptions=0
ex223,ex223_fp16_log_fixed_q22_calibrated,fp16_log,fixed_q22_calibrated,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/verilog/ex223_fp16_log_fixed_q22_calibrated.v,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/aigs/ex223_fp16_log_fixed_q22_calibrated.aig,1,1,1,4924,72,354528,120549,2.940945,0,0,semantic_exact,frac_bits=22; mode=round; adjusted_q=6; failed_q=0; exceptions=0,21.961,semantic_exact FP16 fixed-point log semantic candidate; frac_bits=22; mode=round; adjusted_q=6; failed_q=0; exceptions=0
ex223,ex223_fp16_log_fixed_q23_calibrated,fp16_log,fixed_q23_calibrated,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/verilog/ex223_fp16_log_fixed_q23_calibrated.v,student/work/ex223_ex224_frontend_fp16_log_deep_20260606_2209/ex223/aigs/ex223_fp16_log_fixed_q23_calibrated.aig,1,1,1,5093,77,392161,120549,3.253125,0,0,semantic_exact,frac_bits=23; mode=round; adjusted_q=2; failed_q=0; exceptions=0,24.567,semantic_exact FP16 fixed-point log semantic candidate; frac_bits=23; mode=round; adjusted_q=2; failed_q=0; exceptions=0
ex223,ex223_fp16_log_hybrid_semantic_bit0,fp16_log,hybrid_semantic_bit0,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit0.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit0.aig,1,1,1,11616,74,859584,120549,7.130578,0,0,semantic_hybrid,semantic_bits=0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.174,semantic_hybrid FP16 selected-bit candidate; semantic_bits=0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit1,fp16_log,hybrid_semantic_bit1,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit1.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit1.aig,1,1,1,12279,75,920925,120549,7.639425,0,0,semantic_hybrid,semantic_bits=1; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,25.829,semantic_hybrid FP16 selected-bit candidate; semantic_bits=1; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit10,fp16_log,hybrid_semantic_bit10,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit10.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit10.aig,1,1,1,13884,78,1082952,120549,8.983500,0,0,semantic_hybrid,semantic_bits=10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,27.455,semantic_hybrid FP16 selected-bit candidate; semantic_bits=10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit11,fp16_log,hybrid_semantic_bit11,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit11.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit11.aig,1,1,1,13888,72,999936,120549,8.294851,0,0,semantic_hybrid,semantic_bits=11; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,27.243,semantic_hybrid FP16 selected-bit candidate; semantic_bits=11; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit12,fp16_log,hybrid_semantic_bit12,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit12.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit12.aig,1,1,1,13878,77,1068606,120549,8.864495,0,0,semantic_hybrid,semantic_bits=12; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,27.582,semantic_hybrid FP16 selected-bit candidate; semantic_bits=12; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit13,fp16_log,hybrid_semantic_bit13,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit13.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit13.aig,1,1,1,13925,76,1058300,120549,8.779003,0,0,semantic_hybrid,semantic_bits=13; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.988,semantic_hybrid FP16 selected-bit candidate; semantic_bits=13; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit14,fp16_log,hybrid_semantic_bit14,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit14.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit14.aig,1,1,1,13869,76,1054044,120549,8.743698,0,0,semantic_hybrid,semantic_bits=14; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.295,semantic_hybrid FP16 selected-bit candidate; semantic_bits=14; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit15,fp16_log,hybrid_semantic_bit15,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit15.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit15.aig,1,1,1,11258,23,258934,120549,2.147956,0,0,semantic_hybrid,semantic_bits=15; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,24.879,semantic_hybrid FP16 selected-bit candidate; semantic_bits=15; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit2,fp16_log,hybrid_semantic_bit2,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit2.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit2.aig,1,1,1,12648,74,935952,120549,7.764079,0,0,semantic_hybrid,semantic_bits=2; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.273,semantic_hybrid FP16 selected-bit candidate; semantic_bits=2; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit3,fp16_log,hybrid_semantic_bit3,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit3.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit3.aig,1,1,1,12931,72,931032,120549,7.723266,0,0,semantic_hybrid,semantic_bits=3; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.505,semantic_hybrid FP16 selected-bit candidate; semantic_bits=3; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit4,fp16_log,hybrid_semantic_bit4,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit4.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit4.aig,1,1,1,13310,72,958320,120549,7.949630,0,0,semantic_hybrid,semantic_bits=4; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.514,semantic_hybrid FP16 selected-bit candidate; semantic_bits=4; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit5,fp16_log,hybrid_semantic_bit5,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit5.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit5.aig,1,1,1,13584,72,978048,120549,8.113282,0,0,semantic_hybrid,semantic_bits=5; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.941,semantic_hybrid FP16 selected-bit candidate; semantic_bits=5; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit6,fp16_log,hybrid_semantic_bit6,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit6.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit6.aig,1,1,1,13580,72,977760,120549,8.110893,0,0,semantic_hybrid,semantic_bits=6; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,27.274,semantic_hybrid FP16 selected-bit candidate; semantic_bits=6; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit7,fp16_log,hybrid_semantic_bit7,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit7.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit7.aig,1,1,1,13741,74,1016834,120549,8.435026,0,0,semantic_hybrid,semantic_bits=7; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,26.552,semantic_hybrid FP16 selected-bit candidate; semantic_bits=7; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit8,fp16_log,hybrid_semantic_bit8,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit8.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit8.aig,1,1,1,13922,76,1058072,120549,8.777111,0,0,semantic_hybrid,semantic_bits=8; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,27.175,semantic_hybrid FP16 selected-bit candidate; semantic_bits=8; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_bit9,fp16_log,hybrid_semantic_bit9,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_bit9.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_bit9.aig,1,1,1,13901,74,1028674,120549,8.533244,0,0,semantic_hybrid,semantic_bits=9; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2,27.678,semantic_hybrid FP16 selected-bit candidate; semantic_bits=9; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2
ex223,ex223_fp16_log_hybrid_semantic_exp_only,fp16_log,hybrid_semantic_exp_only,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_exp_only.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_exp_only.aig,1,1,1,13858,74,1025492,120549,8.506848,0,0,semantic_hybrid,"semantic_bits=14,13,12,11,10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",26.821,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=14,13,12,11,10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_high8,fp16_log,hybrid_semantic_high8,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_high8.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_high8.aig,1,1,1,13775,80,1102000,120549,9.141511,0,0,semantic_hybrid,"semantic_bits=15,14,13,12,11,10,9,8; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",26.858,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=15,14,13,12,11,10,9,8; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_low8,fp16_log,hybrid_semantic_low8,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_low8.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_low8.aig,1,1,1,4648,74,343952,120549,2.853213,0,0,semantic_hybrid,"semantic_bits=7,6,5,4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",23.349,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=7,6,5,4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_mant_all,fp16_log,hybrid_semantic_mant_all,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_mant_all.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_mant_all.aig,1,1,1,4506,76,342456,120549,2.840803,0,0,semantic_hybrid,"semantic_bits=9,8,7,6,5,4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",24.411,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=9,8,7,6,5,4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_mant_hi,fp16_log,hybrid_semantic_mant_hi,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_mant_hi.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_mant_hi.aig,1,1,1,13060,77,1005620,120549,8.342002,0,0,semantic_hybrid,"semantic_bits=9,8,7,6,5; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",27.679,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=9,8,7,6,5; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_mant_lo,fp16_log,hybrid_semantic_mant_lo,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_mant_lo.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_mant_lo.aig,1,1,1,5778,73,421794,120549,3.498942,0,0,semantic_hybrid,"semantic_bits=4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",24.732,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=4,3,2,1,0; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_hybrid_semantic_sign_exp,fp16_log,hybrid_semantic_sign_exp,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/verilog/ex223_fp16_log_hybrid_semantic_sign_exp.v,student/work/ex223_ex224_frontend_fp16_log_selected_20260606_2236/ex223/aigs/ex223_fp16_log_hybrid_semantic_sign_exp.aig,1,1,1,13888,77,1069376,120549,8.870882,0,0,semantic_hybrid,"semantic_bits=15,14,13,12,11,10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2",26.683,"semantic_hybrid FP16 selected-bit candidate; semantic_bits=15,14,13,12,11,10; table_items=31777; semantic_items=frac_bits=20; mode=round; adjusted_q=49; failed_q=2; exceptions=2"
ex223,ex223_fp16_log_log_limited_run_range,fp16_log,log_limited_run_range,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_log_limited_run_range.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_log_limited_run_range.aig,1,1,1,12522,138,1728036,120549,14.334719,0,0,semantic_hybrid,limited_run_range_items=23342; ranged_exp_groups=8,26.045,semantic_hybrid FP16 curated frontend candidate
