case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex210,ex210_bf16_sigmoid_const_default_0000_h3,bf16_sigmoid / sigmoid,const_default_0000_h3,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_0000_h3.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_0000_h3.aig,1,1,2246,15,33690,27053,1.245333,1,0,,,diverse_default,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex210/verilog/ex210_bf16_sigmoid_const_default_0000_h3.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex210/aigs/ex210_bf16_sigmoid_const_default_0000_h3.aig,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h0000 exceptions hi_bits=3 default_mode=mode items=1732
ex211,ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields,bf16_reciprocal / reciprocal,aggr_semantic_positive_symmetry_fields,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.aig,1,1,275,11,3025,2136,1.416199,1,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex211/verilog/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex211/aigs/ex211_bf16_reciprocal_aggr_semantic_positive_symmetry_fields.aig,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs
ex212,ex212_bf16_square_delta_pair_mode_hilo4,bf16_square / square,delta_pair_mode_hilo4,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_mode_hilo4.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4.aig,1,1,282,11,3102,2304,1.346354,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex212/verilog/ex212_bf16_square_delta_pair_mode_hilo4.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex212/aigs/ex212_bf16_square_delta_pair_mode_hilo4.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo4 items=16529
ex213,ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1,bf16_sqrt / sqrt,sep_fields_e3_m3_s3_bits_1_bh1,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1.aig,1,1,346,11,3806,2900,1.312414,1,0,,,diverse_field,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex213/verilog/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex213/aigs/ex213_bf16_sqrt_sep_fields_e3_m3_s3_bits_1_bh1.aig,semantic model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=29859; sep bit overrides bits=1 bit_hi_bits=1 bit_items=15875
ex214,ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix,bf16_reciprocal_square / reciprocal_square,legacy_default_expr_exception_case_bits_13_runs_fix,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix.aig,1,1,338,11,3718,2424,1.533828,0,0,,,diverse_default,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex214/verilog/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex214/aigs/ex214_bf16_reciprocal_square_legacy_default_expr_exception_case_bits_13_runs_fix.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search default_expr_exception_case; exceptions=48896; default=zero; matches=16640; selected bit overrides bits=13 bit_hi_bits=runs bit_items=54
ex215,ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2,bf16_reciprocal_sqrt / reciprocal_sqrt,delta_pair_mode_hilo3_bits_9_bh1_fix2,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.aig,1,1,390,12,4680,3150,1.485714,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex215/verilog/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex215/aigs/ex215_bf16_reciprocal_sqrt_delta_pair_mode_hilo3_bits_9_bh1_fix2.aig,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo3 items=29348; generic selected bit overrides bits=9 bit_hi_bits=1 bit_items=147
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12,bf16_cube / cube,aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12.aig,1,1,444,13,5772,3357,1.719392,0,0,,,diverse_semantic,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_fix12.aig,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12,bf16_cbrt / cbrt,delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.aig,1,1,587,14,8218,5785,1.420570,1,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=2 bit_items=32508; manual sign bit override sign && !is_nan
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5,bf16_reciprocal_cube / reciprocal_cube,legacy_value_case_bits_15_cmp_fix5,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5.aig,1,1,467,13,6071,3222,1.884233,0,0,,,diverse_other,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_fix5.aig,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10
ex219,ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5,bf16_reciprocal_cbrt / reciprocal_cbrt,delta_pair_first_hilo3_bits_6_cmp_fix5,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5.aig,1,1,623,15,9345,5640,1.656915,0,0,,,diverse_hilo,seed,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex219/verilog/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5.v,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/ex219/aigs/ex219_bf16_reciprocal_cbrt_delta_pair_first_hilo3_bits_6_cmp_fix5.aig,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27365; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=684
