case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex244,float_fp8,ex244_sig_gap_threshold_round9_abc_g_aig,"shared NaN detection, abs comparator, max/min effective fields, gap/sig threshold predicates","shared abs max/min decode, exponent gap, significand predicates, and threshold delta runs",targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project script using yosys abc -g aig
ex244,float_fp8,ex244_sig_gap_threshold_round9_default,"shared NaN detection, abs comparator, max/min effective fields, gap/sig threshold predicates","shared abs max/min decode, exponent gap, significand predicates, and threshold delta runs",targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project default yosys script with abc -g AND
ex245,float_fp8,ex245_semantic_add_gap_class_abc_g_AND_D21,existing shared current-source decode/region logic,material synth-flow variation only; no source table replay as success unless evaluate.py improves,no frontend improvement,coordinator-fp8-gap,ex200_ex299_frontend_refgap_round9_20260612_1855,official evaluate.py for current source with `abc -g AND -D 21`; avoids changing low-value source table
ex245,float_fp8,ex245_semantic_add_gap_class_abc_g_aig,existing shared current-source decode/region logic,material synth-flow variation only; no source table replay as success unless evaluate.py improves,no frontend improvement,coordinator-fp8-gap,ex200_ex299_frontend_refgap_round9_20260612_1855,official evaluate.py for current source with `abc -g aig`; avoids changing low-value source table
ex245,float_fp8,ex245_semantic_add_gap_class_abc_g_aig_D18,existing shared current-source decode/region logic,material synth-flow variation only; no source table replay as success unless evaluate.py improves,no frontend improvement,coordinator-fp8-gap,ex200_ex299_frontend_refgap_round9_20260612_1855,official evaluate.py for current source with `abc -g aig -D 18`; avoids changing low-value source table
ex245,float_fp8,ex245_semantic_add_gap_class_abc_g_aig_D21,existing shared current-source decode/region logic,material synth-flow variation only; no source table replay as success unless evaluate.py improves,no frontend improvement,coordinator-fp8-gap,ex200_ex299_frontend_refgap_round9_20260612_1855,official evaluate.py for current source with `abc -g aig -D 21`; avoids changing low-value source table
ex246,float_fp8,ex246_key_bdd_exp_product_round9_default,"shared sign xor, exponent sum, product key, multi-output reduced-key BDD structure",shared exponent-sum/product semantic key feeding all output bits,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project default yosys script with abc -g AND
ex246,float_fp8,ex246_product_possible_class_round9_abc_g_aig,"shared sign xor, effective exponent decode, product class predicates, saturation/underflow boundaries","shared sign xor, exponent sum, reachable product classes, and boundary predicates",targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project script using yosys abc -g aig
ex246,float_fp8,ex246_product_possible_class_round9_default,"shared sign xor, effective exponent decode, product class predicates, saturation/underflow boundaries","shared sign xor, exponent sum, reachable product classes, and boundary predicates",targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project default yosys script with abc -g AND
ex247,float_fp8,ex247_bound_smallpat_nested_num_parallel_round9_abc_d18,"shared sign xor, exponent delta, numerator-nested boundary attributes, low underflow pattern reconstruction",shared numerator-first boundary attributes and low-pattern reconstruction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,yosys abc -g AND delay target 18
ex247,float_fp8,ex247_bound_smallpat_nested_num_parallel_round9_abc_g_aig,"shared sign xor, exponent delta, numerator-nested boundary attributes, low underflow pattern reconstruction",shared numerator-first boundary attributes and low-pattern reconstruction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project script using yosys abc -g aig
ex247,float_fp8,ex247_bound_smallpat_nested_num_parallel_round9_default,"shared sign xor, exponent delta, numerator-nested boundary attributes, low underflow pattern reconstruction",shared numerator-first boundary attributes and low-pattern reconstruction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project default yosys script with abc -g AND
ex247,float_fp8,ex247_key_bdd_delta_sig_round9_default,"shared sign xor, exponent delta, sigpair key, multi-output reduced-key BDD structure",shared exponent-delta/sigpair semantic key feeding all output bits,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project default yosys script with abc -g AND
ex247,float_fp8,ex247_sigpair_possible_denzero_round9_abc_g_aig,"shared sign xor, effective exponent/significand decode, denominator-zero saturation, quotient class predicates","shared sign xor, exponent delta, nonzero quotient class, and denominator-zero saturation predicates",targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project script using yosys abc -g aig
ex247,float_fp8,ex247_sigpair_possible_denzero_round9_default,"shared sign xor, effective exponent/significand decode, denominator-zero saturation, quotient class predicates","shared sign xor, exponent delta, nonzero quotient class, and denominator-zero saturation predicates",targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,project default yosys script with abc -g AND
ex249,float_fp8,ex249_semantic_hypot_threshold_rawexp_abc_g_AND_D21,existing shared current-source decode/region logic,material synth-flow variation only; no source table replay as success unless evaluate.py improves,no frontend improvement,coordinator-fp8-gap,ex200_ex299_frontend_refgap_round9_20260612_1855,official evaluate.py for current source with `abc -g AND -D 21`; avoids changing low-value source table
ex249,float_fp8,ex249_semantic_hypot_threshold_rawexp_abc_g_aig,existing shared current-source decode/region logic,material synth-flow variation only; no source table replay as success unless evaluate.py improves,no frontend improvement,coordinator-fp8-gap,ex200_ex299_frontend_refgap_round9_20260612_1855,official evaluate.py for current source with `abc -g aig`; avoids changing low-value source table
ex249,float_fp8,ex249_semantic_hypot_threshold_rawexp_abc_g_aig_D18,existing shared current-source decode/region logic,material synth-flow variation only; no source table replay as success unless evaluate.py improves,no frontend improvement,coordinator-fp8-gap,ex200_ex299_frontend_refgap_round9_20260612_1855,official evaluate.py for current source with `abc -g aig -D 18`; avoids changing low-value source table
ex249,float_fp8,ex249_semantic_hypot_threshold_rawexp_abc_g_aig_D21,existing shared current-source decode/region logic,material synth-flow variation only; no source table replay as success unless evaluate.py improves,no frontend improvement,coordinator-fp8-gap,ex200_ex299_frontend_refgap_round9_20260612_1855,official evaluate.py for current source with `abc -g aig -D 21`; avoids changing low-value source table
ex266,integer,blocked_no_materially_different_round9_structure,blocked_prior_coverage,"Prior and round8 rows cover cofactor word-mux, per-bit BDD, radix4 shift-subtract, and parallel threshold comparators; remaining work needs a new shallow quotient classifier, not another replay.",avoid replaying prior non-winning families,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,No official candidate generated.
ex270,integer,blocked_no_materially_different_round9_structure,blocked_prior_coverage,"Round8 already retested Wallace/csel5, Dadda, BDD-top, and factored compressors; prior notes reject selected mid/high BDDs and broad square decompositions without new final-carry sharing.",avoid replaying prior non-winning families,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,No official candidate generated.
ex274,integer,blocked_no_materially_different_round9_structure,blocked_prior_coverage,"Existing notes index many exact/non-winning top-BDD, comparator, Booth, block, factored-compressor, csel, and prefix variants; no new carry-sharing source was available in this shard.",avoid replaying prior non-winning families,mixed-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,No official candidate generated.
ex285,unknown,ex285_r9_component_pair_field_blocker,"degree-3 image constraints, adjacent output-pair components, pair-count fields, orientation fields",factor output image into per-pair count bits plus component orientation bits before any BDD/cofactor emission,"blocked: exact orientation is cheaper than full word for some cases, but pair-count generation remains full-support and node-dominant",routing-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,raw_nodes=595; encoded_nodes=586; pair_count_nodes=560; orientation_nodes=32
ex286,unknown,ex286_r9_component_pair_field_blocker,"degree-3 image constraints, adjacent output-pair components, pair-count fields, orientation fields",factor output image into per-pair count bits plus component orientation bits before any BDD/cofactor emission,"blocked: exact orientation is cheaper than full word for some cases, but pair-count generation remains full-support and node-dominant",routing-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,raw_nodes=837; encoded_nodes=1417; pair_count_nodes=1179; orientation_nodes=335
ex287,unknown,ex287_r9_component_pair_field_blocker,"degree-3 image constraints, adjacent output-pair components, pair-count fields, orientation fields",factor output image into per-pair count bits plus component orientation bits before any BDD/cofactor emission,"blocked: exact orientation is cheaper than full word for some cases, but pair-count generation remains full-support and node-dominant",routing-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,raw_nodes=1088; encoded_nodes=1031; pair_count_nodes=998; orientation_nodes=35
ex288,unknown,ex288_r9_component_pair_field_blocker,"degree-3 image constraints, adjacent output-pair components, pair-count fields, orientation fields",factor output image into per-pair count bits plus component orientation bits before any BDD/cofactor emission,"blocked: exact orientation is cheaper than full word for some cases, but pair-count generation remains full-support and node-dominant",routing-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,raw_nodes=1170; encoded_nodes=2566; pair_count_nodes=2170; orientation_nodes=608
ex299,unknown,ex299_cell_anchor_delta_split_abc_g_aig,cell_anchor_delta_split,64506,change split key to expose shared state/cell descriptor defaults,state-r9,ex200_ex299_frontend_refgap_round9_20260612_1855,status=exact; nonempty_groups=256; default_rows=256
