case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex206,ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3,bf16_sin,sin,split_sign_sep_fields_e3_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.aig,1,1,30386,20,607720,50.293,split-sign separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=93803; archived_low_value_intermediate
ex206,ex206_bf16_sin_split_sign_word_h3,bf16_sin,sin,split_sign_word_h3,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_word_h3.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_word_h3.aig,1,1,29851,20,597020,46.382,split-sign word hi_bits=3 items=64636; curated_active_seed
ex206,ex206_bf16_sin_default_in_excepts_h3,bf16_sin,sin,default_in_excepts_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_default_in_excepts_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_default_in_excepts_h3.aig,1,1,32779,21,688359,33.866,default expr in with exception hi_bits=3 items=33240; archived_low_value_intermediate
ex206,ex206_bf16_sin_delta_pair_first_hilo3,bf16_sin,sin,delta_pair_first_hilo3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_delta_pair_first_hilo3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_delta_pair_first_hilo3.aig,1,1,29536,22,649792,37.689,delta pair base_policy=first delta_mode=hilo3 items=32572; archived_low_value_intermediate
ex207,ex207_bf16_tan_hilo3_word_mode,bf16_tan,tan,hilo3_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_hilo3_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_hilo3_word_mode.aig,1,1,37886,21,795606,55.024,hi_lo split field_mode=False hi_bits=3 default_mode=default_override items=65020; archived_low_value_intermediate
ex207,ex207_bf16_tan_hilo3_field_mode,bf16_tan,tan,hilo3_field_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_hilo3_field_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_hilo3_field_mode.aig,1,1,37676,21,791196,69.028,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=65020; archived_low_value_intermediate
ex207,ex207_bf16_tan_hilo4_word_mode,bf16_tan,tan,hilo4_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_hilo4_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_hilo4_word_mode.aig,1,1,34138,22,751036,75.685,hi_lo split field_mode=False hi_bits=4 default_mode=default_override items=65018; archived_low_value_intermediate
ex207,ex207_bf16_tan_sep_fields_e3_m3_s3,bf16_tan,tan,sep_fields_e3_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_sep_fields_e3_m3_s3.aig,1,1,34193,21,718053,76.526,separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=105689; archived_low_value_intermediate
ex207,ex207_bf16_tan_split_sign_sep_fields_e3_m3_s3,bf16_tan,tan,split_sign_sep_fields_e3_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_split_sign_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_split_sign_sep_fields_e3_m3_s3.aig,1,1,34081,22,749782,54.843,split-sign separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=105689; archived_low_value_intermediate
ex207,ex207_bf16_tan_split_sign_word_h3,bf16_tan,tan,split_sign_word_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_split_sign_word_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_split_sign_word_h3.aig,1,1,34160,20,683200,48.749,split-sign word hi_bits=3 items=65020; archived_low_value_intermediate
ex207,ex207_bf16_tan_default_in_excepts_h3,bf16_tan,tan,default_in_excepts_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_default_in_excepts_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_default_in_excepts_h3.aig,1,1,37888,21,795648,40.365,default expr in with exception hi_bits=3 items=33722; archived_low_value_intermediate
ex207,ex207_bf16_tan_delta_pair_first_hilo3,bf16_tan,tan,delta_pair_first_hilo3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/verilog/ex207_bf16_tan_delta_pair_first_hilo3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex207/aigs/ex207_bf16_tan_delta_pair_first_hilo3.aig,1,1,33784,22,743248,43.045,delta pair base_policy=first delta_mode=hilo3 items=32765; archived_low_value_intermediate
ex208,ex208_bf16_sinh_hilo3_word_mode,bf16_sinh,sinh,hilo3_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_hilo3_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_hilo3_word_mode.aig,1,1,2374,16,37984,40.844,hi_lo split field_mode=False hi_bits=3 default_mode=default_override items=33926; archived_low_value_intermediate
ex208,ex208_bf16_sinh_hilo3_field_mode,bf16_sinh,sinh,hilo3_field_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_hilo3_field_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_hilo3_field_mode.aig,1,1,2521,16,40336,50.223,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=33926; archived_low_value_intermediate
ex208,ex208_bf16_sinh_hilo4_word_mode,bf16_sinh,sinh,hilo4_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_hilo4_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_hilo4_word_mode.aig,1,1,2405,16,38480,86.292,hi_lo split field_mode=False hi_bits=4 default_mode=default_override items=33946; archived_low_value_intermediate
ex208,ex208_bf16_sinh_sep_fields_e3_m3_s3,bf16_sinh,sinh,sep_fields_e3_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_sep_fields_e3_m3_s3.aig,1,1,2271,16,36336,9.541,separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=35011; archived_low_value_intermediate
ex208,ex208_bf16_sinh_split_sign_sep_fields_e3_m3_s3,bf16_sinh,sinh,split_sign_sep_fields_e3_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_split_sign_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_split_sign_sep_fields_e3_m3_s3.aig,1,1,2303,16,36848,8.618,split-sign separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=35011; archived_low_value_intermediate
ex208,ex208_bf16_sinh_split_sign_word_h3,bf16_sinh,sinh,split_sign_word_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_split_sign_word_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_split_sign_word_h3.aig,1,1,2259,16,36144,11.899,split-sign word hi_bits=3 items=33926; archived_low_value_intermediate
ex208,ex208_bf16_sinh_odd_pos_word_h3,bf16_sinh,sinh,odd_pos_word_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_odd_pos_word_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_odd_pos_word_h3.aig,1,1,2309,16,36944,6.670,positive-domain odd symmetry word hi_bits=3 items=16958; archived_low_value_intermediate
ex208,ex208_bf16_sinh_odd_pos_word_h4,bf16_sinh,sinh,odd_pos_word_h4,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_odd_pos_word_h4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_odd_pos_word_h4.aig,1,1,2325,16,37200,17.500,positive-domain odd symmetry word hi_bits=4 items=16968; archived_low_value_intermediate
ex208,ex208_bf16_sinh_odd_pos_fields_e3_m3,bf16_sinh,sinh,odd_pos_fields_e3_m3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_odd_pos_fields_e3_m3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_odd_pos_fields_e3_m3.aig,1,1,2269,15,34035,4.357,positive-domain odd symmetry separate fields exp_hi=3 mant_hi=3 items=17499; archived_low_value_intermediate
ex208,ex208_bf16_sinh_default_in_excepts_h3,bf16_sinh,sinh,default_in_excepts_h3,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_default_in_excepts_h3.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_default_in_excepts_h3.aig,1,1,2140,16,34240,2.643,default expr in with exception hi_bits=3 items=4410; curated_active_seed
ex208,ex208_bf16_sinh_delta_pair_first_hilo3,bf16_sinh,sinh,delta_pair_first_hilo3,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_delta_pair_first_hilo3.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_delta_pair_first_hilo3.aig,1,1,2072,17,35224,6.881,delta pair base_policy=first delta_mode=hilo3 items=17213; curated_active_seed
ex209,ex209_bf16_tanh_hilo3_word_mode,bf16_tanh,tanh,hilo3_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_hilo3_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_hilo3_word_mode.aig,1,1,1171,15,17565,33.371,hi_lo split field_mode=False hi_bits=3 default_mode=default_override items=32540; archived_low_value_intermediate
ex209,ex209_bf16_tanh_hilo3_field_mode,bf16_tanh,tanh,hilo3_field_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_hilo3_field_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_hilo3_field_mode.aig,1,1,1133,16,18128,41.599,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=32540; archived_low_value_intermediate
ex209,ex209_bf16_tanh_hilo4_word_mode,bf16_tanh,tanh,hilo4_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_hilo4_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_hilo4_word_mode.aig,1,1,1221,16,19536,73.364,hi_lo split field_mode=False hi_bits=4 default_mode=default_override items=32494; archived_low_value_intermediate
ex209,ex209_bf16_tanh_sep_fields_e3_m3_s3,bf16_tanh,tanh,sep_fields_e3_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_sep_fields_e3_m3_s3.aig,1,1,894,15,13410,7.018,separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=32893; archived_low_value_intermediate
ex209,ex209_bf16_tanh_split_sign_sep_fields_e3_m3_s3,bf16_tanh,tanh,split_sign_sep_fields_e3_m3_s3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_split_sign_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_split_sign_sep_fields_e3_m3_s3.aig,1,1,943,14,13202,7.398,split-sign separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=32893; archived_low_value_intermediate
