case,domain,agent_id,hypothesis,method_signature,status,reason,verilog_path,evaluate_log,notes
ex240,float_fp8,fp8-wide-r9,E4M3FN packed add,ex240|E4M3FN packed add|split_threshold_quant|shared sorted field decode and threshold-band RNE quantizer|round9_yosys_default|exact_e4m3fn_add_high_plus_low|same_diff_threshold_outputs,evaluated_no_current_frontend_improvement,official ADP 306308 does not beat current frontend ADP 30090,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/fp8-wide-r9/ex240/verilog/ex240_round9_split_threshold_quant.v,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/fp8-wide-r9/ex240/logs/ex240_round9_split_threshold_quant_default.official_evaluate.log,Equivalent candidate retained in candidates.csv for evidence.
ex240,float_fp8,fp8-wide-r9,E4M3FN packed add,ex240|E4M3FN packed add|residual_mask_overlay|shared active-region predicates plus output-bit residual masks|not_attempted|exact_e4m3fn_add_high_plus_low|max_passthrough_mask_outputs,not_attempted_convergence_pass,convergence request allowed at least one selected family; prioritized fastest exact source for this case,,,Recorded so the shard is not left planned-only.
ex245,float_fp8,fp8-wide-r9,E5M2FN packed add,ex245|E5M2FN packed add|split_threshold_quant|shared sorted field decode and threshold-band RNE quantizer|round9_yosys_default|exact_e5m2fn_add_high_plus_low|same_diff_threshold_outputs,evaluated_no_current_frontend_improvement,official ADP 509184 does not beat current frontend ADP 23834,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/fp8-wide-r9/ex245/verilog/ex245_round9_split_threshold_quant.v,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/fp8-wide-r9/ex245/logs/ex245_round9_split_threshold_quant_default.official_evaluate.log,Equivalent candidate retained in candidates.csv for evidence.
ex245,float_fp8,fp8-wide-r9,E5M2FN packed add,ex245|E5M2FN packed add|residual_mask_overlay|shared active-region predicates plus output-bit residual masks|not_attempted|exact_e5m2fn_add_high_plus_low|max_passthrough_mask_outputs,not_attempted_convergence_pass,convergence request allowed at least one selected family; prioritized fastest exact source for this case,,,Recorded so the shard is not left planned-only.
ex286,unknown,routing-r9,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|collision_path_ballot_descriptor|shared_home_collision_path_state|no_synth|blocked_before_verilog|full_word,blocked_no_verilog,Dossier found no genuinely new compact routing descriptor after filtering prior table/rank/colex/bucket/cofactor/symcof/Fredkin/token-count/lane-parity failures; one-hot-home OR/XOR sanity only matched 62/8192 rows and central layers had zero exact rows.,,,Dossier: student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex286/notes/high_level_dossier.md
ex286,unknown,routing-r9,unknown_symmetry_cofactor_classonehot,ex286|repeated_symcof_debug|interleave_f00_k4_onehot_group|evaluate_aig_only|not_counted,non_counted_repeated_debug_artifact,Generated by repeated symcof family; generator eval CSV reports equivalent ADP 23184 but no official evaluate.py log exists and ADP is worse than current frontend best 20190.,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex286/verilog/ex286_unknown_symcof_interleave_f00_k4_onehot_group.v,,AIG/Yosys artifacts exist under the same ex286 work directory; excluded from candidates.csv and evaluation_results.csv.
ex286,unknown,routing-r9,unknown_symmetry_cofactor_classonehot,ex286|repeated_symcof_debug|interleave_f00_bits_0_2_11_12_onehot_group|evaluate_aig_only|not_counted,non_counted_repeated_debug_artifact,Generated by repeated symcof family; generator eval CSV reports equivalent ADP 24016 but no official evaluate.py log exists and ADP is worse than current frontend best 20190.,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex286/verilog/ex286_unknown_symcof_interleave_f00_bits_0_2_11_12_onehot_group.v,,AIG/Yosys artifacts exist under the same ex286 work directory; excluded from candidates.csv and evaluation_results.csv.
ex286,unknown,routing-r9,unknown_symmetry_cofactor_classonehot,ex286|repeated_symcof_debug|interleave_f00_bits_0_3_10_12_onehot_group|evaluate_aig_only|not_counted,non_counted_repeated_debug_artifact,Generated by repeated symcof family; generator eval CSV reports equivalent ADP 25143 but no official evaluate.py log exists and ADP is worse than current frontend best 20190.,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex286/verilog/ex286_unknown_symcof_interleave_f00_bits_0_3_10_12_onehot_group.v,,AIG/Yosys artifacts exist under the same ex286 work directory; excluded from candidates.csv and evaluation_results.csv.
ex286,unknown,routing-r9,unknown_factorized_anf,ex286|interrupted_anf_debug|identity_floor|no_official_evaluate_log|not_counted,non_counted_interrupted_debug_artifact,Interrupted ANF rerun emitted synthesis artifacts but no official evaluate.py log; excluded from candidates.csv and evaluation_results.csv.,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex286/verilog/ex286_unknown_factorized_anf_identity_floor.v,,AIG/Yosys artifacts exist under the same ex286 work directory.
ex286,unknown,routing-r9,unknown_factorized_anf,ex286|interrupted_anf_debug|identity_ceil|no_official_evaluate_log|not_counted,non_counted_interrupted_debug_artifact,Interrupted ANF rerun emitted synthesis artifacts but no official evaluate.py log; excluded from candidates.csv and evaluation_results.csv.,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex286/verilog/ex286_unknown_factorized_anf_identity_ceil.v,,AIG/Yosys artifacts exist under the same ex286 work directory.
ex286,unknown,routing-r9,unknown_factorized_anf,ex286|interrupted_anf_debug|bit_reverse_floor|no_official_evaluate_log|not_counted,non_counted_interrupted_debug_artifact,Interrupted ANF rerun emitted synthesis artifacts but no official evaluate.py log; excluded from candidates.csv and evaluation_results.csv.,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex286/verilog/ex286_unknown_factorized_anf_bit_reverse_floor.v,,AIG/Yosys artifacts exist under the same ex286 work directory.
ex286,unknown,routing-r9,unknown_factorized_anf,ex286|interrupted_anf_debug|bit_reverse_ceil|no_official_evaluate_log|not_counted,non_counted_interrupted_debug_artifact,Interrupted ANF rerun emitted synthesis artifacts but no official evaluate.py log; excluded from candidates.csv and evaluation_results.csv.,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex286/verilog/ex286_unknown_factorized_anf_bit_reverse_ceil.v,,AIG/Yosys artifacts exist under the same ex286 work directory.
ex286,unknown,routing-r9,unknown_factorized_anf,ex286|interrupted_anf_debug|prefix_parity_reduce_floor|partial_verilog_only|not_counted,non_counted_partial_debug_artifact,Interrupted ANF rerun emitted partial Verilog/script only; no AIG and no official evaluate.py log exist.,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex286/verilog/ex286_unknown_factorized_anf_prefix_parity_reduce_floor.v,,Partial debug artifact only.
ex287,unknown,routing-r9,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|collision_path_ballot_descriptor|shared_home_collision_path_state|no_synth|blocked_before_verilog|full_word,blocked_no_verilog,Dossier found no genuinely new compact routing descriptor after filtering prior table/rank/colex/bucket/cofactor/symcof/Fredkin/token-count/lane-parity failures; one-hot-home OR/XOR sanity only matched 58/16384 rows and layers 4+ had zero exact rows.,,,Dossier: student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/routing-r9/ex287/notes/high_level_dossier.md
ex297,unknown,state-r9,cyclic_2bit_symbol_full_ring_descriptor,ex297|cyclic_2bit_symbol_full_ring_descriptor|ring_state_transition_bank|shared_cumulative_cell_state_and_grouped_roots|yosys_abc_g_aig|exact_truth_descriptor_probe|all_outputs_grouped,OK,equivalent but ADP does not beat current frontend,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/state-r9/ex297/verilog/ex297_ring_state_transition_bank_mtbdd_cellorder.v,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/state-r9/ex297/logs/ex297_ring_state_transition_bank_mtbdd_cellorder.evaluate.log,equivalent but ADP does not beat current frontend
ex297,unknown,state-r9,cyclic_2bit_symbol_full_ring_descriptor,ex297|cyclic_2bit_symbol_full_ring_descriptor|rotated_anf_monomial_bank|shared_rotation_grouped_gf2_terms|yosys_abc_g_aig|exact_truth_residual_probe|all_outputs_grouped,SYNTH_TIMEOUT,Yosys timeout after 10s before AIG; no official evaluate.py possible,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/state-r9/ex297/verilog/ex297_rotated_anf_monomial_bank.v,,Yosys timeout after 10s before AIG; no official evaluate.py possible
ex299,unknown,state-r9,cyclic_2bit_symbol_full_ring_descriptor,ex299|cyclic_2bit_symbol_full_ring_descriptor|ring_state_transition_bank|shared_cumulative_cell_state_and_grouped_roots|yosys_abc_g_aig|exact_truth_descriptor_probe|all_outputs_grouped,SYNTH_TIMEOUT,Yosys timeout after 30s before AIG; no official evaluate.py possible,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/state-r9/ex299/verilog/ex299_ring_state_transition_bank_mtbdd_cellorder.v,,Yosys timeout after 30s before AIG; no official evaluate.py possible
ex299,unknown,state-r9,cyclic_2bit_symbol_full_ring_descriptor,ex299|cyclic_2bit_symbol_full_ring_descriptor|rotated_anf_monomial_bank|shared_rotation_grouped_gf2_terms|yosys_abc_g_aig|exact_truth_residual_probe|all_outputs_grouped,BLOCKED_PRE_SYNTHESIS,ANF union terms 63936 exceed cap 50000; no exact Verilog emitted,,,ANF union terms 63936 exceed cap 50000; no exact Verilog emitted
ex285,unknown,state-r9,hamming_weight_preserving_lossy_routing_normalizer,ex285|hamming_weight_preserving_lossy_routing_normalizer|compact_routing_descriptor|shared_count_selector_descriptor_and_grouped_roots|yosys_abc_g_aig|exact_truth_descriptor_probe|all_outputs_grouped,OK,equivalent but ADP does not beat current frontend,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/state-r9/ex285/verilog/ex285_compact_routing_descriptor_mtbdd_natural.v,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/state-r9/ex285/logs/ex285_compact_routing_descriptor_mtbdd_natural.evaluate.log,equivalent but ADP does not beat current frontend
ex285,unknown,state-r9,hamming_weight_preserving_lossy_routing_normalizer,ex285|hamming_weight_preserving_lossy_routing_normalizer|shared_anf_monomial_bank|shared_routing_descriptor_gf2_terms|yosys_abc_g_aig|exact_truth_residual_probe|all_outputs_grouped,OK,equivalent but ADP does not beat current frontend,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/state-r9/ex285/verilog/ex285_shared_anf_monomial_bank.v,student/work/ex200_ex299_frontend_refgap_round9_20260612_1851/state-r9/ex285/logs/ex285_shared_anf_monomial_bank.evaluate.log,equivalent but ADP does not beat current frontend
