candidate_id,kind,old_path,new_path
ex205_bf16_log10_sep_fields_e3_m4_s0,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_sep_fields_e3_m4_s0.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_sep_fields_e3_m4_s0.ys
ex205_bf16_log10_split_sign_word_h3,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_split_sign_word_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_split_sign_word_h3.v
ex205_bf16_log10_split_sign_word_h3,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_split_sign_word_h3.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_split_sign_word_h3.aig
ex205_bf16_log10_split_sign_word_h3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_split_sign_word_h3.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_split_sign_word_h3.yosys.log
ex205_bf16_log10_split_sign_word_h3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_split_sign_word_h3.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_split_sign_word_h3.ys
ex205_bf16_log10_split_sign_word_h4,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_split_sign_word_h4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_split_sign_word_h4.v
ex205_bf16_log10_split_sign_word_h4,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_split_sign_word_h4.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_split_sign_word_h4.aig
ex205_bf16_log10_split_sign_word_h4,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_split_sign_word_h4.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_split_sign_word_h4.yosys.log
ex205_bf16_log10_split_sign_word_h4,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_split_sign_word_h4.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_split_sign_word_h4.ys
ex205_bf16_log10_log10_exp_base_delta_hilo3,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_log10_exp_base_delta_hilo3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_log10_exp_base_delta_hilo3.v
ex205_bf16_log10_log10_exp_base_delta_hilo3,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_log10_exp_base_delta_hilo3.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_log10_exp_base_delta_hilo3.aig
ex205_bf16_log10_log10_exp_base_delta_hilo3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_log10_exp_base_delta_hilo3.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_log10_exp_base_delta_hilo3.yosys.log
ex205_bf16_log10_log10_exp_base_delta_hilo3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_log10_exp_base_delta_hilo3.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_log10_exp_base_delta_hilo3.ys
ex205_bf16_log10_log10_exp_base_delta_hilo4,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_log10_exp_base_delta_hilo4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_log10_exp_base_delta_hilo4.v
ex205_bf16_log10_log10_exp_base_delta_hilo4,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_log10_exp_base_delta_hilo4.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_log10_exp_base_delta_hilo4.aig
ex205_bf16_log10_log10_exp_base_delta_hilo4,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_log10_exp_base_delta_hilo4.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_log10_exp_base_delta_hilo4.yosys.log
ex205_bf16_log10_log10_exp_base_delta_hilo4,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_log10_exp_base_delta_hilo4.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_log10_exp_base_delta_hilo4.ys
ex205_bf16_log10_default_nan_excepts_h3,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_default_nan_excepts_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_default_nan_excepts_h3.v
ex205_bf16_log10_default_nan_excepts_h3,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_default_nan_excepts_h3.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_default_nan_excepts_h3.aig
ex205_bf16_log10_default_nan_excepts_h3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_default_nan_excepts_h3.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_default_nan_excepts_h3.yosys.log
ex205_bf16_log10_default_nan_excepts_h3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_default_nan_excepts_h3.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/logs/ex205_bf16_log10_default_nan_excepts_h3.ys
ex206_bf16_sin_hilo3_word_mode,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo3_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo3_word_mode.v
ex206_bf16_sin_hilo3_word_mode,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo3_word_mode.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo3_word_mode.aig
ex206_bf16_sin_hilo3_word_mode,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo3_word_mode.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo3_word_mode.yosys.log
ex206_bf16_sin_hilo3_word_mode,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo3_word_mode.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo3_word_mode.ys
ex206_bf16_sin_hilo3_field_mode,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo3_field_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo3_field_mode.v
ex206_bf16_sin_hilo3_field_mode,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo3_field_mode.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo3_field_mode.aig
ex206_bf16_sin_hilo3_field_mode,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo3_field_mode.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo3_field_mode.yosys.log
ex206_bf16_sin_hilo3_field_mode,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo3_field_mode.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo3_field_mode.ys
ex206_bf16_sin_hilo4_word_mode,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo4_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_hilo4_word_mode.v
ex206_bf16_sin_hilo4_word_mode,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo4_word_mode.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_hilo4_word_mode.aig
ex206_bf16_sin_hilo4_word_mode,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo4_word_mode.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo4_word_mode.yosys.log
ex206_bf16_sin_hilo4_word_mode,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo4_word_mode.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_hilo4_word_mode.ys
ex206_bf16_sin_sep_fields_e3_m3_s3,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_sep_fields_e3_m3_s3.v
ex206_bf16_sin_sep_fields_e3_m3_s3,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_sep_fields_e3_m3_s3.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_sep_fields_e3_m3_s3.aig
ex206_bf16_sin_sep_fields_e3_m3_s3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_sep_fields_e3_m3_s3.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_sep_fields_e3_m3_s3.yosys.log
ex206_bf16_sin_sep_fields_e3_m3_s3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_sep_fields_e3_m3_s3.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_sep_fields_e3_m3_s3.ys
ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.v
ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.aig
ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.yosys.log,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.yosys.log
ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3,log,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.ys,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/logs/ex206_bf16_sin_split_sign_sep_fields_e3_m3_s3.ys
ex206_bf16_sin_odd_pos_word_h3,verilog_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_odd_pos_word_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/verilog/ex206_bf16_sin_odd_pos_word_h3.v
ex206_bf16_sin_odd_pos_word_h3,aig_path,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_odd_pos_word_h3.aig,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex206/aigs/ex206_bf16_sin_odd_pos_word_h3.aig
