case,candidate_id,hypothesis,representation,sharing_strategy,synth_flow,method_signature,verilog_path,aig_path,log_path,equivalent,area,delay,adp,beats_frontend,beats_reference,notes,agent_id,variant,official_output_dir,evaluate_log,verified_truth,reference_adp,beats_overall_current,shard_csv,domain,shared_structure,simulation_pass
ex245,ex245_r71_po_high_low2_residual,E5M2FN packed add,source-level PO split with active-table high plane plus low2 cancellation LUT,shared E5M2 sorted decode and small-gap active predicates with separate high/low residual output planes,repo_yosys_frontend_default,ex245|E5M2FN packed add|source-level PO split with active-table high plane plus low2 cancellation LUT|shared E5M2 sorted decode and small-gap active predicates with separate high/low residual output planes|repo_yosys_frontend_default|official_evaluate|po_high_low2_planes,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/verilog/ex245_r71_po_high_low2_residual.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/aigs/ex245_r71_po_high_low2_residual.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/logs/ex245_r71_po_high_low2_residual.yosys.log,1,4640,38,176320,0,0,official evaluate.py OK; synth_sec=5.759; eval_sec=0.784; frontend_best=22077; current=17319; reference=11050,sub-fp8-addhyp-hybrid-r71,po_high_low2_planes,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/official_output/ex245_r71_po_high_low2_residual,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/logs/ex245_r71_po_high_low2_residual.evaluate.py.log,1,11050,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-addhyp-hybrid-r71/candidates.csv,float_fp8,"sorted E5M2 decode, small-gap same/diff guards, high magnitude plane, low2 residual LUT",not_run
ex245,ex245_r71_signed_delta_csa_adjust,E5M2FN packed add,carry-save-style signed magnitude adjustment with shared sticky/guard predicates,shared E5M2 max/min decode; signed same/diff residual adjustment ROMs feed one magnitude assembler,repo_yosys_frontend_default,ex245|E5M2FN packed add|carry-save-style signed magnitude adjustment with shared sticky/guard predicates|shared E5M2 max/min decode; signed same/diff residual adjustment ROMs feed one magnitude assembler|repo_yosys_frontend_default|official_evaluate|signed_adjust_full_word,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/verilog/ex245_r71_signed_delta_csa_adjust.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/aigs/ex245_r71_signed_delta_csa_adjust.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/logs/ex245_r71_signed_delta_csa_adjust.yosys.log,1,1856,49,90944,0,0,official evaluate.py OK; synth_sec=3.064; eval_sec=0.797; frontend_best=22077; current=17319; reference=11050,sub-fp8-addhyp-hybrid-r71,signed_adjust_full_word,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/official_output/ex245_r71_signed_delta_csa_adjust,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex245/logs/ex245_r71_signed_delta_csa_adjust.evaluate.py.log,1,11050,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-addhyp-hybrid-r71/candidates.csv,float_fp8,"small-gap guards, signed residual adjust ROMs, shared maxc-plus-adjust datapath",not_run
ex244,ex244_r71_gap_correction_rom,E4M3FN packed hypot,max-plus correction ROM per effective exponent gap,"shared max/min magnitude decode; exact correction ROM keyed by max_eff, gap, max_sig, min_sig",repo_yosys_frontend_default,"ex244|E4M3FN packed hypot|max-plus correction ROM per effective exponent gap|shared max/min magnitude decode; exact correction ROM keyed by max_eff, gap, max_sig, min_sig|repo_yosys_frontend_default|official_evaluate|max_plus_gap_correction_rom",student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/verilog/ex244_r71_gap_correction_rom.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/aigs/ex244_r71_gap_correction_rom.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/logs/ex244_r71_gap_correction_rom.yosys.log,1,610,39,23790,0,0,official evaluate.py OK; synth_sec=1.960; eval_sec=0.541; frontend_best=9120; current=8928; reference=4272,sub-fp8-addhyp-hybrid-r71,max_plus_gap_correction_rom,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/official_output/ex244_r71_gap_correction_rom,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/logs/ex244_r71_gap_correction_rom.evaluate.py.log,1,4272,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-addhyp-hybrid-r71/candidates.csv,float_fp8,"max/min decode, effective exponent gap, per-gap correction ROM, saturation clamp",not_run
ex244,ex244_r71_core_patch_correction,E4M3FN packed hypot,CORDIC-like coarse correction plus max-eff patch ROM,coarse gap/sig correction table reused across exponents with small max-eff patch table,repo_yosys_frontend_default,ex244|E4M3FN packed hypot|CORDIC-like coarse correction plus max-eff patch ROM|coarse gap/sig correction table reused across exponents with small max-eff patch table|repo_yosys_frontend_default|official_evaluate|coarse_delta_with_patch,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/verilog/ex244_r71_core_patch_correction.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/aigs/ex244_r71_core_patch_correction.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/logs/ex244_r71_core_patch_correction.yosys.log,1,644,42,27048,0,0,official evaluate.py OK; synth_sec=2.260; eval_sec=0.501; frontend_best=9120; current=8928; reference=4272,sub-fp8-addhyp-hybrid-r71,coarse_delta_with_patch,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/official_output/ex244_r71_core_patch_correction,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex244/logs/ex244_r71_core_patch_correction.evaluate.py.log,1,4272,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-addhyp-hybrid-r71/candidates.csv,float_fp8,"max/min decode, coarse gap-sig delta, sparse max-eff patch residual, saturation clamp",not_run
ex249,ex249_r71_rawgap_correction_rom,E5M2FN packed hypot,raw-exponent max-plus correction ROM per active gap,shared raw exponent active-gap shell and exact correction ROM with max-exp context,repo_yosys_frontend_default,ex249|E5M2FN packed hypot|raw-exponent max-plus correction ROM per active gap|shared raw exponent active-gap shell and exact correction ROM with max-exp context|repo_yosys_frontend_default|official_evaluate|rawgap_correction_rom,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/verilog/ex249_r71_rawgap_correction_rom.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/aigs/ex249_r71_rawgap_correction_rom.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/logs/ex249_r71_rawgap_correction_rom.yosys.log,1,375,31,11625,0,0,official evaluate.py OK; synth_sec=1.058; eval_sec=0.529; frontend_best=4342; current=3339; reference=2079,sub-fp8-addhyp-hybrid-r71,rawgap_correction_rom,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/official_output/ex249_r71_rawgap_correction_rom,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/logs/ex249_r71_rawgap_correction_rom.evaluate.py.log,1,2079,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-addhyp-hybrid-r71/candidates.csv,float_fp8,"raw max/min exponent decode, active gap shell, correction ROM, saturation guard",not_run
ex249,ex249_r71_piecewise_tiny_mantissa,E5M2FN packed hypot,piecewise sqrt exact table for tiny mantissa classes,shared active-gap shell; separate gap0/gap1 tiny mantissa correction tables,repo_yosys_frontend_default,ex249|E5M2FN packed hypot|piecewise sqrt exact table for tiny mantissa classes|shared active-gap shell; separate gap0/gap1 tiny mantissa correction tables|repo_yosys_frontend_default|official_evaluate|gap_split_tiny_mantissa_tables,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/verilog/ex249_r71_piecewise_tiny_mantissa.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/aigs/ex249_r71_piecewise_tiny_mantissa.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/logs/ex249_r71_piecewise_tiny_mantissa.yosys.log,1,332,31,10292,0,0,official evaluate.py OK; synth_sec=0.760; eval_sec=0.458; frontend_best=4342; current=3339; reference=2079,sub-fp8-addhyp-hybrid-r71,gap_split_tiny_mantissa_tables,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/official_output/ex249_r71_piecewise_tiny_mantissa,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-addhyp-hybrid-r71/ex249/logs/ex249_r71_piecewise_tiny_mantissa.evaluate.py.log,1,2079,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-addhyp-hybrid-r71/candidates.csv,float_fp8,"raw exponent active gap decode, gap0/gap1 mantissa-class correction ROMs, saturation guard",not_run
ex246,ex246_r71_axis_attr_hardrom,E5M2FN packed multiply high byte times low byte,axis/minor affine shell with full hard-row ROM repairs,,,"ex246|E5M2FN packed multiply high byte times low byte|compact exp-zone selector plus hard-zone mantissa product ROM|shared sign xor, effective exponent sum, significand product, per-product affine attributes|axis/minor affine shell with full hard-row ROM repairs|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex246/verilog/ex246_r71_axis_attr_hardrom.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex246/aigs/ex246_r71_axis_attr_hardrom.aig,,1,418,31,12958,,,official evaluate.py OK; attr_rows=21; hard_rows=497; synth_sec=0.675; eval_sec=0.484,sub-fp8-arith-hybrid-r71,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex246/logs/ex246_r71_axis_attr_hardrom.evaluate.py.log,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/candidates.csv,float_fp8,"shared sign xor, effective exponent sum, significand product, per-product affine attributes",not_run
ex246,ex246_r71_splitpo_hardpieces,E5M2FN packed multiply high byte times low byte,axis/minor affine shell with independent exponent and mantissa hard-piece functions,,,"ex246|E5M2FN packed multiply high byte times low byte|source-level output-bit crossover between arithmetic shell and split hard-zone PO pieces|shared sign xor, effective exponent sum, significand product, per-product affine attributes|axis/minor affine shell with independent exponent and mantissa hard-piece functions|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex246/verilog/ex246_r71_splitpo_hardpieces.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex246/aigs/ex246_r71_splitpo_hardpieces.aig,,1,588,31,18228,,,official evaluate.py OK; attr_rows=21; hard_rows=975; synth_sec=0.799; eval_sec=0.481,sub-fp8-arith-hybrid-r71,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex246/logs/ex246_r71_splitpo_hardpieces.evaluate.py.log,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/candidates.csv,float_fp8,"shared sign xor, effective exponent sum, significand product, per-product affine attributes",not_run
ex247,ex247_r71_axis_attr_hardrom,E5M2FN packed low-over-high division,axis/minor affine shell with full hard-row ROM repairs,,,"ex247|E5M2FN packed low-over-high division|reciprocal-class exponent-delta shell plus hard-zone quotient ROM|shared sign xor, exponent delta, numerator/denominator significands, per-sigpair affine attributes|axis/minor affine shell with full hard-row ROM repairs|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex247/verilog/ex247_r71_axis_attr_hardrom.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex247/aigs/ex247_r71_axis_attr_hardrom.aig,,1,375,22,8250,,,official evaluate.py OK; attr_rows=49; hard_rows=992; synth_sec=0.440; eval_sec=0.487,sub-fp8-arith-hybrid-r71,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex247/logs/ex247_r71_axis_attr_hardrom.evaluate.py.log,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/candidates.csv,float_fp8,"shared sign xor, exponent delta, numerator/denominator significands, per-sigpair affine attributes",not_run
ex247,ex247_r71_splitpo_hardpieces,E5M2FN packed low-over-high division,axis/minor affine shell with independent exponent and mantissa hard-piece functions,,,"ex247|E5M2FN packed low-over-high division|source-level split-PO quotient crossover with shared delta/sigpair shell|shared sign xor, exponent delta, numerator/denominator significands, per-sigpair affine attributes|axis/minor affine shell with independent exponent and mantissa hard-piece functions|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex247/verilog/ex247_r71_splitpo_hardpieces.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex247/aigs/ex247_r71_splitpo_hardpieces.aig,,1,415,23,9545,,,official evaluate.py OK; attr_rows=49; hard_rows=1954; synth_sec=0.619; eval_sec=0.484,sub-fp8-arith-hybrid-r71,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex247/logs/ex247_r71_splitpo_hardpieces.evaluate.py.log,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/candidates.csv,float_fp8,"shared sign xor, exponent delta, numerator/denominator significands, per-sigpair affine attributes",not_run
ex241,ex241_r71_axis_attr_hardrom,E4M3FN packed multiply high byte times low byte,axis/minor affine shell with full hard-row ROM repairs,,,"ex241|E4M3FN packed multiply high byte times low byte|compact exp-zone selector plus hard-zone mantissa product ROM|shared sign xor, effective exponent sum, significand product, per-product affine attributes|axis/minor affine shell with full hard-row ROM repairs|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex241/verilog/ex241_r71_axis_attr_hardrom.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex241/aigs/ex241_r71_axis_attr_hardrom.aig,,1,757,40,30280,,,official evaluate.py OK; attr_rows=78; hard_rows=825; synth_sec=1.029; eval_sec=0.517,sub-fp8-arith-hybrid-r71,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex241/logs/ex241_r71_axis_attr_hardrom.evaluate.py.log,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/candidates.csv,float_fp8,"shared sign xor, effective exponent sum, significand product, per-product affine attributes",not_run
ex241,ex241_r71_splitpo_hardpieces,E4M3FN packed multiply high byte times low byte,axis/minor affine shell with independent exponent and mantissa hard-piece functions,,,"ex241|E4M3FN packed multiply high byte times low byte|source-level output-bit crossover between arithmetic shell and split hard-zone PO pieces|shared sign xor, effective exponent sum, significand product, per-product affine attributes|axis/minor affine shell with independent exponent and mantissa hard-piece functions|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex241/verilog/ex241_r71_splitpo_hardpieces.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex241/aigs/ex241_r71_splitpo_hardpieces.aig,,1,1297,41,53177,,,official evaluate.py OK; attr_rows=78; hard_rows=1575; synth_sec=1.273; eval_sec=0.513,sub-fp8-arith-hybrid-r71,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex241/logs/ex241_r71_splitpo_hardpieces.evaluate.py.log,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/candidates.csv,float_fp8,"shared sign xor, effective exponent sum, significand product, per-product affine attributes",not_run
ex242,ex242_r71_axis_attr_hardrom,E4M3FN packed low-over-high division,axis/minor affine shell with full hard-row ROM repairs,,,"ex242|E4M3FN packed low-over-high division|reciprocal-class exponent-delta shell plus hard-zone quotient ROM|shared sign xor, exponent delta, numerator/denominator significands, per-sigpair affine attributes|axis/minor affine shell with full hard-row ROM repairs|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/verilog/ex242_r71_axis_attr_hardrom.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/aigs/ex242_r71_axis_attr_hardrom.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/logs/ex242_r71_axis_attr_hardrom.evaluate.py.log,1,842,21,17682,1,0,official evaluate.py OK; attr_rows=225; hard_rows=1972; synth_sec=0.908; eval_sec=0.526,sub-fp8-arith-hybrid-r71,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/logs/ex242_r71_axis_attr_hardrom.evaluate.py.log,,11900,1,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/candidates.csv,float_fp8,"shared sign xor, exponent delta, numerator/denominator significands, per-sigpair affine attributes",not_run
ex242,ex242_r71_splitpo_hardpieces,E4M3FN packed low-over-high division,axis/minor affine shell with independent exponent and mantissa hard-piece functions,,,"ex242|E4M3FN packed low-over-high division|source-level split-PO quotient crossover with shared delta/sigpair shell|shared sign xor, exponent delta, numerator/denominator significands, per-sigpair affine attributes|axis/minor affine shell with independent exponent and mantissa hard-piece functions|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/verilog/ex242_r71_splitpo_hardpieces.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/aigs/ex242_r71_splitpo_hardpieces.aig,,1,906,21,19026,,,official evaluate.py OK; attr_rows=225; hard_rows=3822; synth_sec=1.079; eval_sec=0.531,sub-fp8-arith-hybrid-r71,,,student/work/frontend_source_parallel_round71_20260613_1308/sub-fp8-arith-hybrid-r71/ex242/logs/ex242_r71_splitpo_hardpieces.evaluate.py.log,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-fp8-arith-hybrid-r71/candidates.csv,float_fp8,"shared sign xor, exponent delta, numerator/denominator significands, per-sigpair affine attributes",not_run
ex285,ex285_r71_cyclic_window_selected_bdd,source-level conservative routing selected BDD,cyclic-window ordered shared ROBDD for selected output bits over exact current source,single BDD node pool shared by selected PO roots using outside-to-inside cyclic window order,yosys_internal_abc_g_aig,ex285|source-level conservative routing selected BDD|cyclic-window ordered shared ROBDD for selected output bits over exact current source|single BDD node pool shared by selected PO roots using outside-to-inside cyclic window order|yosys_internal_abc_g_aig|official_evaluate|ex285_r71_cyclic_window_selected_bdd,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/verilog/ex285_r71_cyclic_window_selected_bdd.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/aigs/ex285_r71_cyclic_window_selected_bdd.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/logs/ex285_r71_cyclic_window_selected_bdd.evaluate.py.log,1,1043,17,17731,0,0,"round71 stats={'selected_bits': (5, 9), 'order': (0, 11, 1, 10, 2, 9, 3, 8, 4, 7, 5, 6), 'bdd_nodes': 219, 'line_count': 239}; synth_sec=7.617; eval_sec=0.205",sub-unknown-hybrid-r71,cyclic_window_selected_bdd,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/official_eval/ex285_r71_cyclic_window_selected_bdd,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/logs/ex285_r71_cyclic_window_selected_bdd.evaluate.py.log,1,5499,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/candidates.csv,unknown,current exact source plus selected PO roots from a shared cyclic-window ROBDD,not_run
ex285,ex285_r71_outer_window_cube_selected,outer-window cofactor cube selected PO,contiguous outer-window cofactor cube covers for selected output bits over exact current source,shared contiguous high-window decode with low-window wildcard cube cover,yosys_internal_abc_g_aig,ex285|outer-window cofactor cube selected PO|contiguous outer-window cofactor cube covers for selected output bits over exact current source|shared contiguous high-window decode with low-window wildcard cube cover|yosys_internal_abc_g_aig|official_evaluate|ex285_r71_outer_window_cube_selected,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/verilog/ex285_r71_outer_window_cube_selected.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/aigs/ex285_r71_outer_window_cube_selected.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/logs/ex285_r71_outer_window_cube_selected.evaluate.py.log,1,1089,15,16335,0,0,"round71 stats={'selected_bits': (2,), 'hi_bits': (11, 10, 9, 8), 'lo_bits': (0, 1, 2, 3, 4, 5, 6, 7), 'bit_stats': [{'bit': 2, 'total_cubes': 236, 'max_cubes': 24, 'nonempty_hi': 16}], 'line_count': 97}; synth_sec=7.939; eval_sec=0.189",sub-unknown-hybrid-r71,outer_window_cube_selected,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/official_eval/ex285_r71_outer_window_cube_selected,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex285/logs/ex285_r71_outer_window_cube_selected.evaluate.py.log,1,5499,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/candidates.csv,unknown,current exact source plus selected PO roots from contiguous outer-window cofactor cubes,not_run
ex288,ex288_r71_cyclic_window_selected_bdd,source-level conservative routing selected BDD,cyclic-window ordered shared ROBDD for selected output bits over exact current source,single BDD node pool shared by selected PO roots using outside-to-inside cyclic window order,yosys_internal_abc_g_aig,ex288|source-level conservative routing selected BDD|cyclic-window ordered shared ROBDD for selected output bits over exact current source|single BDD node pool shared by selected PO roots using outside-to-inside cyclic window order|yosys_internal_abc_g_aig|official_evaluate|ex288_r71_cyclic_window_selected_bdd,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/verilog/ex288_r71_cyclic_window_selected_bdd.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/aigs/ex288_r71_cyclic_window_selected_bdd.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/logs/ex288_r71_cyclic_window_selected_bdd.evaluate.py.log,1,2265,17,38505,0,0,"round71 stats={'selected_bits': (5, 12), 'order': (0, 14, 1, 13, 2, 12, 3, 11, 4, 10, 5, 9, 6, 8, 7), 'bdd_nodes': 550, 'line_count': 573}; synth_sec=2.435; eval_sec=0.613",sub-unknown-hybrid-r71,cyclic_window_selected_bdd,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/official_eval/ex288_r71_cyclic_window_selected_bdd,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/logs/ex288_r71_cyclic_window_selected_bdd.evaluate.py.log,1,16394,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/candidates.csv,unknown,current exact source plus selected PO roots from a shared cyclic-window ROBDD,not_run
ex288,ex288_r71_outer_window_cube_selected,outer-window cofactor cube selected PO,contiguous outer-window cofactor cube covers for selected output bits over exact current source,shared contiguous high-window decode with low-window wildcard cube cover,yosys_internal_abc_g_aig,ex288|outer-window cofactor cube selected PO|contiguous outer-window cofactor cube covers for selected output bits over exact current source|shared contiguous high-window decode with low-window wildcard cube cover|yosys_internal_abc_g_aig|official_evaluate|ex288_r71_outer_window_cube_selected,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/verilog/ex288_r71_outer_window_cube_selected.v,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/aigs/ex288_r71_outer_window_cube_selected.aig,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/logs/ex288_r71_outer_window_cube_selected.evaluate.py.log,1,3887,16,62192,0,0,"round71 stats={'selected_bits': (6,), 'hi_bits': (14, 13, 12, 11, 10, 9, 8), 'lo_bits': (0, 1, 2, 3, 4, 5, 6, 7), 'bit_stats': [{'bit': 6, 'total_cubes': 2046, 'max_cubes': 25, 'nonempty_hi': 128}], 'line_count': 548}; synth_sec=4.158; eval_sec=0.827",sub-unknown-hybrid-r71,outer_window_cube_selected,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/official_eval/ex288_r71_outer_window_cube_selected,student/work/frontend_source_parallel_round71_20260613_1308/sub-unknown-hybrid-r71/ex288/logs/ex288_r71_outer_window_cube_selected.evaluate.py.log,1,16394,0,student/frontend_campaigns/campaigns/frontend_source_parallel_round71_20260613_1308/agent_shards/sub-unknown-hybrid-r71/candidates.csv,unknown,current exact source plus selected PO roots from contiguous outer-window cofactor cubes,not_run
