case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,outcome,reason,evidence_path,next_action
ex244,float_fp8,fp8-region-r26,"E4M3FN packed hypot abs(high,low)",,,"ex244|E4M3FN packed hypot abs(high,low)|packed threshold residual table keyed by gap and max significand|shared max/min decode with compact threshold payloads|synth_preset_and|exact_e4m3fn_hypot_abs_high_low|packed_threshold_delta|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 11560 >= current frontend 10234,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_packed_synth_preset_and.evaluate.py.log,
ex244,float_fp8,fp8-region-r26,"E4M3FN packed hypot abs(high,low)",,,"ex244|E4M3FN packed hypot abs(high,low)|packed threshold residual table keyed by gap and max significand|shared max/min decode with compact threshold payloads|synth_preset_aig|exact_e4m3fn_hypot_abs_high_low|packed_threshold_delta|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 11154 >= current frontend 10234,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_packed_synth_preset_aig.evaluate.py.log,
ex244,float_fp8,fp8-region-r26,"E4M3FN packed hypot abs(high,low)",,,"ex244|E4M3FN packed hypot abs(high,low)|max-effective-exponent threshold residual packs|shared max_eff, gap, sig-pair thresholds and saturation context|abc_g_and|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 15582 >= current frontend 10234,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_abc_g_and.evaluate.py.log,
ex244,float_fp8,fp8-region-r26,"E4M3FN packed hypot abs(high,low)",,,"ex244|E4M3FN packed hypot abs(high,low)|max-effective-exponent threshold residual packs|shared max_eff, gap, sig-pair thresholds and saturation context|abc_g_aig|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 15204 >= current frontend 10234,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_abc_g_aig.evaluate.py.log,
ex244,float_fp8,fp8-region-r26,"E4M3FN packed hypot abs(high,low)",,,"ex244|E4M3FN packed hypot abs(high,low)|max-effective-exponent threshold residual packs|shared max_eff, gap, sig-pair thresholds and saturation context|synth_preset_and|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 14640 >= current frontend 10234,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_synth_preset_and.evaluate.py.log,
ex244,float_fp8,fp8-region-r26,"E4M3FN packed hypot abs(high,low)",,,"ex244|E4M3FN packed hypot abs(high,low)|max-effective-exponent threshold residual packs|shared max_eff, gap, sig-pair thresholds and saturation context|synth_preset_aig|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 14040 >= current frontend 10234,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex244/logs/ex244_r26_region_threshold_maxeff_packed_synth_preset_aig.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,"ex240|E4M3FN packed add high plus low|same-sign delta plus direct diff normalizer table|shared sorted magnitude decode, gap clamp, same delta and diff residual table|abc_g_and|exact_e4m3fn_add_high_plus_low|split_same_diff_paths|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 58956 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_abc_g_and.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,"ex240|E4M3FN packed add high plus low|same-sign delta plus direct diff normalizer table|shared sorted magnitude decode, gap clamp, same delta and diff residual table|abc_g_aig|exact_e4m3fn_add_high_plus_low|split_same_diff_paths|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 56550 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_abc_g_aig.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,"ex240|E4M3FN packed add high plus low|same-sign delta plus direct diff normalizer table|shared sorted magnitude decode, gap clamp, same delta and diff residual table|synth_preset_and|exact_e4m3fn_add_high_plus_low|split_same_diff_paths|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 56967 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_synth_preset_and.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,"ex240|E4M3FN packed add high plus low|same-sign delta plus direct diff normalizer table|shared sorted magnitude decode, gap clamp, same delta and diff residual table|synth_preset_aig|exact_e4m3fn_add_high_plus_low|split_same_diff_paths|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 52822 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_same_delta_diff_direct8_synth_preset_aig.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,"ex240|E4M3FN packed add high plus low|dual GRS arithmetic-base rounding paths|shared max/min decode, aligned significands, same/diff rounding predicates|abc_g_and|exact_e4m3fn_add_high_plus_low|rounded_same_diff_outputs|fp8_region_r26",NOT_EQUIV,official evaluate.py status NOT_EQUIV; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_abc_g_and.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,"ex240|E4M3FN packed add high plus low|dual GRS arithmetic-base rounding paths|shared max/min decode, aligned significands, same/diff rounding predicates|abc_g_aig|exact_e4m3fn_add_high_plus_low|rounded_same_diff_outputs|fp8_region_r26",NOT_EQUIV,official evaluate.py status NOT_EQUIV; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_abc_g_aig.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,"ex240|E4M3FN packed add high plus low|dual GRS arithmetic-base rounding paths|shared max/min decode, aligned significands, same/diff rounding predicates|synth_preset_and|exact_e4m3fn_add_high_plus_low|rounded_same_diff_outputs|fp8_region_r26",NOT_EQUIV,official evaluate.py status NOT_EQUIV; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_synth_preset_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_synth_preset_and.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,"ex240|E4M3FN packed add high plus low|dual GRS arithmetic-base rounding paths|shared max/min decode, aligned significands, same/diff rounding predicates|synth_preset_aig|exact_e4m3fn_add_high_plus_low|rounded_same_diff_outputs|fp8_region_r26",NOT_EQUIV,official evaluate.py status NOT_EQUIV; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_samegrs_diffgrs_synth_preset_aig.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,ex240|E4M3FN packed add high plus low|gap-major active-region correction table|shared sign/gap/sig decode with region-local output correction|abc_g_and|exact_e4m3fn_add_high_plus_low|gap_region_outputs|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 71463 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_nested_gap_abc_g_and.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,ex240|E4M3FN packed add high plus low|gap-major active-region correction table|shared sign/gap/sig decode with region-local output correction|abc_g_aig|exact_e4m3fn_add_high_plus_low|gap_region_outputs|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 68400 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_nested_gap_abc_g_aig.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,ex240|E4M3FN packed add high plus low|gap-major active-region correction table|shared sign/gap/sig decode with region-local output correction|synth_preset_and|exact_e4m3fn_add_high_plus_low|gap_region_outputs|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 62776 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_nested_gap_synth_preset_and.evaluate.py.log,
ex240,float_fp8,fp8-region-r26,E4M3FN packed add high plus low,,,ex240|E4M3FN packed add high plus low|gap-major active-region correction table|shared sign/gap/sig decode with region-local output correction|synth_preset_aig|exact_e4m3fn_add_high_plus_low|gap_region_outputs|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 61712 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex240/logs/ex240_r26_region_nested_gap_synth_preset_aig.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|gap-limited arithmetic normalizer|shared sorted magnitude decode and local small-gap normalizer|abc_g_and|exact_e5m2fn_add_high_plus_low|gap_limited_add_output|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 43523 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_gap4_norm_abc_g_and.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|gap-limited arithmetic normalizer|shared sorted magnitude decode and local small-gap normalizer|abc_g_aig|exact_e5m2fn_add_high_plus_low|gap_limited_add_output|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 42140 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_gap4_norm_abc_g_aig.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|gap-limited arithmetic normalizer|shared sorted magnitude decode and local small-gap normalizer|synth_preset_and|exact_e5m2fn_add_high_plus_low|gap_limited_add_output|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 50400 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_gap4_norm_synth_preset_and.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|gap-limited arithmetic normalizer|shared sorted magnitude decode and local small-gap normalizer|synth_preset_aig|exact_e5m2fn_add_high_plus_low|gap_limited_add_output|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 48456 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_gap4_norm_synth_preset_aig.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|same/diff max-min pair correction tables|shared sorted sign/magnitude decode with separate same/diff correction tables|abc_g_and|exact_e5m2fn_add_high_plus_low|pair_delta_outputs|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 139557 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_pair_delta_maxmin_abc_g_and.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|same/diff max-min pair correction tables|shared sorted sign/magnitude decode with separate same/diff correction tables|abc_g_aig|exact_e5m2fn_add_high_plus_low|pair_delta_outputs|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 138765 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_pair_delta_maxmin_abc_g_aig.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|same/diff max-min pair correction tables|shared sorted sign/magnitude decode with separate same/diff correction tables|synth_preset_and|exact_e5m2fn_add_high_plus_low|pair_delta_outputs|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 135729 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_pair_delta_maxmin_synth_preset_and.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|same/diff max-min pair correction tables|shared sorted sign/magnitude decode with separate same/diff correction tables|synth_preset_aig|exact_e5m2fn_add_high_plus_low|pair_delta_outputs|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 133584 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_pair_delta_maxmin_synth_preset_aig.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|decoded integer add/sub arithmetic normalizer|single signed-magnitude arithmetic path with one RNE normalizer|abc_g_and|exact_e5m2fn_add_high_plus_low|single_normalizer_output|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 235648 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_full_norm_abc_g_and.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|decoded integer add/sub arithmetic normalizer|single signed-magnitude arithmetic path with one RNE normalizer|abc_g_aig|exact_e5m2fn_add_high_plus_low|single_normalizer_output|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 203750 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_full_norm_abc_g_aig.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|decoded integer add/sub arithmetic normalizer|single signed-magnitude arithmetic path with one RNE normalizer|synth_preset_and|exact_e5m2fn_add_high_plus_low|single_normalizer_output|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 219494 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_full_norm_synth_preset_and.evaluate.py.log,
ex245,float_fp8,fp8-region-r26,E5M2FN packed add high plus low,,,ex245|E5M2FN packed add high plus low|decoded integer add/sub arithmetic normalizer|single signed-magnitude arithmetic path with one RNE normalizer|synth_preset_aig|exact_e5m2fn_add_high_plus_low|single_normalizer_output|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 191040 >= current frontend 23834,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex245/logs/ex245_r26_region_full_norm_synth_preset_aig.evaluate.py.log,
ex241,float_fp8,fp8-region-r26,E4M3FN packed multiply high times low,,,"ex241|E4M3FN packed multiply high times low|product-class formula with exact exception rows|shared sign xor, exponent sum, significand product, boundary exceptions|abc_g_and|exact_e4m3fn_mul_high_times_low|product_class_magnitude|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 23280 >= current frontend 15544,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex241/logs/ex241_r26_region_product_param_exception_abc_g_and.evaluate.py.log,
ex241,float_fp8,fp8-region-r26,E4M3FN packed multiply high times low,,,"ex241|E4M3FN packed multiply high times low|product-class formula with exact exception rows|shared sign xor, exponent sum, significand product, boundary exceptions|abc_g_aig|exact_e4m3fn_mul_high_times_low|product_class_magnitude|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 23080 >= current frontend 15544,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex241/logs/ex241_r26_region_product_param_exception_abc_g_aig.evaluate.py.log,
ex241,float_fp8,fp8-region-r26,E4M3FN packed multiply high times low,,,"ex241|E4M3FN packed multiply high times low|product-class formula with exact exception rows|shared sign xor, exponent sum, significand product, boundary exceptions|synth_preset_and|exact_e4m3fn_mul_high_times_low|product_class_magnitude|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 21360 >= current frontend 15544,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex241/logs/ex241_r26_region_product_param_exception_synth_preset_and.evaluate.py.log,
ex241,float_fp8,fp8-region-r26,E4M3FN packed multiply high times low,,,"ex241|E4M3FN packed multiply high times low|product-class formula with exact exception rows|shared sign xor, exponent sum, significand product, boundary exceptions|synth_preset_aig|exact_e4m3fn_mul_high_times_low|product_class_magnitude|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 21360 >= current frontend 15544,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex241/logs/ex241_r26_region_product_param_exception_synth_preset_aig.evaluate.py.log,
ex241,float_fp8,fp8-region-r26,E4M3FN packed multiply high times low,,,ex241|E4M3FN packed multiply high times low|selected output-bit exception predicates|shared exponent sum and product with bitwise boundary overlay|abc_g_and|exact_e4m3fn_mul_high_times_low|bit_exception_magnitude|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 30135 >= current frontend 15544,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex241/logs/ex241_r26_region_product_bit_exception_abc_g_and.evaluate.py.log,
ex241,float_fp8,fp8-region-r26,E4M3FN packed multiply high times low,,,ex241|E4M3FN packed multiply high times low|selected output-bit exception predicates|shared exponent sum and product with bitwise boundary overlay|abc_g_aig|exact_e4m3fn_mul_high_times_low|bit_exception_magnitude|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 30094 >= current frontend 15544,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex241/logs/ex241_r26_region_product_bit_exception_abc_g_aig.evaluate.py.log,
ex241,float_fp8,fp8-region-r26,E4M3FN packed multiply high times low,,,ex241|E4M3FN packed multiply high times low|selected output-bit exception predicates|shared exponent sum and product with bitwise boundary overlay|synth_preset_and|exact_e4m3fn_mul_high_times_low|bit_exception_magnitude|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 28160 >= current frontend 15544,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex241/logs/ex241_r26_region_product_bit_exception_synth_preset_and.evaluate.py.log,
ex241,float_fp8,fp8-region-r26,E4M3FN packed multiply high times low,,,ex241|E4M3FN packed multiply high times low|selected output-bit exception predicates|shared exponent sum and product with bitwise boundary overlay|synth_preset_aig|exact_e4m3fn_mul_high_times_low|bit_exception_magnitude|fp8_region_r26,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 28120 >= current frontend 15544,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex241/logs/ex241_r26_region_product_bit_exception_synth_preset_aig.evaluate.py.log,
ex242,float_fp8,fp8-region-r26,E4M3FN packed division low over high,,,"ex242|E4M3FN packed division low over high|quotient formula with bitwise boundary exceptions|shared special-case shell, exponent delta, sig pair, bit exceptions|abc_g_and|exact_e4m3fn_div_low_over_high|bit_exception_quotient|fp8_region_r26",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 38853 >= current frontend 25320,student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-region-r26/ex242/logs/ex242_r26_region_div_formula_bit_exception_abc_g_and.evaluate.py.log,
