case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex223,ex223_fp16_log_log_limited_run_range,fp16_log,log_limited_run_range,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_log_limited_run_range.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_log_limited_run_range.aig,1,1,1,12522,138,1728036,120549,14.334719,0,0,semantic_hybrid,limited_run_range_items=23342; ranged_exp_groups=8,26.045,semantic_hybrid FP16 curated frontend candidate,1,1728036,0,
ex223,ex223_fp16_log_log_mant0_fastpath,fp16_log,log_mant0_fastpath,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_log_mant0_fastpath.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_log_mant0_fastpath.aig,1,1,1,11480,24,275520,120549,2.285544,0,0,semantic_hybrid,mant0_fastpath_items=30720,15.108,semantic_hybrid FP16 curated frontend candidate,1,275520,0,
ex223,ex223_fp16_log_log_positive_base_delta,fp16_log,log_positive_base_delta,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_log_positive_base_delta.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_log_positive_base_delta.aig,1,1,1,11258,26,292708,120549,2.428125,0,0,semantic_hybrid,positive_base_delta_items=30750,14.230,semantic_hybrid FP16 curated frontend candidate,1,292708,0,
ex223,ex223_fp16_log_log_positive_field_split,fp16_log,log_positive_field_split,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_log_positive_field_split.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_log_positive_field_split.aig,1,1,1,11187,25,279675,120549,2.320011,0,0,semantic_hybrid,positive_field_split_entries=30475; full_default_exp=0,17.249,semantic_hybrid FP16 curated frontend candidate,1,279675,0,
ex223,ex223_fp16_log_log_special_shell,fp16_log,log_special_shell,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_log_special_shell.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_log_special_shell.aig,1,1,1,11189,25,279725,120549,2.320426,0,0,semantic_hybrid,positive_normal_entries=30720; special_shell=log,14.008,semantic_hybrid FP16 curated frontend candidate,1,279725,0,
ex223,ex223_fp16_log_positive_default_exp_mant_case,fp16_log,positive_default_exp_mant_case,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_positive_default_exp_mant_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_positive_default_exp_mant_case.aig,1,1,1,11164,24,267936,120549,2.222631,0,0,structural_exact,positive_entries=31746; relation=nan; relation_matches=31744; negative_exceptions=1024,14.320,structural_exact FP16 curated frontend candidate,1,267936,0,
ex223,ex223_fp16_log_semantic_exp_delta_fields,fp16_log,semantic_exp_delta_fields,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_semantic_exp_delta_fields.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_semantic_exp_delta_fields.aig,1,1,1,11246,26,292396,120549,2.425537,0,0,semantic_hybrid,base=lookup_by_input_exp; positive_entries=32768; normal_entries=30719; special_entries=2049; relation=nan; negative_exceptions=1024,22.839,semantic_hybrid FP16 curated frontend candidate,1,292396,0,
ex223,ex223_fp16_log_sign_exp_mant_case,fp16_log,sign_exp_mant_case,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_sign_exp_mant_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_sign_exp_mant_case.aig,1,1,1,11164,23,256772,120549,2.130022,0,0,structural_exact,31777,14.543,structural_exact FP16 curated frontend candidate,1,256772,0,
ex223,ex223_fp16_log_split_sign_exp_mant_case,fp16_log,split_sign_exp_mant_case,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/verilog/ex223_fp16_log_split_sign_exp_mant_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex223/aigs/ex223_fp16_log_split_sign_exp_mant_case.aig,1,1,1,11186,25,279650,120549,2.319804,0,0,structural_exact,31777,14.838,structural_exact FP16 curated frontend candidate,1,279650,0,
ex224,ex224_fp16_log2_exp_mant_pair_case,fp16_log2,exp_mant_pair_case,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_exp_mant_pair_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_exp_mant_pair_case.aig,1,1,1,6367,23,146441,64708,2.263105,0,0,structural_exact,31745,11.009,structural_exact FP16 curated frontend candidate,1,146441,0,
ex224,ex224_fp16_log2_log_limited_run_range,fp16_log2,log_limited_run_range,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_log_limited_run_range.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_log_limited_run_range.aig,1,1,1,6607,131,865517,64708,13.375734,0,0,semantic_hybrid,limited_run_range_items=18190; ranged_exp_groups=14,26.916,semantic_hybrid FP16 curated frontend candidate,1,865517,0,
ex224,ex224_fp16_log2_log_mant0_fastpath,fp16_log2,log_mant0_fastpath,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_log_mant0_fastpath.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_log_mant0_fastpath.aig,1,1,1,6462,23,148626,64708,2.296872,0,0,semantic_hybrid,mant0_fastpath_items=30720,11.309,semantic_hybrid FP16 curated frontend candidate,1,148626,0,
ex224,ex224_fp16_log2_log_positive_base_delta,fp16_log2,log_positive_base_delta,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_log_positive_base_delta.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_log_positive_base_delta.aig,1,1,1,6380,23,146740,64708,2.267726,0,0,semantic_hybrid,positive_base_delta_items=30750,13.123,semantic_hybrid FP16 curated frontend candidate,1,146740,0,
ex224,ex224_fp16_log2_log_positive_field_split,fp16_log2,log_positive_field_split,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_log_positive_field_split.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_log_positive_field_split.aig,1,1,1,6340,22,139480,64708,2.155529,0,0,semantic_hybrid,positive_field_split_entries=30500; full_default_exp=0,13.441,semantic_hybrid FP16 curated frontend candidate,1,139480,0,
ex224,ex224_fp16_log2_log_special_shell,fp16_log2,log_special_shell,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_log_special_shell.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_log_special_shell.aig,1,1,1,6388,23,146924,64708,2.270569,0,0,semantic_hybrid,positive_normal_entries=30720; special_shell=log,11.056,semantic_hybrid FP16 curated frontend candidate,1,146924,0,
ex224,ex224_fp16_log2_positive_default_exp_mant_case,fp16_log2,positive_default_exp_mant_case,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_positive_default_exp_mant_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_positive_default_exp_mant_case.aig,1,1,1,6372,24,152928,64708,2.363355,0,0,structural_exact,positive_entries=31746; relation=nan; relation_matches=31744; negative_exceptions=1024,12.087,structural_exact FP16 curated frontend candidate,1,152928,0,
ex224,ex224_fp16_log2_semantic_exp_delta_fields,fp16_log2,semantic_exp_delta_fields,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_semantic_exp_delta_fields.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_semantic_exp_delta_fields.aig,1,1,1,6493,25,162325,64708,2.508577,0,0,semantic_hybrid,base=lookup_by_input_exp; positive_entries=32768; normal_entries=30719; special_entries=2049; relation=nan; negative_exceptions=1024,19.896,semantic_hybrid FP16 curated frontend candidate,1,162325,0,
ex224,ex224_fp16_log2_sign_exp_mant_case,fp16_log2,sign_exp_mant_case,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_sign_exp_mant_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_sign_exp_mant_case.aig,1,1,1,6332,21,132972,64708,2.054955,0,0,structural_exact,31777,11.272,structural_exact FP16 curated frontend candidate,1,132972,0,
ex224,ex224_fp16_log2_split_sign_exp_mant_case,fp16_log2,split_sign_exp_mant_case,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/verilog/ex224_fp16_log2_split_sign_exp_mant_case.v,student/work/ex220_ex224_frontend_fp16_semantic_20260606_2050/ex224/aigs/ex224_fp16_log2_split_sign_exp_mant_case.aig,1,1,1,6320,22,139040,64708,2.148730,0,0,structural_exact,31777,10.270,structural_exact FP16 curated frontend candidate,1,139040,0,
