case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_sigprodcode_dc_seed12_set11to10 + default + raw,sig-pair product-code table plus seed12 product-class completion,ex246|fp8_source_restructure|ex246_semantic_mul_sigprodcode_dc_seed12_set11to10|sig_pair_product_code_table_plus_seed12_product_class_completion|default|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/verilog/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/aigs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.aig,1,not_run,380,23,8740,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_sigprodcode_dc_seed12_set11to10/logs/ex246_ex246_semantic_mul_sigprodcode_dc_seed12_set11to10_default_raw.abc.log; synth_sec=0.498; abc_sec=0.000; eval_sec=0.442
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed303_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed303 + default + raw,random unreachable product don't-care completion seed 303,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed303|random_unreachable_product_don_t_care_completion_seed_303|default|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/verilog/ex246_semantic_mul_product_dc_seed303.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/aigs/ex246_ex246_semantic_mul_product_dc_seed303_default_raw.aig,1,not_run,355,24,8520,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_ex246_semantic_mul_product_dc_seed303_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_semantic_mul_product_dc_seed303_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_ex246_semantic_mul_product_dc_seed303_default_raw.abc.log; synth_sec=0.475; abc_sec=0.000; eval_sec=0.452
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed303_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed303 + extra_share + raw,random unreachable product don't-care completion seed 303,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed303|random_unreachable_product_don_t_care_completion_seed_303|extra_share|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/verilog/ex246_semantic_mul_product_dc_seed303.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/aigs/ex246_ex246_semantic_mul_product_dc_seed303_extra_share_raw.aig,1,not_run,356,24,8544,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_ex246_semantic_mul_product_dc_seed303_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_semantic_mul_product_dc_seed303_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_ex246_semantic_mul_product_dc_seed303_extra_share_raw.abc.log; synth_sec=0.485; abc_sec=0.000; eval_sec=0.454
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed303_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed303 + abc_g_aig + raw,random unreachable product don't-care completion seed 303,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed303|random_unreachable_product_don_t_care_completion_seed_303|abc_g_aig|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/verilog/ex246_semantic_mul_product_dc_seed303.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/aigs/ex246_ex246_semantic_mul_product_dc_seed303_abc_g_aig_raw.aig,1,not_run,354,24,8496,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_ex246_semantic_mul_product_dc_seed303_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_semantic_mul_product_dc_seed303_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_ex246_semantic_mul_product_dc_seed303_abc_g_aig_raw.abc.log; synth_sec=0.477; abc_sec=0.000; eval_sec=0.447
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed303_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed303 + synth_preset + raw,random unreachable product don't-care completion seed 303,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed303|random_unreachable_product_don_t_care_completion_seed_303|synth_preset|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/verilog/ex246_semantic_mul_product_dc_seed303.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/aigs/ex246_ex246_semantic_mul_product_dc_seed303_synth_preset_raw.aig,1,not_run,347,23,7981,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_ex246_semantic_mul_product_dc_seed303_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_semantic_mul_product_dc_seed303_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed303/logs/ex246_ex246_semantic_mul_product_dc_seed303_synth_preset_raw.abc.log; synth_sec=0.664; abc_sec=0.000; eval_sec=0.453
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed304_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed304 + default + raw,random unreachable product don't-care completion seed 304,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed304|random_unreachable_product_don_t_care_completion_seed_304|default|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/verilog/ex246_semantic_mul_product_dc_seed304.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/aigs/ex246_ex246_semantic_mul_product_dc_seed304_default_raw.aig,1,not_run,359,24,8616,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_ex246_semantic_mul_product_dc_seed304_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_semantic_mul_product_dc_seed304_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_ex246_semantic_mul_product_dc_seed304_default_raw.abc.log; synth_sec=0.483; abc_sec=0.000; eval_sec=0.456
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed304_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed304 + extra_share + raw,random unreachable product don't-care completion seed 304,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed304|random_unreachable_product_don_t_care_completion_seed_304|extra_share|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/verilog/ex246_semantic_mul_product_dc_seed304.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/aigs/ex246_ex246_semantic_mul_product_dc_seed304_extra_share_raw.aig,1,not_run,355,24,8520,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_ex246_semantic_mul_product_dc_seed304_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_semantic_mul_product_dc_seed304_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_ex246_semantic_mul_product_dc_seed304_extra_share_raw.abc.log; synth_sec=0.500; abc_sec=0.000; eval_sec=0.457
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed304_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed304 + abc_g_aig + raw,random unreachable product don't-care completion seed 304,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed304|random_unreachable_product_don_t_care_completion_seed_304|abc_g_aig|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/verilog/ex246_semantic_mul_product_dc_seed304.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/aigs/ex246_ex246_semantic_mul_product_dc_seed304_abc_g_aig_raw.aig,1,not_run,355,24,8520,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_ex246_semantic_mul_product_dc_seed304_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_semantic_mul_product_dc_seed304_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_ex246_semantic_mul_product_dc_seed304_abc_g_aig_raw.abc.log; synth_sec=0.483; abc_sec=0.000; eval_sec=0.450
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed304_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed304 + synth_preset + raw,random unreachable product don't-care completion seed 304,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed304|random_unreachable_product_don_t_care_completion_seed_304|synth_preset|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/verilog/ex246_semantic_mul_product_dc_seed304.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/aigs/ex246_ex246_semantic_mul_product_dc_seed304_synth_preset_raw.aig,1,not_run,350,24,8400,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_ex246_semantic_mul_product_dc_seed304_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_semantic_mul_product_dc_seed304_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed304/logs/ex246_ex246_semantic_mul_product_dc_seed304_synth_preset_raw.abc.log; synth_sec=0.696; abc_sec=0.000; eval_sec=0.461
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed305_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed305 + default + raw,random unreachable product don't-care completion seed 305,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed305|random_unreachable_product_don_t_care_completion_seed_305|default|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/verilog/ex246_semantic_mul_product_dc_seed305.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/aigs/ex246_ex246_semantic_mul_product_dc_seed305_default_raw.aig,1,not_run,349,24,8376,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_ex246_semantic_mul_product_dc_seed305_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_semantic_mul_product_dc_seed305_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_ex246_semantic_mul_product_dc_seed305_default_raw.abc.log; synth_sec=0.480; abc_sec=0.000; eval_sec=0.451
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed305_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed305 + extra_share + raw,random unreachable product don't-care completion seed 305,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed305|random_unreachable_product_don_t_care_completion_seed_305|extra_share|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/verilog/ex246_semantic_mul_product_dc_seed305.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/aigs/ex246_ex246_semantic_mul_product_dc_seed305_extra_share_raw.aig,1,not_run,352,24,8448,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_ex246_semantic_mul_product_dc_seed305_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_semantic_mul_product_dc_seed305_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_ex246_semantic_mul_product_dc_seed305_extra_share_raw.abc.log; synth_sec=0.496; abc_sec=0.000; eval_sec=0.453
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed305_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed305 + abc_g_aig + raw,random unreachable product don't-care completion seed 305,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed305|random_unreachable_product_don_t_care_completion_seed_305|abc_g_aig|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/verilog/ex246_semantic_mul_product_dc_seed305.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/aigs/ex246_ex246_semantic_mul_product_dc_seed305_abc_g_aig_raw.aig,1,not_run,344,24,8256,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_ex246_semantic_mul_product_dc_seed305_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_semantic_mul_product_dc_seed305_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_ex246_semantic_mul_product_dc_seed305_abc_g_aig_raw.abc.log; synth_sec=0.489; abc_sec=0.000; eval_sec=0.448
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed305_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed305 + synth_preset + raw,random unreachable product don't-care completion seed 305,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed305|random_unreachable_product_don_t_care_completion_seed_305|synth_preset|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/verilog/ex246_semantic_mul_product_dc_seed305.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/aigs/ex246_ex246_semantic_mul_product_dc_seed305_synth_preset_raw.aig,1,not_run,347,23,7981,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_ex246_semantic_mul_product_dc_seed305_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_semantic_mul_product_dc_seed305_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed305/logs/ex246_ex246_semantic_mul_product_dc_seed305_synth_preset_raw.abc.log; synth_sec=0.699; abc_sec=0.000; eval_sec=0.439
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed306_default_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed306 + default + raw,random unreachable product don't-care completion seed 306,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed306|random_unreachable_product_don_t_care_completion_seed_306|default|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/verilog/ex246_semantic_mul_product_dc_seed306.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/aigs/ex246_ex246_semantic_mul_product_dc_seed306_default_raw.aig,1,not_run,356,25,8900,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_ex246_semantic_mul_product_dc_seed306_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_semantic_mul_product_dc_seed306_default.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_ex246_semantic_mul_product_dc_seed306_default_raw.abc.log; synth_sec=0.488; abc_sec=0.000; eval_sec=0.449
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed306_extra_share_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed306 + extra_share + raw,random unreachable product don't-care completion seed 306,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed306|random_unreachable_product_don_t_care_completion_seed_306|extra_share|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/verilog/ex246_semantic_mul_product_dc_seed306.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/aigs/ex246_ex246_semantic_mul_product_dc_seed306_extra_share_raw.aig,1,not_run,352,24,8448,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_ex246_semantic_mul_product_dc_seed306_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_semantic_mul_product_dc_seed306_extra_share.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_ex246_semantic_mul_product_dc_seed306_extra_share_raw.abc.log; synth_sec=0.495; abc_sec=0.000; eval_sec=0.451
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed306_abc_g_aig_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed306 + abc_g_aig + raw,random unreachable product don't-care completion seed 306,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed306|random_unreachable_product_don_t_care_completion_seed_306|abc_g_aig|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/verilog/ex246_semantic_mul_product_dc_seed306.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/aigs/ex246_ex246_semantic_mul_product_dc_seed306_abc_g_aig_raw.aig,1,not_run,355,25,8875,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_ex246_semantic_mul_product_dc_seed306_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_semantic_mul_product_dc_seed306_abc_g_aig.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_ex246_semantic_mul_product_dc_seed306_abc_g_aig_raw.abc.log; synth_sec=0.479; abc_sec=0.000; eval_sec=0.453
ex246,float_fp8,local-fp8-dc-r51,ex246_ex246_semantic_mul_product_dc_seed306_synth_preset_raw,FP8 source predicate/table restructuring,ex246_semantic_mul_product_dc_seed306 + synth_preset + raw,random unreachable product don't-care completion seed 306,ex246|fp8_source_restructure|ex246_semantic_mul_product_dc_seed306|random_unreachable_product_don_t_care_completion_seed_306|synth_preset|raw|official_evaluate|full_word,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/verilog/ex246_semantic_mul_product_dc_seed306.v,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/aigs/ex246_ex246_semantic_mul_product_dc_seed306_synth_preset_raw.aig,1,not_run,348,24,8352,student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_ex246_semantic_mul_product_dc_seed306_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_semantic_mul_product_dc_seed306_synth_preset.yosys.log; abc_log=student/work/ex246_ex247_frontend_source_dc_smoke_round51_20260613_0924/local-fp8-dc-r51/ex246/ex246_semantic_mul_product_dc_seed306/logs/ex246_ex246_semantic_mul_product_dc_seed306_synth_preset_raw.abc.log; synth_sec=0.667; abc_sec=0.000; eval_sec=0.460
