domain,case,solution_role,solution_rank,bundle,bundle_path,candidate_id,is_current_best,area,delay,adp,reference_adp,ratio_to_reference,gap_to_reference,within_1p5_reference,beats_reference,candidate_target,candidate_count,candidate_insufficient,candidate_shortfall_reason,method_signature,hypothesis,function_guess,variant,classification,selection_reason,curated_verilog_path,curated_aig_path,curated_metadata_path,aig_sha256,verilog_sha256,source_kind,source_run,source_csv,source_verilog_path,source_aig_path,source_evaluate_log,notes
bf16,ex208,backend_candidate,1,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex208_bf16_sinh_legacy_split_sign_exp_mant_case,0,2208,15,33120,24505,1.351561,8000,1,0,6,6,0,,bf16_sinh,bf16_sinh,sinh,legacy_split_sign_exp_mant_case,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.json,22816727ba8ccb867614859f2a071c49947dd657ec4ce6e40a84e22d35137737,403e224457f03a65f75b2e5c3d47fbef416c1d2a39864236ba5a42c92f4a7827,student_runs,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_legacy_split_sign_exp_mant_case.aig,,legacy bf16_verilog_search split_sign_exp_mant_case; 34548; curated_active_seed
bf16,ex208,backend_candidate,2,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15,0,2100,16,33600,24505,1.371149,8000,1,0,6,6,0,,bf16_sinh,bf16_sinh,sinh,default_in_const_excepts_h3_manual_bits_15,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.json,b0801dbee66c0d443f59e4a0f6899f92fa79f4e4041f2672d910fd61048704c2,dd10a44ed3bd3e4297ce224ff6ee40ad1211259ec4aaef06e97d31dbbf79cd68,student_runs,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_default_in_const_excepts_h3_manual_bits_15.aig,,default expr in with exception hi_bits=3 items=2702; manual formula bits=15; archived_low_value_intermediate
bf16,ex208,backend_candidate,3,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex208_bf16_sinh_odd_pos_fields_e3_m3,0,2269,15,34035,24505,1.388900,8000,1,0,6,6,0,,bf16_sinh,bf16_sinh,sinh,odd_pos_fields_e3_m3,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_odd_pos_fields_e3_m3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_odd_pos_fields_e3_m3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_odd_pos_fields_e3_m3.json,7b921a63bd1440c389cb6941cf6d7a4137f9a12ccc713ce5c85d14030a3d055c,507e2ffce291e156e33e090c269473b6bcee1d709af0ddcc456357d7c8eb812d,student_runs,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_odd_pos_fields_e3_m3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_odd_pos_fields_e3_m3.aig,,positive-domain odd symmetry separate fields exp_hi=3 mant_hi=3 items=17499; archived_low_value_intermediate
bf16,ex208,backend_candidate,4,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex208_bf16_sinh_default_in_excepts_h3,0,2140,16,34240,24505,1.397266,8000,1,0,6,6,0,,bf16_sinh,bf16_sinh,sinh,default_in_excepts_h3,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_default_in_excepts_h3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_default_in_excepts_h3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_default_in_excepts_h3.json,a289964ab7dd8d88c60bb1371edaa2fe795fc9c9f07e232adad294c5ac054ba6,bbbb85a3608cd2520048cf3628c1a24021501a8bfe5a905feac6ec32ef9c9225,student_runs,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/verilog/ex208_bf16_sinh_default_in_excepts_h3.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex208/aigs/ex208_bf16_sinh_default_in_excepts_h3.aig,,default expr in with exception hi_bits=3 items=4410; curated_active_seed
bf16,ex208,backend_candidate,5,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15,0,2161,16,34576,24505,1.410977,8000,1,0,6,6,0,,bf16_sinh,bf16_sinh,,default_in_const_excepts_h4_manual_bits_15,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.json,26ca4d8c3ceecaeb2a39fd92c8670a59bf388f684e1d2c0f6c299de76c53187a,35097f03422244a7d8f1c1341bb190da766010ea261365f7115f23df95c6b4a7,frontend_campaign_shard,frontend_bf16_unknown_struct_round94_20260614_0552,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/logs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_manual_bits_15.evaluate.log,default expression in with first-value local exception defaults; hi_bits=4; items=2736; manual bit 15 override hi_bits=4 items=25; official_evaluate_runtime_sec=0.880
bf16,ex208,backend_candidate,6,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex208_bf16_sinh_r94_default_in_const_excepts_h4_first,0,2164,16,34624,24505,1.412936,8000,1,0,6,6,0,,bf16_sinh,bf16_sinh,,default_in_const_excepts_h4_first,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex208/metadata/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.json,e32c4e85a4707fbb459a148ca410abb65169f11564f0c8b30bed10a35da54dbf,82405056face12134b5816574ba45657dcf1cdba8dd28b0ac41777794577e4e8,frontend_campaign_shard,frontend_bf16_unknown_struct_round94_20260614_0552,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/logs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.evaluate.log,reused existing official evaluate.py artifact from this shard
bf16,ex208,current_best,1,ex200_ex219_current,student/new_seeds/bf16/ex200_ex219_current,ex208_bf16_sinh_default_in_const_excepts_h4,1,2167,15,32505,24505,1.326464,8000,1,0,6,6,0,,ex208|frontend|current,bf16_sinh,,default_in_const_excepts_h4,frontend_verified,current_best,student/new_seeds/bf16/ex200_ex219_current/ex208/verilog/ex208_bf16_sinh_default_in_const_excepts_h4.v,student/new_seeds/bf16/ex200_ex219_current/ex208/aigs/ex208_bf16_sinh_default_in_const_excepts_h4.aig,student/new_seeds/bf16/ex200_ex219_current/ex208/metadata/ex208_bf16_sinh_default_in_const_excepts_h4.json,4cd28d6af61394227a60ed101d84b1de231f56d568adba3ac596c34d0903c092,1d8f455a132af79578415fda11de655ca3f0c6e1bb23009632448e5ea8db391c,frontend_best_registry,ex200_ex219_current,student/frontend_campaigns/frontend_best_registry.csv,student/seeds/bf16/ex200_ex219_current/ex208/verilog/ex208_bf16_sinh_default_in_const_excepts_h4.v,student/seeds/bf16/ex200_ex219_current/ex208/aigs/ex208_bf16_sinh_default_in_const_excepts_h4.aig,,auto-indexed from student/runs frontend summary
bf16,ex209,backend_candidate,1,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex209_bf16_tanh_legacy_sign_exp_default_expr_case,0,765,13,9945,7320,1.358607,2508,1,0,6,6,0,,bf16_tanh,bf16_tanh,tanh,legacy_sign_exp_default_expr_case,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.json,0e38ce4fe651f37894039c1fe923c45920aa6a82d303cddc1e097883cc17d824,6514623083d6edb06c80e2e969daf9f24649f6accf2e3734f62ea015ed4229ed,student_runs,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_legacy_sign_exp_default_expr_case.aig,,"legacy bf16_verilog_search sign_exp_default_expr_case; groups=512; full_default_groups=246; exceptions=33680; defaults=abs_input:385,input:123,nan:2,sign_zero:2; curated_active_seed"
bf16,ex209,backend_candidate,2,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15,0,713,14,9982,7320,1.363661,2508,1,0,6,6,0,,bf16_tanh,bf16_tanh,tanh,default_in_const_excepts_h4_manual_bits_15,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.json,6623c2b8e35f84957fb2770a197f6529b11953b122b99c019e51995ab35be929,04fe42226c7a1c5eb95e82ac332b79f4986398594fcbe64af68dfdb0bb2f1f5f,student_runs,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_default_in_const_excepts_h4_manual_bits_15.aig,,default expr in with exception hi_bits=4 items=1390; manual formula bits=15; curated_active_seed
bf16,ex209,backend_candidate,3,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex209_bf16_tanh_default_in_excepts_h3,0,741,14,10374,7320,1.417213,2508,1,0,6,6,0,,bf16_tanh,bf16_tanh,tanh,default_in_excepts_h3,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_default_in_excepts_h3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_default_in_excepts_h3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_default_in_excepts_h3.json,3ed6f1064dd707e89479f9e01def4c4ac0cc1daeec4578dfc3fb99fbc2bf03de,6087f9c402a2855c11ef7b53bc93fc5be143fa963fdad6be572bd9898e0cbbf5,student_runs,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_default_in_excepts_h3.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_default_in_excepts_h3.aig,,default expr in with exception hi_bits=3 items=3230; curated_active_seed
bf16,ex209,backend_candidate,4,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15,0,743,14,10402,7320,1.421038,2508,1,0,6,6,0,,bf16_tanh,bf16_tanh,,sign_exp_default_expr_casez_manual_bits_15,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.json,b6a0b4f0fe0d2bc04d5e2910cdb1d6d3315612c469397b380657ad461c04f7f7,4fa52343d81b751a230706e052ea2525a982782a701338c2a22b70da9df83f47,frontend_campaign_shard,frontend_bf16_unknown_struct_round94_20260614_0552,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/verilog/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/aigs/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/logs/ex209_bf16_tanh_r94_sign_exp_default_expr_casez_manual_bits_15.evaluate.log,range-compressed sign-exp default expression groups=3 exceptions=33680 items=33970; manual formula bits=15; official_evaluate_runtime_sec=0.703
bf16,ex209,backend_candidate,5,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex209_bf16_tanh_r94_default_in_const_excepts_h4_first,0,759,14,10626,7320,1.451639,2508,1,0,6,6,0,,bf16_tanh,bf16_tanh,,default_in_const_excepts_h4_first,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.json,a3c85fa52569267ff8377b0a5ca9a519ca405d57311a2f7efef3719d12c43dce,0376acc8360021f0ed4145d7b8b3a680d7448daa5b83e677bdf2326cd3f3f330,frontend_campaign_shard,frontend_bf16_unknown_struct_round94_20260614_0552,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/verilog/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/aigs/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex209/logs/ex209_bf16_tanh_r94_default_in_const_excepts_h4_first.evaluate.log,default expression in with first-value local exception defaults; hi_bits=4; items=1498; official_evaluate_runtime_sec=0.790
bf16,ex209,backend_candidate,6,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15,0,710,15,10650,7320,1.454918,2508,1,0,6,6,0,,bf16_tanh,bf16_tanh,tanh,default_in_const_excepts_h3_manual_bits_15,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/verilog/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/aigs/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex209/metadata/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.json,740304819312dee62dad92b30048fd4e9e4929f518f43516f6f56016649f463a,ca83c1cbfc1f95646e029d191a582162d275d3f4c9ce2cfe10afa3ccf95344b7,student_runs,ex205_ex209_frontend_bf16_semantic_20260606_0946,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/verilog/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex209/aigs/ex209_bf16_tanh_default_in_const_excepts_h3_manual_bits_15.aig,,default expr in with exception hi_bits=3 items=1452; manual formula bits=15; archived_low_value_intermediate
bf16,ex209,current_best,1,ex200_ex219_current,student/new_seeds/bf16/ex200_ex219_current,ex209_bf16_tanh_sign_exp_default_expr_casez,1,756,13,9828,7320,1.342623,2508,1,0,6,6,0,,ex209|frontend|current,bf16_tanh,,sign_exp_default_expr_casez,frontend_verified,current_best,student/new_seeds/bf16/ex200_ex219_current/ex209/verilog/ex209_bf16_tanh_sign_exp_default_expr_casez.v,student/new_seeds/bf16/ex200_ex219_current/ex209/aigs/ex209_bf16_tanh_sign_exp_default_expr_casez.aig,student/new_seeds/bf16/ex200_ex219_current/ex209/metadata/ex209_bf16_tanh_sign_exp_default_expr_casez.json,3940a7c9fab4e33bff30de6033324b989c81397998c51734948757f0692cbe64,d02c4c4dbf92b4888d6ae4336666a774a8f8269e47ed29aac2f7c080aa6a5f96,frontend_best_registry,ex200_ex219_current,student/frontend_campaigns/frontend_best_registry.csv,student/seeds/bf16/ex200_ex219_current/ex209/verilog/ex209_bf16_tanh_sign_exp_default_expr_casez.v,student/seeds/bf16/ex200_ex219_current/ex209/aigs/ex209_bf16_tanh_sign_exp_default_expr_casez.aig,,auto-indexed from student/runs frontend summary
bf16,ex210,backend_candidate,1,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex210_bf16_sigmoid_const_default_0000_h3,0,2246,15,33690,27053,1.245333,6427,1,0,6,6,0,,bf16_sigmoid,bf16_sigmoid,sigmoid,const_default_0000_h3,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/verilog/ex210_bf16_sigmoid_const_default_0000_h3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/aigs/ex210_bf16_sigmoid_const_default_0000_h3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/metadata/ex210_bf16_sigmoid_const_default_0000_h3.json,00d220c676051b9979f5b7ac9024c3cdc361135af2cf504e49f59536052133c9,5d29515ca8f1eeaeeb60fa4814f066594402fda08927ad133029423f1cab513b,student_runs,ex210_ex214_frontend_bf16_semantic_20260606_1315,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_const_default_0000_h3.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_const_default_0000_h3.aig,,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h0000 exceptions hi_bits=3 default_mode=mode items=1732
bf16,ex210,backend_candidate,2,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex210_bf16_sigmoid_const_default_3f00_h3_first,0,2248,15,33720,27053,1.246442,6427,1,0,6,6,0,,bf16_sigmoid,bf16_sigmoid,sigmoid,const_default_3f00_h3_first,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/verilog/ex210_bf16_sigmoid_const_default_3f00_h3_first.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/aigs/ex210_bf16_sigmoid_const_default_3f00_h3_first.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/metadata/ex210_bf16_sigmoid_const_default_3f00_h3_first.json,77ed830d707a28b1e52d5b49bdf44de500cc32852b14e2900c6af9b48f208bb3,5575ff91aab0cfeecbc9aab71b9a82623e47bc608e7a39fb1be3170a7eca64bc,student_runs,ex210_ex214_frontend_bf16_semantic_20260606_1315,student/runs/bf16/ex200_ex219_current/results/candidates.csv,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/verilog/ex210_bf16_sigmoid_const_default_3f00_h3_first.v,student/work/ex210_ex214_frontend_bf16_semantic_20260606_1315/ex210/aigs/ex210_bf16_sigmoid_const_default_3f00_h3_first.aig,,DAZ sigmoid BF16 RNE/canonical-NaN model exact over 65536 inputs; constant default 16'h3f00 exceptions hi_bits=3 default_mode=first items=2143
bf16,ex210,backend_candidate,3,ex200_ex219_backend_candidates_20260614_2011,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011,ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3,0,2250,15,33750,27053,1.247551,6427,1,0,6,6,0,,bf16_sigmoid,bf16_sigmoid,,const_default_fields_3f80_h3,frontend_verified,backend_start_diverse_noncurrent,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/verilog/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.v,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/aigs/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex210/metadata/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.json,b65caed0118da424e4d3e2e9cef2933b5b0aa4a7f3911aeb1d9d662c1392fa44,d954264dd235b5b18b0d4b65f6d2e14578d6ee0648fe1e3ad5898a23f8adc151,frontend_campaign_shard,frontend_bf16_unknown_struct_round94_20260614_0552,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/candidates.csv,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex210/verilog/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex210/aigs/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex210/logs/ex210_bf16_sigmoid_r94_const_default_fields_3f80_h3.evaluate.log,sigmoid sign-constant field default 16'h3f80; hi_bits=3; items=2149; official_evaluate_runtime_sec=0.583
