case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,notes,source_run
ex200,ex200_bf16_exp_semantic_exp_hybrid_low_runs48,bf16_exp_daz_rne_ftz,bf16_exp_daz_rne_ftz,semantic_exp_hybrid_low_runs48,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/verilog/ex200_bf16_exp_semantic_exp_hybrid_low_runs48.v,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/aigs/ex200_bf16_exp_semantic_exp_hybrid_low_runs48.aig,1,1,4103,17,69751,40052,1.741511,0,0,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic hybrid low-run compression max_runs=48; compressed_exps=15; full_exps=15; items=2501; exact over 65536 inputs,ex200_frontend_bf16_semantic_20260605_0748
ex200,ex200_bf16_exp_semantic_exp_bitplane_casez,bf16_exp_daz_rne_ftz,bf16_exp_daz_rne_ftz,semantic_exp_bitplane_casez,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/verilog/ex200_bf16_exp_semantic_exp_bitplane_casez.v,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/aigs/ex200_bf16_exp_semantic_exp_bitplane_casez.aig,1,1,4329,17,73593,40052,1.837436,0,0,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic bitplane casez items=5646; exact over 65536 inputs,ex200_frontend_bf16_semantic_20260605_0748
ex200,ex200_bf16_exp_semantic_exp_default_one_per_exp_full_casez_runs,bf16_exp_daz_rne_ftz,bf16_exp_daz_rne_ftz,semantic_exp_default_one_per_exp_full_casez_runs,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_per_exp_full_casez_runs.v,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_per_exp_full_casez_runs.aig,1,1,4316,18,77688,40052,1.939678,0,0,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic default-one per-exp full casez runs items=2397; exact over 65536 inputs,ex200_frontend_bf16_semantic_20260605_0748
ex200,ex200_bf16_exp_semantic_exp_default_one_per_exp_casez_runs,bf16_exp_daz_rne_ftz,bf16_exp_daz_rne_ftz,semantic_exp_default_one_per_exp_casez_runs,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/verilog/ex200_bf16_exp_semantic_exp_default_one_per_exp_casez_runs.v,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/aigs/ex200_bf16_exp_semantic_exp_default_one_per_exp_casez_runs.aig,1,1,4233,20,84660,40052,2.113752,0,0,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic default-one per-exp casez runs items=2351; exact over 65536 inputs,ex200_frontend_bf16_semantic_20260605_0748
ex200,ex200_bf16_exp_semantic_exp_delta_add,bf16_exp_daz_rne_ftz,bf16_exp_daz_rne_ftz,semantic_exp_delta_add,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/verilog/ex200_bf16_exp_semantic_exp_delta_add.v,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/aigs/ex200_bf16_exp_semantic_exp_delta_add.aig,1,1,3736,45,168120,40052,4.197543,0,0,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic base plus delta table items=3863; exact over 65536 inputs,ex200_frontend_bf16_semantic_20260605_0748
ex200,ex200_bf16_exp_semantic_exp_word_runs,bf16_exp_daz_rne_ftz,bf16_exp_daz_rne_ftz,semantic_exp_word_runs,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/verilog/ex200_bf16_exp_semantic_exp_word_runs.v,student/work/ex200_frontend_bf16_semantic_20260605_0748/ex200/aigs/ex200_bf16_exp_semantic_exp_word_runs.aig,1,1,4639,44,204116,40052,5.096275,0,0,truth table equals DAZ + exp + BF16 RNE + FTZ; semantic word run-length ranges=2015; exact over 65536 inputs,ex200_frontend_bf16_semantic_20260605_0748
ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_bits_3_bh1,student/seeds/bf16/ex200_ex219_current/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.v,student/seeds/bf16/ex200_ex219_current/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_bh1.aig,1,1,1647,14,23058,16300,1.414601,1,0,hilo3 field mode base with bit overrides bits=3 bit_hi_bits=1 items=3626,ex201_ex204_frontend_semantic_continue_20260605_1732
ex201,ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_bits_3_8_bh1,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_hilo3_field_mode_bits_3_8_bh1.aig,1,1,1655,14,23170,16300,1.421472,1,0,hilo3 field mode base with bit overrides bits=3_8 bit_hi_bits=1 items=4305,ex201_ex204_frontend_semantic_continue_20260605_1732
ex201,ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s0_bits_14_cmp,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_sep_fields_e3_m3_s0_bits_14_cmp.aig,1,1,1620,15,24300,16300,1.490798,1,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=3122; sep bit overrides bits=14 bit_hi_bits=cmp bit_items=4,ex201_ex204_frontend_semantic_continue_20260605_1732
ex201,ex201_bf16_exp2_hilo2_field_mode,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,hilo2_field_mode,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/verilog/ex201_bf16_exp2_hilo2_field_mode.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex201/aigs/ex201_bf16_exp2_hilo2_field_mode.aig,1,1,1629,15,24435,16300,1.499080,1,0,hi_lo split field_mode=True hi_bits=2 default_mode=default_override items=2769,ex201_ex204_frontend_semantic_continue_20260605_1732
ex202,ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s0_bits_14_15_bh4,student/seeds/bf16/ex200_ex219_current/ex202/verilog/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.v,student/seeds/bf16/ex200_ex219_current/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0_bits_14_15_bh4.aig,1,1,3478,16,55648,43344,1.283869,1,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=3402; sep bit overrides bits=14_15 bit_hi_bits=4 bit_items=37,ex201_ex204_frontend_semantic_continue_20260605_1732
ex202,ex202_bf16_exp10_hilo3_field_mode_formula_bits_14,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_formula_bits_14,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_formula_bits_14.aig,1,1,3488,16,55808,43344,1.287560,1,0,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=2592; formula bit overrides bits=14 bit_items=1,ex201_ex204_frontend_semantic_continue_20260605_1732
ex202,ex202_bf16_exp10_sep_fields_e3_m3_s0,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s0,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/verilog/ex202_bf16_exp10_sep_fields_e3_m3_s0.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/aigs/ex202_bf16_exp10_sep_fields_e3_m3_s0.aig,1,1,3491,16,55856,43344,1.288667,1,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=3402,ex201_ex204_frontend_semantic_continue_20260605_1732
ex202,ex202_bf16_exp10_hilo3_field_mode_bits_14_15_bh4,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,hilo3_field_mode_bits_14_15_bh4,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/verilog/ex202_bf16_exp10_hilo3_field_mode_bits_14_15_bh4.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex202/aigs/ex202_bf16_exp10_hilo3_field_mode_bits_14_15_bh4.aig,1,1,3493,16,55888,43344,1.289406,1,0,hilo3 field mode base with bit overrides bits=14_15 bit_hi_bits=4 items=2629,ex201_ex204_frontend_semantic_continue_20260605_1732
ex203,ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s2_bits_14_bh2,student/seeds/bf16/ex200_ex219_current/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2.v,student/seeds/bf16/ex200_ex219_current/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_bh2.aig,1,1,4544,17,77248,56948,1.356466,1,0,separate fields exp_hi=3 mant_hi=3 sign_hi=2 items=7941; sep bit overrides bits=14 bit_hi_bits=2 bit_items=35,ex201_ex204_frontend_semantic_continue_20260605_1732
ex203,ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e3_m3_s2_bits_14_pla,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/verilog/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/aigs/ex203_bf16_log_sep_fields_e3_m3_s2_bits_14_pla.aig,1,1,4571,17,77707,56948,1.364526,1,0,separate fields exp_hi=3 mant_hi=3 sign_hi=2 items=7941; sep bit overrides bits=14 bit_hi_bits=pla bit_items=7,ex201_ex204_frontend_semantic_continue_20260605_1732
ex203,ex203_bf16_log_sep_fields_e2_m3_s3,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,sep_fields_e2_m3_s3,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/verilog/ex203_bf16_log_sep_fields_e2_m3_s3.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/aigs/ex203_bf16_log_sep_fields_e2_m3_s3.aig,1,1,4584,17,77928,56948,1.368406,1,0,separate fields exp_hi=2 mant_hi=3 sign_hi=3 items=7963,ex201_ex204_frontend_semantic_continue_20260605_1732
ex203,ex203_bf16_log_hilo3_word_mode_bits_14_bh3,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,hilo3_word_mode_bits_14_bh3,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/verilog/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex203/aigs/ex203_bf16_log_hilo3_word_mode_bits_14_bh3.aig,1,1,4617,17,78489,56948,1.378257,1,0,hilo3 word mode base with bit overrides bits=14 bit_hi_bits=3 items=7676,ex201_ex204_frontend_semantic_continue_20260605_1732
ex204,ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,log2_arithbase_delta_hilo3_formula_bits_11_14,student/seeds/bf16/ex200_ex219_current/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14.v,student/seeds/bf16/ex200_ex219_current/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14.aig,1,1,1545,17,26265,15180,1.730237,0,0,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides= bit_items=0; formula bit overrides bits=11_14 bit_items=2,ex201_ex204_frontend_semantic_continue_20260605_1732
ex204,ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,log2_arithbase_delta_hilo3_bits_9_11_14_pla,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_pla.aig,1,1,1587,17,26979,15180,1.777273,0,0,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=9_11_14 bit_items=51,ex201_ex204_frontend_semantic_continue_20260605_1732
ex204,ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,delta_pair_first_hilo3_formula_bits_14,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/aigs/ex204_bf16_log2_delta_pair_first_hilo3_formula_bits_14.aig,1,1,1596,17,27132,15180,1.787352,0,0,delta pair base_policy=first delta_mode=hilo3 items=8847; formula bit overrides bits=14 bit_items=1,ex201_ex204_frontend_semantic_continue_20260605_1732
ex204,ex204_bf16_log2_delta_pair_first_hilo3_bits_14_bh3,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,delta_pair_first_hilo3_bits_14_bh3,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/verilog/ex204_bf16_log2_delta_pair_first_hilo3_bits_14_bh3.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/aigs/ex204_bf16_log2_delta_pair_first_hilo3_bits_14_bh3.aig,1,1,1597,17,27149,15180,1.788472,0,0,delta pair base_policy=first delta_mode=hilo3 items=8847; output bit overrides bits=14 bit_hi_bits=3 bit_items=11,ex201_ex204_frontend_semantic_continue_20260605_1732
ex204,ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/verilog/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14.v,student/work/ex201_ex204_frontend_semantic_continue_20260605_1732/ex204/aigs/ex204_bf16_log2_log2_arithbase_delta_hilo3_formulaeq_bits_9_11_14.aig,1,1,1528,18,27504,15180,1.811858,0,0,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides= bit_items=0; formula bit overrides bits=9_11_14 bit_items=3,ex201_ex204_frontend_semantic_continue_20260605_1732
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1,bf16_log10,log10,sep_fields_e3_m3_s0_bits_15_bh1,student/seeds/bf16/ex200_ex219_current/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1.v,student/seeds/bf16/ex200_ex219_current/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh1.aig,1,1,4463,17,75871,47128,1.609892,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=1 bit_items=8; curated_active_seed,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2,bf16_log10,log10,sep_fields_e3_m3_s0_bits_15_bh2,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh2.aig,1,1,4463,17,75871,47128,1.609892,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=2 bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh3,bf16_log10,log10,sep_fields_e3_m3_s0_bits_15_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh3.aig,1,1,4463,17,75871,47128,1.609892,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=3 bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh4,bf16_log10,log10,sep_fields_e3_m3_s0_bits_15_bh4,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_bh4.aig,1,1,4463,17,75871,47128,1.609892,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=4 bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_cmp,bf16_log10,log10,sep_fields_e3_m3_s0_bits_15_cmp,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_cmp.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_cmp.aig,1,1,4463,17,75871,47128,1.609892,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=cmp bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_pla,bf16_log10,log10,sep_fields_e3_m3_s0_bits_15_pla,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_pla.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_pla.aig,1,1,4463,17,75871,47128,1.609892,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=pla bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
