case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex242,ex242_semantic_div_field_sparse_synth_preset_aig,fp8_e4m3fn_div_low_over_high,semantic_div_field_sparse_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex242/verilog/ex242_semantic_div_field_sparse_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex242/aigs/ex242_semantic_div_field_sparse_synth_preset_aig.aig,1,1,1290,20,25800,11900,2.168067,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex241_ex242_frontend_fp8_bit_tables_20260608_1253/results/candidates.csv,student/work/ex241_ex242_frontend_fp8_bit_tables_20260608_1253/ex242/verilog/ex242_semantic_div_field_sparse.v,student/work/ex241_ex242_frontend_fp8_bit_tables_20260608_1253/ex242/aigs/ex242_semantic_div_field_sparse_synth_preset_aig.aig,division sparse nonzero table by exponent delta and operand significands
ex242,ex242_semantic_div_field_table_synth_preset_aig,fp8_e4m3fn_div_low_over_high,semantic_div_field_table_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex242/verilog/ex242_semantic_div_field_table_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex242/aigs/ex242_semantic_div_field_table_synth_preset_aig.aig,1,1,1290,20,25800,11900,2.168067,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex241_ex242_frontend_fp8_field_tables_20260608_1130/results/candidates.csv,student/work/ex241_ex242_frontend_fp8_field_tables_20260608_1130/ex242/verilog/ex242_semantic_div_field_table.v,student/work/ex241_ex242_frontend_fp8_field_tables_20260608_1130/ex242/aigs/ex242_semantic_div_field_table_synth_preset_aig.aig,semantic table by exponent delta and numerator/denominator significands
ex243,ex243_semantic_fmod_modsig_table_synth_preset_aig,fp8_e4m3fn_fmod_low_by_high_abs,semantic_fmod_modsig_table_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/verilog/ex243_semantic_fmod_modsig_table_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/aigs/ex243_semantic_fmod_modsig_table_synth_preset_aig.aig,1,1,2167,29,62843,53227,1.180660,1,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex240_ex243_frontend_fp8_arith_struct_20260608_1330/results/candidates.csv,student/work/ex240_ex243_frontend_fp8_arith_struct_20260608_1330/ex243/verilog/ex243_semantic_fmod_modsig_table.v,student/work/ex240_ex243_frontend_fp8_arith_struct_20260608_1330/ex243/aigs/ex243_semantic_fmod_modsig_table_synth_preset_aig.aig,
ex243,ex243_semantic_fmod_modsig_table_synth_preset,fp8_e4m3fn_fmod_low_by_high_abs,semantic_fmod_modsig_table_synth_preset,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/verilog/ex243_semantic_fmod_modsig_table_synth_preset.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/aigs/ex243_semantic_fmod_modsig_table_synth_preset.aig,1,1,2171,29,62959,53227,1.182840,1,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex241_ex242_ex243_frontend_fp8_nested_tables_20260608_1330/results/candidates.csv,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_20260608_1330/ex243/verilog/ex243_semantic_fmod_modsig_table.v,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_20260608_1330/ex243/aigs/ex243_semantic_fmod_modsig_table_synth_preset.aig,
ex243,ex243_semantic_fmod_modsig_table_abc_g_aig,fp8_e4m3fn_fmod_low_by_high_abs,semantic_fmod_modsig_table_abc_g_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/verilog/ex243_semantic_fmod_modsig_table_abc_g_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/aigs/ex243_semantic_fmod_modsig_table_abc_g_aig.aig,1,1,2222,29,64438,53227,1.210626,1,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/results/candidates.csv,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex243/verilog/ex243_semantic_fmod_modsig_table.v,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_fix_20260608_1330/ex243/aigs/ex243_semantic_fmod_modsig_table_abc_g_aig.aig,
ex243,ex243_semantic_fmod_modsig_formula_norm_synth_preset_aig,fp8_e4m3fn_fmod_low_by_high_abs,semantic_fmod_modsig_formula_norm_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/verilog/ex243_semantic_fmod_modsig_formula_norm_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex243/aigs/ex243_semantic_fmod_modsig_formula_norm_synth_preset_aig.aig,1,1,2178,30,65340,53227,1.227572,1,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex241_ex242_ex243_frontend_fp8_nested_tables_20260608_1330/results/candidates.csv,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_20260608_1330/ex243/verilog/ex243_semantic_fmod_modsig_formula_norm.v,student/work/ex241_ex242_ex243_frontend_fp8_nested_tables_20260608_1330/ex243/aigs/ex243_semantic_fmod_modsig_formula_norm_synth_preset_aig.aig,
ex244,ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset,fp8_e4m3fn_hypot_abs,semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/aigs/ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset.aig,1,1,307,34,10438,4272,2.443352,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex240_ex244_frontend_fp8_norm9_maxeffpack_20260608_1401/results/candidates.csv,student/work/ex240_ex244_frontend_fp8_norm9_maxeffpack_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v,student/work/ex240_ex244_frontend_fp8_norm9_maxeffpack_20260608_1401/ex244/aigs/ex244_semantic_hypot_delta_maxeff_bdd_expfirst_synth_preset.aig,
ex244,ex244_semantic_hypot_threshold_packed_synth_preset_aig,fp8_e4m3fn_hypot_abs,semantic_hypot_threshold_packed_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/verilog/ex244_semantic_hypot_threshold_packed_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/aigs/ex244_semantic_hypot_threshold_packed_synth_preset_aig.aig,1,1,286,39,11154,4272,2.610955,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex240_ex244_frontend_fp8_deeper_struct_20260608_1401/results/candidates.csv,student/work/ex240_ex244_frontend_fp8_deeper_struct_20260608_1401/ex244/verilog/ex244_semantic_hypot_threshold_packed.v,student/work/ex240_ex244_frontend_fp8_deeper_struct_20260608_1401/ex244/aigs/ex244_semantic_hypot_threshold_packed_synth_preset_aig.aig,
ex244,ex244_semantic_hypot_threshold_packed_synth_preset,fp8_e4m3fn_hypot_abs,semantic_hypot_threshold_packed_synth_preset,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/verilog/ex244_semantic_hypot_threshold_packed_synth_preset.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/aigs/ex244_semantic_hypot_threshold_packed_synth_preset.aig,1,1,289,40,11560,4272,2.705993,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/results/candidates.csv,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_threshold_packed.v,student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/aigs/ex244_semantic_hypot_threshold_packed_synth_preset.aig,
ex244,ex244_semantic_hypot_sig_gap_threshold_abc_g_aig,fp8_e4m3fn_hypot_abs,semantic_hypot_sig_gap_threshold_abc_g_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/verilog/ex244_semantic_hypot_sig_gap_threshold_abc_g_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex244/aigs/ex244_semantic_hypot_sig_gap_threshold_abc_g_aig.aig,1,1,320,37,11840,4272,2.771536,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex244_frontend_fp8_hypot_sig_orbits_20260608_1216/results/candidates.csv,student/work/ex244_frontend_fp8_hypot_sig_orbits_20260608_1216/ex244/verilog/ex244_semantic_hypot_sig_gap_threshold.v,student/work/ex244_frontend_fp8_hypot_sig_orbits_20260608_1216/ex244/aigs/ex244_semantic_hypot_sig_gap_threshold_abc_g_aig.aig,hypot exact sig/gap min-significand threshold runs with saturation cap
ex245,ex245_truth_bdd_interleave_synth_preset_aig,fp8_e5m2fn_add,truth_bdd_interleave_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/verilog/ex245_truth_bdd_interleave_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/aigs/ex245_truth_bdd_interleave_synth_preset_aig.aig,1,1,1481,23,34063,11050,3.082624,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex245_ex249_frontend_fp8_e5m2_curated_20260608_1715/results/candidates.csv,student/work/ex245_ex249_frontend_fp8_e5m2_deeper_20260608_1619/ex245/verilog/ex245_truth_bdd_interleave.v,student/work/ex245_ex249_frontend_fp8_e5m2_deeper_20260608_1619/ex245/aigs/ex245_truth_bdd_interleave_synth_preset_aig.aig,; curated_source_csv=student/runs/float_fp8/ex245_ex249_frontend_fp8_e5m2_deeper_20260608_1619/results/candidates.csv
ex245,ex245_truth_bdd_interleave_abc_g_aig,fp8_e5m2fn_add,truth_bdd_interleave_abc_g_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/verilog/ex245_truth_bdd_interleave_abc_g_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/aigs/ex245_truth_bdd_interleave_abc_g_aig.aig,1,1,1497,23,34431,11050,3.115928,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex245_ex249_frontend_fp8_e5m2_keybdd_threshold_20260608_1625/results/candidates.csv,student/work/ex245_ex249_frontend_fp8_e5m2_keybdd_threshold_20260608_1625/ex245/verilog/ex245_truth_bdd_interleave.v,student/work/ex245_ex249_frontend_fp8_e5m2_keybdd_threshold_20260608_1625/ex245/aigs/ex245_truth_bdd_interleave_abc_g_aig.aig,
ex245,ex245_truth_bdd_interleave_default,fp8_e5m2fn_add,truth_bdd_interleave_default,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/verilog/ex245_truth_bdd_interleave_default.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/aigs/ex245_truth_bdd_interleave_default.aig,1,1,1515,23,34845,11050,3.153394,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex245_frontend_fp8_e5m2_add_gap_class_fix_20260608_1705/results/candidates.csv,student/work/ex245_frontend_fp8_e5m2_add_gap_class_fix_20260608_1705/ex245/verilog/ex245_truth_bdd_interleave.v,student/work/ex245_frontend_fp8_e5m2_add_gap_class_fix_20260608_1705/ex245/aigs/ex245_truth_bdd_interleave_default.aig,
ex245,ex245_semantic_add_mag_bdd_interleave_synth_preset_aig,fp8_e5m2fn_add,semantic_add_mag_bdd_interleave_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/verilog/ex245_semantic_add_mag_bdd_interleave_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex245/aigs/ex245_semantic_add_mag_bdd_interleave_synth_preset_aig.aig,1,1,1175,35,41125,11050,3.721719,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex245_ex249_frontend_fp8_e5m2_keybdd_threshold_20260608_1625/results/candidates.csv,student/work/ex245_ex249_frontend_fp8_e5m2_keybdd_threshold_20260608_1625/ex245/verilog/ex245_semantic_add_mag_bdd_interleave.v,student/work/ex245_ex249_frontend_fp8_e5m2_keybdd_threshold_20260608_1625/ex245/aigs/ex245_semantic_add_mag_bdd_interleave_synth_preset_aig.aig,
ex246,ex246_semantic_mul_product_dc_seed12_set13to13_synth_preset_aig,fp8_e5m2fn_mul,semantic_mul_product_dc_seed12_set13to13_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set13to13_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set13to13_synth_preset_aig.aig,1,1,341,22,7502,2805,2.674510,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/results/candidates.csv,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set13to13.v,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set13to13_synth_preset_aig.aig,
ex246,ex246_semantic_mul_product_dc_seed12_set13to14_synth_preset_aig,fp8_e5m2fn_mul,semantic_mul_product_dc_seed12_set13to14_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set13to14_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set13to14_synth_preset_aig.aig,1,1,341,22,7502,2805,2.674510,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/results/candidates.csv,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set13to14.v,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set13to14_synth_preset_aig.aig,
ex246,ex246_semantic_mul_product_dc_seed12_set19to18_synth_preset_aig,fp8_e5m2fn_mul,semantic_mul_product_dc_seed12_set19to18_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set19to18_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set19to18_synth_preset_aig.aig,1,1,341,22,7502,2805,2.674510,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/results/candidates.csv,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set19to18.v,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set19to18_synth_preset_aig.aig,
ex246,ex246_semantic_mul_product_dc_seed12_set19to20_synth_preset_aig,fp8_e5m2fn_mul,semantic_mul_product_dc_seed12_set19to20_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set19to20_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set19to20_synth_preset_aig.aig,1,1,341,22,7502,2805,2.674510,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/results/candidates.csv,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set19to20.v,student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/aigs/ex246_semantic_mul_product_dc_seed12_set19to20_synth_preset_aig.aig,
ex247,ex247_semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig,fp8_e5m2fn_div_low_over_high,semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex247/verilog/ex247_semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig.v,student/seeds/float_fp8/ex240_ex254_backend_candidates_20260608_2327/ex247/aigs/ex247_semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig.aig,1,1,365,25,9125,2975,3.067227,0,0,semantic_exact,,verified_low_adp_distinct_verilog_alternative,run,student/runs/float_fp8/ex247_frontend_fp8_e5m2_bound_smallpat_order_20260608_2115/results/candidates.csv,student/work/ex247_frontend_fp8_e5m2_bound_smallpat_order_20260608_2115/ex247/verilog/ex247_semantic_div_bound_smallpat_nested_den_parallel.v,student/work/ex247_frontend_fp8_e5m2_bound_smallpat_order_20260608_2115/ex247/aigs/ex247_semantic_div_bound_smallpat_nested_den_parallel_synth_preset_aig.aig,
