case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,notes
ex202,ex202_bf16_exp10_pair_runs_base_bit10_override,bf16_exp10,pair_runs_base_bit10_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit10_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit10_override.aig,1,1,1,3670,17,62390,2.363,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit11_override,bf16_exp10,pair_runs_base_bit11_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit11_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit11_override.aig,1,1,1,3645,17,61965,2.270,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit12_override,bf16_exp10,pair_runs_base_bit12_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit12_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit12_override.aig,1,1,1,3667,17,62339,2.347,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit13_override,bf16_exp10,pair_runs_base_bit13_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit13_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit13_override.aig,1,1,1,3657,17,62169,2.337,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit14_override,bf16_exp10,pair_runs_base_bit14_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit14_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit14_override.aig,1,1,1,3701,17,62917,2.376,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit15_override,bf16_exp10,pair_runs_base_bit15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit15_override.aig,1,1,1,3651,17,62067,2.304,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit16_override,bf16_exp10,pair_runs_base_bit16_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit16_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit16_override.aig,1,1,1,3666,17,62322,2.677,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit17_override,bf16_exp10,pair_runs_base_bit17_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit17_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit17_override.aig,1,1,1,3666,17,62322,2.556,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit18_override,bf16_exp10,pair_runs_base_bit18_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit18_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit18_override.aig,1,1,1,3641,17,61897,2.566,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit19_override,bf16_exp10,pair_runs_base_bit19_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit19_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit19_override.aig,1,1,1,3657,17,62169,2.504,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit20_override,bf16_exp10,pair_runs_base_bit20_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit20_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit20_override.aig,1,1,1,3649,17,62033,2.542,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit21_override,bf16_exp10,pair_runs_base_bit21_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit21_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit21_override.aig,1,1,1,3666,17,62322,2.500,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit22_override,bf16_exp10,pair_runs_base_bit22_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit22_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit22_override.aig,1,1,1,3654,17,62118,2.535,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit23_override,bf16_exp10,pair_runs_base_bit23_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit23_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit23_override.aig,1,1,1,3656,17,62152,2.544,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit24_override,bf16_exp10,pair_runs_base_bit24_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit24_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit24_override.aig,1,1,1,3657,17,62169,2.410,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit25_override,bf16_exp10,pair_runs_base_bit25_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit25_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit25_override.aig,1,1,1,3664,17,62288,2.451,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit26_override,bf16_exp10,pair_runs_base_bit26_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit26_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit26_override.aig,1,1,1,3656,17,62152,2.417,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit27_override,bf16_exp10,pair_runs_base_bit27_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit27_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit27_override.aig,1,1,1,3668,17,62356,2.421,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit28_override,bf16_exp10,pair_runs_base_bit28_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit28_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit28_override.aig,1,1,1,3657,18,65826,2.412,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit29_override,bf16_exp10,pair_runs_base_bit29_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit29_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit29_override.aig,1,1,1,3647,17,61999,2.382,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit30_override,bf16_exp10,pair_runs_base_bit30_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit30_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit30_override.aig,1,1,1,3668,18,66024,2.321,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit31_override,bf16_exp10,pair_runs_base_bit31_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit31_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit31_override.aig,1,1,1,3651,17,62067,2.296,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
