case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,notes
ex204,ex204_bf16_log2_delta_pair_bit10_override,bf16_log2,delta_pair_bit10_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit10_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit10_override.aig,1,1,1,1663,19,31597,6.515,exp_mant_delta_pair base with pair bit 10 overridden
ex204,ex204_bf16_log2_delta_pair_bit11_override,bf16_log2,delta_pair_bit11_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit11_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit11_override.aig,1,1,1,1667,18,30006,6.683,exp_mant_delta_pair base with pair bit 11 overridden
ex204,ex204_bf16_log2_delta_pair_bit12_override,bf16_log2,delta_pair_bit12_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit12_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit12_override.aig,1,1,1,1667,18,30006,5.968,exp_mant_delta_pair base with pair bit 12 overridden
ex204,ex204_bf16_log2_delta_pair_bit13_override,bf16_log2,delta_pair_bit13_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit13_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit13_override.aig,1,1,1,1664,19,31616,5.869,exp_mant_delta_pair base with pair bit 13 overridden
ex204,ex204_bf16_log2_delta_pair_bit14_override,bf16_log2,delta_pair_bit14_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit14_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit14_override.aig,1,1,1,1663,19,31597,6.411,exp_mant_delta_pair base with pair bit 14 overridden
ex204,ex204_bf16_log2_delta_pair_bit15_override,bf16_log2,delta_pair_bit15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit15_override.aig,1,1,1,1680,19,31920,6.364,exp_mant_delta_pair base with pair bit 15 overridden
ex204,ex204_bf16_log2_delta_pair_bit16_override,bf16_log2,delta_pair_bit16_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit16_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit16_override.aig,1,1,1,1679,18,30222,6.394,exp_mant_delta_pair base with pair bit 16 overridden
ex204,ex204_bf16_log2_delta_pair_bit17_override,bf16_log2,delta_pair_bit17_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit17_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit17_override.aig,1,1,1,1679,18,30222,6.381,exp_mant_delta_pair base with pair bit 17 overridden
ex204,ex204_bf16_log2_delta_pair_bit18_override,bf16_log2,delta_pair_bit18_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit18_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit18_override.aig,1,1,1,1679,18,30222,6.431,exp_mant_delta_pair base with pair bit 18 overridden
ex204,ex204_bf16_log2_delta_pair_bit19_override,bf16_log2,delta_pair_bit19_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit19_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit19_override.aig,1,1,1,1679,18,30222,6.383,exp_mant_delta_pair base with pair bit 19 overridden
ex204,ex204_bf16_log2_delta_pair_bit20_override,bf16_log2,delta_pair_bit20_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit20_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit20_override.aig,1,1,1,1679,18,30222,6.508,exp_mant_delta_pair base with pair bit 20 overridden
ex204,ex204_bf16_log2_delta_pair_bit21_override,bf16_log2,delta_pair_bit21_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit21_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit21_override.aig,1,1,1,1679,18,30222,5.712,exp_mant_delta_pair base with pair bit 21 overridden
ex204,ex204_bf16_log2_delta_pair_bit22_override,bf16_log2,delta_pair_bit22_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit22_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit22_override.aig,1,1,1,1674,19,31806,6.321,exp_mant_delta_pair base with pair bit 22 overridden
ex204,ex204_bf16_log2_delta_pair_bit23_override,bf16_log2,delta_pair_bit23_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit23_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit23_override.aig,1,1,1,1679,18,30222,6.466,exp_mant_delta_pair base with pair bit 23 overridden
ex204,ex204_bf16_log2_delta_pair_bit24_override,bf16_log2,delta_pair_bit24_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit24_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit24_override.aig,1,1,1,1679,18,30222,6.396,exp_mant_delta_pair base with pair bit 24 overridden
ex204,ex204_bf16_log2_delta_pair_bit25_override,bf16_log2,delta_pair_bit25_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit25_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit25_override.aig,1,1,1,1679,18,30222,6.390,exp_mant_delta_pair base with pair bit 25 overridden
ex204,ex204_bf16_log2_delta_pair_bit26_override,bf16_log2,delta_pair_bit26_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit26_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit26_override.aig,1,1,1,1679,18,30222,6.141,exp_mant_delta_pair base with pair bit 26 overridden
ex204,ex204_bf16_log2_delta_pair_bit27_override,bf16_log2,delta_pair_bit27_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit27_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit27_override.aig,1,1,1,1675,18,30150,6.350,exp_mant_delta_pair base with pair bit 27 overridden
ex204,ex204_bf16_log2_delta_pair_bit28_override,bf16_log2,delta_pair_bit28_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit28_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit28_override.aig,1,1,1,1675,18,30150,6.296,exp_mant_delta_pair base with pair bit 28 overridden
ex204,ex204_bf16_log2_delta_pair_bit29_override,bf16_log2,delta_pair_bit29_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit29_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit29_override.aig,1,1,1,1675,18,30150,6.240,exp_mant_delta_pair base with pair bit 29 overridden
ex204,ex204_bf16_log2_delta_pair_bit30_override,bf16_log2,delta_pair_bit30_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit30_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit30_override.aig,1,1,1,1679,18,30222,6.291,exp_mant_delta_pair base with pair bit 30 overridden
ex204,ex204_bf16_log2_delta_pair_bit31_override,bf16_log2,delta_pair_bit31_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/verilog/ex204_bf16_log2_delta_pair_bit31_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex204/aigs/ex204_bf16_log2_delta_pair_bit31_override.aig,1,1,1,1680,19,31920,5.877,exp_mant_delta_pair base with pair bit 31 overridden
