case,domain,agent_id,candidate_id,simulator,result,log_path,notes
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_logcode_subnormal_synth_preset_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex246,float_fp8,fp8-worst-r27,ex246_r27_mul_logcode_subnormal_abc_g_and,,,,Official evaluate.py was run for final equivalence/QoR.
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_nested_num_bound_residual_abc_g_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_nested_num_bound_residual_synth_preset_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_nested_num_bound_residual_abc_g_and,,,,Official evaluate.py was run for final equivalence/QoR.
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_minlogic_selected_bits_abc_g_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_minlogic_selected_bits_synth_preset_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_minlogic_selected_bits_abc_g_and,,,,Official evaluate.py was run for final equivalence/QoR.
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_grouped_sigpair_programs_abc_g_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_grouped_sigpair_programs_synth_preset_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_grouped_sigpair_programs_abc_g_and,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_threshold_abc_g_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_threshold_synth_preset_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_threshold_abc_g_and,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_predicate_bits_abc_g_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_predicate_bits_synth_preset_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_predicate_bits_abc_g_and,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_small_increment_bits_abc_g_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_small_increment_bits_synth_preset_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_small_increment_bits_abc_g_and,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_active_table_abc_g_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_active_table_synth_preset_aig,,,,Official evaluate.py was run for final equivalence/QoR.
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_active_table_abc_g_and,,,,Official evaluate.py was run for final equivalence/QoR.
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_low_abc_g_aig,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_low_synth_preset,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_middle_abc_g_aig,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_middle_synth_preset,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_high_abc_g_aig,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_high_synth_preset,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits0,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits1,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits2,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits3,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits4,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits5,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits6,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits7,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits8,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits9,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits10,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits11,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits0_4_8,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits1_5_9,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits2_6_10,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits3_7_11,none,,,official evaluate.py used as final authority; generated wrappers are exact by construction or from exact source modules
ex297,unknown,unknown-symbol-r27,ex297_r27_adjrec_cell_default_d20_abc_g_aig_d20,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex297/logs/ex297_r27_adjrec_cell_default_d20_abc_g_aig_d20.evaluate.py.log,official evaluate used as final check
ex297,unknown,unknown-symbol-r27,ex297_r27_phase_anf2_mod4_residual_abc_g_aig,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex297/logs/ex297_r27_phase_anf2_mod4_residual_abc_g_aig.evaluate.py.log,official evaluate used as final check
ex297,unknown,unknown-symbol-r27,ex297_r27_phase_mix_cluster_cell_residual_d20_abc_g_aig_d20,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex297/logs/ex297_r27_phase_mix_cluster_cell_residual_d20_abc_g_aig_d20.evaluate.py.log,official evaluate used as final check
ex299,unknown,unknown-symbol-r27,ex299_r27_phase_anf1_fullword_residual_abc_g_aig,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex299/logs/ex299_r27_phase_anf1_fullword_residual_abc_g_aig.evaluate.py.log,official evaluate used as final check
ex299,unknown,unknown-symbol-r27,ex299_r27_phase_mix_fullword_split_abc_g_aig,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-symbol-r27/ex299/logs/ex299_r27_phase_mix_fullword_split_abc_g_aig.evaluate.py.log,official evaluate used as final check
