case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,observed_sharing,area_delay_tradeoff,notes
ex242,float_fp8,fp8-semantic-r27,E4M3FN division with formulaic bit exceptions,quotient formula plus bit-level boundary exceptions,"shared divide special shell, exponent delta, numerator/denominator significands, exception predicates",,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=3.173; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_sem_formula_bit_exception_synth_preset_aig_D16.yosys.log
ex242,float_fp8,fp8-semantic-r27,E4M3FN division with formulaic bit exceptions,quotient formula plus bit-level boundary exceptions,"shared divide special shell, exponent delta, numerator/denominator significands, exception predicates",,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=2.998; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_sem_formula_bit_exception_synth_preset_aig_D20.yosys.log
ex242,float_fp8,fp8-semantic-r27,E4M3FN division with formulaic bit exceptions,quotient formula plus bit-level boundary exceptions,"shared divide special shell, exponent delta, numerator/denominator significands, exception predicates",,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=2.541; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_sem_formula_bit_exception_abc_g_aig_D20.yosys.log
ex244,float_fp8,fp8-semantic-r27,E4M3FN hypot with packed threshold delta predicates,small-gap threshold table independent of full max/min magnitude table,"shared abs max/min compare, effective exponent/significand, small-gap delta thresholds, saturation guard",,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=0.926; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_sem_threshold_packed_synth_preset_aig_D16.yosys.log
ex244,float_fp8,fp8-semantic-r27,E4M3FN hypot with packed threshold delta predicates,small-gap threshold table independent of full max/min magnitude table,"shared abs max/min compare, effective exponent/significand, small-gap delta thresholds, saturation guard",,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=0.925; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_sem_threshold_packed_synth_preset_aig_D20.yosys.log
ex244,float_fp8,fp8-semantic-r27,E4M3FN hypot with packed threshold delta predicates,small-gap threshold table independent of full max/min magnitude table,"shared abs max/min compare, effective exponent/significand, small-gap delta thresholds, saturation guard",,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=0.812; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_sem_threshold_packed_abc_g_aig_D20.yosys.log
ex244,float_fp8,fp8-semantic-r27,E4M3FN hypot with max exponent threshold packing,threshold-packed small-gap delta carrying max exponent context,"shared max/min decode, max_eff context, sig/gap threshold rows, saturating add",,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=1.085; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_sem_threshold_maxeff_synth_preset_aig_D16.yosys.log
ex244,float_fp8,fp8-semantic-r27,E4M3FN hypot with max exponent threshold packing,threshold-packed small-gap delta carrying max exponent context,"shared max/min decode, max_eff context, sig/gap threshold rows, saturating add",,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=1.183; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_sem_threshold_maxeff_synth_preset_aig_D20.yosys.log
ex244,float_fp8,fp8-semantic-r27,E4M3FN hypot with max exponent threshold packing,threshold-packed small-gap delta carrying max exponent context,"shared max/min decode, max_eff context, sig/gap threshold rows, saturating add",,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=0.933; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_sem_threshold_maxeff_abc_g_aig_D20.yosys.log
ex245,float_fp8,fp8-semantic-r27,E5M2FN add with formulaic gap-limited normalizer,formulaic gap4 normalizer instead of direct active table replay,"shared sign/max/min/gap/sig decode, gap bypass, compact same/diff normalizer",,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=1.522; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_sem_gap4_norm_synth_preset_aig_D16.yosys.log
ex245,float_fp8,fp8-semantic-r27,E5M2FN add with formulaic gap-limited normalizer,formulaic gap4 normalizer instead of direct active table replay,"shared sign/max/min/gap/sig decode, gap bypass, compact same/diff normalizer",,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=1.514; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_sem_gap4_norm_synth_preset_aig_D20.yosys.log
ex245,float_fp8,fp8-semantic-r27,E5M2FN add with formulaic gap-limited normalizer,formulaic gap4 normalizer instead of direct active table replay,"shared sign/max/min/gap/sig decode, gap bypass, compact same/diff normalizer",,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=1.306; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_sem_gap4_norm_abc_g_aig_D20.yosys.log
ex245,float_fp8,fp8-semantic-r27,E5M2FN add with shared gap class formulas,same/diff gap class formulas with shared field decode,"shared NaN/signed-zero shell, max/min compare, gap and sig class formulas",,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=2.325; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_sem_gap_class_synth_preset_aig_D16.yosys.log
ex245,float_fp8,fp8-semantic-r27,E5M2FN add with shared gap class formulas,same/diff gap class formulas with shared field decode,"shared NaN/signed-zero shell, max/min compare, gap and sig class formulas",,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=2.337; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_sem_gap_class_synth_preset_aig_D20.yosys.log
ex245,float_fp8,fp8-semantic-r27,E5M2FN add with shared gap class formulas,same/diff gap class formulas with shared field decode,"shared NaN/signed-zero shell, max/min compare, gap and sig class formulas",,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=1.979; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_sem_gap_class_abc_g_aig_D20.yosys.log
ex240,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=1.480; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/logs/ex240_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log
ex240,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=1.466; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/logs/ex240_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log
ex240,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=1.355; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex240/logs/ex240_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log
ex241,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=1.646; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log
ex241,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=1.634; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log
ex241,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=1.602; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log
ex242,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=1.910; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log
ex242,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=1.910; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log
ex242,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=1.636; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log
ex244,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=0.870; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log
ex244,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=0.855; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log
ex244,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=0.738; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log
ex245,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=2.234; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log
ex245,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=2.241; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log
ex245,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,current best semantic Verilog with ABC delay target pressure,keeps existing shared FP8 field decode and semantic predicates; changes frontend synth objective only,,,,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=2.017; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,seed12 product-class grouped by identical magnitude programs,"shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs","ex246|E5M2FN packed multiply|seed12 product-class grouped by identical magnitude programs|shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|grouped_product_class_magnitude|fp8_worst_r27",equivalent,353/25/8825,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.906; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,seed12 product-class grouped by identical magnitude programs,"shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs","ex246|E5M2FN packed multiply|seed12 product-class grouped by identical magnitude programs|shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|grouped_product_class_magnitude|fp8_worst_r27",equivalent,351/24/8424,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.077; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_synth_preset_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,seed12 product-class grouped by identical magnitude programs,"shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs","ex246|E5M2FN packed multiply|seed12 product-class grouped by identical magnitude programs|shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|grouped_product_class_magnitude|fp8_worst_r27",equivalent,355/25/8875,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.882; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_and.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,selected-bit minimized residual for zero/sat/bias/mant/low underflow,shared sigpair decode and minimized selected-bit correction predicates,ex246|E5M2FN packed multiply|selected-bit minimized residual for zero/sat/bias/mant/low underflow|shared sigpair decode and minimized selected-bit correction predicates|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|selected_bit_residual_magnitude|fp8_worst_r27,equivalent,462/25/11550,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.813; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,selected-bit minimized residual for zero/sat/bias/mant/low underflow,shared sigpair decode and minimized selected-bit correction predicates,ex246|E5M2FN packed multiply|selected-bit minimized residual for zero/sat/bias/mant/low underflow|shared sigpair decode and minimized selected-bit correction predicates|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|selected_bit_residual_magnitude|fp8_worst_r27,equivalent,426/25/10650,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.976; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_synth_preset_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,selected-bit minimized residual for zero/sat/bias/mant/low underflow,shared sigpair decode and minimized selected-bit correction predicates,ex246|E5M2FN packed multiply|selected-bit minimized residual for zero/sat/bias/mant/low underflow|shared sigpair decode and minimized selected-bit correction predicates|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|selected_bit_residual_magnitude|fp8_worst_r27,equivalent,471/26/12246,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.905; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_and.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,compact product threshold buckets with local low-boundary correction,"shared product threshold, exponent bucket, and low-step residual table","ex246|E5M2FN packed multiply|compact product threshold buckets with local low-boundary correction|shared product threshold, exponent bucket, and low-step residual table|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|threshold_bucket_magnitude|fp8_worst_r27",equivalent,402/35/14070,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.837; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,compact product threshold buckets with local low-boundary correction,"shared product threshold, exponent bucket, and low-step residual table","ex246|E5M2FN packed multiply|compact product threshold buckets with local low-boundary correction|shared product threshold, exponent bucket, and low-step residual table|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|threshold_bucket_magnitude|fp8_worst_r27",equivalent,387/36/13932,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.025; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_synth_preset_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,compact product threshold buckets with local low-boundary correction,"shared product threshold, exponent bucket, and low-step residual table","ex246|E5M2FN packed multiply|compact product threshold buckets with local low-boundary correction|shared product threshold, exponent bucket, and low-step residual table|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|threshold_bucket_magnitude|fp8_worst_r27",equivalent,413/35/14455,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.841; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_and.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,log-coded normal-normal path plus subnormal boundary tables,shared raw exponent/mantissa code and selected subnormal correction tables,ex246|E5M2FN packed multiply|log-coded normal-normal path plus subnormal boundary tables|shared raw exponent/mantissa code and selected subnormal correction tables|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|logcode_boundary_magnitude|fp8_worst_r27,equivalent,467/25/11675,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.815; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_aig.yosys.log
