case,domain,agent_id,candidate_id,simulation_status,sim_log,notes,log_path,method_signature,simulation_type,rows_checked
ex295,unknown,unknown-large-r26,ex295_r26_cellprefix_mod4_descriptor_mod4_output_planes_abc_g_aig,1,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex295/notes/ex295_r26_cellprefix_mod4_descriptor_mod4_output_planes.model_check.json,exact Python model over 4096 rows,,,exhaustive_python_truth_model_before_synth,
ex292,unknown,unknown-large-r26,ex292_r26_stride2prefix_mod4_output_planes_abc_g_aig,1,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/notes/ex292_r26_stride2prefix_mod4_output_planes.model_check.json,exact Python model over 16384 rows,,,exhaustive_python_truth_model_before_synth,
ex292,unknown,unknown-large-r26,ex292_r26_stride2suffix_adjacent_adjacent_pairs_abc_g_aig,1,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/notes/ex292_r26_stride2suffix_adjacent_adjacent_pairs.model_check.json,exact Python model over 16384 rows,,,exhaustive_python_truth_model_before_synth,
ex292,unknown,unknown-large-r26,ex292_r26_stride2prefix_xorrotr2_residual_mod4_output_planes_abc_g_aig,1,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/notes/ex292_r26_stride2prefix_xorrotr2_residual_mod4_output_planes.model_check.json,exact Python model over 16384 rows,,,exhaustive_python_truth_model_before_synth,
ex286,unknown,unknown-sym-r26,ex286_r26_pairfield_shared_bdd,not_run,,,,,,
ex286,unknown,unknown-sym-r26,ex286_r26_pairfield_split_bdd,not_run,,,,,,
ex287,unknown,unknown-sym-r26,ex287_r26_pairfield_shared_bdd,not_run,,,,,,
ex287,unknown,unknown-sym-r26,ex287_r26_pairfield_split_bdd,not_run,,,,,,
ex285,unknown,unknown-sym-r26,ex285_r26_pairfield_shared_bdd,not_run,,,,,,
ex285,unknown,unknown-sym-r26,ex285_r26_pairfield_split_bdd,not_run,,,,,,
ex288,unknown,unknown-sym-r26,ex288_r26_pairfield_shared_bdd,not_run,,,,,,
ex288,unknown,unknown-sym-r26,ex288_r26_pairfield_split_bdd,not_run,,,,,,
ex240,float_fp8,fp8-r26,ex240_r26_samedelta_diffdirect_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex240,float_fp8,fp8-r26,ex240_r26_samedelta_diffdirect_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex240,float_fp8,fp8-r26,ex240_r26_samegrs_diffgrs_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex240,float_fp8,fp8-r26,ex240_r26_samegrs_diffgrs_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex241,float_fp8,fp8-r26,ex241_r26_product_dc_low_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex241,float_fp8,fp8-r26,ex241_r26_product_dc_low_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex241,float_fp8,fp8-r26,ex241_r26_product_bit_exception_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex241,float_fp8,fp8-r26,ex241_r26_product_bit_exception_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex242,float_fp8,fp8-r26,ex242_r26_bound_direct_nested_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex242,float_fp8,fp8-r26,ex242_r26_bound_direct_nested_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex242,float_fp8,fp8-r26,ex242_r26_formula_bit_exception_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex242,float_fp8,fp8-r26,ex242_r26_formula_bit_exception_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex244,float_fp8,fp8-r26,ex244_r26_threshold_packed_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex244,float_fp8,fp8-r26,ex244_r26_threshold_packed_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex244,float_fp8,fp8-r26,ex244_r26_threshold_maxeff_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex244,float_fp8,fp8-r26,ex244_r26_threshold_maxeff_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex245,float_fp8,fp8-r26,ex245_r26_gap4_norm_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex245,float_fp8,fp8-r26,ex245_r26_gap4_norm_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex245,float_fp8,fp8-r26,ex245_r26_gap_class_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex245,float_fp8,fp8-r26,ex245_r26_gap_class_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex246,float_fp8,fp8-r26,ex246_r26_qclass_seed12_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex246,float_fp8,fp8-r26,ex246_r26_qclass_seed12_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex246,float_fp8,fp8-r26,ex246_r26_bound_seed12_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex246,float_fp8,fp8-r26,ex246_r26_bound_seed12_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex247,float_fp8,fp8-r26,ex247_r26_qclass_nested_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex247,float_fp8,fp8-r26,ex247_r26_qclass_nested_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex247,float_fp8,fp8-r26,ex247_r26_bound_nested_num_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex247,float_fp8,fp8-r26,ex247_r26_bound_nested_num_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex248,float_fp8,fp8-r26,ex248_r26_periodic_formula_norm_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex248,float_fp8,fp8-r26,ex248_r26_periodic_formula_norm_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex248,float_fp8,fp8-r26,ex248_r26_modsig_nested_delta_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex248,float_fp8,fp8-r26,ex248_r26_modsig_nested_delta_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex249,float_fp8,fp8-r26,ex249_r26_threshold_formula_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex249,float_fp8,fp8-r26,ex249_r26_threshold_formula_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex249,float_fp8,fp8-r26,ex249_r26_threshold_case_abc_g_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex249,float_fp8,fp8-r26,ex249_r26_threshold_case_synth_preset_aig,not_run,,No iverilog simulation; official evaluate.py was run for final authority.,,,,
ex204,bf16,mixed-r26,ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_gates,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex218,bf16,mixed-r26,ex218_r26_bf16_recip_cube_hand_recip_cube_guard_lut_normal_first_abc_g_gates,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex218,bf16,mixed-r26,ex218_r26_bf16_recip_cube_delta_pair_mode_hilo4_bits_8_15_bh2_abc_g_gates,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex260,integer,mixed-r26,ex260_r26_signed_mul_baugh_wooley_wallace_rev_hcla4_abc_g_gates,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex260,integer,mixed-r26,ex260_r26_signed_mul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex266,integer,mixed-r26,ex266_r26_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d10,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex266,integer,mixed-r26,ex266_r26_int_highgap_udiv_cof_bhi2_blo1_a_hi1_wordmux_abc_g_aig,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex273,integer,mixed-r26,ex273_r26_square_frontend_hybrid_bddtop4_trunc_csel3_synth_preset_d32,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex273,integer,mixed-r26,ex273_r26_square_frontend_wallace_square_outside_csel4_abc_g_gates,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex274,integer,mixed-r26,ex274_r26_square_frontend_hybrid_bddtop2_trunc_csel3_synth_preset_d40,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex274,integer,mixed-r26,ex274_r26_square_frontend_wallace_square_outside_csel4_abc_g_gates,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex204,bf16,mixed-r26,ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_pla_abc_g_gates,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex204,bf16,mixed-r26,ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_runs_abc_g_gates,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex260,integer,mixed-r26,ex260_r26_signed_mul_baugh_wooley_wallace_rev_hcla4_synth_preset_d9,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex266,integer,mixed-r26,ex266_r26_int_highgap_udiv_ex266_hybrid_top1_a43_synth_preset_d10,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex273,integer,mixed-r26,ex273_r26_square_frontend_hybrid_bddtop4_order_outside_synth_preset_d32,not_run,,debug simulation skipped; official evaluate.py is final,,,,
ex274,integer,mixed-r26,ex274_r26_square_frontend_hybrid_bddtop2_trunc_order_outside_synth_preset_d40,not_run,,debug simulation skipped; official evaluate.py is final,,,,
