case,domain,agent_id,candidate_id,hypothesis,variant,method_signature,representation,shared_structure,synth_flow,semantics,output_grouping,verilog_path,aig_path,evaluate_log,verified_truth,equivalent,area,delay,adp,current_frontend_adp,reference_adp,beats_current_frontend,beats_reference,notes,sharing_strategy,simulation_pass,synthesized,current_overall_adp,beats_frontend,beats_overall,yosys_log,official_output_dir,runtime_sec
ex295,unknown,unknown-large-r26,ex295_r26_cellprefix_mod4_descriptor_mod4_output_planes_abc_g_aig,nonlocal descriptor basis with grouped BDD roots,abc_g_aig,ex295|nonlocal_descriptor_basis_with_grouped_BDD_roots|cell_prefix_bridge_descriptor_grouped_bdd|shared_cell_prefix_bridge_key_wires_and_grouped_multi-output_BDD_roots|abc_g_aig|official_truth_exact_transformed_descriptor|mod4_output_planes,cell_prefix_bridge_descriptor_grouped_bdd,shared cell_prefix_bridge key wires and grouped multi-output BDD roots,yosys abc -g aig,official_truth_exact_transformed_descriptor,mod4_output_planes,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex295/verilog/ex295_r26_cellprefix_mod4_descriptor_mod4_output_planes.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex295/eval/ex295_r26_cellprefix_mod4_descriptor_mod4_output_planes_abc_g_aig/ex295.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex295/logs/ex295_r26_cellprefix_mod4_descriptor_mod4_output_planes_abc_g_aig.evaluate.py.log,1,1,9977,23,229471,123270,68064,0,0,official evaluate.py OK; key_kind=cell_prefix_bridge; base_kind=none; group_name=mod4_output_planes; groups=0:4:8/1:5:9/2:6:10/3:7:11; bdd_nodes=6507; order=0:1:10:11:2:3:8:9:4:5:6:7,shared cell_prefix_bridge key wires and grouped multi-output BDD roots,1,1,,0,,,,4.591
ex292,unknown,unknown-large-r26,ex292_r26_stride2prefix_mod4_output_planes_abc_g_aig,nonlocal descriptor basis with grouped BDD roots,abc_g_aig,ex292|nonlocal_descriptor_basis_with_grouped_BDD_roots|stride2_prefix_delta_descriptor_grouped_bdd|shared_stride2_prefix_delta_key_wires_and_grouped_multi-output_BDD_roots|abc_g_aig|official_truth_exact_transformed_descriptor|mod4_output_planes,stride2_prefix_delta_descriptor_grouped_bdd,shared stride2_prefix_delta key wires and grouped multi-output BDD roots,yosys abc -g aig,official_truth_exact_transformed_descriptor,mod4_output_planes,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/verilog/ex292_r26_stride2prefix_mod4_output_planes.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/eval/ex292_r26_stride2prefix_mod4_output_planes_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/logs/ex292_r26_stride2prefix_mod4_output_planes_abc_g_aig.evaluate.py.log,1,1,25046,25,626150,135780,84854,0,0,official evaluate.py OK; key_kind=stride2_prefix_delta; base_kind=none; group_name=mod4_output_planes; groups=0:4:8:12/1:5:9:13/2:6:10/3:7:11; bdd_nodes=16765; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,shared stride2_prefix_delta key wires and grouped multi-output BDD roots,1,1,,0,,,,14.205
ex292,unknown,unknown-large-r26,ex292_r26_stride2suffix_adjacent_adjacent_pairs_abc_g_aig,nonlocal descriptor basis with grouped BDD roots,abc_g_aig,ex292|nonlocal_descriptor_basis_with_grouped_BDD_roots|stride2_suffix_delta_descriptor_grouped_bdd|shared_stride2_suffix_delta_key_wires_and_grouped_multi-output_BDD_roots|abc_g_aig|official_truth_exact_transformed_descriptor|adjacent_pairs,stride2_suffix_delta_descriptor_grouped_bdd,shared stride2_suffix_delta key wires and grouped multi-output BDD roots,yosys abc -g aig,official_truth_exact_transformed_descriptor,adjacent_pairs,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/verilog/ex292_r26_stride2suffix_adjacent_adjacent_pairs.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/eval/ex292_r26_stride2suffix_adjacent_adjacent_pairs_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/logs/ex292_r26_stride2suffix_adjacent_adjacent_pairs_abc_g_aig.evaluate.py.log,1,1,24241,26,630266,135780,84854,0,0,official evaluate.py OK; key_kind=stride2_suffix_delta; base_kind=none; group_name=adjacent_pairs; groups=0:1/2:3/4:5/6:7/8:9/10:11/12:13; bdd_nodes=17288; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,shared stride2_suffix_delta key wires and grouped multi-output BDD roots,1,1,,0,,,,14.500
ex292,unknown,unknown-large-r26,ex292_r26_stride2prefix_xorrotr2_residual_mod4_output_planes_abc_g_aig,sparse correction over a shared linear/rotation base,abc_g_aig,ex292|sparse_correction_over_a_shared_linear_rotation_base|stride2_prefix_delta_xor_rotr2_residual_bdd|shared_stride2_prefix_delta_key_wires_plus_xor_rotr2_base_and_grouped_residual_BDD_roots|abc_g_aig|official_truth_exact_transformed_residual|mod4_output_planes,stride2_prefix_delta_xor_rotr2_residual_bdd,shared stride2_prefix_delta key wires plus xor_rotr2 base and grouped residual BDD roots,yosys abc -g aig,official_truth_exact_transformed_residual,mod4_output_planes,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/verilog/ex292_r26_stride2prefix_xorrotr2_residual_mod4_output_planes.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/eval/ex292_r26_stride2prefix_xorrotr2_residual_mod4_output_planes_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-large-r26/ex292/logs/ex292_r26_stride2prefix_xorrotr2_residual_mod4_output_planes_abc_g_aig.evaluate.py.log,1,1,27435,28,768180,135780,84854,0,0,official evaluate.py OK; key_kind=stride2_prefix_delta; base_kind=xor_rotr2; group_name=mod4_output_planes; groups=0:4:8:12/1:5:9:13/2:6:10/3:7:11; bdd_nodes=17630; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,shared stride2_prefix_delta key wires plus xor_rotr2 base and grouped residual BDD roots,1,1,,0,,,,15.371
ex286,unknown,unknown-sym-r26,ex286_r26_pairfield_shared_bdd,hamming_weight_preserving_lossy_routing_normalizer,pairfield_shared_bdd,ex286|hamming_weight_preserving_lossy_routing_normalizer|component_pairfield_shared_bdd|adjacent_pair_count_orientation_single_node_pool|yosys_abc_g_aig|official_evaluate|pairfield_reconstruction,,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex286/verilog/ex286_r26_pairfield_shared_bdd.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex286/aigs/ex286_r26_pairfield_shared_bdd.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex286/logs/ex286_r26_pairfield_shared_bdd.evaluate.py.log,1,1,2308,21,48468,20190,2376,0,0,official evaluate.py OK,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,,1,,0,,,,
ex286,unknown,unknown-sym-r26,ex286_r26_pairfield_split_bdd,hamming_weight_preserving_lossy_routing_normalizer,pairfield_split_bdd,ex286|hamming_weight_preserving_lossy_routing_normalizer|component_pairfield_split_bdd|separate_pair_count_and_orientation_node_pools|yosys_abc_g_aig|official_evaluate|pairfield_reconstruction,,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex286/verilog/ex286_r26_pairfield_split_bdd.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex286/aigs/ex286_r26_pairfield_split_bdd.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex286/logs/ex286_r26_pairfield_split_bdd.evaluate.py.log,1,1,2308,21,48468,20190,2376,0,0,official evaluate.py OK,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,,1,,0,,,,
ex287,unknown,unknown-sym-r26,ex287_r26_pairfield_shared_bdd,hamming_weight_preserving_lossy_routing_normalizer,pairfield_shared_bdd,ex287|hamming_weight_preserving_lossy_routing_normalizer|component_pairfield_shared_bdd|adjacent_pair_count_orientation_single_node_pool|yosys_abc_g_aig|official_evaluate|pairfield_reconstruction,,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex287/verilog/ex287_r26_pairfield_shared_bdd.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex287/aigs/ex287_r26_pairfield_shared_bdd.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex287/logs/ex287_r26_pairfield_shared_bdd.evaluate.py.log,1,1,1577,22,34694,27390,5782,0,0,official evaluate.py OK,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,,1,,0,,,,
ex287,unknown,unknown-sym-r26,ex287_r26_pairfield_split_bdd,hamming_weight_preserving_lossy_routing_normalizer,pairfield_split_bdd,ex287|hamming_weight_preserving_lossy_routing_normalizer|component_pairfield_split_bdd|separate_pair_count_and_orientation_node_pools|yosys_abc_g_aig|official_evaluate|pairfield_reconstruction,,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex287/verilog/ex287_r26_pairfield_split_bdd.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex287/aigs/ex287_r26_pairfield_split_bdd.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex287/logs/ex287_r26_pairfield_split_bdd.evaluate.py.log,1,1,1591,21,33411,27390,5782,0,0,official evaluate.py OK,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,,1,,0,,,,
ex285,unknown,unknown-sym-r26,ex285_r26_pairfield_shared_bdd,hamming_weight_preserving_lossy_routing_normalizer,pairfield_shared_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|component_pairfield_shared_bdd|adjacent_pair_count_orientation_single_node_pool|yosys_abc_g_aig|official_evaluate|pairfield_reconstruction,,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex285/verilog/ex285_r26_pairfield_shared_bdd.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex285/aigs/ex285_r26_pairfield_shared_bdd.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex285/logs/ex285_r26_pairfield_shared_bdd.evaluate.py.log,1,1,1488,19,28272,13175,5499,0,0,official evaluate.py OK,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,,1,,0,,,,
ex285,unknown,unknown-sym-r26,ex285_r26_pairfield_split_bdd,hamming_weight_preserving_lossy_routing_normalizer,pairfield_split_bdd,ex285|hamming_weight_preserving_lossy_routing_normalizer|component_pairfield_split_bdd|separate_pair_count_and_orientation_node_pools|yosys_abc_g_aig|official_evaluate|pairfield_reconstruction,,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex285/verilog/ex285_r26_pairfield_split_bdd.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex285/aigs/ex285_r26_pairfield_split_bdd.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex285/logs/ex285_r26_pairfield_split_bdd.evaluate.py.log,1,1,1515,18,27270,13175,5499,0,0,official evaluate.py OK,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,,1,,0,,,,
