case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_split_delta_pred_default_raw,FP8 source predicate/table restructuring,ex249_split_delta_pred + default + raw,split delta table into shared inc1/inc2 predicates,ex249|fp8_source_restructure|ex249_split_delta_pred|split_delta_table_into_shared_inc1_inc2_predicates|default|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/verilog/ex249_split_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/aigs/ex249_ex249_split_delta_pred_default_raw.aig,1,not_run,193,28,5404,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_split_delta_pred_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.abc.log; synth_sec=0.192; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_split_delta_pred_synth_preset_compress2rs_area,FP8 source predicate/table restructuring,ex249_split_delta_pred + synth_preset + compress2rs_area,split delta table into shared inc1/inc2 predicates,ex249|fp8_source_restructure|ex249_split_delta_pred|split_delta_table_into_shared_inc1_inc2_predicates|synth_preset|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/verilog/ex249_split_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/aigs/ex249_ex249_split_delta_pred_synth_preset_compress2rs_area.aig,1,not_run,176,29,5104,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_split_delta_pred_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_synth_preset_compress2rs_area.abc.log; synth_sec=0.292; abc_sec=0.078; eval_sec=0.450
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_default_raw,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + default + raw,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|default|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_default_raw.aig,1,not_run,203,30,6090,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_default_raw.abc.log; synth_sec=0.189; abc_sec=0.000; eval_sec=0.450
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_default_resyn2rs_area,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + default + resyn2rs_area,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|default|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_default_resyn2rs_area.aig,1,not_run,177,26,4602,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_default_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_default_resyn2rs_area.abc.log; synth_sec=0.189; abc_sec=0.080; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_default_compress2rs_area,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + default + compress2rs_area,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|default|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_default_compress2rs_area.aig,1,not_run,173,28,4844,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_default_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_default_compress2rs_area.abc.log; synth_sec=0.189; abc_sec=0.078; eval_sec=0.468
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_extra_share_raw,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + extra_share + raw,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|extra_share|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_extra_share_raw.aig,1,not_run,191,29,5539,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_extra_share_raw.abc.log; synth_sec=0.224; abc_sec=0.000; eval_sec=0.491
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_extra_share_resyn2rs_area,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + extra_share + resyn2rs_area,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|extra_share|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_extra_share_resyn2rs_area.aig,1,not_run,169,26,4394,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_extra_share_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_extra_share_resyn2rs_area.abc.log; synth_sec=0.224; abc_sec=0.111; eval_sec=0.462
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_extra_share_compress2rs_area,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + extra_share + compress2rs_area,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|extra_share|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_extra_share_compress2rs_area.aig,1,not_run,169,27,4563,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_extra_share_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_extra_share_compress2rs_area.abc.log; synth_sec=0.224; abc_sec=0.108; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_abc_g_aig_raw,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + abc_g_aig + raw,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|abc_g_aig|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_abc_g_aig_raw.aig,1,not_run,174,28,4872,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_abc_g_aig_raw.abc.log; synth_sec=0.190; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_abc_g_aig_resyn2rs_area,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + abc_g_aig + resyn2rs_area,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|abc_g_aig|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_abc_g_aig_resyn2rs_area.aig,1,not_run,173,26,4498,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_abc_g_aig_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_abc_g_aig_resyn2rs_area.abc.log; synth_sec=0.190; abc_sec=0.078; eval_sec=0.442
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_abc_g_aig_compress2rs_area,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + abc_g_aig + compress2rs_area,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|abc_g_aig|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_abc_g_aig_compress2rs_area.aig,1,not_run,170,27,4590,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_abc_g_aig_compress2rs_area.abc.log; synth_sec=0.190; abc_sec=0.077; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_synth_preset_raw,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + synth_preset + raw,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|synth_preset|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_synth_preset_raw.aig,1,not_run,190,28,5320,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_raw.abc.log; synth_sec=0.298; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_synth_preset_resyn2rs_area,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + synth_preset + resyn2rs_area,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|synth_preset|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_synth_preset_resyn2rs_area.aig,1,not_run,166,28,4648,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_resyn2rs_area.abc.log; synth_sec=0.298; abc_sec=0.076; eval_sec=0.456
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_inc_mux_delta_pred_synth_preset_compress2rs_area,FP8 source predicate/table restructuring,ex249_inc_mux_delta_pred + synth_preset + compress2rs_area,split delta predicates and mux plus-one/plus-two carry paths,ex249|fp8_source_restructure|ex249_inc_mux_delta_pred|split_delta_predicates_and_mux_plus_one_plus_two_carry_paths|synth_preset|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/verilog/ex249_inc_mux_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/aigs/ex249_ex249_inc_mux_delta_pred_synth_preset_compress2rs_area.aig,1,not_run,168,28,4704,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_inc_mux_delta_pred_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_inc_mux_delta_pred/logs/ex249_ex249_inc_mux_delta_pred_synth_preset_compress2rs_area.abc.log; synth_sec=0.298; abc_sec=0.081; eval_sec=0.437
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_default_raw,FP8 source predicate/table restructuring,ex249_effgap_split_delta + default + raw,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|default|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_default_raw.aig,1,not_run,186,30,5580,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_raw.abc.log; synth_sec=0.187; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_default_resyn2rs_area,FP8 source predicate/table restructuring,ex249_effgap_split_delta + default + resyn2rs_area,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|default|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_default_resyn2rs_area.aig,1,not_run,172,27,4644,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_resyn2rs_area.abc.log; synth_sec=0.187; abc_sec=0.077; eval_sec=0.441
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_default_compress2rs_area,FP8 source predicate/table restructuring,ex249_effgap_split_delta + default + compress2rs_area,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|default|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_default_compress2rs_area.aig,1,not_run,172,28,4816,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_default_compress2rs_area.abc.log; synth_sec=0.187; abc_sec=0.084; eval_sec=0.439
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_extra_share_raw,FP8 source predicate/table restructuring,ex249_effgap_split_delta + extra_share + raw,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|extra_share|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_extra_share_raw.aig,1,not_run,189,29,5481,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_raw.abc.log; synth_sec=0.187; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_extra_share_resyn2rs_area,FP8 source predicate/table restructuring,ex249_effgap_split_delta + extra_share + resyn2rs_area,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|extra_share|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_extra_share_resyn2rs_area.aig,1,not_run,169,28,4732,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_resyn2rs_area.abc.log; synth_sec=0.187; abc_sec=0.085; eval_sec=0.440
