agent_id,domain,case,candidate,method_signature,sim_status,log_path,source_csv,notes,aig_path,area,delay,adp,old_adp
unknown-large-r4,unknown,ex294,ex294_r4_octant_d21,ex294|global_state_octant_descriptor_cofactor|single_source_delay_target|preserve_octant_even_plane_mux|yosys_internal_abc_g_aig_d21|official_evaluate|even_plane_0_2_4_6_8_10_12_14,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/unknown-large-r4/simulation_results.csv,official evaluate.py used for final equivalence; no separate iverilog simulation,,,,,
unknown-large-r4,unknown,ex294,ex294_r4_r80_mirror_odd_mask_mix,ex294|global_state_descriptor_mask_mix|r80_mirror_odd_planes_over_octant_base|octant_base_r80_odd_mod4_mirror_highodd|yosys_internal_abc_g_aig|official_evaluate|odd_planes_1_3_5_7_9_11_13_15,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/unknown-large-r4/simulation_results.csv,official evaluate.py used for final equivalence; no separate iverilog simulation,,,,,
unknown-large-r4,unknown,ex297,ex297_r4_pairsel_d15,ex297|cyclic_2bit_pairsel_cell_bit_template|single_source_delay_target|preserve_pairsel_cell_bit_template|yosys_internal_abc_g_aig_d15|official_evaluate|cell_pair_outputs,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/unknown-large-r4/simulation_results.csv,official evaluate.py used for final equivalence; no separate iverilog simulation,,,,,
unknown-large-r4,unknown,ex297,ex297_r4_lowpair_midpair_mask_mix,ex297|cyclic_2bit_cross_output_descriptor_masks|lowpair_midpair_over_pairsel_base|pairsel_base_sel2_lowpair_pairxor_midpair|yosys_internal_abc_g_aig|official_evaluate|cell_pairs_0_1_2_5_6,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/unknown-large-r4/simulation_results.csv,official evaluate.py used for final equivalence; no separate iverilog simulation,,,,,
unknown-large-r4,unknown,ex299,ex299_r4_celllocal_d17,ex299|cyclic_2bit_celllocal_quad_source|single_source_delay_target|preserve_celllocal_quad_source|yosys_internal_abc_g_aig_d17|official_evaluate|celllocal_bits_6_7_8_9,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/unknown-large-r4/simulation_results.csv,official evaluate.py used for final equivalence; no separate iverilog simulation,,,,,
unknown-large-r4,unknown,ex299,ex299_r4_pairsel_lowmid_mask_mix,ex299|cyclic_2bit_cross_output_descriptor_masks|pairsel_lowmid_over_celllocal_base|celllocal_base_pairsel_high_tail_lowmid_cluster|yosys_internal_abc_g_aig|official_evaluate|cell_pairs_1_2_5_7,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/unknown-large-r4/simulation_results.csv,official evaluate.py used for final equivalence; no separate iverilog simulation,,,,,
fp8-tail-transfer-r2,float_fp8,ex241,ex241_r2_tail_product_attr_direct_abc_g_aig_frontend,ex241|E4M3FN packed multiply high byte times low byte|product-tail attr table with direct zero/tail/normal/saturation regions|shared sign xor exponent sum product and direct tail steps|abc_g_aig_frontend|official_evaluate|product_tail_direct_region,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex241,ex241_r2_tail_product_low_overlay_abc_g_aig_frontend,ex241|E4M3FN packed multiply high byte times low byte|tail attr table with low nibble overlay instead of full magnitude mux|high bits share saturation/linear exponent while low tail bits are residual|abc_g_aig_frontend|official_evaluate|tail_low_nibble_overlay,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex241,ex241_r2_current_tail_conemix_abc_g_aig_frontend,ex241|E4M3FN packed multiply high byte times low byte|current nested product high bits with tail-overlay low bits|Yosys flattens two exact sources and can share sign/product/exponent cones|abc_g_aig_frontend|official_evaluate|current_high_tail_low,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex244,ex244_r2_tail_delta_pred_region_abc_g_aig_frontend,ex244|E4M3FN packed hypot abs high low|small-gap delta bits as direct correction predicates|shared max/min decode and max-eff gap/sig residual drive direct saturation|abc_g_aig_frontend|official_evaluate|small_gap_tail_direct_region,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex244,ex244_r2_delta_carry_overlay_abc_g_aig_frontend,ex244|E4M3FN packed hypot abs high low|delta residual overlay with explicit low-bit carry propagation|delta bits overlay maxc low bits while high bits reuse carry/saturation|abc_g_aig_frontend|official_evaluate|delta_lowbit_carry_overlay,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex244,ex244_r2_current_tail_conemix_abc_g_aig_frontend,ex244|E4M3FN packed hypot abs high low|current max-eff BDD high bits with direct-tail low bits|two exact hypot shells are flattened for output-specific residual sharing|abc_g_aig_frontend|official_evaluate|current_high_tail_low,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex246,ex246_r2_tail_product_attr_direct_abc_g_aig_frontend,ex246|E5M2FN packed multiply high byte times low byte|seed12 product-class source recut as direct product-tail attributes|shared sign xor exponent sum product and only four tail steps|abc_g_aig_frontend|official_evaluate|product_tail_direct_region,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex246,ex246_r2_tail_product_low_overlay_abc_g_aig_frontend,ex246|E5M2FN packed multiply high byte times low byte|product-tail low residual bits overlaid on normal/saturation high bits|high magnitude bits share exponent/saturation; low bits carry selected residual|abc_g_aig_frontend|official_evaluate|tail_low_bits_overlay,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex246,ex246_r2_current_tail_conemix_abc_g_aig_frontend,ex246|E5M2FN packed multiply high byte times low byte|current seed12 high bits with tail-overlay low bits|two exact multiply shells are flattened for output-specific cone sharing|abc_g_aig_frontend|official_evaluate|current_high_tail_low,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex247,ex247_r2_lowpred_truth_case_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|tail-direct table with 16-row low residual truth case|low_step/pat table only covers the low-underflow residual|abc_g_aig_frontend|official_evaluate|lowpred_truth_case,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex247,ex247_r2_lowpred_step_mux_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|tail-direct table with low residual selected by low_step mux|step2 and step3 residual rows are named once and selected by low_step|abc_g_aig_frontend|official_evaluate|lowpred_step_mux,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex247,ex247_r2_split_region_predicates_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|split step and saturation predicates before low residual selection|special/exp-first decode exposes step_nonpos step_small_pos and sat_hit|abc_g_aig_frontend|official_evaluate|split_tail_predicates,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex247,ex247_r2_current_r5_conemix_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|r4 current high bits with r5 low-tail truth-case residual bits|two exact division shells are flattened; only low three output bits use r5 residual|abc_g_aig_frontend|official_evaluate|r4_high_r5_low,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex249,ex249_r2_tail_delta_pred_region_abc_g_aig_frontend,ex249|E5M2FN packed hypot abs high low|raw-exp active-gap delta-is-one/two predicates|shared ordered magnitude and active-gap predicates feed saturation/delta tail|abc_g_aig_frontend|official_evaluate|active_gap_tail_direct_region,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex249,ex249_r2_delta_carry_overlay_abc_g_aig_frontend,ex249|E5M2FN packed hypot abs high low|delta residual overlay with explicit low-bit carry|delta table remains only as a small residual source|abc_g_aig_frontend|official_evaluate|delta_lowbit_carry_overlay,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-tail-transfer-r2,float_fp8,ex249,ex249_r2_current_tail_conemix_abc_g_aig_frontend,ex249|E5M2FN packed hypot abs high low|current rawexp high bits with direct-tail low bits|two exact hypot shells are flattened for output-specific delta sharing|abc_g_aig_frontend|official_evaluate|current_high_tail_low,not_run_official_evaluate_only,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-tail-transfer-r2/simulation_results.csv,Iverilog was optional; official evaluate.py is the acceptance check.,,,,,
fp8-semantic-r2,float_fp8,ex240,ex240_r2_direct_arith_norm_default_and,ex240|E4M3FN packed add|direct integer add/sub normalizer|shared decoded magnitude arithmetic and one exact RNE quantizer|default_and|official_evaluate|full_word,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex240,ex240_r2_direct_arith_norm_abc_g_aig,ex240|E4M3FN packed add|direct integer add/sub normalizer|shared decoded magnitude arithmetic and one exact RNE quantizer|abc_g_aig|official_evaluate|full_word,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex240,ex240_r2_shared_bdd_interleave_default_and,ex240|E4M3FN packed add|byte-interleaved shared output BDD|single shared exact decision graph over high/low fields|default_and|official_evaluate|full_word_bdd,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex240,ex240_r2_shared_bdd_interleave_abc_g_aig,ex240|E4M3FN packed add|byte-interleaved shared output BDD|single shared exact decision graph over high/low fields|abc_g_aig|official_evaluate|full_word_bdd,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex245,ex245_r2_direct_integer_norm_default_and,ex245|E5M2FN packed add|direct integer add/sub normalizer|shared decoded magnitude arithmetic and one exact RNE quantizer|default_and|official_evaluate|full_word,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex245,ex245_r2_direct_integer_norm_abc_g_aig,ex245|E5M2FN packed add|direct integer add/sub normalizer|shared decoded magnitude arithmetic and one exact RNE quantizer|abc_g_aig|official_evaluate|full_word,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex245,ex245_r2_split_bdd_interleave_default_and,ex245|E5M2FN packed add|split same-diff byte-interleaved BDD|shared sorted decode plus separate same/diff output roots|default_and|official_evaluate|same_diff_bdd,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex245,ex245_r2_split_bdd_interleave_abc_g_aig,ex245|E5M2FN packed add|split same-diff byte-interleaved BDD|shared sorted decode plus separate same/diff output roots|abc_g_aig|official_evaluate|same_diff_bdd,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex248,ex248_r2_direct_arith_mod_default_and,ex248|E5M2FN packed fmod low mod high|direct shifted-significand modulo|shared delta and modulo arithmetic with exact norm table|default_and|official_evaluate|full_word,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex248,ex248_r2_direct_arith_mod_abc_g_aig,ex248|E5M2FN packed fmod low mod high|direct shifted-significand modulo|shared delta and modulo arithmetic with exact norm table|abc_g_aig|official_evaluate|full_word,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex248,ex248_r2_formula_norm_lowarea_default_and,ex248|E5M2FN packed fmod low mod high|periodic remainder formula normalizer|shared period decode and formula norm residual|default_and|official_evaluate|formula_norm_lowarea,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex248,ex248_r2_formula_norm_lowarea_abc_g_aig,ex248|E5M2FN packed fmod low mod high|periodic remainder formula normalizer|shared period decode and formula norm residual|abc_g_aig|official_evaluate|formula_norm_lowarea,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex248,ex248_r2_den_remainder_graph_default_and,ex248|E5M2FN packed fmod low mod high|denominator grouped remainder graph|denominator class plus local numerator residual tables|default_and|official_evaluate|den_grouped_graph,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
fp8-semantic-r2,float_fp8,ex248,ex248_r2_den_remainder_graph_abc_g_aig,ex248|E5M2FN packed fmod low mod high|denominator grouped remainder graph|denominator class plus local numerator residual tables|abc_g_aig|official_evaluate|den_grouped_graph,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp8-semantic-r2/simulation_results.csv,iverilog skipped; official evaluate.py used for acceptance,,,,,
arith-unary-r2,bf16,ex204,ex204_bf16_output_grouped_low8_hi3_abc_g_aig,ex204|bf16_output_grouped_truth_structure|low8_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,not_run,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/bf16_output_grouped/ex204/logs/ex204_bf16_output_grouped_low8_hi3_abc_g_aig.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,,,,,,
arith-unary-r2,bf16,ex204,ex204_bf16_output_grouped_low10_hi3_abc_g_aig,ex204|bf16_output_grouped_truth_structure|low10_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,not_run,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/bf16_output_grouped/ex204/logs/ex204_bf16_output_grouped_low10_hi3_abc_g_aig.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,,,,,,
arith-unary-r2,bf16,ex205,ex205_bf16_output_grouped_low8_hi3_abc_g_aig,ex205|bf16_output_grouped_truth_structure|low8_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,not_run,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/bf16_output_grouped/ex205/logs/ex205_bf16_output_grouped_low8_hi3_abc_g_aig.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,,,,,,
arith-unary-r2,bf16,ex205,ex205_bf16_output_grouped_low10_hi3_abc_g_aig,ex205|bf16_output_grouped_truth_structure|low10_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,not_run,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/bf16_output_grouped/ex205/logs/ex205_bf16_output_grouped_low10_hi3_abc_g_aig.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,,,,,,
arith-unary-r2,bf16,ex218,ex218_bf16_output_grouped_low8_hi3_abc_g_aig,ex218|bf16_output_grouped_truth_structure|low8_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,not_run,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/bf16_output_grouped/ex218/logs/ex218_bf16_output_grouped_low8_hi3_abc_g_aig.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,,,,,,
arith-unary-r2,bf16,ex218,ex218_bf16_output_grouped_low10_hi3_abc_g_aig,ex218|bf16_output_grouped_truth_structure|low10_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,not_run,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/bf16_output_grouped/ex218/logs/ex218_bf16_output_grouped_low10_hi3_abc_g_aig.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,,,,,,
arith-unary-r2,bf16,ex204,ex204_bf16_log2_hilo4_field_mode,ex204|bf16_log2|hilo4_field_mode|abc_g_aig,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,truth-derived or generator-side exactness; no iverilog simulation run,,,,,
arith-unary-r2,bf16,ex204,ex204_bf16_log2_hilo5_add_delta,ex204|bf16_log2|hilo5_add_delta|abc_g_aig,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,truth-derived or generator-side exactness; no iverilog simulation run,,,,,
arith-unary-r2,bf16,ex205,ex205_bf16_log10_odd_pos_fields_e3_m3,ex205|bf16_log10|odd_pos_fields_e3_m3|abc_g_aig,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,truth-derived or generator-side exactness; no iverilog simulation run,,,,,
arith-unary-r2,bf16,ex205,ex205_bf16_log10_delta_pair_first_hilo3,ex205|bf16_log10|delta_pair_first_hilo3|abc_g_aig,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,truth-derived or generator-side exactness; no iverilog simulation run,,,,,
arith-unary-r2,bf16,ex218,ex218_bf16_reciprocal_cube_sep_fields_e3_m3_s3,ex218|bf16_reciprocal_cube|sep_fields_e3_m3_s3|abc_g_aig,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,truth-derived or generator-side exactness; no iverilog simulation run,,,,,
arith-unary-r2,bf16,ex218,ex218_bf16_reciprocal_cube_delta_pair_mode_hilo4,ex218|bf16_reciprocal_cube|delta_pair_mode_hilo4|abc_g_aig,not_run,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/simulation_results.csv,truth-derived or generator-side exactness; no iverilog simulation run,,,,,
