case,domain,agent_id,hypothesis,method_signature,status,evidence_path,notes,representation,reason
ex249,float_fp8,fp8-r24,E5M2FN hypot max-plus-delta with compact semantic key,ex249|E5M2FN packed hypot|compact maxeff-gap-sig delta case table|shared abs max min effective exponent gap and delta predicates|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|compact_delta_case|default_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/fp8-r24/ex249/logs/ex249_r24_compact_delta_case_default_aig.evaluate.py.log,official evaluate.py status OK; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/fp8-r24/ex249/logs/ex249_r24_compact_delta_case_default_aig.yosys.log,,
ex249,float_fp8,fp8-r24,E5M2FN hypot max-plus-delta with compact semantic key,ex249|E5M2FN packed hypot|compact maxeff-gap-sig delta case table|shared abs max min effective exponent gap and delta predicates|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|compact_delta_case|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/fp8-r24/ex249/logs/ex249_r24_compact_delta_case_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/fp8-r24/ex249/logs/ex249_r24_compact_delta_case_synth_preset_aig.yosys.log,,
ex240,float_fp8,fp8-r24,"E4M3FN packed add, high byte plus low byte","ex240|round24_fp8_r24|blocker_no_material_new_source|prior_judgments_plus_case_notes|no_synthesis|e4m3fn_packed_add,_high_byte_plus_low_byte|worker_summary",BLOCKED_NO_MATERIAL_NEW_CANDIDATE_READY,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/fp8-r24/ex240/notes/high_level_dossier.md,No shard-local Verilog generated because candidate families available during this worker pass would replay do_not_repeat_as_is directions. Next action: derive a verified formulaic diff-sign cancellation/renormalization path; avoid threshold-band quantization and broad BDD replay.,,
ex245,float_fp8,fp8-r24,"E5M2FN packed add, high byte plus low byte","ex245|round24_fp8_r24|blocker_no_material_new_source|prior_judgments_plus_case_notes|no_synthesis|e5m2fn_packed_add,_high_byte_plus_low_byte|worker_summary",BLOCKED_NO_MATERIAL_NEW_CANDIDATE_READY,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/fp8-r24/ex245/notes/high_level_dossier.md,No shard-local Verilog generated because candidate families available during this worker pass would replay do_not_repeat_as_is directions. Next action: find a smaller active small-gap normalizer; avoid threshold-band quantization and full decoded adders.,,
ex241,float_fp8,fp8-r24,E4M3FN packed multiply,ex241|round24_fp8_r24|blocker_no_material_new_source|prior_judgments_plus_case_notes|no_synthesis|e4m3fn_packed_multiply|worker_summary,BLOCKED_NO_MATERIAL_NEW_CANDIDATE_READY,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/fp8-r24/ex241/notes/high_level_dossier.md,No shard-local Verilog generated because candidate families available during this worker pass would replay do_not_repeat_as_is directions. Next action: try a genuinely shallow product leading/round path before another nested product-table replay.,,
ex242,float_fp8,fp8-r24,E4M3FN packed low-over-high division,ex242|round24_fp8_r24|blocker_no_material_new_source|prior_judgments_plus_case_notes|no_synthesis|e4m3fn_packed_low-over-high_division|worker_summary,BLOCKED_NO_MATERIAL_NEW_CANDIDATE_READY,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/fp8-r24/ex242/notes/high_level_dossier.md,No shard-local Verilog generated because candidate families available during this worker pass would replay do_not_repeat_as_is directions. Next action: compress quotient boundary exceptions while preserving field-table delay; avoid broad BDD and bit-table variants.,,
ex248,float_fp8,fp8-r24,"E5M2FN packed fmod, low byte mod high byte","ex248|round24_fp8_r24|blocker_no_material_new_source|prior_judgments_plus_case_notes|no_synthesis|e5m2fn_packed_fmod,_low_byte_mod_high_byte|worker_summary",BLOCKED_NO_MATERIAL_NEW_CANDIDATE_READY,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/fp8-r24/ex248/notes/high_level_dossier.md,No shard-local Verilog generated because candidate families available during this worker pass would replay do_not_repeat_as_is directions. Next action: rewrite periodic remainder critical path without Verilog modulo or no-ABC synth-flow replay.,,
ex225,,mixed-r24,,ex225|fp16_log10_field_shell_selected_lowbit|nested positive-normal low13 hi6 LUT plus high-bit run trees|shared sign/exp special decode and per-exp high-bit run predicates|abc_g_aig|DAZ_log10_FP16_RNE_FTZ|word output low13 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/logs/ex225_r24_fp16_nested_low13_hi6_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 228816 does not beat frontend 218728; reference 116676,,
ex225,,mixed-r24,,ex225|fp16_log10_field_shell_selected_lowbit|nested positive-normal low12 hi7 LUT plus high-bit run trees|shared sign/exp special decode and wider mantissa-hi grouping|abc_g_aig|DAZ_log10_FP16_RNE_FTZ|word output low12 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/logs/ex225_r24_fp16_nested_low12_hi7_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 260676 does not beat frontend 218728; reference 116676,,
ex223,,mixed-r24,,ex223|fp16_log_field_shell_selected_lowbit|nested positive-normal low13 hi5 LUT plus high-bit run trees|shared sign/exp special decode and per-exp high-bit run predicates|abc_g_aig|DAZ_log_FP16_RNE_FTZ|word output low13 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/logs/ex223_r24_fp16_nested_low13_hi5_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 204326 does not beat frontend 203756; reference 120549,,
ex223,,mixed-r24,,ex223|fp16_log_field_shell_selected_lowbit|nested positive-normal low12 hi6 LUT plus high-bit run trees|shared sign/exp special decode and wider high-bit predicates|abc_g_aig|DAZ_log_FP16_RNE_FTZ|word output low12 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/logs/ex223_r24_fp16_nested_low12_hi6_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 218823 does not beat frontend 203756; reference 120549,,
ex224,,mixed-r24,,ex224|fp16_log2_field_shell_selected_lowbit|nested positive-normal low11 hi6 LUT plus high-bit run trees|shared sign/exp special decode and extra high-bit run predicates|abc_g_aig|DAZ_log2_FP16_RNE_FTZ|word output low11 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/logs/ex224_r24_fp16_nested_low11_hi6_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 102340 does not beat frontend 96224; reference 64708,,
ex224,,mixed-r24,,ex224|fp16_log2_field_shell_selected_lowbit|nested positive-normal low12 hi5 LUT plus high-bit run trees|shared sign/exp special decode and coarser mantissa-hi grouping|abc_g_aig|DAZ_log2_FP16_RNE_FTZ|word output low12 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/logs/ex224_r24_fp16_nested_low12_hi5_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 98379 does not beat frontend 96224; reference 64708,,
ex274,,mixed-r24,,ex274|unsigned square compressor restructure|full-row CSA square terms with carry-select final merge|shared triangular partial products and CSA rows|abc_g_aig|unsigned_16_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_int_highgap_square_fullrow_csa_csel4_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 64320 does not beat frontend 41370; reference 21630,,
ex274,,mixed-r24,,ex274|unsigned square balanced adder restructure|balanced pairwise adder tree over triangular square terms|shared triangular terms with balanced final addition|abc_g_aig|unsigned_16_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_int_highgap_square_pairadder_tree_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 69814 does not beat frontend 41370; reference 21630,,
ex266,,mixed-r24,,ex266|unsigned divider cofactor quotient predicate|mixed high/mid divisor cofactor word mux|shared cofactor-local bit-BDDs and quotient word mux|abc_g_aig|unsigned_low5_high5_div_dbz_sat|quotient word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/logs/ex266_r24_int_highgap_udiv_cof_bhi2_bmid2_a_hi3_wordmux_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 3333 does not beat frontend 1480; reference 848,,
ex266,,mixed-r24,,ex266|unsigned divider hybrid top-bit predicate|top quotient bit deeper cofactor and low-bit shallow cofactor|shared low/top quotient BDD groups with separate selectors|abc_g_aig|unsigned_low5_high5_div_dbz_sat|quotient word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/logs/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1800 does not beat frontend 1480; reference 848,,
ex260,,mixed-r24,,ex260|signed multiplier correction compressor restructure|Baugh-Wooley correction-zipped Wallace rows with reverse hybrid CLA2|shared signed partial products and correction columns|abc_g_aig|signed_low4_high4_multiply|product word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/logs/ex260_r24_signed_mul_baugh_wooley_wallace_corrzip_rhcla2_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1288 does not beat frontend 1144; reference 657,,
ex260,,mixed-r24,,ex260|signed multiplier Booth compressor alternative|radix-4 Booth partial products with CSA and CLA|shared Booth recode terms and compressor rows|abc_g_aig|signed_low4_high4_multiply|product word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/logs/ex260_r24_signed_mul_booth_radix4_csa_cla_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1632 does not beat frontend 1144; reference 657,,
ex276,,mixed-r24,,ex276|isqrt hand high-bit residual classifier|hand q4/q3 formulas plus prefix3 ge low bits|shared high-bit range predicates and prefix-ge residuals|abc_g_aig|floor_isqrt_10_to_5|sqrt word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/logs/ex276_r24_int_highgap_isqrt_p3ge_hand_hi_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1243 does not beat frontend 1010; reference 632,,
ex276,,mixed-r24,,ex276|isqrt shared threshold toggle classifier|shared square-threshold comparators with output-bit XOR toggles|shared ge(q*q) predicates reused across all output bits|abc_g_aig|floor_isqrt_10_to_5|sqrt word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/logs/ex276_r24_int_highgap_isqrt_threshold_toggle_shared_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1441 does not beat frontend 1010; reference 632,,
ex204,,mixed-r24,,ex204|bf16_log2_arithbase_delta_correction|hilo2 selected-bit correction over arithmetic exponent base|shared exponent base plus selected output-bit correction tables|abc_g_gates|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|grouped word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo2_bits_11_14_bh2_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 27954 does not beat frontend 25670; reference 15180,,
ex204,,mixed-r24,,ex204|bf16_log2_separate_field_formula_correction|separate sign/exp/mant field tables plus formula selected bits|shared field selectors and hand formula overrides|abc_g_gates|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|field-reassembled word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_sep_fields_e4_m3_s1_formula_bits_11_14_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 36754 does not beat frontend 25670; reference 15180,,
ex218,,mixed-r24,,ex218|bf16_reciprocal_cube_exp_delta_selected_bits|aggressive exp-delta fields plus selected-bit grouped LUT|shared reciprocal-cube exponent zone and selected mantissa predicates|abc_g_aig|DAZ_reciprocal_cube_BF16_RNE_FTZ|field-reassembled word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/logs/ex218_r24_bf16_recip_cube_aggr_semantic_exp_delta_fields_bits_8_9_bh3_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 17225 does not beat frontend 5941; reference 3222,,
ex218,,mixed-r24,,ex218|bf16_reciprocal_cube_field_selector_minimax|separate exp/mant/sign field selector|shared sign/exp/mant field decode without round19 value-case replay|abc_g_aig|DAZ_reciprocal_cube_BF16_RNE_FTZ|field-reassembled word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/logs/ex218_r24_bf16_recip_cube_sep_fields_e4_m2_s1_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 10660 does not beat frontend 5941; reference 3222,,
ex225,,mixed-r24,,ex225|fp16_log10_field_shell_selected_lowbit_neighbor|nested positive-normal low14 hi4 LUT plus high-bit run trees|shared sign/exp special decode with coarser mantissa-hi grouping|abc_g_aig|DAZ_log10_FP16_RNE_FTZ|word output low14 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/logs/ex225_r24_fp16_nested_low14_hi4_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 225300 does not beat frontend 218728; reference 116676,,
ex225,,mixed-r24,,ex225|fp16_log10_field_shell_gateflow_neighbor|nested positive-normal low13 hi5 LUT plus high-bit run trees|shared sign/exp special decode and gate-set variant|abc_g_gates|DAZ_log10_FP16_RNE_FTZ|word output low13 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/logs/ex225_r24_fp16_nested_low13_hi5_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 230740 does not beat frontend 218728; reference 116676,,
ex223,,mixed-r24,,ex223|fp16_log_field_shell_gateflow_neighbor|nested positive-normal low13 hi5 LUT plus high-bit run trees|shared sign/exp special decode and gate-set variant|abc_g_gates|DAZ_log_FP16_RNE_FTZ|word output low13 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/logs/ex223_r24_fp16_nested_low13_hi5_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 215160 does not beat frontend 203756; reference 120549,,
ex223,,mixed-r24,,ex223|fp16_log_field_shell_boundary_neighbor|nested positive-normal low14 hi4 LUT plus high-bit run trees|shared sign/exp special decode with fewer high-bit predicates|abc_g_aig|DAZ_log_FP16_RNE_FTZ|word output low14 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/logs/ex223_r24_fp16_nested_low14_hi4_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 212420 does not beat frontend 203756; reference 120549,,
ex224,,mixed-r24,,ex224|fp16_log2_field_shell_gateflow_neighbor|nested positive-normal low12 hi5 LUT plus high-bit run trees|shared sign/exp special decode and gate-set variant|abc_g_gates|DAZ_log2_FP16_RNE_FTZ|word output low12 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/logs/ex224_r24_fp16_nested_low12_hi5_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 104184 does not beat frontend 96224; reference 64708,,
ex224,,mixed-r24,,ex224|fp16_log2_field_shell_boundary_neighbor|nested positive-normal low13 hi4 LUT plus high-bit run trees|shared sign/exp special decode with fewer high-bit predicates|abc_g_aig|DAZ_log2_FP16_RNE_FTZ|word output low13 plus high-bit runs,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/logs/ex224_r24_fp16_nested_low13_hi4_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 105948 does not beat frontend 96224; reference 64708,,
ex274,,mixed-r24,,ex274|unsigned square hybrid selected-top-BDD|top3 truncated shared BDD plus arithmetic lower square|shared selected top-output BDD and arithmetic residual|synth_preset_d16|unsigned_16_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_square_frontend_hybrid_bddtop3_trunc_synth_preset_d16.evaluate.py.log,official evaluate.py OK but ADP 41451 does not beat frontend 41370; reference 21630,,
ex274,,mixed-r24,,ex274|unsigned square hybrid selected-top-BDD order|top2 truncated shared BDD with center variable order|shared selected top-output BDD and center-ordered residual|synth_preset_d16|unsigned_16_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_square_frontend_hybrid_bddtop2_trunc_order_center_synth_preset_d16.evaluate.py.log,official evaluate.py OK but ADP 43344 does not beat frontend 41370; reference 21630,,
ex266,,mixed-r24,,ex266|unsigned divider hybrid top-bit flow neighbor|top quotient bit deeper cofactor and low-bit shallow cofactor|shared low/top quotient BDD groups with delay-target flow|synth_preset_d10|unsigned_low5_high5_div_dbz_sat|quotient word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/logs/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d10.evaluate.py.log,official evaluate.py OK but ADP 1628 does not beat frontend 1480; reference 848,,
ex266,,mixed-r24,,ex266|unsigned divider hybrid top2 predicate|top2 quotient bits deeper a43 cofactor and low-bit shallow cofactor|shared low/top quotient BDD groups with delay-target flow|synth_preset_d10|unsigned_low5_high5_div_dbz_sat|quotient word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/logs/ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_synth_preset_d10.evaluate.py.log,official evaluate.py OK but ADP 1672 does not beat frontend 1480; reference 848,,
ex260,,mixed-r24,,ex260|signed multiplier centered correction compressor|Baugh-Wooley centered Wallace rows with reverse hybrid CLA3|shared signed partial products and centered correction columns|abc_g_aig|signed_low4_high4_multiply|product word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/logs/ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1246 does not beat frontend 1144; reference 657,,
ex260,,mixed-r24,,ex260|signed multiplier modulo carry prune neighbor|reverse Baugh-Wooley Wallace hCLA4 with modulo carry pruning|shared signed partial products with pruned overflow carry|abc_g_aig|signed_low4_high4_multiply|product word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/logs/ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1320 does not beat frontend 1144; reference 657,,
ex276,,mixed-r24,,ex276|isqrt hand high-bit prefix4 classifier|hand q4/q3 formulas plus prefix4 ge low bits|shared high-bit range predicates and prefix4 residuals|abc_g_aig|floor_isqrt_10_to_5|sqrt word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/logs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1243 does not beat frontend 1010; reference 632,,
ex276,,mixed-r24,,ex276|isqrt hand high-bit prefix4 flow neighbor|hand q4/q3 formulas plus prefix4 ge low bits|shared high-bit range predicates and delay-target prefix4 residuals|synth_preset_d10|floor_isqrt_10_to_5|sqrt word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/logs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d10.evaluate.py.log,official evaluate.py OK but ADP 1188 does not beat frontend 1010; reference 632,,
