case,domain,agent_id,candidate_id,simulation_status,sim_log,notes,log_path,method_signature,simulation_type,rows_checked
ex266,,mixed-r24,ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex260,,mixed-r24,ex260_r24_signed_mul_baugh_wooley_wallace_corrzip_rhcla2_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex260,,mixed-r24,ex260_r24_signed_mul_booth_radix4_csa_cla_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_p3ge_hand_hi_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_threshold_toggle_shared_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo2_bits_11_14_bh2_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex204,,mixed-r24,ex204_r24_bf16_log2_sep_fields_e4_m3_s1_formula_bits_11_14_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex218,,mixed-r24,ex218_r24_bf16_recip_cube_aggr_semantic_exp_delta_fields_bits_8_9_bh3_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex218,,mixed-r24,ex218_r24_bf16_recip_cube_sep_fields_e4_m2_s1_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex225,,mixed-r24,ex225_r24_fp16_nested_low14_hi4_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex225,,mixed-r24,ex225_r24_fp16_nested_low13_hi5_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex223,,mixed-r24,ex223_r24_fp16_nested_low13_hi5_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex223,,mixed-r24,ex223_r24_fp16_nested_low14_hi4_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex224,,mixed-r24,ex224_r24_fp16_nested_low12_hi5_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex224,,mixed-r24,ex224_r24_fp16_nested_low13_hi4_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop3_trunc_synth_preset_d16,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop2_trunc_order_center_synth_preset_d16,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex266,,mixed-r24,ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d10,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex266,,mixed-r24,ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_synth_preset_d10,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex260,,mixed-r24,ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex260,,mixed-r24,ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d10,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh3_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex218,,mixed-r24,ex218_r24_bf16_recip_cube_delta_pair_mode_hilo3_bits_14_15_bh3_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex218,,mixed-r24,ex218_r24_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop3_trunc_order_center_synth_preset_d16,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop3_trunc_hcla4_synth_preset_d16,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop2_trunc_factored_synth_preset_d16,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop2_trunc_hcla4_synth_preset_d16,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop3_trunc_csel4_synth_preset_d16,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh1_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh4_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_10_11_14_bh2_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_13_14_bh2_abc_g_gates,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex260,,mixed-r24,ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_synth_preset_d9,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex260,,mixed-r24,ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla3_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex266,,mixed-r24,ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d8,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex266,,mixed-r24,ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_abc_g_aig,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d8,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig_d8,not_run,,official evaluate.py used for final equivalence/QoR,,,,
ex288,unknown,unknown-routing-r24,ex288_r24_f10_bits_0_14_1_13_2_12_onehot_group_keybdd_6_7_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_onehot_group_keybdd_6_7_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_14_1_13_2_12_keybdd_6_7|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,python_truth_model,32768
ex288,unknown,unknown-routing-r24,ex288_r24_f10_bits_0_14_1_13_2_12_onehot_group_keybdd_7_8_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_onehot_group_keybdd_7_8_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_14_1_13_2_12_keybdd_7_8|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,python_truth_model,32768
ex288,unknown,unknown-routing-r24,ex288_r24_f10_bits_0_14_1_13_2_12_onehot_group_keybdd_6_7_8_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_onehot_group_keybdd_6_7_8_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_14_1_13_2_12_keybdd_6_7_8|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,python_truth_model,32768
ex288,unknown,unknown-routing-r24,ex288_r24_f10_bits_0_14_1_13_2_12_case_group_keybdd_7_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_case_group_keybdd_7_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_case_group_bits_0_14_1_13_2_12_keybdd_7|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,python_truth_model,32768
ex288,unknown,unknown-routing-r24,ex288_r24_f10_bits_0_14_1_13_2_12_onehot_global_keybdd_7_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_onehot_global_keybdd_7_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_global_bits_0_14_1_13_2_12_keybdd_7|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,python_truth_model,32768
ex285,unknown,unknown-routing-r24,ex285_r24_f10_bits_0_11_1_10_onehot_group_keybdd_5_6_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex285/notes/ex285_r24_f10_bits_0_11_1_10_onehot_group_keybdd_5_6_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex285|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_11_1_10_keybdd_5_6|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,python_truth_model,4096
ex285,unknown,unknown-routing-r24,ex285_r24_f00_bits_0_11_1_10_onehot_group_keybdd_5_6_7_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex285/notes/ex285_r24_f00_bits_0_11_1_10_onehot_group_keybdd_5_6_7_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex285|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_11_1_10_keybdd_5_6_7|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,python_truth_model,4096
ex285,unknown,unknown-routing-r24,ex285_r24_f10_bits_0_11_1_10_case_group_keybdd_5_6_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex285/notes/ex285_r24_f10_bits_0_11_1_10_case_group_keybdd_5_6_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex285|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_case_group_bits_0_11_1_10_keybdd_5_6|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,python_truth_model,4096
ex289,unknown,unknown-routing-r24,ex289_r24_split2_f10_bits_0_1_12_13_onehot_group_xor_keybdd_7_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex289/notes/ex289_r24_split2_f10_bits_0_1_12_13_onehot_group_xor_keybdd_7_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex289|hamming_weight_preserving_lossy_routing_normalizer|split2_duality_keybdd_bypass_onehot_group_bits_0_1_12_13_keybdd_7|split2_complement_reverse_wrapper_plus_pair_symmetry_key_bdd_bypass|yosys_abc_g_aig_official_evaluate|exact_complement_reverse_duality_and_pair_symmetry|duality_wrapped_class_mux_with_selected_keybdd_outputs,python_truth_model,65536
ex289,unknown,unknown-routing-r24,ex289_r24_split2_f10_bits_0_1_12_13_onehot_group_xor_keybdd_7_8_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex289/notes/ex289_r24_split2_f10_bits_0_1_12_13_onehot_group_xor_keybdd_7_8_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex289|hamming_weight_preserving_lossy_routing_normalizer|split2_duality_keybdd_bypass_onehot_group_bits_0_1_12_13_keybdd_7_8|split2_complement_reverse_wrapper_plus_pair_symmetry_key_bdd_bypass|yosys_abc_g_aig_official_evaluate|exact_complement_reverse_duality_and_pair_symmetry|duality_wrapped_class_mux_with_selected_keybdd_outputs,python_truth_model,65536
ex289,unknown,unknown-routing-r24,ex289_r24_split2_f10_bits_0_1_12_13_case_group_xor_keybdd_7_abc_g_aig,PASS,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex289/notes/ex289_r24_split2_f10_bits_0_1_12_13_case_group_xor_keybdd_7_abc_g_aig.md,iverilog not used; official evaluate.py is final QoR authority,,ex289|hamming_weight_preserving_lossy_routing_normalizer|split2_duality_keybdd_bypass_case_group_bits_0_1_12_13_keybdd_7|split2_complement_reverse_wrapper_plus_pair_symmetry_key_bdd_bypass|yosys_abc_g_aig_official_evaluate|exact_complement_reverse_duality_and_pair_symmetry|duality_wrapped_class_mux_with_selected_keybdd_outputs,python_truth_model,65536
