round,run_id,agent_id,case,domain,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,status,notes,method_signature,reference_adp,current_adp,frontend_best_adp,shard_csv,evaluate_status,evaluate_output_dir,official_status
,,sub-bf16-recip-power-r94,ex212,bf16,ex212_r94_bf16_square_hand_square_formula_mant_lut,1,300,12,3600,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/verilog/ex212_r94_bf16_square_hand_square_formula_mant_lut.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/official_eval/ex212_r94_bf16_square_hand_square_formula_mant_lut/ex212.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_hand_square_formula_mant_lut.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/aigs/ex212_r94_bf16_square_hand_square_formula_mant_lut.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_hand_square_formula_mant_lut.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex212,bf16,ex212_r94_bf16_square_pos_same_fields_e4_m3,1,476,13,6188,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/verilog/ex212_r94_bf16_square_pos_same_fields_e4_m3.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/official_eval/ex212_r94_bf16_square_pos_same_fields_e4_m3/ex212.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_pos_same_fields_e4_m3.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/aigs/ex212_r94_bf16_square_pos_same_fields_e4_m3.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_pos_same_fields_e4_m3.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex212,bf16,ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1,1,302,11,3322,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/verilog/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/official_eval/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1/ex212.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/aigs/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex212/logs/ex212_r94_bf16_square_delta_pair_mode_hilo3_bits_15_bh1.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex213,bf16,ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3,1,372,13,4836,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/verilog/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/official_eval/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3/ex213.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/aigs/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sqrt_pos_nan_fields_e4_m3.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex213,bf16,ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1,1,346,11,3806,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/verilog/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/official_eval/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1/ex213.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/aigs/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sep_fields_e4_m3_s3_bits_1_bh1.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex213,bf16,ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1,1,359,12,4308,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/verilog/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/official_eval/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1/ex213.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/aigs/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex213/logs/ex213_r94_bf16_sqrt_sep_fields_e2_m4_s3_bits_1_bh1.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex214,bf16,ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut,1,358,18,6444,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/verilog/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/official_eval/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut/ex214.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/aigs/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_hand_recip_square_formula_mant_lut.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex214,bf16,ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3,1,646,12,7752,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/verilog/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/official_eval/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3/ex214.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/aigs/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_pos_same_fields_e4_m3.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex214,bf16,ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp,1,368,11,4048,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/verilog/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/official_eval/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp/ex214.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/aigs/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex214/logs/ex214_r94_bf16_reciprocal_square_delta_pair_mode_hilo3_bits_13_cmp.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex215,bf16,ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields,1,408,13,5304,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/verilog/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/official_eval/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields/ex215.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/aigs/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_arith_semantic_fields.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex215,bf16,ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1,1,963,15,14445,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/verilog/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/official_eval/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1/ex215.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/aigs/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_sep_fields_e4_m3_s3_bits_9_bh1.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
