case,domain,agent_id,hypothesis,method_signature,status,reason,verilog_path,evaluate_log,notes
ex205,bf16,bf16-r6,bf16_log10_field_cofactor_and_expbase,ex205|bf16_log10_field_cofactor_and_expbase|output exponent range runs plus mantissa field cofactors|shared positive sign/exp range decode and mantissa hi5 tables|abc_g_aig|abc_xf_official_evaluate|separate sign/exp/mant fields,FAILED,not_officially_evaluated_no_aig_or_renderer_failure,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/bf16-r6/ex205/verilog/ex205_log10_exp_runs_mant_sep_m5.v,,failed: SynthError: Yosys failed with exit code 1; runtime_sec=5.834
ex240,float_fp8,float-fp8-r6,E4M3FN packed add diff normalizer,ex240|E4M3FN packed add diff normalizer|formula diff-sign GRS cancellation normalizer|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,prior manual judgment has NOT_EQUIV formula-based diff path and equivalent-but-no-gain same/diff delta variants,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex240,float_fp8,float-fp8-r6,E4M3FN packed add truth clustering,ex240|E4M3FN packed add truth clustering|full pair or BDD output grouping|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,prior pair-BDD and broad pair-table directions are do_not_repeat_as_is without a new cancellation formula,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex241,float_fp8,float-fp8-r6,E4M3FN packed multiply product formula,ex241|E4M3FN packed multiply product formula|normalized product formula with boundary exceptions|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,prior product formula and bit exception overlays are equivalent but no-gain/high-delay,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex241,float_fp8,float-fp8-r6,E4M3FN packed multiply table clustering,ex241|E4M3FN packed multiply table clustering|field/product/BDD output grouping|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,nested exponent/product and BDD/table variants are already judged low-value,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex242,float_fp8,float-fp8-r6,E4M3FN packed division quotient formula,ex242|E4M3FN packed division quotient formula|quotient formula with bitwise boundary exceptions|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,prior formula/exception and delta-major table variants are equivalent but no-gain,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex242,float_fp8,float-fp8-r6,E4M3FN packed division field clustering,ex242|E4M3FN packed division field clustering|sparse field or per-bit semantic-key tables|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,"prior sparse field, bit-table, and BDD variants are already do_not_repeat_as_is",,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex244,float_fp8,float-fp8-r6,E4M3FN packed hypot delta predicates,ex244|E4M3FN packed hypot delta predicates|max plus delta with saturation context|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,prior max-eff delta BDD and threshold packs already cover this exact family,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex244,float_fp8,float-fp8-r6,E4M3FN packed hypot output grouping,ex244|E4M3FN packed hypot output grouping|sig-first or max/min truth clustering|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,"prior direct-result, delta-BDD, sig-first predicate, and threshold variants are no-gain",,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex245,float_fp8,float-fp8-r6,E5M2FN packed add active-region normalizer,ex245|E5M2FN packed add active-region normalizer|small-gap local normalizer|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,prior small-gap local normalizer and class formula are equivalent but no-gain,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex245,float_fp8,float-fp8-r6,E5M2FN packed add split-path BDD,ex245|E5M2FN packed add split-path BDD|separate same-sign and diff-sign sorted-magnitude BDDs|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,prior split same/diff BDD and full pair tables are low-value,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex246,float_fp8,float-fp8-r6,E5M2FN packed multiply product-code completion,ex246|E5M2FN packed multiply product-code completion|product-class or product-code don't-care completion|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,"seed12, seed228, neighbor, random, product-code, ppcompress, and qclass/smallpat variants are already tested",,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex246,float_fp8,float-fp8-r6,E5M2FN packed multiply semantic-key BDD,ex246|E5M2FN packed multiply semantic-key BDD|product/exp-sum BDD or threshold normalizer|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,"key-BDD, threshold, logcode, normsplit, SOP, mux, and grouped-case variants are prior low-value",,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex247,float_fp8,float-fp8-r6,E5M2FN packed division boundary attributes,ex247|E5M2FN packed division boundary attributes|bound-smallpat or boundary-region mux|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,round5 boundary-region mux and denominator/numerator bound-smallpat variants already cover this path,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex247,float_fp8,float-fp8-r6,E5M2FN packed division quotient sharing,"ex247|E5M2FN packed division quotient sharing|sigpair quotient formula, reciprocal qclass, class-id compression, or key BDD|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping",blocked_no_material_new_signature,"prior quotient formula, reciprocal, class-id, bit-BDD, logcode, normsplit, and grouped-case variants are low-value",,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex248,float_fp8,float-fp8-r6,E5M2FN packed fmod modulo normalizer,ex248|E5M2FN packed fmod modulo normalizer|periodic remainder or shifted significand modulo|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,"periodic remainder, formula normalizer, delta-major table, and shifted modulo are prior no-gain",,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex248,float_fp8,float-fp8-r6,E5M2FN packed fmod truth clustering,ex248|E5M2FN packed fmod truth clustering|shared remainder output table|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,case notes warn broad modulo/remainder tables and Verilog percent are low-value or too deep,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex249,float_fp8,float-fp8-r6,E5M2FN packed hypot threshold predicates,ex249|E5M2FN packed hypot threshold predicates|gap0/gap1 formula thresholds|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,"raw-exp threshold, explicit saturation guard, and formula thresholds are prior no-gain",,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex249,float_fp8,float-fp8-r6,E5M2FN packed hypot delta BDD,ex249|E5M2FN packed hypot delta BDD|max magnitude plus interleaved delta BDD|blocked_prior_low_value|no_synth_flow|exact_semantics_known|no_new_output_grouping,blocked_no_material_new_signature,delta BDD and max-plus-delta output grouping are already low-value,,,Recorded after mandatory case notes and judgments inspection; no candidate emitted to avoid repeating do_not_repeat_as_is directions.
ex225,fp16,fp16-r6,grouped selected-bit correction,ex225|fp16_log_family_positive_normal_word_trie|alt_lsb_msb_mant_order|shared_semantic_special_decode_per_exp_word_trie|yosys_abc_g_aig|abc_xf_official_evaluate|whole_word_trie_altorder,not_accepted_no_official_evaluate,Generated Verilog and Yosys script exist but no synthesized AIG or evaluate.py log was available before the narrowing instruction,student/work/ex200_ex299_frontend_refgap_round6_20260612_1807/fp16-r6/ex225/verilog/ex225_semantic_special_wordtrie_altorder.v,,Marked failed per narrowing instruction. No further search was run.
ex247,float_fp8,fp8-formula-r6,E5M2FN packed low-over-high division formula factoring,ex247|E5M2FN packed low-over-high division|blocked_no_material_formula_after_region_factoring|no_new_shared_boundary_or_predicate|no_synth_flow|exact_blocker|region_formula_scope,blocked_no_material_new_signature,checked case index family notes manual judgments and round5 report; quotient and boundary formula directions are already prior low-value or round5 replay,,,Blocked by prior sig-pair ratio formula; denominator bound-smallpat; numerator-first attributes; reciprocal qclass; class-id compression; round5 bound-region mux. No evaluate.py run because no materially new exact RTL remained.
ex246,float_fp8,fp8-formula-r6,E5M2FN packed multiply formula factoring,ex246|E5M2FN packed multiply|blocked_no_material_product_formula|no_new_product_boundary_or_rounding_predicate|no_synth_flow|exact_blocker|product_formula_scope,blocked_no_material_new_signature,checked case index family notes manual judgments and round5 report; product class product-code normalizer and ppcompress directions are already prior low-value or round5 replay,,,Blocked by prior product-class seed12 completion; product-code table; hand-written product leading-bit RNE normalizer; product bound-smallpat formula; direct SOP; nested mux; grouped case; round5 ppcompress. No evaluate.py run because no materially new exact RTL remained.
ex244,float_fp8,fp8-formula-r6,E4M3FN packed hypot formula factoring,ex244|E4M3FN packed hypot|blocked_no_material_delta_formula|no_new_saturation_or_delta_predicate|no_synth_flow|exact_blocker|hypot_formula_scope,blocked_no_material_new_signature,checked case index family notes manual judgments and current progress; max-delta threshold and max-eff predicate directions are already prior low-value,,,Blocked by prior max plus delta; gap/sig threshold pack; max-eff delta BDD; sig-first predicate BDD; explicit saturation context. No evaluate.py run because a new row would replay threshold or BDD predicate structure.
ex249,float_fp8,fp8-formula-r6,E5M2FN packed hypot formula factoring,ex249|E5M2FN packed hypot|blocked_no_material_gap_threshold_formula|no_new_delay_reduction_predicate|no_synth_flow|exact_blocker|hypot_formula_scope,blocked_no_material_new_signature,checked case index family notes manual judgments and current progress; gap0 gap1 threshold and delta BDD directions are already prior low-value,,,Blocked by prior raw-exponent gap0/gap1 threshold predicates; explicit saturation guard; max magnitude plus delta BDD; interleaved delta BDD. No evaluate.py run because no materially different compact formula was defensible.
ex248,float_fp8,fp8-formula-r6,E5M2FN packed fmod formula factoring,ex248|E5M2FN packed fmod|blocked_no_material_modulo_formula|no_new_remainder_normalizer_or_shared_table|no_synth_flow|exact_blocker|fmod_formula_scope,blocked_no_material_new_signature,checked case index family notes manual judgments and current progress; periodic remainder and modulo normalizer directions are already prior low-value,,,Blocked by prior periodic 2^delta remainder; delta-major remainder shared table; formula normalizer; shifted significand modulo. No evaluate.py run because no materially new exact remainder factoring remained.
ex256,integer,integer-r6,blocked_no_materially_new_unsigned_multiplier_sharing,ex256|blocked_no_materially_new_unsigned_multiplier_sharing|no_candidate|known_wallace_dadda_csa_cla_carry_predicate_decomp_exhausted|not_run|unsigned_low5_high5_multiply|blocked,blocked,no materially different unsigned 5x5 multiplier structure available under round6 exclusions,,,"Low-value/repeat signatures already cover direct_flow_probe, frontend_umul_bit_lut, frontend_umul_booth, frontend_umul_case_const, frontend_umul_csa_delaytargets, frontend_umul_csa_prefix, frontend_umul_csa_rowstyles, frontend_umul_dadda_bits, frontend_umul_4to2_compressor, frontend_umul_carry_state_prefix, frontend_umul_cla_final, frontend_umul_highbit_decomp, frontend_umul_highbit_hybrid, and truth-guided high-bit/cofactor tables; user narrowed against unchanged Wallace/Dadda/CSA order replay, and no new exact shared compressor/final-merge factorization was defined."
ex260,integer,integer-r6,blocked_no_materially_new_signed_multiplier_sharing,ex260|blocked_no_materially_new_signed_multiplier_sharing|no_candidate|known_baugh_booth_dadda_corrrow_signcase_paths_exhausted|not_run|signed_low4_high4_multiply|blocked,blocked,no materially different signed 4x4 multiplier structure available under round6 exclusions,,,"Low-value/repeat signatures already cover frontend_smul_alt_replay, frontend_smul_anf, frontend_smul_baugh_dadda_fix, frontend_smul_baugh_flow, frontend_smul_baugh_hcla_all, frontend_smul_baugh_order, frontend_smul_baugh_rows_smoke, frontend_smul_baugh_signbit, frontend_smul_baugh_wallace, frontend_smul_booth_parallel, frontend_smul_booth_wide_fix, signcase/correction-order variants, and round5 signed_correction_factored_into_sparse_rows; user narrowed against high-level sign-extend/corrrow replay, and no new exact compact shared 4x4 signed compressor was available."
ex261,integer,integer-r6,blocked_no_materially_new_signed5_multiplier_sharing,ex261|blocked_no_materially_new_signed5_multiplier_sharing|no_candidate|known_baugh_booth_dadda_anf_signcofactor_paths_exhausted|not_run|signed_low5_high5_multiply|blocked,blocked,no materially different signed 5x5 multiplier structure available under round6 exclusions,,,"Low-value/repeat signatures already cover frontend_smul_baugh_dadda_fix, frontend_smul_baugh_flow, frontend_smul_baugh_order, frontend_smul_baugh_signbit, frontend_smul_baugh_wallace, frontend_smul_booth_parallel, frontend_smul_booth_wide_fix, frontend_smul_order_edge_start, frontend_smul_struct, sign-cofactored truth cubes, case tables, and 4-input counter variants; ANF/Baugh-hCLA rows are repeat_only_with_new_structure, but no new shared intermediate decomposition was identified."
ex266,integer,integer-r6,blocked_no_materially_new_divider_classifier,ex266|blocked_no_materially_new_divider_classifier|no_candidate|cofactor_bdd_wordmux_threshold_radix_residual_paths_exhausted|not_run|unsigned_low5_high5_div_dbz_sat|blocked,blocked,no materially different unsigned 5x5 divider classifier available under round6 exclusions,,,"Low-value/repeat signatures already cover frontend_udiv_bdd, frontend_udiv_bdd_greedy, frontend_udiv_bdd_orders, frontend_udiv_best_wordmux_flow, frontend_udiv_binary_search, frontend_udiv_cofactor_bitbdd, frontend_udiv_cofactor_comp_wordmux, frontend_udiv_cofactor_mixed_selector, frontend_udiv_cofactor_mtbdd, frontend_udiv_mtbdd, radix/shift-subtract/residual classifiers, and round5 blocked_no_materially_different_allowed_structure; user narrowed against threshold/thermometer replay, and no new algebraic quotient/remainder descriptor was defined."
ex270,integer,integer-r6,blocked_no_materially_new_square_carry_sharing,ex270|blocked_no_materially_new_square_carry_sharing|no_candidate|known_triangular_wallace_dadda_csel_bdd_decomp_paths_exhausted|not_run|unsigned_8bit_square|blocked,blocked,no materially different 8-bit square carry-sharing structure available under round6 exclusions,,,"Low-value/repeat signatures already cover frontend_square_constcofactor, frontend_square_selected_bdd, frontend_square_structures, square_carryselect, square_carryselect2, square_columncase, square_counter4, direct/fullcase/decomposition rows, triangular Wallace/carry-select, Dadda+csel, factored full-adder compressors, full-row CSA, half-product decomposition, pair-adder trees, and selected mid/high-bit BDD overrides; no new final-carry sharing method was available."
ex276,integer,integer-r6,blocked_no_materially_new_isqrt_classifier,ex276|blocked_no_materially_new_isqrt_classifier|no_candidate|known_prefix_bdd_anf_sop_threshold_classifier_paths_exhausted|not_run|unsigned_10bit_floor_isqrt|blocked,blocked,no materially different 10-bit integer-sqrt classifier available under round6 exclusions,,,"Low-value/repeat signatures already cover frontend_highgap_struct, frontend_highgap_struct2, frontend_isqrt_anfhi_p4ge, frontend_isqrt_bdd_order, frontend_isqrt_bitinterval, frontend_isqrt_cofbdd_deeper, frontend_isqrt_gateflow, frontend_isqrt_highformula_lowbdd, frontend_isqrt_lowbits_cofbdd_anfhi, frontend_isqrt_mixed_prefix_bits, frontend_isqrt_prefix4_refine_low, frontend_isqrt_prefix6_tree, frontend_isqrt_prefix_bitwise, frontend_isqrt_prefix_delta, frontend_isqrt_prefix_ge_tree, frontend_isqrt_shared_ge, threshold-toggle/popcount, SOP/QM, and radix variants; no smaller shared multi-output lower classifier was identified."
ex277,integer,integer-r6,blocked_no_materially_new_isqrt_cofactor_decoder,ex277|blocked_no_materially_new_isqrt_cofactor_decoder|no_candidate|known_cofbdd_prefix_delta_radix_paths_require_new_structure|not_run|unsigned_12bit_floor_isqrt|blocked,blocked,no materially different 12-bit integer-sqrt cofactor decoder available under round6 exclusions,,,"Low-value/repeat signatures already cover frontend_isqrt_new_structures_all and frontend_isqrt_structures as do_not_repeat_as_is; frontend_isqrt_cofbdd_lowtarget, frontend_isqrt_prefix_delta, frontend_isqrt_radix_prefix, and frontend_isqrt_radix_prio_bdd are repeat_only_with_new_structure; the remaining synth_preset_d12 follow-up is only a flow replay without a material cofactor/decoder change, so no candidate was run."
ex286,unknown,routing-diagnostic-r6,hamming_weight_preserving_lossy_routing_normalizer,ex286|hamming_weight_preserving_lossy_routing_normalizer|BLOCKER_no_material_compact_descriptor_after_round6_diagnostics|none|none|official_truth_abc_xf|blocked,blocked,no materially new compact routing descriptor remained after filtering banned and prior-low-value signatures,,,"Diagnostic evidence checked: exact popcount preservation 8192/8192 but only global popcount/parity invariant; prefix/suffix/interval count predicates solved zero output bits with best about 5216/8192; raw/pair-canonical LTF solved zero bits with best 5031/8192; Fredkin/controlled-swap smokes stayed near full-table mismatch 8014/8192; streaming prefix/transducer and token-insertion recurrences had unresolved conflicts. Blocked signatures: truth-ROM/rank/colex/table descriptors, bucket/count-key table-BDD-MDD-SOP paths, cofactor/symcof/class-onehot, Fredkin r0 or shallow controlled-swap replay, lane-parity repair wrapper, adjacent-pair orientation or pair-count field split."
ex287,unknown,routing-diagnostic-r6,hamming_weight_preserving_lossy_routing_normalizer,ex287|hamming_weight_preserving_lossy_routing_normalizer|BLOCKER_no_material_compact_descriptor_after_round6_diagnostics|none|none|official_truth_abc_xf|blocked,blocked,no materially new compact routing descriptor remained after filtering banned and prior-low-value signatures,,,"Diagnostic evidence checked: exact popcount preservation 16384/16384 but only global popcount/parity invariant; prefix/suffix/interval count predicates solved zero output bits with best about 10432/16384; raw/pair-canonical LTF solved zero bits with best 9875/16384; top-k/layer families matched only 107/16384; streaming prefix/transducer and output-token insertion recurrences had unresolved conflicts. Blocked signatures: truth-ROM/rank/colex/table descriptors, bucket/count-key table-BDD-MDD-SOP paths, cofactor/symcof/class-onehot, Fredkin r0 or shallow controlled-swap replay, lane-parity repair wrapper, adjacent-pair orientation or pair-count field split."
ex297,unknown,state-recurrence-r6,cyclic 2-bit-symbol transition recurrence search blocker,ex297|state_recurrence_r6|BLOCKER_no_material_low_order_state_recurrence_after_cell_delta_anchor_bdd_and_prior_exclusions,blocked_no_material_new_recurrence,"No materially new exact low-order state recurrence was defensible after filtering prior exact-but-low-value ex297 cell_delta_anchor_bdd plus rot2 replay, cell BDD, outside-in BDD, direct descriptor, value/split, sparse descriptor, and residual BDD families.",,,"Round5 ex297 cell_delta_anchor_bdd official evaluate.py was exact but worse (36056/27/973512 vs current frontend 583596); prior state-agent rows for descriptor/residual bases also did not improve, so emitting another BDD/table recurrence would violate do_not_repeat_as_is without a new transition basis."
ex299,unknown,state-recurrence-r6,cyclic 2-bit-symbol recurrence search blocker,ex299|state_recurrence_r6|BLOCKER_no_material_low_order_state_recurrence_after_round5_recurrence_blocker,blocked_no_material_new_recurrence,"No materially new exact low-order state recurrence was defensible for ex299 after prior rows already covered value/split, rot2 replay, direct descriptor, cell BDD, outside-in BDD, anchored ring delta split table, sparse/cell descriptor, and residual BDD families.",,,"Round5 already recorded blocked_no_material_new_recurrence for ex299; the additional r6 check found no new transition basis distinct from known exact-but-low-value BDD/table descriptor forms, so no official evaluate.py candidate was emitted."
ex225,fp16,unary-integer-r6,blocked_no_materially_new_semantic_normalizer,ex225|blocked_no_materially_new_semantic_normalizer|no_candidate|no_new_structure_after_round5|not_run|abc_xf_official_evaluate|blocked,blocked,no materially different log10 semantic normalizer available under round6 exclusions,,,round6 bans full bitrun predicates and sparse residual/nested runs; checked case_index and FP16 notes plus round5 failures; prior fixed-point normalizer exact but too deep
ex223,fp16,unary-integer-r6,blocked_no_materially_new_semantic_normalizer,ex223|blocked_no_materially_new_semantic_normalizer|no_candidate|no_new_structure_after_round5|not_run|abc_xf_official_evaluate|blocked,blocked,no materially different log semantic normalizer available under round6 exclusions,,,round6 bans residual/nested/selected-bit replay; checked case_index and FP16 notes plus round5 failures; prior normalizer/table directions already marked low value
ex200,bf16,unary-integer-r6,blocked_no_materially_new_bf16_exp_normalizer,ex200|blocked_no_materially_new_bf16_exp_normalizer|no_candidate|direct_active_lut_and_residual_paths_exhausted|not_run|abc_xf_official_evaluate|blocked,blocked,no materially different BF16 exp normalizer available under round6 exclusions,,,checked case_index and BF16 ex200 notes; prior active mantissa LUT is best known; threshold run delta predecode selected-bit and sparse residual variants were exact or tested but worse
ex260,integer,unary-integer-r6,blocked_no_materially_new_signed_multiplier_sharing,ex260|blocked_no_materially_new_signed_multiplier_sharing|no_candidate|known_baugh_wallace_dadda_csa_corrrow_paths_exhausted|not_run|signed_low4_high4_multiply|blocked,blocked,no materially different signed 4x4 sharing structure available under round6 exclusions,,,round6 bans high-level sign-extend/corrrow and known Wallace/Dadda/CSA replay; checked ex260 notes and round5 failure; no new exact shared compressor defined
ex266,integer,unary-integer-r6,blocked_no_materially_new_divider_classifier,ex266|blocked_no_materially_new_divider_classifier|no_candidate|cofactor_bdd_wordmux_threshold_radix_paths_exhausted|not_run|unsigned_low5_high5_div_dbz_sat|blocked,blocked,no materially different divider classifier available under round6 exclusions,,,round6 bans threshold divider and prior cofactor/word-mux replay; checked ex266 notes and round5 failure; no new algebraic cofactor predicate structure defined
ex256,integer,unary-integer-r6,blocked_no_materially_new_unsigned_multiplier_sharing,ex256|blocked_no_materially_new_unsigned_multiplier_sharing|no_candidate|known_wallace_dadda_csa_cla_carry_paths_exhausted|not_run|unsigned_low5_high5_multiply|blocked,blocked,no materially different unsigned 5x5 sharing structure available under round6 exclusions,,,round6 bans known Wallace/Dadda/CSA replay; checked ex256 notes and round5 failure; no new exact multi-output compressor/final-merge factorization defined
