case,metric,key,value,detail
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=desc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=center,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=center,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=center",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=center",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=center",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=edge,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=edge,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=edge",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=edge",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=edge",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=none,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=none,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=none",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=none",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=none",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,layer_image,w0,1,"rows=1;fixed=0=0,1=0,2=0,3=0,4=0,5=0,6=0,7=0,8=0,9=0,10=0,11=0,12=0,13=0"
ex287,layer_image,w1,7,"rows=14;fixed=0=0,1=0,2=0,7=0,8=0,10=0,12=0"
ex287,layer_image,w2,31,rows=91;fixed=
ex287,layer_image,w3,88,rows=364;fixed=
ex287,layer_image,w4,200,rows=1001;fixed=
ex287,layer_image,w5,326,rows=2002;fixed=
ex287,layer_image,w6,427,rows=3003;fixed=
ex287,layer_image,w7,445,rows=3432;fixed=
ex287,layer_image,w8,422,rows=3003;fixed=
ex287,layer_image,w9,318,rows=2002;fixed=
ex287,layer_image,w10,203,rows=1001;fixed=
ex287,layer_image,w11,98,rows=364;fixed=
ex287,layer_image,w12,35,rows=91;fixed=
ex287,layer_image,w13,7,"rows=14;fixed=0=1,3=1,5=1,7=1,9=1,12=1,13=1"
ex287,layer_image,w14,1,"rows=1;fixed=0=1,1=1,2=1,3=1,4=1,5=1,6=1,7=1,8=1,9=1,10=1,11=1,12=1,13=1"
ex288,topk_score_family,singleton_vote:identity:bias=center,169/32768,bit_matches=265998/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,"local_window:identity:bias=asc,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=asc,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=asc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=asc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=asc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"local_window:identity:bias=desc,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=desc,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=desc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=desc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=desc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"local_window:identity:bias=center,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=center,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=center",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=center",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=center",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"local_window:identity:bias=edge,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=edge,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=edge",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=edge",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=edge",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"local_window:identity:bias=none,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=none,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=none",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=none",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,layer_image,w0,1,"rows=1;fixed=0=0,1=0,2=0,3=0,4=0,5=0,6=0,7=0,8=0,9=0,10=0,11=0,12=0,13=0,14=0"
ex288,layer_image,w1,9,"rows=15;fixed=0=0,2=0,6=0,7=0,10=0,12=0"
ex288,layer_image,w2,45,rows=105;fixed=
ex288,layer_image,w3,147,rows=455;fixed=
ex288,layer_image,w4,364,rows=1365;fixed=
ex288,layer_image,w5,669,rows=3003;fixed=
ex288,layer_image,w6,989,rows=5005;fixed=
ex288,layer_image,w7,1173,rows=6435;fixed=
ex288,layer_image,w8,1170,rows=6435;fixed=
ex288,layer_image,w9,960,rows=5005;fixed=
ex288,layer_image,w10,660,rows=3003;fixed=
ex288,layer_image,w11,347,rows=1365;fixed=
ex288,layer_image,w12,147,rows=455;fixed=
ex288,layer_image,w13,44,rows=105;fixed=
ex288,layer_image,w14,8,"rows=15;fixed=0=1,3=1,5=1,7=1,9=1,12=1,13=1"
ex288,layer_image,w15,1,"rows=1;fixed=0=1,1=1,2=1,3=1,4=1,5=1,6=1,7=1,8=1,9=1,10=1,11=1,12=1,13=1,14=1"
ex289,topk_score_family,singleton_vote:identity:bias=edge,196/65536,bit_matches=558904/1048576;first=x=0x3;expected=0xc;got=0x6000
ex289,topk_score_family,singleton_vote:identity:bias=desc,169/65536,bit_matches=554986/1048576;first=x=0x3;expected=0xc;got=0x6000
ex289,topk_score_family,singleton_vote:identity:bias=none,169/65536,bit_matches=554986/1048576;first=x=0x3;expected=0xc;got=0x6000
ex289,topk_score_family,singleton_vote:identity:bias=asc,167/65536,bit_matches=558782/1048576;first=x=0x3;expected=0xc;got=0x6000
ex289,topk_score_family,"local_window:reverse:bias=asc,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"cyclic_window:reverse:bias=asc,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=asc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=2,b=2,bias=asc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=3,b=3,bias=asc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"local_window:reverse:bias=desc,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"cyclic_window:reverse:bias=desc,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=desc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=2,b=2,bias=desc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=3,b=3,bias=desc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"local_window:reverse:bias=center,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"cyclic_window:reverse:bias=center,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=center",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=2,b=2,bias=center",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=3,b=3,bias=center",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"local_window:reverse:bias=edge,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"cyclic_window:reverse:bias=edge,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=edge",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=2,b=2,bias=edge",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=3,b=3,bias=edge",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"local_window:reverse:bias=none,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,layer_image,w0,1,"rows=1;fixed=0=0,1=0,2=0,3=0,4=0,5=0,6=0,7=0,8=0,9=0,10=0,11=0,12=0,13=0,14=0,15=0"
ex289,layer_image,w1,8,"rows=16;fixed=0=0,3=0,4=0,6=0,8=0,10=0,12=0,15=0"
ex289,layer_image,w2,36,rows=120;fixed=
ex289,layer_image,w3,111,rows=560;fixed=
ex289,layer_image,w4,299,rows=1820;fixed=
ex289,layer_image,w5,542,rows=4368;fixed=
ex289,layer_image,w6,877,rows=8008;fixed=
ex289,layer_image,w7,1052,rows=11440;fixed=
ex289,layer_image,w8,1193,rows=12870;fixed=
ex289,layer_image,w9,1052,rows=11440;fixed=
ex289,layer_image,w10,877,rows=8008;fixed=
ex289,layer_image,w11,542,rows=4368;fixed=
ex289,layer_image,w12,299,rows=1820;fixed=
ex289,layer_image,w13,111,rows=560;fixed=
ex289,layer_image,w14,36,rows=120;fixed=
ex289,layer_image,w15,8,"rows=16;fixed=0=1,3=1,5=1,7=1,9=1,11=1,12=1,15=1"
ex289,layer_image,w16,1,"rows=1;fixed=0=1,1=1,2=1,3=1,4=1,5=1,6=1,7=1,8=1,9=1,10=1,11=1,12=1,13=1,14=1,15=1"
