case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex246,float_fp8,ex246_product_threshold_norm_default,"shared sign xor, effective exponent decode, product threshold predicates, small-boundary table",shared product threshold predicates and low-boundary rounding table,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex247,float_fp8,ex247_bound_smallpat_nested_den_parallel_abc_d18,"shared sign xor, exponent delta, denominator-nested quotient boundary attributes, low underflow pattern reconstruction",shared denominator-nested boundary attributes plus low-pattern reconstruction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,yosys abc -g AND delay target 18
ex247,float_fp8,ex247_bound_smallpat_nested_den_parallel_abc_g_aig,"shared sign xor, exponent delta, denominator-nested quotient boundary attributes, low underflow pattern reconstruction",shared denominator-nested boundary attributes plus low-pattern reconstruction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
ex247,float_fp8,ex247_bound_smallpat_nested_den_parallel_default,"shared sign xor, exponent delta, denominator-nested quotient boundary attributes, low underflow pattern reconstruction",shared denominator-nested boundary attributes plus low-pattern reconstruction,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex247,float_fp8,ex247_normsplit_attr_abc_d18,"shared sign xor, effective exponent decode, normal quotient class, subnormal boundary table",shared normal-path quotient core plus subnormal boundary attributes,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,yosys abc -g AND delay target 18
ex247,float_fp8,ex247_normsplit_attr_abc_g_aig,"shared sign xor, effective exponent decode, normal quotient class, subnormal boundary table",shared normal-path quotient core plus subnormal boundary attributes,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
ex247,float_fp8,ex247_normsplit_attr_default,"shared sign xor, effective exponent decode, normal quotient class, subnormal boundary table",shared normal-path quotient core plus subnormal boundary attributes,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex247,float_fp8,ex247_round5_bound_region_mux_abc_d18,"shared NaN/zero/sign decode, effective exponent/significand decode, denominator-nested boundary attributes, region mux",shared sign exponent significand decode plus denominator-nested boundary attributes,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,yosys abc -g AND delay target 18
ex247,float_fp8,ex247_round5_bound_region_mux_abc_g_aig,"shared NaN/zero/sign decode, effective exponent/significand decode, denominator-nested boundary attributes, region mux",shared sign exponent significand decode plus denominator-nested boundary attributes,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project script using yosys abc -g aig
ex247,float_fp8,ex247_round5_bound_region_mux_default,"shared NaN/zero/sign decode, effective exponent/significand decode, denominator-nested boundary attributes, region mux",shared sign exponent significand decode plus denominator-nested boundary attributes,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,project default yosys script with abc -g AND
ex247,float_fp8,ex247_round5_bound_region_mux_extra_opt_share,"shared NaN/zero/sign decode, effective exponent/significand decode, denominator-nested boundary attributes, region mux",shared sign exponent significand decode plus denominator-nested boundary attributes,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,extra opt_reduce/opt_muxtree/wreduce/share before techmap
ex247,float_fp8,ex247_round5_bound_region_mux_no_internal_abc,"shared NaN/zero/sign decode, effective exponent/significand decode, denominator-nested boundary attributes, region mux",shared sign exponent significand decode plus denominator-nested boundary attributes,targets shared decode/rounding/boundary predicates; measured by official ADP,fp8-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,skip yosys internal abc before aigmap
ex260,integer,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,baugh_wooley_wallace_rev_hcla4,semantic_signed_mul_exact,signed low4_high4:a*b,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,integer,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,baugh_wooley_wallace_rev_hcla4,semantic_signed_mul_exact,signed low4_high4:a*b,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex260,integer,ex260_smul_case_b_signed_const_abc_g_aig,case_b_signed_const,semantic_signed_mul_exact,signed low4_high4:a*b,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact signed low4 * signed high4 over 256 inputs; source=case_b_signed_const; flow=abc_g_aig
ex260,integer,ex260_smul_case_b_signed_const_synth_preset_d13,case_b_signed_const,semantic_signed_mul_exact,signed low4_high4:a*b,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact signed low4 * signed high4 over 256 inputs; source=case_b_signed_const; flow=synth_preset_d13
ex260,integer,ex260_smul_ex260_shared_bdd_outside_abc_g_aig,ex260_shared_bdd_outside,semantic_signed_mul_exact,signed low4_high4:a*b,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_outside; flow=abc_g_aig
ex260,integer,ex260_smul_ex260_shared_bdd_outside_synth_preset_d13,ex260_shared_bdd_outside,semantic_signed_mul_exact,signed low4_high4:a*b,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact signed low4 * signed high4 over 256 inputs; source=ex260_shared_bdd_outside; flow=synth_preset_d13
ex266,integer,ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d8,bdd_perbit_interleave_msb,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=abc_g_aig_d8
ex266,integer,ex266_udiv_bdd_perbit_interleave_msb_arith_wreduce_aig,bdd_perbit_interleave_msb,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=arith_wreduce_aig
ex266,integer,ex266_udiv_bdd_perbit_interleave_msb_synth_preset_d18,bdd_perbit_interleave_msb,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=synth_preset_d18
ex266,integer,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_abc_g_aig_d8,ex266_cof_bhi2_a4_bitbdd_wordmux,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=abc_g_aig_d8
ex266,integer,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_arith_wreduce_aig,ex266_cof_bhi2_a4_bitbdd_wordmux,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=arith_wreduce_aig
ex266,integer,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18,ex266_cof_bhi2_a4_bitbdd_wordmux,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=ex266_cof_bhi2_a4_bitbdd_wordmux; flow=synth_preset_d18
ex266,integer,ex266_udiv_ex266_parallel_threshold_abc_g_aig_d8,ex266_parallel_threshold,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=abc_g_aig_d8
ex266,integer,ex266_udiv_ex266_parallel_threshold_arith_wreduce_aig,ex266_parallel_threshold,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=arith_wreduce_aig
ex266,integer,ex266_udiv_ex266_parallel_threshold_synth_preset_d18,ex266_parallel_threshold,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=ex266_parallel_threshold; flow=synth_preset_d18
