case,agent_id,hypothesis,representation,shared_structure,expected_sharing,observed_result,notes,candidate_id,synth_flow,domain,method_signature,sharing_scope,verification_status,evidence_path
ex286,unknown-worst-r27,hamming_weight_preserving_lossy_routing_normalizer,directed_drop_fill_move_shared_bdd,single shared BDD for directed drop/fill movement masks,all outputs share one directed movement node pool before in-gated reconstruction,official evaluate.py OK; directed_move_width=26; bdd_nodes=2155; order=0:12:1:11:2:10:3:9:4:8:5:7:6,official evaluate.py OK; directed_move_width=26; bdd_nodes=2155; order=0:12:1:11:2:10:3:9:4:8:5:7:6,ex286_r27_directed_move_shared_bdd,yosys_abc_g_aig_60s,unknown,ex286|hamming_weight_preserving_lossy_routing_normalizer|directed_move_shared_bdd|single_drop_fill_move_node_pool|yosys_abc_g_aig_60s|exact_directed_conservative_move|drop_fill_reconstruction,multi-output,official_ok,student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/unknown-worst-r27/ex286/logs/ex286_r27_directed_move_shared_bdd.evaluate.py.log
ex286,unknown-worst-r27,hamming_weight_preserving_lossy_routing_normalizer,directed_drop_fill_move_split_bdd,separate shared BDD pools for drop and fill movement masks,drop and fill directions share within direction but remain separated for synthesis,official evaluate.py OK; drop_nodes=1175; fill_nodes=1188; total_nodes=2363; order=0:12:1:11:2:10:3:9:4:8:5:7:6,official evaluate.py OK; drop_nodes=1175; fill_nodes=1188; total_nodes=2363; order=0:12:1:11:2:10:3:9:4:8:5:7:6,ex286_r27_directed_move_split_bdd,yosys_abc_g_aig_60s,unknown,ex286|hamming_weight_preserving_lossy_routing_normalizer|directed_move_split_bdd|separate_drop_and_fill_move_node_pools|yosys_abc_g_aig_60s|exact_directed_conservative_move|drop_fill_reconstruction,multi-output,official_ok,student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/unknown-worst-r27/ex286/logs/ex286_r27_directed_move_split_bdd.evaluate.py.log
ex287,unknown-worst-r27,hamming_weight_preserving_lossy_routing_normalizer,directed_drop_fill_move_shared_bdd,single shared BDD for directed drop/fill movement masks,all outputs share one directed movement node pool before in-gated reconstruction,official evaluate.py OK; directed_move_width=28; bdd_nodes=3171; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,official evaluate.py OK; directed_move_width=28; bdd_nodes=3171; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,ex287_r27_directed_move_shared_bdd,yosys_abc_g_aig_60s,unknown,ex287|hamming_weight_preserving_lossy_routing_normalizer|directed_move_shared_bdd|single_drop_fill_move_node_pool|yosys_abc_g_aig_60s|exact_directed_conservative_move|drop_fill_reconstruction,multi-output,official_ok,student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/unknown-worst-r27/ex287/logs/ex287_r27_directed_move_shared_bdd.evaluate.py.log
ex287,unknown-worst-r27,hamming_weight_preserving_lossy_routing_normalizer,directed_drop_fill_move_split_bdd,separate shared BDD pools for drop and fill movement masks,drop and fill directions share within direction but remain separated for synthesis,official evaluate.py OK; drop_nodes=1744; fill_nodes=1736; total_nodes=3480; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,official evaluate.py OK; drop_nodes=1744; fill_nodes=1736; total_nodes=3480; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,ex287_r27_directed_move_split_bdd,yosys_abc_g_aig_60s,unknown,ex287|hamming_weight_preserving_lossy_routing_normalizer|directed_move_split_bdd|separate_drop_and_fill_move_node_pools|yosys_abc_g_aig_60s|exact_directed_conservative_move|drop_fill_reconstruction,multi-output,official_ok,student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/unknown-worst-r27/ex287/logs/ex287_r27_directed_move_split_bdd.evaluate.py.log
ex288,unknown-worst-r27,hamming_weight_preserving_lossy_routing_normalizer,directed_drop_fill_move_shared_bdd,single shared BDD for directed drop/fill movement masks,all outputs share one directed movement node pool before in-gated reconstruction,official evaluate.py OK; directed_move_width=30; bdd_nodes=4599; order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7,official evaluate.py OK; directed_move_width=30; bdd_nodes=4599; order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7,ex288_r27_directed_move_shared_bdd,yosys_abc_g_aig_60s,unknown,ex288|hamming_weight_preserving_lossy_routing_normalizer|directed_move_shared_bdd|single_drop_fill_move_node_pool|yosys_abc_g_aig_60s|exact_directed_conservative_move|drop_fill_reconstruction,multi-output,official_ok,student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/unknown-worst-r27/ex288/logs/ex288_r27_directed_move_shared_bdd.evaluate.py.log
ex288,unknown-worst-r27,hamming_weight_preserving_lossy_routing_normalizer,directed_drop_fill_move_split_bdd,separate shared BDD pools for drop and fill movement masks,drop and fill directions share within direction but remain separated for synthesis,official evaluate.py OK; drop_nodes=2511; fill_nodes=2505; total_nodes=5016; order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7,official evaluate.py OK; drop_nodes=2511; fill_nodes=2505; total_nodes=5016; order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7,ex288_r27_directed_move_split_bdd,yosys_abc_g_aig_60s,unknown,ex288|hamming_weight_preserving_lossy_routing_normalizer|directed_move_split_bdd|separate_drop_and_fill_move_node_pools|yosys_abc_g_aig_60s|exact_directed_conservative_move|drop_fill_reconstruction,multi-output,official_ok,student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/unknown-worst-r27/ex288/logs/ex288_r27_directed_move_split_bdd.evaluate.py.log
ex247,fp8-a-r27,,,"shared sign/special decode, effective exponent delta, numerator/denominator significands; one direct magnitude function",test direct magnitude grouping against prior qclass/bound-smallpat indirection,672/20/13440,OK,ex247_r27_delta_pair_flatmag_synth_preset_aig,,float_fp8,,,,
ex247,fp8-a-r27,,,"shared sign/special decode, effective exponent delta, denominator outer cofactor, numerator local magnitude rows",test direct magnitude grouping against prior qclass/bound-smallpat indirection,798/22/17556,OK,ex247_r27_delta_den_nested_mag_synth_preset_aig,,float_fp8,,,,
ex246,fp8-a-r27,,,"shared sign/special decode, effective exponent sum, 3x3 significand product, one direct magnitude function",test direct magnitude grouping against prior qclass/bound-smallpat indirection,406/31/12586,OK,ex246_r27_product_exp_flatmag_synth_preset_aig,,float_fp8,,,,
ex246,fp8-a-r27,,,"shared sign/special decode, exponent-sum cofactor, product local rows; no seed12/qclass completion",test direct magnitude grouping against prior qclass/bound-smallpat indirection,454/24/10896,OK,ex246_r27_product_exp_nested_mag_synth_preset_aig,,float_fp8,,,,
ex244,fp8-a-r27,,,"shared signless abs max/min decode, effective exponent/significand decode, max-plus-delta saturating reassembly",test direct magnitude grouping against prior qclass/bound-smallpat indirection,485/37/17945,OK,ex244_r27_maxeff_gap_sig_direct_delta_synth_preset_aig,,float_fp8,,,,
ex244,fp8-a-r27,,,shared abs max/min and one key feeding independent delta-bit predicates before max-plus-delta reassembly,test direct magnitude grouping against prior qclass/bound-smallpat indirection,599/38/22762,OK,ex244_r27_maxeff_gap_sig_delta_bitor_synth_preset_aig,,float_fp8,,,,
ex240,fp8-a-r27,,,"shared sign relation, sorted magnitude, effective exponent/significand gap decode, same/diff default magnitude path",test direct magnitude grouping against prior qclass/bound-smallpat indirection,4140/39/161460,OK,ex240_r27_field_override_flat_synth_preset_aig,,float_fp8,,,,
ex240,fp8-a-r27,,,"shared sign relation, sorted field decode, same/diff plus exponent-gap outer cofactor, local sig override rows",test direct magnitude grouping against prior qclass/bound-smallpat indirection,2913/41/119433,OK,ex240_r27_field_override_gap_outer_synth_preset_aig,,float_fp8,,,,
ex249,fp8-b-r27,"E5M2FN packed hypot abs(high,low)",raw-exp gap0/gap1 selected small-delta adder,shared max/min raw exponent decode and delta predicates with explicit small-delta add function,,212/30/6360,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.694; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex249/logs/ex249_r27b_hypot_smalladd_delta_abc_g_aig.yosys.log,,,float_fp8,"ex249|E5M2FN packed hypot abs(high,low)|raw-exp gap0/gap1 selected small-delta adder|shared max/min raw exponent decode and delta predicates with explicit small-delta add function|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_bit_small_delta|fp8_b_r27",,,
ex249,fp8-b-r27,"E5M2FN packed hypot abs(high,low)",raw-exp gap0/gap1 selected small-delta adder,shared max/min raw exponent decode and delta predicates with explicit small-delta add function,,211/29/6119,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.806; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex249/logs/ex249_r27b_hypot_smalladd_delta_synth_preset_aig.yosys.log,,,float_fp8,"ex249|E5M2FN packed hypot abs(high,low)|raw-exp gap0/gap1 selected small-delta adder|shared max/min raw exponent decode and delta predicates with explicit small-delta add function|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_bit_small_delta|fp8_b_r27",,,
ex249,fp8-b-r27,"E5M2FN packed hypot abs(high,low)",direct delta1/delta2 bit predicates instead of delta table,shared smax onehot and smin threshold predicates feeding selected-bit correction,,173/30/5190,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.668; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex249/logs/ex249_r27b_hypot_split_bits_delta_abc_g_aig.yosys.log,,,float_fp8,"ex249|E5M2FN packed hypot abs(high,low)|direct delta1/delta2 bit predicates instead of delta table|shared smax onehot and smin threshold predicates feeding selected-bit correction|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|delta_bit_predicates|fp8_b_r27",,,
ex249,fp8-b-r27,"E5M2FN packed hypot abs(high,low)",direct delta1/delta2 bit predicates instead of delta table,shared smax onehot and smin threshold predicates feeding selected-bit correction,,171/30/5130,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.842; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex249/logs/ex249_r27b_hypot_split_bits_delta_synth_preset_aig.yosys.log,,,float_fp8,"ex249|E5M2FN packed hypot abs(high,low)|direct delta1/delta2 bit predicates instead of delta table|shared smax onehot and smin threshold predicates feeding selected-bit correction|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|delta_bit_predicates|fp8_b_r27",,,
ex248,fp8-b-r27,E5M2FN packed fmod low mod high,periodic residue with normalizer cofactored by denominator exponent,shared divisor-period residue; normalizer grouped by eff then remainder,,316/30/9480,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.751; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex248/logs/ex248_r27b_fmod_norm_by_eff_abc_g_aig.yosys.log,,,float_fp8,ex248|E5M2FN packed fmod low mod high|periodic residue with normalizer cofactored by denominator exponent|shared divisor-period residue; normalizer grouped by eff then remainder|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_fmod_low_mod_high|eff_cofactored_norm|fp8_b_r27,,,
ex248,fp8-b-r27,E5M2FN packed fmod low mod high,periodic residue with normalizer cofactored by denominator exponent,shared divisor-period residue; normalizer grouped by eff then remainder,,301/30/9030,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.826; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex248/logs/ex248_r27b_fmod_norm_by_eff_synth_preset_aig.yosys.log,,,float_fp8,ex248|E5M2FN packed fmod low mod high|periodic residue with normalizer cofactored by denominator exponent|shared divisor-period residue; normalizer grouped by eff then remainder|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_fmod_low_mod_high|eff_cofactored_norm|fp8_b_r27,,,
ex248,fp8-b-r27,E5M2FN packed fmod low mod high,periodic residue with kept normalizer boundary,shared divisor-period residue and kept normalization cofactor function,,316/30/9480,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.806; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex248/logs/ex248_r27b_fmod_split_norm_bits_abc_g_aig.yosys.log,,,float_fp8,ex248|E5M2FN packed fmod low mod high|periodic residue with kept normalizer boundary|shared divisor-period residue and kept normalization cofactor function|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_fmod_low_mod_high|kept_norm_cofactor|fp8_b_r27,,,
ex248,fp8-b-r27,E5M2FN packed fmod low mod high,periodic residue with kept normalizer boundary,shared divisor-period residue and kept normalization cofactor function,,301/30/9030,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.795; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex248/logs/ex248_r27b_fmod_split_norm_bits_synth_preset_aig.yosys.log,,,float_fp8,ex248|E5M2FN packed fmod low mod high|periodic residue with kept normalizer boundary|shared divisor-period residue and kept normalization cofactor function|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_fmod_low_mod_high|kept_norm_cofactor|fp8_b_r27,,,
ex241,fp8-b-r27,E4M3FN packed multiply,output bitplane tables over exponent-sum/product,"shared sign xor, effective exponent sum and product, per-bit cofactored output functions",,,SYNTH_OR_EVAL_FAIL SynthError: Yosys failed with exit code 1,,,float_fp8,"ex241|E4M3FN packed multiply|output bitplane tables over exponent-sum/product|shared sign xor, effective exponent sum and product, per-bit cofactored output functions|yosys_abc_g_aig_official_evaluate|exact_e4m3fn_mul_high_times_low|product_exp_bitplanes|fp8_b_r27",,,
ex241,fp8-b-r27,E4M3FN packed multiply,output bitplane tables over exponent-sum/product,"shared sign xor, effective exponent sum and product, per-bit cofactored output functions",,,SYNTH_OR_EVAL_FAIL SynthError: Yosys failed with exit code 1,,,float_fp8,"ex241|E4M3FN packed multiply|output bitplane tables over exponent-sum/product|shared sign xor, effective exponent sum and product, per-bit cofactored output functions|yosys_synth_preset_aig_official_evaluate|exact_e4m3fn_mul_high_times_low|product_exp_bitplanes|fp8_b_r27",,,
ex241,fp8-b-r27,E4M3FN packed multiply,product-major table over exponent sum,shared product decode with product-major exp-sum residual table,,,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=1.074; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex241/logs/ex241_r27b_mul_product_cofactored_abc_g_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,ex241|E4M3FN packed multiply|product-major table over exponent sum|shared product decode with product-major exp-sum residual table|yosys_abc_g_aig_official_evaluate|exact_e4m3fn_mul_high_times_low|product_major_exp_residual|fp8_b_r27,,,
ex241,fp8-b-r27,E4M3FN packed multiply,product-major table over exponent sum,shared product decode with product-major exp-sum residual table,,,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=1.292; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex241/logs/ex241_r27b_mul_product_cofactored_synth_preset_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,ex241|E4M3FN packed multiply|product-major table over exponent sum|shared product decode with product-major exp-sum residual table|yosys_synth_preset_aig_official_evaluate|exact_e4m3fn_mul_high_times_low|product_major_exp_residual|fp8_b_r27,,,
ex242,fp8-b-r27,E4M3FN packed low-over-high division,output bitplane tables over exponent-delta/significand pair,"shared sign, special-case shell, exponent-delta and sigpair decode with per-bit output functions",,,SYNTH_OR_EVAL_FAIL SynthError: Yosys failed with exit code 1,,,float_fp8,"ex242|E4M3FN packed low-over-high division|output bitplane tables over exponent-delta/significand pair|shared sign, special-case shell, exponent-delta and sigpair decode with per-bit output functions|yosys_abc_g_aig_official_evaluate|exact_e4m3fn_div_low_over_high|delta_sig_bitplanes|fp8_b_r27",,,
ex242,fp8-b-r27,E4M3FN packed low-over-high division,output bitplane tables over exponent-delta/significand pair,"shared sign, special-case shell, exponent-delta and sigpair decode with per-bit output functions",,,SYNTH_OR_EVAL_FAIL SynthError: Yosys failed with exit code 1,,,float_fp8,"ex242|E4M3FN packed low-over-high division|output bitplane tables over exponent-delta/significand pair|shared sign, special-case shell, exponent-delta and sigpair decode with per-bit output functions|yosys_synth_preset_aig_official_evaluate|exact_e4m3fn_div_low_over_high|delta_sig_bitplanes|fp8_b_r27",,,
ex242,fp8-b-r27,E4M3FN packed low-over-high division,denominator-significand cofactored quotient table,"shared denominator sig cofactor, numerator sig and exponent-delta residual",,,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=1.570; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex242/logs/ex242_r27b_div_den_cofactored_abc_g_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,"ex242|E4M3FN packed low-over-high division|denominator-significand cofactored quotient table|shared denominator sig cofactor, numerator sig and exponent-delta residual|yosys_abc_g_aig_official_evaluate|exact_e4m3fn_div_low_over_high|denominator_cofactored_residual|fp8_b_r27",,,
