case,metric,key,value,detail
ex286,layer_image,w6,417,rows=1716;fixed=
ex286,layer_image,w7,417,rows=1716;fixed=
ex286,layer_image,w8,336,rows=1287;fixed=
ex286,layer_image,w9,214,rows=715;fixed=
ex286,layer_image,w10,102,rows=286;fixed=
ex286,layer_image,w11,36,rows=78;fixed=
ex286,layer_image,w12,7,"rows=13;fixed=0=1,3=1,5=1,7=1,11=1,12=1"
ex286,layer_image,w13,1,"rows=1;fixed=0=1,1=1,2=1,3=1,4=1,5=1,6=1,7=1,8=1,9=1,10=1,11=1,12=1"
ex287,topk_score_family,"local_window:identity:bias=asc,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=asc,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=asc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=asc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=asc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=desc,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=desc,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=desc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=desc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=desc",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=center,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=center,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=center",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=center",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=center",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=edge,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=edge,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=edge",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=edge",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=edge",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"local_window:identity:bias=none,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"cyclic_window:identity:bias=none,radius=0",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=none",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=none",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=none",107/16384,bit_matches=124262/229376;first=x=0x1;expected=0x40;got=0x1
ex287,block_counts,1:13,7729,output_conflicts=16321;keys=28;rows=16384
ex287,block_counts,13:1,8639,output_conflicts=16323;keys=28;rows=16384
ex287,block_counts,3:11,10223,output_conflicts=16294;keys=48;rows=16384
ex287,block_counts,7:7,11215,output_conflicts=16263;keys=64;rows=16384
ex287,block_counts,11:3,11466,output_conflicts=16300;keys=48;rows=16384
ex287,block_counts,1:12:1,11564,output_conflicts=16281;keys=52;rows=16384
ex287,block_counts,12:1:1,11633,output_conflicts=16290;keys=52;rows=16384
ex287,block_counts,2:12,11854,output_conflicts=16302;keys=39;rows=16384
ex287,block_counts,11:2:1,11862,output_conflicts=16270;keys=72;rows=16384
ex287,block_counts,1:1:12,11962,output_conflicts=16286;keys=52;rows=16384
ex287,block_counts,12:2,11971,output_conflicts=16312;keys=39;rows=16384
ex287,block_counts,5:9,11998,output_conflicts=16286;keys=60;rows=16384
ex287,block_counts,10:4,12130,output_conflicts=16278;keys=55;rows=16384
ex287,block_counts,1:2:11,12154,output_conflicts=16252;keys=72;rows=16384
ex287,block_counts,6:8,12221,output_conflicts=16265;keys=63;rows=16384
ex287,block_counts,2:2:2:2:3:3,12830,output_conflicts=13115;keys=1296;rows=16384
ex287,block_counts,7:6:1,12875,output_conflicts=16174;keys=112;rows=16384
ex287,block_counts,3:10:1,12972,output_conflicts=16225;keys=88;rows=16384
ex287,block_counts,8:6,12984,output_conflicts=16247;keys=63;rows=16384
ex287,block_counts,3:3:2:2:2:2,13041,output_conflicts=13210;keys=1296;rows=16384
ex287,block_counts,1:6:7,13195,output_conflicts=16191;keys=112;rows=16384
ex287,block_counts,9:5,13216,output_conflicts=16279;keys=60;rows=16384
ex287,block_counts,11:1:1:1,13223,output_conflicts=16243;keys=96;rows=16384
ex287,block_counts,1:4:9,13251,output_conflicts=16235;keys=100;rows=16384
ex287,block_counts,2:1:11,13290,output_conflicts=16261;keys=72;rows=16384
ex287,layer_image,w0,1,"rows=1;fixed=0=0,1=0,2=0,3=0,4=0,5=0,6=0,7=0,8=0,9=0,10=0,11=0,12=0,13=0"
ex287,layer_image,w1,7,"rows=14;fixed=0=0,1=0,2=0,7=0,8=0,10=0,12=0"
ex287,layer_image,w2,31,rows=91;fixed=
ex287,layer_image,w3,88,rows=364;fixed=
ex287,layer_image,w4,200,rows=1001;fixed=
ex287,layer_image,w5,326,rows=2002;fixed=
ex287,layer_image,w6,427,rows=3003;fixed=
ex287,layer_image,w7,445,rows=3432;fixed=
ex287,layer_image,w8,422,rows=3003;fixed=
ex287,layer_image,w9,318,rows=2002;fixed=
ex287,layer_image,w10,203,rows=1001;fixed=
ex287,layer_image,w11,98,rows=364;fixed=
ex287,layer_image,w12,35,rows=91;fixed=
ex287,layer_image,w13,7,"rows=14;fixed=0=1,3=1,5=1,7=1,9=1,12=1,13=1"
ex287,layer_image,w14,1,"rows=1;fixed=0=1,1=1,2=1,3=1,4=1,5=1,6=1,7=1,8=1,9=1,10=1,11=1,12=1,13=1"
ex288,topk_score_family,singleton_vote:identity:bias=center,169/32768,bit_matches=265998/491520;first=x=0x3;expected=0xc;got=0x6000
ex288,topk_score_family,"local_window:identity:bias=asc,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=asc,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=asc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=asc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=asc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"local_window:identity:bias=desc,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=desc,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=desc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=desc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=desc",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"local_window:identity:bias=center,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=center,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=center",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=center",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=center",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"local_window:identity:bias=edge,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=edge,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=edge",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=edge",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=3,b=3,bias=edge",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"local_window:identity:bias=none,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"cyclic_window:identity:bias=none,radius=0",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=1,b=1,bias=none",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,topk_score_family,"prefix_suffix:identity:a=2,b=2,bias=none",138/32768,bit_matches=264422/491520;first=x=0x1;expected=0x4000;got=0x1
ex288,block_counts,14:1,15773,output_conflicts=32715;keys=30;rows=32768
ex288,block_counts,1:14,15817,output_conflicts=32702;keys=30;rows=32768
ex288,block_counts,3:12,21533,output_conflicts=32673;keys=52;rows=32768
ex288,block_counts,1:13:1,21614,output_conflicts=32670;keys=56;rows=32768
ex288,block_counts,13:2,21936,output_conflicts=32709;keys=42;rows=32768
ex288,block_counts,7:8,22730,output_conflicts=32640;keys=72;rows=32768
ex288,block_counts,2:13,23363,output_conflicts=32698;keys=42;rows=32768
ex288,block_counts,8:7,23699,output_conflicts=32633;keys=72;rows=32768
ex288,block_counts,13:1:1,24056,output_conflicts=32687;keys=56;rows=32768
ex288,block_counts,1:1:13,24061,output_conflicts=32679;keys=56;rows=32768
ex288,block_counts,6:9,24550,output_conflicts=32643;keys=70;rows=32768
ex288,block_counts,5:10,25446,output_conflicts=32678;keys=66;rows=32768
ex288,block_counts,1:12:2,25555,output_conflicts=32651;keys=78;rows=32768
ex288,block_counts,1:2:12,25557,output_conflicts=32637;keys=78;rows=32768
ex288,block_counts,12:2:1,25853,output_conflicts=32641;keys=78;rows=32768
ex288,block_counts,10:5,25925,output_conflicts=32660;keys=66;rows=32768
ex288,block_counts,1:1:12:1,26012,output_conflicts=32615;keys=104;rows=32768
ex288,block_counts,11:4,26029,output_conflicts=32672;keys=60;rows=32768
ex288,block_counts,2:11:2,26069,output_conflicts=32605;keys=108;rows=32768
ex288,block_counts,12:1:2,26080,output_conflicts=32649;keys=78;rows=32768
ex288,block_counts,11:2:2,26121,output_conflicts=32608;keys=108;rows=32768
ex288,block_counts,12:3,26204,output_conflicts=32681;keys=52;rows=32768
ex288,block_counts,7:1:7,26249,output_conflicts=32569;keys=128;rows=32768
ex288,block_counts,3:11:1,26264,output_conflicts=32616;keys=96;rows=32768
ex288,block_counts,2:12:1,26561,output_conflicts=32651;keys=78;rows=32768
ex288,layer_image,w0,1,"rows=1;fixed=0=0,1=0,2=0,3=0,4=0,5=0,6=0,7=0,8=0,9=0,10=0,11=0,12=0,13=0,14=0"
ex288,layer_image,w1,9,"rows=15;fixed=0=0,2=0,6=0,7=0,10=0,12=0"
ex288,layer_image,w2,45,rows=105;fixed=
ex288,layer_image,w3,147,rows=455;fixed=
ex288,layer_image,w4,364,rows=1365;fixed=
ex288,layer_image,w5,669,rows=3003;fixed=
ex288,layer_image,w6,989,rows=5005;fixed=
ex288,layer_image,w7,1173,rows=6435;fixed=
ex288,layer_image,w8,1170,rows=6435;fixed=
ex288,layer_image,w9,960,rows=5005;fixed=
ex288,layer_image,w10,660,rows=3003;fixed=
ex288,layer_image,w11,347,rows=1365;fixed=
ex288,layer_image,w12,147,rows=455;fixed=
ex288,layer_image,w13,44,rows=105;fixed=
ex288,layer_image,w14,8,"rows=15;fixed=0=1,3=1,5=1,7=1,9=1,12=1,13=1"
ex288,layer_image,w15,1,"rows=1;fixed=0=1,1=1,2=1,3=1,4=1,5=1,6=1,7=1,8=1,9=1,10=1,11=1,12=1,13=1,14=1"
ex289,topk_score_family,singleton_vote:identity:bias=edge,196/65536,bit_matches=558904/1048576;first=x=0x3;expected=0xc;got=0x6000
ex289,topk_score_family,singleton_vote:identity:bias=desc,169/65536,bit_matches=554986/1048576;first=x=0x3;expected=0xc;got=0x6000
ex289,topk_score_family,singleton_vote:identity:bias=none,169/65536,bit_matches=554986/1048576;first=x=0x3;expected=0xc;got=0x6000
ex289,topk_score_family,singleton_vote:identity:bias=asc,167/65536,bit_matches=558782/1048576;first=x=0x3;expected=0xc;got=0x6000
ex289,topk_score_family,"local_window:reverse:bias=asc,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"cyclic_window:reverse:bias=asc,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=asc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=2,b=2,bias=asc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=3,b=3,bias=asc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"local_window:reverse:bias=desc,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"cyclic_window:reverse:bias=desc,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=desc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=2,b=2,bias=desc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=3,b=3,bias=desc",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"local_window:reverse:bias=center,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"cyclic_window:reverse:bias=center,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=center",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=2,b=2,bias=center",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=3,b=3,bias=center",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"local_window:reverse:bias=edge,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"cyclic_window:reverse:bias=edge,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=1,b=1,bias=edge",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=2,b=2,bias=edge",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"prefix_suffix:reverse:a=3,b=3,bias=edge",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,topk_score_family,"local_window:reverse:bias=none,radius=0",162/65536,bit_matches=556800/1048576;first=x=0x1;expected=0x4000;got=0x8000
ex289,block_counts,1:15,31292,output_conflicts=65478;keys=32;rows=65536
ex289,block_counts,15:1,32216,output_conflicts=65464;keys=32;rows=65536
ex289,block_counts,3:13,44507,output_conflicts=65438;keys=56;rows=65536
ex289,block_counts,8:8,44958,output_conflicts=65349;keys=81;rows=65536
ex289,block_counts,1:14:1,46399,output_conflicts=65421;keys=60;rows=65536
ex289,block_counts,7:9,46649,output_conflicts=65358;keys=80;rows=65536
ex289,block_counts,14:1:1,46843,output_conflicts=65429;keys=60;rows=65536
ex289,block_counts,2:14,47994,output_conflicts=65441;keys=45;rows=65536
ex289,block_counts,14:2,48015,output_conflicts=65449;keys=45;rows=65536
ex289,block_counts,1:1:14,49121,output_conflicts=65424;keys=60;rows=65536
ex289,block_counts,6:10,50356,output_conflicts=65363;keys=77;rows=65536
ex289,block_counts,1:2:13,50627,output_conflicts=65402;keys=84;rows=65536
ex289,block_counts,13:2:1,50771,output_conflicts=65399;keys=84;rows=65536
ex289,block_counts,5:11,51705,output_conflicts=65406;keys=72;rows=65536
ex289,block_counts,10:6,52239,output_conflicts=65373;keys=77;rows=65536
ex289,block_counts,7:8:1,52439,output_conflicts=65254;keys=144;rows=65536
ex289,block_counts,13:3,52581,output_conflicts=65437;keys=56;rows=65536
ex289,block_counts,8:7:1,53574,output_conflicts=65215;keys=144;rows=65536
ex289,block_counts,1:13:1:1,53825,output_conflicts=65359;keys=112;rows=65536
ex289,block_counts,7:1:8,53832,output_conflicts=65255;keys=144;rows=65536
ex289,block_counts,3:12:1,53912,output_conflicts=65347;keys=104;rows=65536
ex289,block_counts,1:7:8,54067,output_conflicts=65221;keys=144;rows=65536
ex289,block_counts,13:1:1:1,54191,output_conflicts=65355;keys=112;rows=65536
ex289,block_counts,12:3:1,54225,output_conflicts=65337;keys=104;rows=65536
ex289,block_counts,2:13:1,54488,output_conflicts=65384;keys=84;rows=65536
ex289,layer_image,w0,1,"rows=1;fixed=0=0,1=0,2=0,3=0,4=0,5=0,6=0,7=0,8=0,9=0,10=0,11=0,12=0,13=0,14=0,15=0"
ex289,layer_image,w1,8,"rows=16;fixed=0=0,3=0,4=0,6=0,8=0,10=0,12=0,15=0"
ex289,layer_image,w2,36,rows=120;fixed=
ex289,layer_image,w3,111,rows=560;fixed=
ex289,layer_image,w4,299,rows=1820;fixed=
ex289,layer_image,w5,542,rows=4368;fixed=
ex289,layer_image,w6,877,rows=8008;fixed=
ex289,layer_image,w7,1052,rows=11440;fixed=
ex289,layer_image,w8,1193,rows=12870;fixed=
ex289,layer_image,w9,1052,rows=11440;fixed=
ex289,layer_image,w10,877,rows=8008;fixed=
ex289,layer_image,w11,542,rows=4368;fixed=
ex289,layer_image,w12,299,rows=1820;fixed=
ex289,layer_image,w13,111,rows=560;fixed=
ex289,layer_image,w14,36,rows=120;fixed=
ex289,layer_image,w15,8,"rows=16;fixed=0=1,3=1,5=1,7=1,9=1,11=1,12=1,15=1"
ex289,layer_image,w16,1,"rows=1;fixed=0=1,1=1,2=1,3=1,4=1,5=1,6=1,7=1,8=1,9=1,10=1,11=1,12=1,13=1,14=1,15=1"
