round,run_id,agent_id,case,domain,candidate_id,family,hypothesis,representation,sharing_strategy,shared_structure,synth_flow,method_signature,verilog_path,aig_path,log_path,evaluate_log,official_status,equivalent,simulation_pass,area,delay,adp,reference_adp,current_adp,frontend_best_adp,beats_frontend,beats_current,beats_reference,notes,variant,verified_truth,shard_csv
,,sub-fp8-arith-flow-r90,ex245,,ex245_r90_current_abc_g_aig,,E5M2FN packed add high byte plus low byte,,,,,ex245|E5M2FN packed add high byte plus low byte|current active table mux source|shared sorted E5M2 decode and active same/diff tables|abc_g_aig|official_evaluate|active_same_diff_mux,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-arith-flow-r90/ex245/verilog/ex245_r90_current_abc_g_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-arith-flow-r90/ex245/aigs/ex245_r90_current_abc_g_aig.aig,,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-arith-flow-r90/ex245/official_eval/ex245_r90_current_abc_g_aig/ex245_r90_current_abc_g_aig.evaluate.py.log,,1,,706,35,24710,,,,,,,evaluate.py status=OK; exit=0; yosys_log=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-arith-flow-r90/ex245/logs/ex245_r90_current_abc_g_aig.yosys.log; Bounded lower-priority source-to-AIG flow check for ex245.,current active table mux source+abc_g_aig,official_evaluate.py,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-arith-flow-r90/candidates.csv
,,sub-fp8-arith-flow-r90,ex245,,ex245_r90_keep_no_flatten,,E5M2FN packed add high byte plus low byte,,,,,ex245|E5M2FN packed add high byte plus low byte|active table keep-boundary source|kept sorted field and active table source boundaries|no_flatten|official_evaluate|active_same_diff_mux,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-arith-flow-r90/ex245/verilog/ex245_r90_keep_no_flatten.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-arith-flow-r90/ex245/aigs/ex245_r90_keep_no_flatten.aig,,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-arith-flow-r90/ex245/official_eval/ex245_r90_keep_no_flatten/ex245_r90_keep_no_flatten.evaluate.py.log,,1,,714,35,24990,,,,,,,evaluate.py status=OK; exit=0; yosys_log=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-arith-flow-r90/ex245/logs/ex245_r90_keep_no_flatten.yosys.log; Small source-boundary check for ex245 without replaying backend remap.,active table keep-boundary source+no_flatten,official_evaluate.py,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-arith-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-fp8-top-flow-r90,ex247,float_fp8,ex247_r90_current_abc_g_aig,frontend_synthflow_mutation,E5M2FN packed low-over-high division,current_best_source_abc_g_aig,shared denominator numerator decode with bounded region magnitude source,denominator numerator decode exponent delta boundary mux,yosys_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|round90 current-best source replay with Yosys internal abc -g aig|current denominator-nested boundary source using abc_g_aig frontend mapping|yosys_abc_g_aig_frontend|official_evaluate|full_word,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/verilog/ex247_r90_current_abc_g_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/aigs/ex247_r90_current_abc_g_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/logs/ex247_r90_current_abc_g_aig.yosys.log,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/logs/ex247_r90_current_abc_g_aig.evaluate.py.log,OK,1,not_run,363,23,8349,2975,6804,7291,0,0,0,official evaluate.py OK; nonwinning; dossier=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/notes/ex247_r90_current_abc_g_aig.md,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-top-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-fp8-top-flow-r90,ex247,float_fp8,ex247_r90_r89_noabc,frontend_synthflow_mutation,E5M2FN packed low-over-high division,round89_equiv_source_noabc,shared denominator numerator decode with bounded region magnitude source,denominator numerator decode exponent delta boundary mux,yosys_noabc_frontend,ex247|E5M2FN packed low-over-high division|round90 round89 region mux source with no internal ABC|round89 two-stage region mux source using noabc frontend mapping|yosys_noabc_frontend|official_evaluate|full_word,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/verilog/ex247_r90_r89_noabc.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/aigs/ex247_r90_r89_noabc.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/logs/ex247_r90_r89_noabc.yosys.log,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/logs/ex247_r90_r89_noabc.evaluate.py.log,OK,1,not_run,602,41,24682,2975,6804,7291,0,0,0,official evaluate.py OK; nonwinning; dossier=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex247/notes/ex247_r90_r89_noabc.md,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-top-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-fp8-top-flow-r90,ex246,float_fp8,ex246_r90_current_abc_g_aig,frontend_synthflow_mutation,E5M2FN packed multiply high byte times low byte,current_best_source_abc_g_aig,shared product-class source with alternate frontend mapping,sign xor exponent sum significand product product magnitude mux,yosys_abc_g_aig_frontend,ex246|E5M2FN packed multiply high byte times low byte|round90 current-best seed12 product source with Yosys internal abc -g aig|current product-class source using abc_g_aig frontend mapping|yosys_abc_g_aig_frontend|official_evaluate|full_word,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/verilog/ex246_r90_current_abc_g_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/aigs/ex246_r90_current_abc_g_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/logs/ex246_r90_current_abc_g_aig.yosys.log,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/logs/ex246_r90_current_abc_g_aig.evaluate.py.log,OK,1,not_run,354,24,8496,2805,5984,6888,0,0,0,official evaluate.py OK; nonwinning; dossier=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/notes/ex246_r90_current_abc_g_aig.md,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-top-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-fp8-top-flow-r90,ex246,float_fp8,ex246_r90_r89_noabc,frontend_synthflow_mutation,E5M2FN packed multiply high byte times low byte,round89_equiv_source_noabc,shared product-class source with alternate frontend mapping,sign xor exponent sum significand product product magnitude mux,yosys_noabc_frontend,ex246|E5M2FN packed multiply high byte times low byte|round90 round89 product decode bus source with no internal ABC|round89 product decode bus source using noabc frontend mapping|yosys_noabc_frontend|official_evaluate|full_word,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/verilog/ex246_r90_r89_noabc.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/aigs/ex246_r90_r89_noabc.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/logs/ex246_r90_r89_noabc.yosys.log,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/logs/ex246_r90_r89_noabc.evaluate.py.log,OK,1,not_run,1211,34,41174,2805,5984,6888,0,0,0,official evaluate.py OK; nonwinning; dossier=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex246/notes/ex246_r90_r89_noabc.md,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-top-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-fp8-top-flow-r90,ex244,float_fp8,ex244_r90_current_abc_g_aig,frontend_synthflow_mutation,E4M3FN packed hypot abs high low,current_best_source_abc_g_aig,shared max min decode plus maxeff delta source with alternate frontend mapping,ordered abs max min maxeff gap delta saturation source,yosys_abc_g_aig_frontend,ex244|E4M3FN packed hypot abs high low|round90 current-best maxeff delta source with Yosys internal abc -g aig|current maxeff delta BDD source using abc_g_aig frontend mapping|yosys_abc_g_aig_frontend|official_evaluate|full_word,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/verilog/ex244_r90_current_abc_g_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/aigs/ex244_r90_current_abc_g_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/logs/ex244_r90_current_abc_g_aig.yosys.log,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/logs/ex244_r90_current_abc_g_aig.evaluate.py.log,OK,1,not_run,312,37,11544,4272,8928,9120,0,0,0,official evaluate.py OK; nonwinning; dossier=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/notes/ex244_r90_current_abc_g_aig.md,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-top-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-fp8-top-flow-r90,ex244,float_fp8,ex244_r90_r89_noabc,frontend_synthflow_mutation,E4M3FN packed hypot abs high low,round89_equiv_source_noabc,shared max min decode plus maxeff delta source with alternate frontend mapping,ordered abs max min maxeff gap delta saturation source,yosys_noabc_frontend,ex244|E4M3FN packed hypot abs high low|round90 round89 ordered magnitude bus source with no internal ABC|round89 ordered magnitude bus source using noabc frontend mapping|yosys_noabc_frontend|official_evaluate|full_word,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/verilog/ex244_r90_r89_noabc.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/aigs/ex244_r90_r89_noabc.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/logs/ex244_r90_r89_noabc.yosys.log,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/logs/ex244_r90_r89_noabc.evaluate.py.log,OK,1,not_run,509,58,29522,4272,8928,9120,0,0,0,official evaluate.py OK; nonwinning; dossier=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex244/notes/ex244_r90_r89_noabc.md,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-top-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-fp8-top-flow-r90,ex249,float_fp8,ex249_r90_current_abc_g_aig,frontend_synthflow_mutation,E5M2FN packed hypot abs high low,current_best_source_abc_g_aig,shared raw exponent threshold source with alternate frontend mapping,ordered abs max min active gap delta saturation source,yosys_abc_g_aig_frontend,ex249|E5M2FN packed hypot abs high low|round90 current-best rawexp threshold source with Yosys internal abc -g aig|current rawexp threshold source using abc_g_aig frontend mapping|yosys_abc_g_aig_frontend|official_evaluate|full_word,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/verilog/ex249_r90_current_abc_g_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/aigs/ex249_r90_current_abc_g_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/logs/ex249_r90_current_abc_g_aig.yosys.log,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/logs/ex249_r90_current_abc_g_aig.evaluate.py.log,OK,1,not_run,173,30,5190,2079,3339,4342,0,0,0,official evaluate.py OK; nonwinning; dossier=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/notes/ex249_r90_current_abc_g_aig.md,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-top-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-fp8-top-flow-r90,ex249,float_fp8,ex249_r90_r89_noabc,frontend_synthflow_mutation,E5M2FN packed hypot abs high low,round89_equiv_source_noabc,shared raw exponent threshold source with alternate frontend mapping,ordered abs max min active gap delta saturation source,yosys_noabc_frontend,ex249|E5M2FN packed hypot abs high low|round90 round89 ordered magnitude active-tail source with no internal ABC|round89 active-tail source using noabc frontend mapping|yosys_noabc_frontend|official_evaluate|full_word,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/verilog/ex249_r90_r89_noabc.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/aigs/ex249_r90_r89_noabc.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/logs/ex249_r90_r89_noabc.yosys.log,student/runs/float_fp8/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/logs/ex249_r90_r89_noabc.evaluate.py.log,OK,1,not_run,307,40,12280,2079,3339,4342,0,0,0,official evaluate.py OK; nonwinning; dossier=student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-fp8-top-flow-r90/ex249/notes/ex249_r90_r89_noabc.md,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-fp8-top-flow-r90/candidates.csv
