case,domain,agent_id,candidate_id,method_signature,sim_tool,sim_status,tests_run,failures,log_path,notes
ex223,fp16,fp16-agent,ex223_log_nested_low12_hi6_abc_g_aig,,not_run,not_run,,,,
ex223,fp16,fp16-agent,ex223_log_nested_low14_hi5_abc_g_aig,,not_run,not_run,,,,
ex223,fp16,fp16-agent,ex223_log_nested_low15_hi5_abc_g_aig,,not_run,not_run,,,,
ex224,fp16,fp16-agent,ex224_log_nested_low11_hi4_abc_g_aig,,not_run,not_run,,,,
ex224,fp16,fp16-agent,ex224_log_nested_low11_hi5_abc_g_aig,,not_run,not_run,,,,
ex224,fp16,fp16-agent,ex224_log_nested_low11_hi6_abc_g_aig,,not_run,not_run,,,,
ex224,fp16,fp16-agent,ex224_log_nested_low12_hi5_abc_g_aig,,not_run,not_run,,,,
ex224,fp16,fp16-agent,ex224_log_nested_low12_hi6_abc_g_aig,,not_run,not_run,,,,
ex224,fp16,fp16-agent,ex224_log_nested_low14_hi5_abc_g_aig,,not_run,not_run,,,,
ex224,fp16,fp16-agent,ex224_log_nested_low15_hi5_abc_g_aig,,not_run,not_run,,,,
ex225,fp16,fp16-agent,ex225_log_nested_low11_hi4_abc_g_aig,,not_run,not_run,,,,
ex225,fp16,fp16-agent,ex225_log_nested_low11_hi5_abc_g_aig,,not_run,not_run,,,,
ex225,fp16,fp16-agent,ex225_log_nested_low11_hi6_abc_g_aig,,not_run,not_run,,,,
ex225,fp16,fp16-agent,ex225_log_nested_low12_hi5_abc_g_aig,,not_run,not_run,,,,
ex225,fp16,fp16-agent,ex225_log_nested_low12_hi6_abc_g_aig,,not_run,not_run,,,,
ex225,fp16,fp16-agent,ex225_log_nested_low14_hi5_abc_g_aig,,not_run,not_run,,,,
ex225,fp16,fp16-agent,ex225_log_nested_low15_hi5_abc_g_aig,,not_run,not_run,,,,
ex256,integer,integer-agent,ex256_umul_wallace_outside_csel4_abc_g_aig,ex256|partial-product_compressor_final_carry_is_bottleneck|unsigned_Wallace_columns_with_carry-select_final_merge|shared_partial_products_and_column_compressor_rows|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_umul_wallace_outside_csel4_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex256,integer,integer-agent,ex256_umul_wallace_outside_csel4_synth_preset_d18,ex256|partial-product_compressor_final_carry_is_bottleneck|unsigned_Wallace_columns_with_carry-select_final_merge|shared_partial_products_and_column_compressor_rows|synth_preset_d18|unsigned_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_umul_wallace_outside_csel4_synth_preset_d18.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex256,integer,integer-agent,ex256_umul_wallace_mod_outside_hcla3_abc_g_aig,ex256|drop_provably_unused_final_overflow_carry_before_merge|modulo_Wallace_columns_with_hybrid_CLA_final_merge|shared_partial_products_and_pruned_final_carry_network|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_umul_wallace_mod_outside_hcla3_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex256,integer,integer-agent,ex256_umul_wallace_mod_outside_hcla3_synth_preset_d18,ex256|drop_provably_unused_final_overflow_carry_before_merge|modulo_Wallace_columns_with_hybrid_CLA_final_merge|shared_partial_products_and_pruned_final_carry_network|synth_preset_d18|unsigned_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_umul_wallace_mod_outside_hcla3_synth_preset_d18.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_csel2_abc_g_aig,ex260|small_signed_product_final_carry_is_bottleneck|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|abc_g_aig|signed_low4_high4_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_csel2_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_csel2_synth_preset_d9,ex260|small_signed_product_final_carry_is_bottleneck|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|synth_preset_d9|signed_low4_high4_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_csel2_synth_preset_d9.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_csel2_synth_preset_d13,ex260|small_signed_product_final_carry_is_bottleneck|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|synth_preset_d13|signed_low4_high4_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_csel2_synth_preset_d13.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig,ex260|signed_modulo_carry_pruning_can_reduce_final_merge_cost|reverse_Baugh-Wooley_Wallace_modulo_hybrid_CLA|shared_signed_partial_products_with_pruned_overflow_carry|abc_g_aig|signed_low4_high4_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d9,ex260|signed_modulo_carry_pruning_can_reduce_final_merge_cost|reverse_Baugh-Wooley_Wallace_modulo_hybrid_CLA|shared_signed_partial_products_with_pruned_overflow_carry|synth_preset_d9|signed_low4_high4_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d9.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d13,ex260|signed_modulo_carry_pruning_can_reduce_final_merge_cost|reverse_Baugh-Wooley_Wallace_modulo_hybrid_CLA|shared_signed_partial_products_with_pruned_overflow_carry|synth_preset_d13|signed_low4_high4_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d13.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex261,integer,integer-agent,ex261_baugh_wooley_wallace_csel3_abc_g_aig,ex261|signed_5x5_final_carry_grouping_may_beat_hCLA4|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|abc_g_aig|signed_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace_csel3_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex261,integer,integer-agent,ex261_baugh_wooley_wallace_csel3_synth_preset_d13,ex261|signed_5x5_final_carry_grouping_may_beat_hCLA4|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|synth_preset_d13|signed_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace_csel3_synth_preset_d13.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex261,integer,integer-agent,ex261_baugh_wooley_wallace_csel3_synth_preset_d18,ex261|signed_5x5_final_carry_grouping_may_beat_hCLA4|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|synth_preset_d18|signed_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace_csel3_synth_preset_d18.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex261,integer,integer-agent,ex261_baugh_wooley_wallace4_outside_hcla2_abc_g_aig,ex261|4-input_counters_reduce_signed_5x5_compressor_depth|Baugh-Wooley_4-input_column_compressor_with_hCLA2|shared_signed_partial_products_and_4-input_compressor_rows|abc_g_aig|signed_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace4_outside_hcla2_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex261,integer,integer-agent,ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d13,ex261|4-input_counters_reduce_signed_5x5_compressor_depth|Baugh-Wooley_4-input_column_compressor_with_hCLA2|shared_signed_partial_products_and_4-input_compressor_rows|synth_preset_d13|signed_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d13.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex261,integer,integer-agent,ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d18,ex261|4-input_counters_reduce_signed_5x5_compressor_depth|Baugh-Wooley_4-input_column_compressor_with_hCLA2|shared_signed_partial_products_and_4-input_compressor_rows|synth_preset_d18|signed_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d18.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex266,integer,integer-agent,ex266_ex266_cof_bhi2_a4_tree_wordmux_abc_g_aig,ex266|shared_cofactor_word_tree_may_lower_mux_delay|magnitude_cofactor_bit-BDD_with_shared_tree_word_mux|shared_quotient-word_mux_across_output_bits|abc_g_aig|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_ex266_cof_bhi2_a4_tree_wordmux_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex266,integer,integer-agent,ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d8,ex266|shared_cofactor_word_tree_may_lower_mux_delay|magnitude_cofactor_bit-BDD_with_shared_tree_word_mux|shared_quotient-word_mux_across_output_bits|synth_preset_d8|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d8.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex266,integer,integer-agent,ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d10,ex266|shared_cofactor_word_tree_may_lower_mux_delay|magnitude_cofactor_bit-BDD_with_shared_tree_word_mux|shared_quotient-word_mux_across_output_bits|synth_preset_d10|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d10.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex266,integer,integer-agent,ex266_udiv_threshold_wordtree_abc_g_aig,ex266|binary_quotient_threshold_word_tree_can_share_product_tests|recursive_q>=mid_comparator_tree_using_constant_b_multiples|shared_word-level_quotient_decisions|abc_g_aig|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_udiv_threshold_wordtree_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex266,integer,integer-agent,ex266_udiv_threshold_wordtree_synth_preset_d8,ex266|binary_quotient_threshold_word_tree_can_share_product_tests|recursive_q>=mid_comparator_tree_using_constant_b_multiples|shared_word-level_quotient_decisions|synth_preset_d8|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_udiv_threshold_wordtree_synth_preset_d8.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex266,integer,integer-agent,ex266_udiv_threshold_wordtree_synth_preset_d10,ex266|binary_quotient_threshold_word_tree_can_share_product_tests|recursive_q>=mid_comparator_tree_using_constant_b_multiples|shared_word-level_quotient_decisions|synth_preset_d10|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_udiv_threshold_wordtree_synth_preset_d10.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex270,integer,integer-agent,ex270_wallace_square_outside_csel7_abc_g_aig,ex270|alternate_carry-select_group_can_reduce_square_final_carry_ADP|triangular_square_Wallace_columns_with_csel7|shared_cross_terms_and_square-column_compressor_rows|abc_g_aig|unsigned_square_x*x|full_square_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_outside_csel7_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex270,integer,integer-agent,ex270_wallace_square_outside_csel7_synth_preset_d12,ex270|alternate_carry-select_group_can_reduce_square_final_carry_ADP|triangular_square_Wallace_columns_with_csel7|shared_cross_terms_and_square-column_compressor_rows|synth_preset_d12|unsigned_square_x*x|full_square_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_outside_csel7_synth_preset_d12.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex270,integer,integer-agent,ex270_wallace_square_outside_csel7_synth_preset_d18,ex270|alternate_carry-select_group_can_reduce_square_final_carry_ADP|triangular_square_Wallace_columns_with_csel7|shared_cross_terms_and_square-column_compressor_rows|synth_preset_d18|unsigned_square_x*x|full_square_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_outside_csel7_synth_preset_d18.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex270,integer,integer-agent,ex270_wallace_square_factored_csel5_abc_g_aig,ex270|factored_compressors_can_lower_square_area_at_csel5_grouping|factored_full-adder_square_compressor_with_csel5|shared_propagate/generate_inside_square-column_compressors|abc_g_aig|unsigned_square_x*x|full_square_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_factored_csel5_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex270,integer,integer-agent,ex270_wallace_square_factored_csel5_synth_preset_d12,ex270|factored_compressors_can_lower_square_area_at_csel5_grouping|factored_full-adder_square_compressor_with_csel5|shared_propagate/generate_inside_square-column_compressors|synth_preset_d12|unsigned_square_x*x|full_square_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_factored_csel5_synth_preset_d12.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex270,integer,integer-agent,ex270_wallace_square_factored_csel5_synth_preset_d18,ex270|factored_compressors_can_lower_square_area_at_csel5_grouping|factored_full-adder_square_compressor_with_csel5|shared_propagate/generate_inside_square-column_compressors|synth_preset_d18|unsigned_square_x*x|full_square_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_factored_csel5_synth_preset_d18.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex276,integer,integer-agent,ex276_prefix4_ge_tree_lsb_abc_g_aig,ex276|shared_whole-word_prefix-ge_muxing_may_beat_bitwise_output_logic|prefix4_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|abc_g_aig|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_prefix4_ge_tree_lsb_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex276,integer,integer-agent,ex276_prefix4_ge_tree_lsb_synth_preset_d8,ex276|shared_whole-word_prefix-ge_muxing_may_beat_bitwise_output_logic|prefix4_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|synth_preset_d8|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_prefix4_ge_tree_lsb_synth_preset_d8.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex276,integer,integer-agent,ex276_prefix4_ge_tree_lsb_synth_preset_d10,ex276|shared_whole-word_prefix-ge_muxing_may_beat_bitwise_output_logic|prefix4_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|synth_preset_d10|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_prefix4_ge_tree_lsb_synth_preset_d10.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex276,integer,integer-agent,ex276_cofbdd4_reverse_abc_g_aig,ex276|cofactored_local_BDD_can_reduce_mid-bit_classifier_delay|4-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|abc_g_aig|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_cofbdd4_reverse_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex276,integer,integer-agent,ex276_cofbdd4_reverse_synth_preset_d8,ex276|cofactored_local_BDD_can_reduce_mid-bit_classifier_delay|4-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|synth_preset_d8|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_cofbdd4_reverse_synth_preset_d8.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex276,integer,integer-agent,ex276_cofbdd4_reverse_synth_preset_d10,ex276|cofactored_local_BDD_can_reduce_mid-bit_classifier_delay|4-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|synth_preset_d10|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_cofbdd4_reverse_synth_preset_d10.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex277,integer,integer-agent,ex277_prefix5_ge_tree_lsb_abc_g_aig,ex277|larger_prefix_range_word_tree_may_beat_cofactor_BDD_on_ADP|prefix5_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|abc_g_aig|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_prefix5_ge_tree_lsb_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex277,integer,integer-agent,ex277_prefix5_ge_tree_lsb_synth_preset_d10,ex277|larger_prefix_range_word_tree_may_beat_cofactor_BDD_on_ADP|prefix5_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|synth_preset_d10|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_prefix5_ge_tree_lsb_synth_preset_d10.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
