case,candidate_id,family_id,parent_id,parent_hash,source,tool,tool_chain,command,command_expanded,params_json,aig_path,aig_hash,verilog_path,seed_origin,area,delay,adp,parent_area,parent_delay,parent_adp,delta_area,delta_delay,delta_adp,equivalent,round,phase,tier,runtime_sec,is_pareto,is_near_pareto,is_active,is_new_pareto,duplicate_of,notes
ex200,ex200_r005_mockturtle_mockturtle_resub_balance_pex200_r004_mockturtle_mo_a3596_d15_adp53940_2631a05a,alt03,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_2c0264dc,2c0264dc8c4d29b9e48c36e3369a7bd517462921c90762fffa1b11efc7c55d25,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_resub_balance_pex200_r004_mockturtle_mo_a3596_d15_adp53940_2631a05a.aig,2631a05a57abc592867a17517c4e59c523aa60e7d0d321bcf35d3b1b48f7cfc9,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3596,15,53940,3597,15,53955,-1,0,-15,1,5,mockturtle,0,0.816,0,1,1,,,
ex200,ex200_r004_mockturtle_mockturtle_balance_resub_pex200_r003_mockturtle_mo_a3596_d15_adp53940_74814129,alt03,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_resyn_a3597_d15_adp53955_871b64f1,871b64f1701331c80ba78770f97b31c991b09ad7f3c8264ab7ea5ea796eb8917,mockturtle,mockturtle,mockturtle_balance_resub,balance_resub,balance_resub,"{""flow"": ""balance_resub""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_balance_resub_pex200_r003_mockturtle_mo_a3596_d15_adp53940_74814129.aig,748141296f48733bbe6736256dcba5fdf85880003f2b5f627d35f36916157b63,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3596,15,53940,3597,15,53955,-1,0,-15,1,4,mockturtle,0,0.712,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3596_d15_adp53940_9572dbb1,alt03,ex200_r004_mockturtle_mockturtle_balance_resub_pex200_r003_mockturtle_mo_a3596_d15_adp53940_74814129,748141296f48733bbe6736256dcba5fdf85880003f2b5f627d35f36916157b63,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3596_d15_adp53940_9572dbb1.aig,9572dbb1fadfac6a961b31a3d60d84b90138ea081ed8363b09763923052883c9,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3596,15,53940,3596,15,53940,0,0,0,1,5,mockturtle,0,0.716,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_15369dfb,alt03,ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_ffb7572a,ffb7572a5af60d7b0b869d64d4b0fb07823b6d7bcd99218641c68a9b1dd220cc,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_15369dfb.aig,15369dfbd90a17a2d71cfe494747cc8967377ff080c964838880c234aee03f64,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3597,15,53955,0,0,0,1,5,mockturtle,0,0.667,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_resub_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_2591e533,alt03,ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3598_d15_adp53970_84bc1396,84bc139685724f2f558533490bbc4b0715c6943d50e0f4678dff2fd4e6088ec6,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_resub_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_2591e533.aig,2591e533dc0105313d728ec2623f756902f2e47056871702df587021a66c4fb6,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3598,15,53970,-1,0,-15,1,5,mockturtle,0,0.704,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_resub_pex200_r004_mockturtle_mo_a3597_d15_adp53955_2aec6c35,alt03,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3598_d15_adp53970_5b8b4420,5b8b4420e8e4d8b95fd30d290dff7124f249b8e97804067f2d9223e72f641de5,mockturtle,mockturtle,mockturtle_resub,resub,resub,"{""flow"": ""resub""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_resub_pex200_r004_mockturtle_mo_a3597_d15_adp53955_2aec6c35.aig,2aec6c3545e747122110bbf1063c682e08a8b50b71f62ddbc752ffbb03650c34,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3598,15,53970,-1,0,-15,1,5,mockturtle,0,0.830,0,1,1,,,
ex200,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_2c0264dc,alt03,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dc2_d_a3601_d15_adp54015_f916dfbd,f916dfbdca949225b8333978beddcb4cb8c6d5aa4a6c71bd56acae0f3b1b3593,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_2c0264dc.aig,2c0264dc8c4d29b9e48c36e3369a7bd517462921c90762fffa1b11efc7c55d25,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3601,15,54015,-4,0,-60,1,4,mockturtle,0,0.707,0,1,1,,,
ex200,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dch_b_a3597_d15_adp53955_5b292913,alt03,ex200_r002_abc_abc_dch_bal_rw_pex200_r001_abc_abc_dc2_d_a3609_d15_adp54135_488bf25a,488bf25a0548fb8ae8f033bdef3933599deac9d7f7733a90d0ac2a6d01723047,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dch_b_a3597_d15_adp53955_5b292913.aig,5b2929134e8854352b72191c64eb16f5ba160eedf1a600c29be2b24eefcc1078,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3609,15,54135,-12,0,-180,1,3,mockturtle,0,0.862,0,1,1,,,
ex200,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_6039e72d,alt03,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dc2_d_a3598_d15_adp53970_bf7eede0,bf7eede0ae395549114501d82032a45e027d6415bc93f98d91197730c1a7bf45,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_6039e72d.aig,6039e72dbb3f7f68d0690e2021f8c5eab2026b1fe5773ceaecb4f27d20eda84e,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3598,15,53970,-1,0,-15,1,4,mockturtle,0,0.737,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_663218da,alt03,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_2c0264dc,2c0264dc8c4d29b9e48c36e3369a7bd517462921c90762fffa1b11efc7c55d25,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_663218da.aig,663218da4b837e4a6c99b63b212dc4bd280e1830f1508918064e98732e2c811f,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3597,15,53955,0,0,0,1,5,mockturtle,0,0.637,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_resub_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_867ab5ec,alt03,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3598_d15_adp53970_5b8b4420,5b8b4420e8e4d8b95fd30d290dff7124f249b8e97804067f2d9223e72f641de5,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_resub_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_867ab5ec.aig,867ab5ec3f51c6a29c6daa5db05d2159743d8a94e64b2f47c3f6fbca6643fba2,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3598,15,53970,-1,0,-15,1,5,mockturtle,0,0.716,0,1,1,,,
ex200,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_resyn_a3597_d15_adp53955_871b64f1,alt03,ex200_r002_abc_abc_resyn2rs_pex200_r001_abc_abc_dc2_d_a3602_d15_adp54030_676fbb8f,676fbb8f92c26bb3ee68a4ffeca803df1ca6fc70a8362b47fe371f0da042e98d,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_resyn_a3597_d15_adp53955_871b64f1.aig,871b64f1701331c80ba78770f97b31c991b09ad7f3c8264ab7ea5ea796eb8917,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3602,15,54030,-5,0,-75,1,3,mockturtle,0,0.713,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_balance_resub_pex200_r004_mockturtle_mo_a3597_d15_adp53955_912802c6,alt03,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3598_d15_adp53970_5b8b4420,5b8b4420e8e4d8b95fd30d290dff7124f249b8e97804067f2d9223e72f641de5,mockturtle,mockturtle,mockturtle_balance_resub,balance_resub,balance_resub,"{""flow"": ""balance_resub""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_resub_pex200_r004_mockturtle_mo_a3597_d15_adp53955_912802c6.aig,912802c65d33d0381fbd61a47caa0c9c14d540dc44d44adb87389ecd0f8e7909,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3598,15,53970,-1,0,-15,1,5,mockturtle,0,0.787,0,1,1,,,
ex200,ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_bef7a022,alt03,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_resyn_a3597_d15_adp53955_871b64f1,871b64f1701331c80ba78770f97b31c991b09ad7f3c8264ab7ea5ea796eb8917,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_bef7a022.aig,bef7a022818bd6e337b080bf5b9c5a3c218db5a127361d74d7316a9f1fd4e513,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3597,15,53955,0,0,0,1,4,mockturtle,0,0.632,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_c5a63f77,alt03,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_6039e72d,6039e72dbb3f7f68d0690e2021f8c5eab2026b1fe5773ceaecb4f27d20eda84e,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_c5a63f77.aig,c5a63f778ec29e1756ccbfa7f4dc133811326eacf6d5e481f50ba09cb62c42aa,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3597,15,53955,0,0,0,1,5,mockturtle,0,0.669,0,1,1,,,
ex200,ex200_r004_mockturtle_mockturtle_resub_pex200_r003_mockturtle_mo_a3597_d15_adp53955_ca207c76,alt03,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dc2_d_a3601_d15_adp54015_f916dfbd,f916dfbdca949225b8333978beddcb4cb8c6d5aa4a6c71bd56acae0f3b1b3593,mockturtle,mockturtle,mockturtle_resub,resub,resub,"{""flow"": ""resub""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_resub_pex200_r003_mockturtle_mo_a3597_d15_adp53955_ca207c76.aig,ca207c76b6c29dec20b7c5c753d9635302b1cdfb5a3ff4cf2f07ee062f09c673,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3601,15,54015,-4,0,-60,1,4,mockturtle,0,0.768,0,1,1,,,
ex200,ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_ec14d499,alt03,ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_bef7a022,bef7a022818bd6e337b080bf5b9c5a3c218db5a127361d74d7316a9f1fd4e513,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r005_mockturtle_mockturtle_balance_pex200_r004_mockturtle_mo_a3597_d15_adp53955_ec14d499.aig,ec14d499e60fe39d75c8552faa2ba5d5c3c84b620c1814bf71b7779bde305fd8,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3597,15,53955,0,0,0,1,5,mockturtle,0,0.701,0,1,1,,,
ex200,ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_ffb7572a,alt03,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dch_b_a3597_d15_adp53955_5b292913,5b2929134e8854352b72191c64eb16f5ba160eedf1a600c29be2b24eefcc1078,mockturtle,mockturtle,mockturtle_balance,balance,balance,"{""flow"": ""balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_balance_pex200_r003_mockturtle_mo_a3597_d15_adp53955_ffb7572a.aig,ffb7572a5af60d7b0b869d64d4b0fb07823b6d7bcd99218641c68a9b1dd220cc,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3597,15,53955,3597,15,53955,0,0,0,1,4,mockturtle,0,0.637,0,1,1,,,
ex200,ex200_r004_mockturtle_mockturtle_balance_resub_pex200_r003_mockturtle_mo_a3598_d15_adp53970_1618e93f,alt03,ex200_r003_mockturtle_mockturtle_resub_balance_pex200_r002_abc_abc_dc2_d_a3601_d15_adp54015_f916dfbd,f916dfbdca949225b8333978beddcb4cb8c6d5aa4a6c71bd56acae0f3b1b3593,mockturtle,mockturtle,mockturtle_balance_resub,balance_resub,balance_resub,"{""flow"": ""balance_resub""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_balance_resub_pex200_r003_mockturtle_mo_a3598_d15_adp53970_1618e93f.aig,1618e93f08e70c6a6063f48caa17424d93f285604ffb4fe018e38645ea03d501,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3598,15,53970,3601,15,54015,-3,0,-45,1,4,mockturtle,0,0.733,0,1,1,,,
ex200,ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3598_d15_adp53970_5b8b4420,alt03,ex200_r003_mockturtle_mockturtle_balance_pex200_r002_abc_abc_resyn_a3602_d15_adp54030_7eee30c6,7eee30c6f2d929cf1757fe662481faf5e6c2242df61fba2c611d420d72243a14,mockturtle,mockturtle,mockturtle_resub_balance,resub_balance,resub_balance,"{""flow"": ""resub_balance""}",student/work/ex200_ex219_backend_portfolio_v1_full_20260610_1738/ex200/artifacts/ex200_r004_mockturtle_mockturtle_resub_balance_pex200_r003_mockturtle_mo_a3598_d15_adp53970_5b8b4420.aig,5b8b4420e8e4d8b95fd30d290dff7124f249b8e97804067f2d9223e72f641de5,,student/seeds/bf16/ex200_ex219_backend_candidates_20260608_1008/results/candidates.csv,3598,15,53970,3602,15,54030,-4,0,-60,1,4,mockturtle,0,0.745,0,1,1,,,
