case,domain,agent_id,hypothesis,method_signature,status,evidence_path,notes,representation,reason
ex288,unknown,unknown-sym-r25,,ex288|hamming_weight_preserving_lossy_routing_normalizer|input_xor_delta_coordinate_shared_bdd|single_delta_bdd_node_pool_pair_late_order|yosys_abc_g_aig|official_evaluate|delta_xor_reconstruction,,,,,
ex288,unknown,unknown-sym-r25,,ex288|hamming_weight_preserving_lossy_routing_normalizer|output_gray_coordinate_shared_bdd|single_gray_bdd_node_pool_pair_late_order|yosys_abc_g_aig|official_evaluate|gray_prefix_xor_reconstruction,,,,,
ex297,unknown,unknown-large-r25,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,ex297|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_odd_outer_even_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/logs/ex297_r25_cell_basis_odd_outer_even_inner_abc_g_aig.evaluate.py.log,basis=odd_outer_even_inner; cells=7; majority_defaults_nonzero=735; per_cell_exceptions=77756,abc_g_aig,official equivalent but ADP 693720 does not beat frontend best 568674
ex297,unknown,unknown-large-r25,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,ex297|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_delta_outer_odd_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/logs/ex297_r25_cell_basis_delta_outer_odd_inner_abc_g_aig.evaluate.py.log,basis=delta_outer_odd_inner; cells=7; majority_defaults_nonzero=609; per_cell_exceptions=76573,abc_g_aig,official equivalent but ADP 708102 does not beat frontend best 568674
ex299,unknown,unknown-large-r25,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,ex299|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_odd_outer_even_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/logs/ex299_r25_cell_basis_odd_outer_even_inner_abc_g_aig.evaluate.py.log,basis=odd_outer_even_inner; cells=8; majority_defaults_nonzero=1800; per_cell_exceptions=351432,abc_g_aig,official equivalent but ADP 3229732 does not beat frontend best 2486379
ex299,unknown,unknown-large-r25,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,ex299|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_delta_outer_odd_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/logs/ex299_r25_cell_basis_delta_outer_odd_inner_abc_g_aig.evaluate.py.log,basis=delta_outer_odd_inner; cells=8; majority_defaults_nonzero=1536; per_cell_exceptions=351432,abc_g_aig,official equivalent but ADP 3245440 does not beat frontend best 2486379
ex294,unknown,unknown-large-r25,global state/permutation-like transform with materially regrouped BDD roots,ex294|global_state_transform_regrouped_bdd_roots|low_high_output_halves|output_halves_as_independent_scalar_BDD_pools|abc_g_aig|official_truth_exact_bdd|low_high_output_halves,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/logs/ex294_r25_bdd_low_high_output_halves_abc_g_aig.evaluate.py.log,group_name=low_high_output_halves; groups=0:1:2:3:4:5:6:7/8:9:10:11:12:13:14:15; bdd_nodes=7000; order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8,abc_g_aig,official equivalent but ADP 250378 does not beat frontend best 246698
ex294,unknown,unknown-large-r25,global state/permutation-like transform with materially regrouped BDD roots,ex294|global_state_transform_regrouped_bdd_roots|mod4_output_planes|four_scalar_BDD_pools_grouped_by_output_bit_modulo_4|abc_g_aig|official_truth_exact_bdd|mod4_output_planes,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/logs/ex294_r25_bdd_mod4_output_planes_abc_g_aig.evaluate.py.log,group_name=mod4_output_planes; groups=0:4:8:12/1:5:9:13/2:6:10:14/3:7:11:15; bdd_nodes=8385; order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8,abc_g_aig,official equivalent but ADP 249619 does not beat frontend best 246698
ex295,unknown,unknown-large-r25,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,ex295|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_odd_outer_even_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/logs/ex295_r25_cell_basis_odd_outer_even_inner_abc_g_aig.evaluate.py.log,basis=odd_outer_even_inner; cells=6; majority_defaults_nonzero=282; per_cell_exceptions=16278,abc_g_aig,official equivalent but ADP 154848 does not beat frontend best 123270
ex295,unknown,unknown-large-r25,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,ex295|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_delta_outer_odd_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/logs/ex295_r25_cell_basis_delta_outer_odd_inner_abc_g_aig.evaluate.py.log,basis=delta_outer_odd_inner; cells=6; majority_defaults_nonzero=240; per_cell_exceptions=16008,abc_g_aig,official equivalent but ADP 157808 does not beat frontend best 123270
ex292,unknown,unknown-large-r25,global state/permutation-like transform with finer output-root regrouping,ex292|global_state_transform_followup_bdd_roots|single_roots_best|follow-up_BDD_regrouping_single_roots_with_input_order_best|abc_g_aig|official_truth_exact_bdd|single_roots,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_single_roots_best_abc_g_aig.evaluate.py.log,group_name=single_roots; groups=0/1/2/3/4/5/6/7/8/9/10/11/12/13; bdd_nodes=6431; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,abc_g_aig,official equivalent but ADP 141960 does not beat frontend best 141939
ex292,unknown,unknown-large-r25,global state/permutation-like transform with finer output-root regrouping,ex292|global_state_transform_followup_bdd_roots|mod4_output_planes_center|follow-up_BDD_regrouping_mod4_output_planes_with_input_order_center|abc_g_aig|official_truth_exact_bdd|mod4_output_planes,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_mod4_output_planes_center_abc_g_aig.evaluate.py.log,group_name=mod4_output_planes; groups=0:4:8:12/1:5:9:13/2:6:10/3:7:11; bdd_nodes=24869; order=6:7:5:8:4:9:3:10:2:11:1:12:0:13,abc_g_aig,official equivalent but ADP 880056 does not beat frontend best 141939
ex292,unknown,unknown-large-r25,global state/permutation-like transform with finer output-root regrouping,ex292|global_state_transform_followup_bdd_roots|mod4_output_planes_reverse|follow-up_BDD_regrouping_mod4_output_planes_with_input_order_reverse|abc_g_aig|official_truth_exact_bdd|mod4_output_planes,EQUIVALENT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_mod4_output_planes_reverse_abc_g_aig.evaluate.py.log,group_name=mod4_output_planes; groups=0:4:8:12/1:5:9:13/2:6:10/3:7:11; bdd_nodes=5254; order=13:0:12:1:11:2:10:3:9:4:8:5:7:6,abc_g_aig,official equivalent but ADP 144921 does not beat frontend best 141939
ex247,float_fp8,fp8-r25,E5M2FN low-over-high division with direct low-boundary magnitudes,ex247|E5M2FN packed low-over-high division|direct low-boundary magnitude attrs instead of small-pattern decoder|shared sign exponent significand delta boundary attrs and direct low mags|yosys_multi_official_evaluate|exact_e5m2fn_div_low_over_high|direct_low_boundary_region_output|default_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/logs/ex247_r25_direct_lowattrs_default_aig.evaluate.py.log,official evaluate.py status OK; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/logs/ex247_r25_direct_lowattrs_default_aig.yosys.log,,
ex247,float_fp8,fp8-r25,E5M2FN low-over-high division with direct low-boundary magnitudes,ex247|E5M2FN packed low-over-high division|direct low-boundary magnitude attrs instead of small-pattern decoder|shared sign exponent significand delta boundary attrs and direct low mags|yosys_multi_official_evaluate|exact_e5m2fn_div_low_over_high|direct_low_boundary_region_output|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/logs/ex247_r25_direct_lowattrs_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/logs/ex247_r25_direct_lowattrs_synth_preset_aig.yosys.log,,
ex246,float_fp8,fp8-r25,E5M2FN multiply with direct low-boundary magnitudes,ex246|E5M2FN packed multiply|direct low-boundary product attributes without seed12 completion|shared sign exponent product boundary attrs and direct low mags|yosys_multi_official_evaluate|exact_e5m2fn_mul_high_times_low|direct_low_boundary_product_output|default_aig,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/logs/ex246_r25_direct_lowattrs_default_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/logs/ex246_r25_direct_lowattrs_default_aig.yosys.log,,
ex246,float_fp8,fp8-r25,E5M2FN multiply with direct low-boundary magnitudes,ex246|E5M2FN packed multiply|direct low-boundary product attributes without seed12 completion|shared sign exponent product boundary attrs and direct low mags|yosys_multi_official_evaluate|exact_e5m2fn_mul_high_times_low|direct_low_boundary_product_output|synth_preset_aig,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/logs/ex246_r25_direct_lowattrs_synth_preset_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/logs/ex246_r25_direct_lowattrs_synth_preset_aig.yosys.log,,
ex244,float_fp8,fp8-r25,E4M3FN hypot max-plus-delta with gap-split delta functions,ex244|E4M3FN packed hypot|gap-split maxeff delta functions|shared max/min eff sig decode with separate gap0 gap1 gap2 delta functions|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|max_plus_delta_gap_split|default_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/logs/ex244_r25_gap_split_delta_default_aig.evaluate.py.log,official evaluate.py status OK; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/logs/ex244_r25_gap_split_delta_default_aig.yosys.log,,
ex244,float_fp8,fp8-r25,E4M3FN hypot max-plus-delta with gap-split delta functions,ex244|E4M3FN packed hypot|gap-split maxeff delta functions|shared max/min eff sig decode with separate gap0 gap1 gap2 delta functions|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|max_plus_delta_gap_split|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/logs/ex244_r25_gap_split_delta_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/logs/ex244_r25_gap_split_delta_synth_preset_aig.yosys.log,,
ex240,float_fp8,fp8-r25,E4M3FN add with direct active-region magnitude table,ex240|E4M3FN packed add|direct active-region magnitude table|shared sorted field decode sign gap sig and direct same/diff active output magnitudes|yosys_multi_official_evaluate|exact_e4m3fn_add_high_plus_low|active_region_magnitude_override|default_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/logs/ex240_r25_direct_active_add_default_aig.evaluate.py.log,official evaluate.py status OK; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/logs/ex240_r25_direct_active_add_default_aig.yosys.log,,
ex240,float_fp8,fp8-r25,E4M3FN add with direct active-region magnitude table,ex240|E4M3FN packed add|direct active-region magnitude table|shared sorted field decode sign gap sig and direct same/diff active output magnitudes|yosys_multi_official_evaluate|exact_e4m3fn_add_high_plus_low|active_region_magnitude_override|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/logs/ex240_r25_direct_active_add_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/logs/ex240_r25_direct_active_add_synth_preset_aig.yosys.log,,
ex245,float_fp8,fp8-r25,E5M2FN add with direct active-region magnitude table,ex245|E5M2FN packed add|direct active-region magnitude table|shared sorted field decode sign gap sig and direct same/diff active output magnitudes|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|active_region_magnitude_override|default_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/logs/ex245_r25_direct_active_add_default_aig.evaluate.py.log,official evaluate.py status OK; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/logs/ex245_r25_direct_active_add_default_aig.yosys.log,,
ex245,float_fp8,fp8-r25,E5M2FN add with direct active-region magnitude table,ex245|E5M2FN packed add|direct active-region magnitude table|shared sorted field decode sign gap sig and direct same/diff active output magnitudes|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|active_region_magnitude_override|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/logs/ex245_r25_direct_active_add_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/logs/ex245_r25_direct_active_add_synth_preset_aig.yosys.log,,
ex249,float_fp8,fp8-r25,E5M2FN hypot gap-split threshold delta,"ex249|E5M2FN packed hypot abs(high,low)|gap-split delta functions|shared max/min decode plus separate gap0 gap1 delta functions|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|max_plus_delta_gap_split|default_aig",FAILED_OFFICIAL_EVALUATE_OR_SYNTH,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/logs/ex249_r25_gap_split_delta_default_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/logs/ex249_r25_gap_split_delta_default_aig.yosys.log,,
ex249,float_fp8,fp8-r25,E5M2FN hypot gap-split threshold delta,"ex249|E5M2FN packed hypot abs(high,low)|gap-split delta functions|shared max/min decode plus separate gap0 gap1 delta functions|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|max_plus_delta_gap_split|synth_preset_aig",FAILED_OFFICIAL_EVALUATE_OR_SYNTH,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/logs/ex249_r25_gap_split_delta_synth_preset_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/logs/ex249_r25_gap_split_delta_synth_preset_aig.yosys.log,,
ex248,float_fp8,fp8-r25,E5M2FN fmod with shared modulo-12 residue basis,ex248|E5M2FN packed fmod low mod high|shared modulo-12 residue table|shared divisor significand exponent delta modulo12 and normalization table|yosys_multi_official_evaluate|exact_e5m2fn_fmod_low_mod_high|mod12_remainder_norm_output|default_aig,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/logs/ex248_r25_mod12_rem_default_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/logs/ex248_r25_mod12_rem_default_aig.yosys.log,,
ex248,float_fp8,fp8-r25,E5M2FN fmod with shared modulo-12 residue basis,ex248|E5M2FN packed fmod low mod high|shared modulo-12 residue table|shared divisor significand exponent delta modulo12 and normalization table|yosys_multi_official_evaluate|exact_e5m2fn_fmod_low_mod_high|mod12_remainder_norm_output|synth_preset_aig,FAILED_OFFICIAL_EVALUATE_OR_SYNTH,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/logs/ex248_r25_mod12_rem_synth_preset_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/logs/ex248_r25_mod12_rem_synth_preset_aig.yosys.log,,
ex241,float_fp8,fp8-r25,FP8 packed arithmetic material-source search,ex241|round25_fp8_r25|blocker_no_material_new_source|prior_judgments_plus_case_notes|no_synthesis|float_fp8_semantic|worker_summary,BLOCKED_NO_MATERIAL_NEW_CANDIDATE_READY,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex241/notes/high_level_dossier.md,No Verilog generated in this shard because ready ideas replay documented low-value directions. Next action: derive a shallow E4 product leading/round path; avoid nested product-table and BDD replay.,,
ex242,float_fp8,fp8-r25,FP8 packed arithmetic material-source search,ex242|round25_fp8_r25|blocker_no_material_new_source|prior_judgments_plus_case_notes|no_synthesis|float_fp8_semantic|worker_summary,BLOCKED_NO_MATERIAL_NEW_CANDIDATE_READY,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex242/notes/high_level_dossier.md,No Verilog generated in this shard because ready ideas replay documented low-value directions. Next action: derive a quotient-boundary formula that keeps field-table delay while reducing boundary area.,,
ex223,fp16,mixed-r25,,ex223|fp16_log_family_dense_residual_blocker_non_nested_segment_shape_recheck|segment hi3..hi6 shape reuse diagnostic|shared_field_decode_metrics_only|not_run|DAZ_log_FP16_RNE_FTZ|diagnostic_blocker,BLOCKED_DENSE_RESIDUAL_NO_CANDIDATE,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex223/diagnostics/ex223_round25_dense_metrics.csv,fresh round25 diagnostic confirms dense positive-normal residual; min reused segment shapes hi3..hi6=0; nested/sparse/full-bitrun replay remains banned,,
ex223,fp16,mixed-r25,,ex223|fp16_log_family_dense_residual_blocker_selected_output_arith_patch_recheck|dense low12 residual exact-patch diagnostic|shared_field_decode_metrics_only|not_run|DAZ_log_FP16_RNE_FTZ|diagnostic_blocker,BLOCKED_DENSE_RESIDUAL_NO_CANDIDATE,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex223/diagnostics/ex223_round25_dense_metrics.csv,fresh round25 diagnostic confirms dense positive-normal residual; min reused segment shapes hi3..hi6=0; nested/sparse/full-bitrun replay remains banned,,
ex225,fp16,mixed-r25,,ex225|fp16_log_family_dense_residual_blocker_non_nested_segment_shape_recheck|segment hi3..hi6 shape reuse diagnostic|shared_field_decode_metrics_only|not_run|DAZ_log10_FP16_RNE_FTZ|diagnostic_blocker,BLOCKED_DENSE_RESIDUAL_NO_CANDIDATE,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex225/diagnostics/ex225_round25_dense_metrics.csv,fresh round25 diagnostic confirms dense positive-normal residual; min reused segment shapes hi3..hi6=0; nested/sparse/full-bitrun replay remains banned,,
ex225,fp16,mixed-r25,,ex225|fp16_log_family_dense_residual_blocker_selected_output_arith_patch_recheck|dense low12 residual exact-patch diagnostic|shared_field_decode_metrics_only|not_run|DAZ_log10_FP16_RNE_FTZ|diagnostic_blocker,BLOCKED_DENSE_RESIDUAL_NO_CANDIDATE,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex225/diagnostics/ex225_round25_dense_metrics.csv,fresh round25 diagnostic confirms dense positive-normal residual; min reused segment shapes hi3..hi6=0; nested/sparse/full-bitrun replay remains banned,,
ex204,bf16,mixed-r25,,ex204|bf16_log2_arithbase_delta_bit9_extension|hilo3 selected-bit correction adding bit9 to round24 bh2 seed|shared exponent base plus selected output-bit correction tables|abc_g_aig|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|grouped word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/logs/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_bh2_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 26639 does not beat frontend 24576; reference 15180,,
ex204,bf16,mixed-r25,,ex204|bf16_log2_arithbase_delta_bh3_rebalance|hilo3 selected-bit correction with wider bit grouping|shared exponent base plus selected output-bit correction tables|abc_g_aig|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|grouped word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/logs/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 25687 does not beat frontend 24576; reference 15180,,
ex204,bf16,mixed-r25,,ex204|bf16_log2_arithbase_delta_hilo4_recut|hilo4 arithmetic-base delta with round24 selected-bit grouping|shared exponent base plus selected output-bit correction tables|abc_g_aig|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|grouped word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/logs/ex204_r25_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh2_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 26333 does not beat frontend 24576; reference 15180,,
ex218,bf16,mixed-r25,,ex218|bf16_reciprocal_cube_delta_hilo4_recut|mode delta-pair with mantissa hilo4 cut|shared reciprocal-cube mode delta table|abc_g_aig|DAZ_reciprocal_cube_BF16_RNE_FTZ|grouped word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/logs/ex218_r25_bf16_recip_cube_delta_pair_mode_hilo4_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 7602 does not beat frontend 5941; reference 3222,,
ex218,bf16,mixed-r25,,ex218|bf16_reciprocal_cube_field_gateflow_recut|separate sign/exp/mant field selector with gate-set flow|shared field decode without copying full value-case word|abc_g_gates|DAZ_reciprocal_cube_BF16_RNE_FTZ|field-reassembled word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/logs/ex218_r25_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 13575 does not beat frontend 5941; reference 3222,,
ex266,integer,mixed-r25,,"ex266|unsigned_divider_top2_b2a4_hybrid|top2 quotient bits use deeper b2/a4 cofactor, low bits use shallow word mux|shared quotient-word mux with separate high-bit classifier|synth_preset_d10|unsigned_low5_high5_div_dbz_sat|quotient word",equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/logs/ex266_r25_int_highgap_udiv_ex266_hybrid_top2_b2a4_synth_preset_d10.evaluate.py.log,official evaluate.py OK but ADP 1628 does not beat frontend 1480; reference 848,,
ex266,integer,mixed-r25,,ex266|unsigned_divider_mixed_bmid_cofactor|mixed high/mid divisor cofactor word mux|shared cofactor-local bit-BDDs and quotient word mux|abc_g_aig|unsigned_low5_high5_div_dbz_sat|quotient word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/logs/ex266_r25_int_highgap_udiv_cof_bhi2_bmid2_a_hi3_wordmux_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 3333 does not beat frontend 1480; reference 848,,
