case,domain,agent_id,candidate_id,hypothesis,variant,method_signature,representation,shared_structure,synth_flow,semantics,output_grouping,verilog_path,aig_path,evaluate_log,verified_truth,equivalent,area,delay,adp,current_frontend_adp,reference_adp,beats_current_frontend,beats_reference,notes,sharing_strategy,simulation_pass,synthesized,current_overall_adp,beats_frontend,beats_overall,yosys_log,official_output_dir,runtime_sec
ex288,unknown,unknown-sym-r25,ex288_r25_delta_shared_bdd_pair_late,hamming_weight_preserving_lossy_routing_normalizer,delta_shared_bdd_pair_late,ex288|hamming_weight_preserving_lossy_routing_normalizer|input_xor_delta_coordinate_shared_bdd|single_delta_bdd_node_pool_pair_late_order|yosys_abc_g_aig|official_evaluate|delta_xor_reconstruction,delta_shared_bdd_pair_late,,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/verilog/ex288_r25_delta_shared_bdd_pair_late.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/aigs/ex288_r25_delta_shared_bdd_pair_late.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/logs/ex288_r25_delta_shared_bdd_pair_late.evaluate.py.log,1,1,5471,24,131304,31598,16394,0,0,official evaluate.py OK,,,1,,0,,,,
ex288,unknown,unknown-sym-r25,ex288_r25_gray_output_shared_bdd_pair_late,hamming_weight_preserving_lossy_routing_normalizer,gray_output_shared_bdd_pair_late,ex288|hamming_weight_preserving_lossy_routing_normalizer|output_gray_coordinate_shared_bdd|single_gray_bdd_node_pool_pair_late_order|yosys_abc_g_aig|official_evaluate|gray_prefix_xor_reconstruction,gray_output_shared_bdd_pair_late,,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/verilog/ex288_r25_gray_output_shared_bdd_pair_late.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/aigs/ex288_r25_gray_output_shared_bdd_pair_late.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/logs/ex288_r25_gray_output_shared_bdd_pair_late.evaluate.py.log,1,1,5048,50,252400,31598,16394,0,0,official evaluate.py OK,,,1,,0,,,,
ex297,unknown,unknown-large-r25,ex297_r25_cell_basis_odd_outer_even_inner_abc_g_aig,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,abc_g_aig,ex297|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_odd_outer_even_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,cell_grouped_symbol_plane_odd_outer_even_inner,odd plane selector with even plane inner table,yosys abc -g aig,official_truth_exact_invertible_cell_basis,cell_grouped_outputs,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/verilog/ex297_r25_cell_basis_odd_outer_even_inner.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/eval/ex297_r25_cell_basis_odd_outer_even_inner_abc_g_aig/ex297.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/logs/ex297_r25_cell_basis_odd_outer_even_inner_abc_g_aig.evaluate.py.log,1,1,38540,18,693720,568674,225900,0,0,official evaluate.py OK; basis=odd_outer_even_inner; cells=7; majority_defaults_nonzero=735; per_cell_exceptions=77756,odd plane selector with even plane inner table,1,1,,0,,,,30.410
ex297,unknown,unknown-large-r25,ex297_r25_cell_basis_delta_outer_odd_inner_abc_g_aig,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,abc_g_aig,ex297|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_delta_outer_odd_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,cell_grouped_symbol_plane_delta_outer_odd_inner,per-cell xor delta selector with odd plane inner table,yosys abc -g aig,official_truth_exact_invertible_cell_basis,cell_grouped_outputs,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/verilog/ex297_r25_cell_basis_delta_outer_odd_inner.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/eval/ex297_r25_cell_basis_delta_outer_odd_inner_abc_g_aig/ex297.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/logs/ex297_r25_cell_basis_delta_outer_odd_inner_abc_g_aig.evaluate.py.log,1,1,39339,18,708102,568674,225900,0,0,official evaluate.py OK; basis=delta_outer_odd_inner; cells=7; majority_defaults_nonzero=609; per_cell_exceptions=76573,per-cell xor delta selector with odd plane inner table,1,1,,0,,,,31.612
ex299,unknown,unknown-large-r25,ex299_r25_cell_basis_odd_outer_even_inner_abc_g_aig,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,abc_g_aig,ex299|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_odd_outer_even_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,cell_grouped_symbol_plane_odd_outer_even_inner,odd plane selector with even plane inner table,yosys abc -g aig,official_truth_exact_invertible_cell_basis,cell_grouped_outputs,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/verilog/ex299_r25_cell_basis_odd_outer_even_inner.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/eval/ex299_r25_cell_basis_odd_outer_even_inner_abc_g_aig/ex299.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/logs/ex299_r25_cell_basis_odd_outer_even_inner_abc_g_aig.evaluate.py.log,1,1,146806,22,3229732,2486379,1013807,0,0,official evaluate.py OK; basis=odd_outer_even_inner; cells=8; majority_defaults_nonzero=1800; per_cell_exceptions=351432,odd plane selector with even plane inner table,1,1,,0,,,,141.760
ex299,unknown,unknown-large-r25,ex299_r25_cell_basis_delta_outer_odd_inner_abc_g_aig,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,abc_g_aig,ex299|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_delta_outer_odd_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,cell_grouped_symbol_plane_delta_outer_odd_inner,per-cell xor delta selector with odd plane inner table,yosys abc -g aig,official_truth_exact_invertible_cell_basis,cell_grouped_outputs,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/verilog/ex299_r25_cell_basis_delta_outer_odd_inner.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/eval/ex299_r25_cell_basis_delta_outer_odd_inner_abc_g_aig/ex299.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/logs/ex299_r25_cell_basis_delta_outer_odd_inner_abc_g_aig.evaluate.py.log,1,1,147520,22,3245440,2486379,1013807,0,0,official evaluate.py OK; basis=delta_outer_odd_inner; cells=8; majority_defaults_nonzero=1536; per_cell_exceptions=351432,per-cell xor delta selector with odd plane inner table,1,1,,0,,,,148.655
ex294,unknown,unknown-large-r25,ex294_r25_bdd_low_high_output_halves_abc_g_aig,global state/permutation-like transform with materially regrouped BDD roots,abc_g_aig,ex294|global_state_transform_regrouped_bdd_roots|low_high_output_halves|output_halves_as_independent_scalar_BDD_pools|abc_g_aig|official_truth_exact_bdd|low_high_output_halves,grouped_scalar_bdd_pools_low_high_output_halves,output halves as independent scalar BDD pools,yosys abc -g aig,official_truth_exact_bdd_root_regrouping,low_high_output_halves,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/verilog/ex294_r25_bdd_low_high_output_halves.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/eval/ex294_r25_bdd_low_high_output_halves_abc_g_aig/ex294.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/logs/ex294_r25_bdd_low_high_output_halves_abc_g_aig.evaluate.py.log,1,1,10886,23,250378,246698,133365,0,0,official evaluate.py OK; group_name=low_high_output_halves; groups=0:1:2:3:4:5:6:7/8:9:10:11:12:13:14:15; bdd_nodes=7000; order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8,output halves as independent scalar BDD pools,1,1,,0,,,,6.203
ex294,unknown,unknown-large-r25,ex294_r25_bdd_mod4_output_planes_abc_g_aig,global state/permutation-like transform with materially regrouped BDD roots,abc_g_aig,ex294|global_state_transform_regrouped_bdd_roots|mod4_output_planes|four_scalar_BDD_pools_grouped_by_output_bit_modulo_4|abc_g_aig|official_truth_exact_bdd|mod4_output_planes,grouped_scalar_bdd_pools_mod4_output_planes,four scalar BDD pools grouped by output bit modulo 4,yosys abc -g aig,official_truth_exact_bdd_root_regrouping,mod4_output_planes,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/verilog/ex294_r25_bdd_mod4_output_planes.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/eval/ex294_r25_bdd_mod4_output_planes_abc_g_aig/ex294.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/logs/ex294_r25_bdd_mod4_output_planes_abc_g_aig.evaluate.py.log,1,1,10853,23,249619,246698,133365,0,0,official evaluate.py OK; group_name=mod4_output_planes; groups=0:4:8:12/1:5:9:13/2:6:10:14/3:7:11:15; bdd_nodes=8385; order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8,four scalar BDD pools grouped by output bit modulo 4,1,1,,0,,,,6.422
ex295,unknown,unknown-large-r25,ex295_r25_cell_basis_odd_outer_even_inner_abc_g_aig,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,abc_g_aig,ex295|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_odd_outer_even_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,cell_grouped_symbol_plane_odd_outer_even_inner,odd plane selector with even plane inner table,yosys abc -g aig,official_truth_exact_invertible_cell_basis,cell_grouped_outputs,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/verilog/ex295_r25_cell_basis_odd_outer_even_inner.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/eval/ex295_r25_cell_basis_odd_outer_even_inner_abc_g_aig/ex295.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/logs/ex295_r25_cell_basis_odd_outer_even_inner_abc_g_aig.evaluate.py.log,1,1,9678,16,154848,123270,68064,0,0,official evaluate.py OK; basis=odd_outer_even_inner; cells=6; majority_defaults_nonzero=282; per_cell_exceptions=16278,odd plane selector with even plane inner table,1,1,,0,,,,5.544
ex295,unknown,unknown-large-r25,ex295_r25_cell_basis_delta_outer_odd_inner_abc_g_aig,cyclic 2-bit-symbol exact split with alternate nonlocal cell basis,abc_g_aig,ex295|cyclic_2bit_symbol_alternate_cell_basis|cell_grouped_symbol_plane_delta_outer_odd_inner|shared_majority_defaults_and_selector_decoder|abc_g_aig|official_truth_exact_invertible_basis|cell_grouped_outputs,cell_grouped_symbol_plane_delta_outer_odd_inner,per-cell xor delta selector with odd plane inner table,yosys abc -g aig,official_truth_exact_invertible_cell_basis,cell_grouped_outputs,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/verilog/ex295_r25_cell_basis_delta_outer_odd_inner.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/eval/ex295_r25_cell_basis_delta_outer_odd_inner_abc_g_aig/ex295.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/logs/ex295_r25_cell_basis_delta_outer_odd_inner_abc_g_aig.evaluate.py.log,1,1,9863,16,157808,123270,68064,0,0,official evaluate.py OK; basis=delta_outer_odd_inner; cells=6; majority_defaults_nonzero=240; per_cell_exceptions=16008,per-cell xor delta selector with odd plane inner table,1,1,,0,,,,5.728
ex292,unknown,unknown-large-r25,ex292_r25_bdd_low_high_output_halves_abc_g_aig,global state/permutation-like transform with materially regrouped BDD roots,abc_g_aig,ex292|global_state_transform_regrouped_bdd_roots|low_high_output_halves|output_halves_as_independent_scalar_BDD_pools|abc_g_aig|official_truth_exact_bdd|low_high_output_halves,grouped_scalar_bdd_pools_low_high_output_halves,output halves as independent scalar BDD pools,yosys abc -g aig,official_truth_exact_bdd_root_regrouping,low_high_output_halves,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/verilog/ex292_r25_bdd_low_high_output_halves.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_bdd_low_high_output_halves_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_bdd_low_high_output_halves_abc_g_aig.evaluate.py.log,1,1,6757,21,141897,141939,84854,1,0,official evaluate.py OK; group_name=low_high_output_halves; groups=0:1:2:3:4:5:6/7:8:9:10:11:12:13; bdd_nodes=4394; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,output halves as independent scalar BDD pools,1,1,,1,,,,2.781
ex292,unknown,unknown-large-r25,ex292_r25_bdd_mod4_output_planes_abc_g_aig,global state/permutation-like transform with materially regrouped BDD roots,abc_g_aig,ex292|global_state_transform_regrouped_bdd_roots|mod4_output_planes|four_scalar_BDD_pools_grouped_by_output_bit_modulo_4|abc_g_aig|official_truth_exact_bdd|mod4_output_planes,grouped_scalar_bdd_pools_mod4_output_planes,four scalar BDD pools grouped by output bit modulo 4,yosys abc -g aig,official_truth_exact_bdd_root_regrouping,mod4_output_planes,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/verilog/ex292_r25_bdd_mod4_output_planes.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_bdd_mod4_output_planes_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_bdd_mod4_output_planes_abc_g_aig.evaluate.py.log,1,1,6789,20,135780,141939,84854,1,0,official evaluate.py OK; group_name=mod4_output_planes; groups=0:4:8:12/1:5:9:13/2:6:10/3:7:11; bdd_nodes=4938; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,four scalar BDD pools grouped by output bit modulo 4,1,1,,1,,,,2.934
ex292,unknown,unknown-large-r25,ex292_r25_follow_bdd_adjacent_pairs_best_abc_g_aig,global state/permutation-like transform with finer output-root regrouping,abc_g_aig,ex292|global_state_transform_followup_bdd_roots|adjacent_pairs_best|follow-up_BDD_regrouping_adjacent_pairs_with_input_order_best|abc_g_aig|official_truth_exact_bdd|adjacent_pairs,followup_grouped_scalar_bdd_pools_adjacent_pairs_best,follow-up BDD regrouping adjacent_pairs with input order best,yosys abc_g_aig,official_truth_exact_bdd_followup_root_regrouping,adjacent_pairs,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/verilog/ex292_r25_follow_bdd_adjacent_pairs_best.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_follow_bdd_adjacent_pairs_best_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_adjacent_pairs_best_abc_g_aig.evaluate.py.log,1,1,6745,21,141645,141939,84854,1,0,official evaluate.py OK; group_name=adjacent_pairs; groups=0:1/2:3/4:5/6:7/8:9/10:11/12:13; bdd_nodes=5668; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,follow-up BDD regrouping adjacent_pairs with input order best,1,1,,1,,,,2.964
ex292,unknown,unknown-large-r25,ex292_r25_follow_bdd_single_roots_best_abc_g_aig,global state/permutation-like transform with finer output-root regrouping,abc_g_aig,ex292|global_state_transform_followup_bdd_roots|single_roots_best|follow-up_BDD_regrouping_single_roots_with_input_order_best|abc_g_aig|official_truth_exact_bdd|single_roots,followup_grouped_scalar_bdd_pools_single_roots_best,follow-up BDD regrouping single_roots with input order best,yosys abc_g_aig,official_truth_exact_bdd_followup_root_regrouping,single_roots,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/verilog/ex292_r25_follow_bdd_single_roots_best.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_follow_bdd_single_roots_best_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_single_roots_best_abc_g_aig.evaluate.py.log,1,1,6760,21,141960,141939,84854,0,0,official evaluate.py OK; group_name=single_roots; groups=0/1/2/3/4/5/6/7/8/9/10/11/12/13; bdd_nodes=6431; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7,follow-up BDD regrouping single_roots with input order best,1,1,,0,,,,3.369
