case,domain,agent_id,candidate_id,method_signature,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes,status,official_output_dir,runtime_sec
ex288,unknown,unknown-sym-r25,ex288_r25_delta_shared_bdd_pair_late,ex288|hamming_weight_preserving_lossy_routing_normalizer|input_xor_delta_coordinate_shared_bdd|single_delta_bdd_node_pool_pair_late_order|yosys_abc_g_aig|official_evaluate|delta_xor_reconstruction,,1,5471,24,131304,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/verilog/ex288_r25_delta_shared_bdd_pair_late.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/aigs/ex288_r25_delta_shared_bdd_pair_late.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/logs/ex288_r25_delta_shared_bdd_pair_late.evaluate.py.log,official evaluate.py OK,OK,,3.761
ex288,unknown,unknown-sym-r25,ex288_r25_gray_output_shared_bdd_pair_late,ex288|hamming_weight_preserving_lossy_routing_normalizer|output_gray_coordinate_shared_bdd|single_gray_bdd_node_pool_pair_late_order|yosys_abc_g_aig|official_evaluate|gray_prefix_xor_reconstruction,,1,5048,50,252400,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/verilog/ex288_r25_gray_output_shared_bdd_pair_late.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/aigs/ex288_r25_gray_output_shared_bdd_pair_late.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-sym-r25/ex288/logs/ex288_r25_gray_output_shared_bdd_pair_late.evaluate.py.log,official evaluate.py OK,OK,,3.763
ex297,unknown,unknown-large-r25,ex297_r25_cell_basis_odd_outer_even_inner_abc_g_aig,,,1,38540,18,693720,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/eval/ex297_r25_cell_basis_odd_outer_even_inner_abc_g_aig/ex297.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/logs/ex297_r25_cell_basis_odd_outer_even_inner_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 693720,OK,,30.410
ex297,unknown,unknown-large-r25,ex297_r25_cell_basis_delta_outer_odd_inner_abc_g_aig,,,1,39339,18,708102,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/eval/ex297_r25_cell_basis_delta_outer_odd_inner_abc_g_aig/ex297.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex297/logs/ex297_r25_cell_basis_delta_outer_odd_inner_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 708102,OK,,31.612
ex299,unknown,unknown-large-r25,ex299_r25_cell_basis_odd_outer_even_inner_abc_g_aig,,,1,146806,22,3229732,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/eval/ex299_r25_cell_basis_odd_outer_even_inner_abc_g_aig/ex299.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/logs/ex299_r25_cell_basis_odd_outer_even_inner_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 3229732,OK,,141.760
ex299,unknown,unknown-large-r25,ex299_r25_cell_basis_delta_outer_odd_inner_abc_g_aig,,,1,147520,22,3245440,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/eval/ex299_r25_cell_basis_delta_outer_odd_inner_abc_g_aig/ex299.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex299/logs/ex299_r25_cell_basis_delta_outer_odd_inner_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 3245440,OK,,148.655
ex294,unknown,unknown-large-r25,ex294_r25_bdd_low_high_output_halves_abc_g_aig,,,1,10886,23,250378,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/eval/ex294_r25_bdd_low_high_output_halves_abc_g_aig/ex294.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/logs/ex294_r25_bdd_low_high_output_halves_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 250378,OK,,6.203
ex294,unknown,unknown-large-r25,ex294_r25_bdd_mod4_output_planes_abc_g_aig,,,1,10853,23,249619,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/eval/ex294_r25_bdd_mod4_output_planes_abc_g_aig/ex294.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex294/logs/ex294_r25_bdd_mod4_output_planes_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 249619,OK,,6.422
ex295,unknown,unknown-large-r25,ex295_r25_cell_basis_odd_outer_even_inner_abc_g_aig,,,1,9678,16,154848,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/eval/ex295_r25_cell_basis_odd_outer_even_inner_abc_g_aig/ex295.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/logs/ex295_r25_cell_basis_odd_outer_even_inner_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 154848,OK,,5.544
ex295,unknown,unknown-large-r25,ex295_r25_cell_basis_delta_outer_odd_inner_abc_g_aig,,,1,9863,16,157808,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/eval/ex295_r25_cell_basis_delta_outer_odd_inner_abc_g_aig/ex295.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex295/logs/ex295_r25_cell_basis_delta_outer_odd_inner_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 157808,OK,,5.728
ex292,unknown,unknown-large-r25,ex292_r25_bdd_low_high_output_halves_abc_g_aig,,,1,6757,21,141897,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_bdd_low_high_output_halves_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_bdd_low_high_output_halves_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 141897,OK,,2.781
ex292,unknown,unknown-large-r25,ex292_r25_bdd_mod4_output_planes_abc_g_aig,,,1,6789,20,135780,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_bdd_mod4_output_planes_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_bdd_mod4_output_planes_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 135780,OK,,2.934
ex292,unknown,unknown-large-r25,ex292_r25_follow_bdd_adjacent_pairs_best_abc_g_aig,,,1,6745,21,141645,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_follow_bdd_adjacent_pairs_best_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_adjacent_pairs_best_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 141645,OK,,2.964
ex292,unknown,unknown-large-r25,ex292_r25_follow_bdd_single_roots_best_abc_g_aig,,,1,6760,21,141960,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_follow_bdd_single_roots_best_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_single_roots_best_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 141960,OK,,3.369
ex292,unknown,unknown-large-r25,ex292_r25_follow_bdd_mod3_output_planes_best_abc_g_aig,,,1,6756,21,141876,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_follow_bdd_mod3_output_planes_best_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_mod3_output_planes_best_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 141876,OK,,2.911
ex292,unknown,unknown-large-r25,ex292_r25_follow_bdd_mod7_pairs_best_abc_g_aig,,,1,6751,21,141771,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_follow_bdd_mod7_pairs_best_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_mod7_pairs_best_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 141771,OK,,3.081
ex292,unknown,unknown-large-r25,ex292_r25_follow_bdd_mod4_output_planes_center_abc_g_aig,,,1,36669,24,880056,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_follow_bdd_mod4_output_planes_center_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_mod4_output_planes_center_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 880056,OK,,21.373
ex292,unknown,unknown-large-r25,ex292_r25_follow_bdd_mod4_output_planes_reverse_abc_g_aig,,,1,6901,21,144921,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_follow_bdd_mod4_output_planes_reverse_abc_g_aig/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_mod4_output_planes_reverse_abc_g_aig.evaluate.py.log,Total ADP over equivalent cases: 144921,OK,,3.171
ex292,unknown,unknown-large-r25,ex292_r25_follow_bdd_mod4_output_planes_best_abc_g_aig_d18,,,1,6789,20,135780,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/eval/ex292_r25_follow_bdd_mod4_output_planes_best_abc_g_aig_d18/ex292.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/unknown-large-r25/ex292/logs/ex292_r25_follow_bdd_mod4_output_planes_best_abc_g_aig_d18.evaluate.py.log,Total ADP over equivalent cases: 135780,OK,,2.983
ex247,float_fp8,fp8-r25,ex247_r25_direct_lowattrs_default_aig,ex247|E5M2FN packed low-over-high division|direct low-boundary magnitude attrs instead of small-pattern decoder|shared sign exponent significand delta boundary attrs and direct low mags|yosys_multi_official_evaluate|exact_e5m2fn_div_low_over_high|direct_low_boundary_region_output|default_aig,OK,1,386,28,10808,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/verilog/ex247_r25_direct_lowattrs_default_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/aigs/ex247_r25_direct_lowattrs_default_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/logs/ex247_r25_direct_lowattrs_default_aig.evaluate.py.log,official evaluate.py status OK; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/logs/ex247_r25_direct_lowattrs_default_aig.yosys.log,,,
ex247,float_fp8,fp8-r25,ex247_r25_direct_lowattrs_synth_preset_aig,ex247|E5M2FN packed low-over-high division|direct low-boundary magnitude attrs instead of small-pattern decoder|shared sign exponent significand delta boundary attrs and direct low mags|yosys_multi_official_evaluate|exact_e5m2fn_div_low_over_high|direct_low_boundary_region_output|synth_preset_aig,OK,1,381,28,10668,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/verilog/ex247_r25_direct_lowattrs_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/aigs/ex247_r25_direct_lowattrs_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/logs/ex247_r25_direct_lowattrs_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex247/logs/ex247_r25_direct_lowattrs_synth_preset_aig.yosys.log,,,
ex246,float_fp8,fp8-r25,ex246_r25_direct_lowattrs_default_aig,ex246|E5M2FN packed multiply|direct low-boundary product attributes without seed12 completion|shared sign exponent product boundary attrs and direct low mags|yosys_multi_official_evaluate|exact_e5m2fn_mul_high_times_low|direct_low_boundary_product_output|default_aig,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/verilog/ex246_r25_direct_lowattrs_default_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/aigs/ex246_r25_direct_lowattrs_default_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/logs/ex246_r25_direct_lowattrs_default_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/logs/ex246_r25_direct_lowattrs_default_aig.yosys.log,,,
ex246,float_fp8,fp8-r25,ex246_r25_direct_lowattrs_synth_preset_aig,ex246|E5M2FN packed multiply|direct low-boundary product attributes without seed12 completion|shared sign exponent product boundary attrs and direct low mags|yosys_multi_official_evaluate|exact_e5m2fn_mul_high_times_low|direct_low_boundary_product_output|synth_preset_aig,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/verilog/ex246_r25_direct_lowattrs_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/aigs/ex246_r25_direct_lowattrs_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/logs/ex246_r25_direct_lowattrs_synth_preset_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex246/logs/ex246_r25_direct_lowattrs_synth_preset_aig.yosys.log,,,
ex244,float_fp8,fp8-r25,ex244_r25_gap_split_delta_default_aig,ex244|E4M3FN packed hypot|gap-split maxeff delta functions|shared max/min eff sig decode with separate gap0 gap1 gap2 delta functions|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|max_plus_delta_gap_split|default_aig,OK,1,396,36,14256,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/verilog/ex244_r25_gap_split_delta_default_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/aigs/ex244_r25_gap_split_delta_default_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/logs/ex244_r25_gap_split_delta_default_aig.evaluate.py.log,official evaluate.py status OK; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/logs/ex244_r25_gap_split_delta_default_aig.yosys.log,,,
ex244,float_fp8,fp8-r25,ex244_r25_gap_split_delta_synth_preset_aig,ex244|E4M3FN packed hypot|gap-split maxeff delta functions|shared max/min eff sig decode with separate gap0 gap1 gap2 delta functions|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|max_plus_delta_gap_split|synth_preset_aig,OK,1,333,34,11322,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/verilog/ex244_r25_gap_split_delta_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/aigs/ex244_r25_gap_split_delta_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/logs/ex244_r25_gap_split_delta_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex244/logs/ex244_r25_gap_split_delta_synth_preset_aig.yosys.log,,,
ex240,float_fp8,fp8-r25,ex240_r25_direct_active_add_default_aig,ex240|E4M3FN packed add|direct active-region magnitude table|shared sorted field decode sign gap sig and direct same/diff active output magnitudes|yosys_multi_official_evaluate|exact_e4m3fn_add_high_plus_low|active_region_magnitude_override|default_aig,OK,1,6675,38,253650,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/verilog/ex240_r25_direct_active_add_default_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/aigs/ex240_r25_direct_active_add_default_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/logs/ex240_r25_direct_active_add_default_aig.evaluate.py.log,official evaluate.py status OK; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/logs/ex240_r25_direct_active_add_default_aig.yosys.log,,,
ex240,float_fp8,fp8-r25,ex240_r25_direct_active_add_synth_preset_aig,ex240|E4M3FN packed add|direct active-region magnitude table|shared sorted field decode sign gap sig and direct same/diff active output magnitudes|yosys_multi_official_evaluate|exact_e4m3fn_add_high_plus_low|active_region_magnitude_override|synth_preset_aig,OK,1,5413,37,200281,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/verilog/ex240_r25_direct_active_add_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/aigs/ex240_r25_direct_active_add_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/logs/ex240_r25_direct_active_add_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex240/logs/ex240_r25_direct_active_add_synth_preset_aig.yosys.log,,,
ex245,float_fp8,fp8-r25,ex245_r25_direct_active_add_default_aig,ex245|E5M2FN packed add|direct active-region magnitude table|shared sorted field decode sign gap sig and direct same/diff active output magnitudes|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|active_region_magnitude_override|default_aig,OK,1,2351,39,91689,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/verilog/ex245_r25_direct_active_add_default_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/aigs/ex245_r25_direct_active_add_default_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/logs/ex245_r25_direct_active_add_default_aig.evaluate.py.log,official evaluate.py status OK; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/logs/ex245_r25_direct_active_add_default_aig.yosys.log,,,
