agent_id,domain,case,candidate,method_signature,status,equivalent,area,delay,adp,verilog_path,aig_path,log_path,source_csv,notes,candidate_id,baseline_frontend_adp,reference_adp,evaluate_log,runtime_sec,old_adp,evaluate_status,output_dir,beats_frontend,evaluate_log_path,hypothesis,hypothesis_family,representation,sharing_strategy,synth_flow,eval_dir,frontend_target_adp,delta_vs_target,beats_target,variant,shared_structure,verified_truth,ADP,frontend_best_adp,delta_vs_frontend,timestamp,run_id,family,synth_status,current_best_adp,improvement_vs_frontend,improvement_vs_current,source_path,yosys_script,synth_log,returncode,yosys_log_path,old_frontend_adp,improvement,beats_current,delta_vs_current,current_frontend_adp,delta_vs_current_best,yosys_log,eval_output_dir,synth_elapsed_sec,evaluate_elapsed_sec,high_level_description,threshold,delta_vs_threshold,beats_threshold
unknown-breakthrough-b,unknown,ex292,ex292_ubb_adjacent_edge_center_mix,ex292|global_state_output_vector_cofactor|adjacent_edge_center_mix|mod4_bdd_base_plus_adjacent_pair_selected_outputs|yosys_internal_abc_g_aig|official_evaluate|bits_0_1_6_7_12_13,OK,1,6774,21,142254,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/verilog/ex292_ubb_adjacent_edge_center_mix.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/aigs/ex292_ubb_adjacent_edge_center_mix.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/logs/ex292_ubb_adjacent_edge_center_mix.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=135780,ex292_ubb_adjacent_edge_center_mix,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/logs/ex292_ubb_adjacent_edge_center_mix.evaluate.py.log,,,OK,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/official_outputs/ex292_ubb_adjacent_edge_center_mix,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-breakthrough-b,unknown,ex292,ex292_ubb_lowhigh_outer_mix,ex292|global_state_output_vector_cofactor|lowhigh_outer_mix|mod4_bdd_base_plus_lowhigh_outer_outputs|yosys_internal_abc_g_aig|official_evaluate|bits_0_1_2_11_12_13,OK,1,6767,21,142107,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/verilog/ex292_ubb_lowhigh_outer_mix.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/aigs/ex292_ubb_lowhigh_outer_mix.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/logs/ex292_ubb_lowhigh_outer_mix.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=135780,ex292_ubb_lowhigh_outer_mix,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/logs/ex292_ubb_lowhigh_outer_mix.evaluate.py.log,,,OK,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex292/official_outputs/ex292_ubb_lowhigh_outer_mix,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-breakthrough-b,unknown,ex294,ex294_ubb_octant_all_plane_mux,ex294|global_state_octant_descriptor_cofactor|all_plane_source_mux|shared_endpoint_midpoint_descriptor_selects_all_planes|yosys_internal_abc_g_aig|official_evaluate|all_outputs,OK,1,10801,24,259224,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/verilog/ex294_ubb_octant_all_plane_mux.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/aigs/ex294_ubb_octant_all_plane_mux.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/logs/ex294_ubb_octant_all_plane_mux.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=234608,ex294_ubb_octant_all_plane_mux,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/logs/ex294_ubb_octant_all_plane_mux.evaluate.py.log,,,OK,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/official_outputs/ex294_ubb_octant_all_plane_mux,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-breakthrough-b,unknown,ex294,ex294_ubb_octant_odd_plane_mux,ex294|global_state_octant_descriptor_cofactor|odd_plane_source_mux|shared_endpoint_midpoint_descriptor_selects_odd_planes|yosys_internal_abc_g_aig|official_evaluate|odd_outputs,OK,1,10845,23,249435,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/verilog/ex294_ubb_octant_odd_plane_mux.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/aigs/ex294_ubb_octant_odd_plane_mux.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/logs/ex294_ubb_octant_odd_plane_mux.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=234608,ex294_ubb_octant_odd_plane_mux,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/logs/ex294_ubb_octant_odd_plane_mux.evaluate.py.log,,,OK,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex294/official_outputs/ex294_ubb_octant_odd_plane_mux,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-breakthrough-b,unknown,ex299,ex299_ubb_pairsel_ring_band_4_13,ex299|cyclic_2bit_symbol_output_vector_cofactor|pairsel_ring_band_4_13|static_celllocal_pair89_base_plus_pairsel_ring_bands|yosys_internal_abc_g_aig|official_evaluate|bits_4_5_6_7_10_11_12_13,OK,1,98772,18,1777896,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/verilog/ex299_ubb_pairsel_ring_band_4_13.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/aigs/ex299_ubb_pairsel_ring_band_4_13.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/logs/ex299_ubb_pairsel_ring_band_4_13.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=1774260,ex299_ubb_pairsel_ring_band_4_13,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/logs/ex299_ubb_pairsel_ring_band_4_13.evaluate.py.log,,,OK,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/official_outputs/ex299_ubb_pairsel_ring_band_4_13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-breakthrough-b,unknown,ex299,ex299_ubb_celllocal_vector_case_4_11,ex299|cyclic_2bit_symbol_output_vector_cofactor|celllocal_middle_octet|static_celllocal_pair89_base_plus_celllocal_vector_octet|yosys_internal_abc_g_aig|official_evaluate|bits_4_5_6_7_8_9_10_11,OK,1,98675,18,1776150,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/verilog/ex299_ubb_celllocal_vector_case_4_11.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/aigs/ex299_ubb_celllocal_vector_case_4_11.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/logs/ex299_ubb_celllocal_vector_case_4_11.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=1774260,ex299_ubb_celllocal_vector_case_4_11,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/logs/ex299_ubb_celllocal_vector_case_4_11.evaluate.py.log,,,OK,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/official_outputs/ex299_ubb_celllocal_vector_case_4_11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-breakthrough-b,unknown,ex285,ex285_ubb_current_boundary_and_norm,ex285|frontend_source_boundary_normalization|current_boundary_helper_replay|direct_current_source_wrapper|yosys_internal_abc_g_AND|official_evaluate|all_outputs,OK,1,781,17,13277,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex285/verilog/ex285_ubb_current_boundary_and_norm.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex285/aigs/ex285_ubb_current_boundary_and_norm.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex285/logs/ex285_ubb_current_boundary_and_norm.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=12800,ex285_ubb_current_boundary_and_norm,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex285/logs/ex285_ubb_current_boundary_and_norm.evaluate.py.log,,,OK,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex285/official_outputs/ex285_ubb_current_boundary_and_norm,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-breakthrough-b,unknown,ex288,ex288_ubb_current_keybdd_and_norm,ex288|frontend_source_boundary_normalization|current_keybdd_replay|direct_current_source_wrapper|yosys_internal_abc_g_AND|official_evaluate|all_outputs,OK,1,2267,15,34005,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex288/verilog/ex288_ubb_current_keybdd_and_norm.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex288/aigs/ex288_ubb_current_keybdd_and_norm.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex288/logs/ex288_ubb_current_keybdd_and_norm.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=31598,ex288_ubb_current_keybdd_and_norm,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex288/logs/ex288_ubb_current_keybdd_and_norm.evaluate.py.log,,,OK,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex288/official_outputs/ex288_ubb_current_keybdd_and_norm,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-breakthrough-b,unknown,ex297,ex297_ubb_pairsel_and_norm,ex297|frontend_source_boundary_normalization|pairsel_descriptor_replay|direct_current_source_wrapper|yosys_internal_abc_g_AND|official_evaluate|all_outputs,OK,1,26632,18,479376,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex297/verilog/ex297_ubb_pairsel_and_norm.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex297/aigs/ex297_ubb_pairsel_and_norm.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex297/logs/ex297_ubb_pairsel_and_norm.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=425024,ex297_ubb_pairsel_and_norm,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex297/logs/ex297_ubb_pairsel_and_norm.evaluate.py.log,,,OK,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex297/official_outputs/ex297_ubb_pairsel_and_norm,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-breakthrough-b,unknown,ex299,ex299_ubb_celllocal_quad_and_norm,ex299|frontend_source_boundary_normalization|celllocal_quad_replay|direct_current_source_wrapper|yosys_internal_abc_g_AND|official_evaluate|all_outputs,NO_EVAL_LOG,0,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-breakthrough-b/ex299/verilog/ex299_ubb_celllocal_quad_and_norm.v,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/evaluation_results.csv,snapshot_baseline_frontend_adp=1774260,ex299_ubb_celllocal_quad_and_norm,,,,,,NO_EVAL_LOG,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
