agent_id,domain,case,candidate,method_signature,sim_status,log_path,source_csv,notes,candidate_id,simulation_type,passed,mismatches,aig_path,area,delay,adp,old_adp,status,simulation_run,reason,timestamp,tool,simulation_status,simulation,sample_count,equivalent,run_id,simulation_used
unknown-breakthrough-b,unknown,ex288,ex288_ubb_onehot_wide_boundary,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex288_ubb_onehot_wide_boundary,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex288,ex288_ubb_mixed_boundary_twohot_cells,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex288_ubb_mixed_boundary_twohot_cells,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex292,ex292_ubb_adjacent_edge_center_mix,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex292_ubb_adjacent_edge_center_mix,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex292,ex292_ubb_lowhigh_outer_mix,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex292_ubb_lowhigh_outer_mix,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex294,ex294_ubb_octant_all_plane_mux,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex294_ubb_octant_all_plane_mux,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex294,ex294_ubb_octant_odd_plane_mux,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex294_ubb_octant_odd_plane_mux,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex299,ex299_ubb_pairsel_ring_band_4_13,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex299_ubb_pairsel_ring_band_4_13,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex299,ex299_ubb_celllocal_vector_case_4_11,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex299_ubb_celllocal_vector_case_4_11,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex285,ex285_ubb_current_boundary_and_norm,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex285_ubb_current_boundary_and_norm,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex288,ex288_ubb_current_keybdd_and_norm,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex288_ubb_current_keybdd_and_norm,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex297,ex297_ubb_pairsel_and_norm,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex297_ubb_pairsel_and_norm,,,,,,,,,not_run,,,,,,,,,,
unknown-breakthrough-b,unknown,ex299,ex299_ubb_celllocal_quad_and_norm,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-breakthrough-b/simulation_results.csv,official evaluate.py used for acceptance,ex299_ubb_celllocal_quad_and_norm,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex244,ex244_r7_satbit_regroup_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex244,ex244_r7_satbit_regroup_abc_g_aig_frontend,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex244,ex244_r7_current_sat_boundary_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex244,ex244_r7_threshold_contrast_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex246,ex246_r7_product_bitout_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex246,ex246_r7_product_bitout_repo_default_abc_g_AND,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex246,ex246_r7_zero_shell_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex246,ex246_r7_sigprodcode_bitout_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_bitout_boundary_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_bitout_boundary_repo_default_abc_g_AND,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_bitout_boundary_abc_g_aig_frontend,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_satfirst_mux_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_fieldcmp_effgap_contrast_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_manual_sat_increment_synth_preset_aig,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/simulation_results.csv,official evaluate.py used for final verification,,,,,,,,,,not_run,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_abc_g_aig,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top2_threshold_recut_abc_g_aig/ex270_r5_top2_threshold_recut_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top2_threshold_recut_abc_g_aig,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_synth_preset_aig,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top2_threshold_recut_synth_preset_aig/ex270_r5_top2_threshold_recut_synth_preset_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top2_threshold_recut_synth_preset_aig,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_abc_g_aig_d32,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top2_threshold_recut_abc_g_aig_d32/ex270_r5_top2_threshold_recut_abc_g_aig_d32.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top2_threshold_recut_abc_g_aig_d32,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_abc_g_aig_d40,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top2_threshold_recut_abc_g_aig_d40/ex270_r5_top2_threshold_recut_abc_g_aig_d40.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top2_threshold_recut_abc_g_aig_d40,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_synth_preset_aig_d32,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top2_threshold_recut_synth_preset_aig_d32/ex270_r5_top2_threshold_recut_synth_preset_aig_d32.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top2_threshold_recut_synth_preset_aig_d32,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_synth_preset_aig_d40,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top2_threshold_recut_synth_preset_aig_d40/ex270_r5_top2_threshold_recut_synth_preset_aig_d40.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top2_threshold_recut_synth_preset_aig_d40,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_abc_g_aig,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig/ex270_r5_top3_threshold_recut_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top3_threshold_recut_abc_g_aig,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_synth_preset_aig,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig/ex270_r5_top3_threshold_recut_synth_preset_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top3_threshold_recut_synth_preset_aig,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_abc_g_aig_d32,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig_d32/ex270_r5_top3_threshold_recut_abc_g_aig_d32.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top3_threshold_recut_abc_g_aig_d32,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_abc_g_aig_d40,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig_d40/ex270_r5_top3_threshold_recut_abc_g_aig_d40.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top3_threshold_recut_abc_g_aig_d40,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_synth_preset_aig_d32,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig_d32/ex270_r5_top3_threshold_recut_synth_preset_aig_d32.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top3_threshold_recut_synth_preset_aig_d32,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_synth_preset_aig_d40,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig_d40/ex270_r5_top3_threshold_recut_synth_preset_aig_d40.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top3_threshold_recut_synth_preset_aig_d40,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_abc_g_aig,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig/ex270_r5_top4_threshold_recut_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top4_threshold_recut_abc_g_aig,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_synth_preset_aig,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_synth_preset_aig/ex270_r5_top4_threshold_recut_synth_preset_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top4_threshold_recut_synth_preset_aig,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_abc_g_aig_d32,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig_d32/ex270_r5_top4_threshold_recut_abc_g_aig_d32.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top4_threshold_recut_abc_g_aig_d32,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_abc_g_aig_d40,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig_d40/ex270_r5_top4_threshold_recut_abc_g_aig_d40.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top4_threshold_recut_abc_g_aig_d40,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_synth_preset_aig_d32,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_synth_preset_aig_d32/ex270_r5_top4_threshold_recut_synth_preset_aig_d32.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top4_threshold_recut_synth_preset_aig_d32,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_synth_preset_aig_d40,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,not_run_official_evaluate_only,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_synth_preset_aig_d40/ex270_r5_top4_threshold_recut_synth_preset_aig_d40.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/simulation_results.csv,official evaluate.py used for equivalence,ex270_r5_top4_threshold_recut_synth_preset_aig_d40,,,,,,,,,,,,,,,,,,,
