agent_id,domain,case,candidate,method_signature,old_area,old_delay,old_adp,new_area,new_delay,new_adp,improvement_adp,verilog_path,aig_path,log_path,source_csv,notes,r2_baseline_adp,improvement_vs_r2,r3_best_adp,improvement_vs_r3,r4_best_adp,improvement_vs_snapshot,improvement_vs_r4,evaluate_log_path,candidate_id,hypothesis,hypothesis_family,representation,sharing_strategy,synth_flow,eval_dir,equivalent,status,area,delay,adp,frontend_target_adp,reference_adp,delta_vs_target,beats_target,previous_adp,new_candidate_id,timestamp,family,evaluate_log,yosys_log_path,variant,shared_structure,verified_truth,ADP,frontend_best_adp,current_best_adp,delta_vs_frontend,delta_vs_current,beats_frontend,beats_current,run_id,high_level_description
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_mantpat_range_direct_region_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|mant/pat table with range-derived offset and direct region predicates|mant/pat remain table-driven while offset and zero/sat bounds are derived|abc_g_aig_frontend|official_evaluate|mantpat_range_direct_region,363,23,8349,239,29,6931,1418,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_mantpat_range_direct_region_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_mantpat_range_direct_region_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_mantpat_range_direct_region_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Existing r4 artifact folded into the shard CSV from its official evaluate log.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_mantpat_range_direct_region_abc_g_aig_frontend.yosys.log,8303,1372,8142,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_class_tail_direct_region_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|class-based tail table with direct region predicates|class/tail decode shares derived zero/sat/low predicates|abc_g_aig_frontend|official_evaluate|class_tail_direct_region,363,23,8349,288,26,7488,861,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_class_tail_direct_region_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_class_tail_direct_region_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_class_tail_direct_region_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Existing r4 artifact folded into the shard CSV from its official evaluate log.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_class_tail_direct_region_abc_g_aig_frontend.yosys.log,8303,815,8142,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_attr_no_valid_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|r3 factored low residual with 23-bit bound_attr table and no valid bit|bound_attr stores only zero_hi sat_lo offset mant pat; final shell handles invalid rows|abc_g_aig_frontend|official_evaluate|bound_attr_without_valid,363,23,8349,351,23,8073,276,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_attr_no_valid_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_attr_no_valid_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_attr_no_valid_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Shrinks the current r3 table encoding without changing the low residual semantics.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_attr_no_valid_abc_g_aig_frontend.yosys.log,8303,230,8142,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_active_drop_valid_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|r3 factored low residual with active driven by nonzero operands only|drops the attr valid bit from active while preserving table layout|abc_g_aig_frontend|official_evaluate|active_predicate_recut,363,23,8349,352,23,8096,253,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_active_drop_valid_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_active_drop_valid_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_active_drop_valid_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Tests whether the valid bit is redundant for all nonzero finite operands.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_active_drop_valid_abc_g_aig_frontend.yosys.log,8303,207,8142,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_r3_anchor_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|r3 factored low-predicate source copied as r4 control|shared pat/step onehots feed the low residual and original compact mag case|abc_g_aig_frontend|official_evaluate|r3_factored_lowpred_anchor,363,23,8349,354,23,8142,207,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_r3_anchor_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_r3_anchor_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_r3_anchor_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Control row to verify r4 runner reproduces the current r3 best source result.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_r3_anchor_abc_g_aig_frontend.yosys.log,8303,161,8142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_low_xor_mux_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|low-underflow residual factored through xor/or step mux predicates|shared pat_xor pat_or and step mux predicates drive all three low bits|abc_g_aig_frontend|official_evaluate|low_underflow_xor_mux,363,23,8349,354,23,8142,207,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_low_xor_mux_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_low_xor_mux_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_xor_mux_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Replaces r3 onehots with smaller shared xor/or subpredicates.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_xor_mux_abc_g_aig_frontend.yosys.log,8303,161,8142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_low_if_shared_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|priority-if low residual preserving shared xor/or predicates|shared pat_xor pat_nonzero predicates and ordered step conditions|abc_g_aig_frontend|official_evaluate|low_if_residual,363,23,8349,354,23,8142,207,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_low_if_shared_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_low_if_shared_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_if_shared_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Tests an explicit if form that avoids a full output selector.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_if_shared_abc_g_aig_frontend.yosys.log,8303,161,8142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_mag_no_den_case_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|r3 factored low residual with redundant den-zero mag case removed|final special mux handles denominator zero while mag case keeps zero/sat/low/linear|abc_g_aig_frontend|official_evaluate|low_residual_overlay_mag_case,363,23,8349,354,23,8142,207,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_mag_no_den_case_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_mag_no_den_case_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_mag_no_den_case_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Isolates the r2/r3 changed residual bits and removes redundant internal special case.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_mag_no_den_case_abc_g_aig_frontend.yosys.log,8303,161,8142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_active_valid_only_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|r3 factored low residual with active driven only by attr validity|final special mux handles zeros; region predicates avoid zero gates|abc_g_aig_frontend|official_evaluate|active_predicate_recut,363,23,8349,354,23,8142,207,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_active_valid_only_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_active_valid_only_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_active_valid_only_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Tests if removing zero gates from the core region path helps.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_active_valid_only_abc_g_aig_frontend.yosys.log,8303,161,8142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_xor_no_den_priority_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|xor-factored low residual with no denominator-zero magnitude case|shared xor/or low terms and compact zero/sat/low/linear mag case|abc_g_aig_frontend|official_evaluate|xor_low_no_den_mag_case,363,23,8349,354,23,8142,207,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_xor_no_den_priority_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_xor_no_den_priority_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_xor_no_den_priority_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Combines the most compact low equations with the redundant-den-case removal.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_xor_no_den_priority_abc_g_aig_frontend.yosys.log,8303,161,8142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
