case,domain,agent_id,candidate_id,simulator,result,log_path,notes
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_drw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_drw_from_frontend_best.evaluate.py.log,official final check
ex241,float_fp8,local-synthflow-r28,ex241_r28_abc_drwz_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex241/logs/ex241_r28_abc_drwz_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_bal_rw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_bal_rw_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_rwz_rf_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_rwz_rf_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_dc2_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_dch_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_dch_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_drw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_drw_from_frontend_best.evaluate.py.log,official final check
ex242,float_fp8,local-synthflow-r28,ex242_r28_abc_drwz_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex242/logs/ex242_r28_abc_drwz_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-synthflow-r28,ex244_r28_abc_bal_rw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex244/logs/ex244_r28_abc_bal_rw_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-synthflow-r28,ex244_r28_abc_rwz_rf_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex244/logs/ex244_r28_abc_rwz_rf_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-synthflow-r28,ex244_r28_abc_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex244/logs/ex244_r28_abc_dc2_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-synthflow-r28,ex244_r28_abc_dch_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex244/logs/ex244_r28_abc_dch_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-synthflow-r28,ex244_r28_abc_drw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex244/logs/ex244_r28_abc_drw_from_frontend_best.evaluate.py.log,official final check
ex244,float_fp8,local-synthflow-r28,ex244_r28_abc_drwz_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex244/logs/ex244_r28_abc_drwz_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-synthflow-r28,ex240_r28_abc_bal_rw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex240/logs/ex240_r28_abc_bal_rw_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-synthflow-r28,ex240_r28_abc_rwz_rf_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex240/logs/ex240_r28_abc_rwz_rf_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-synthflow-r28,ex240_r28_abc_dc2_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex240/logs/ex240_r28_abc_dc2_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-synthflow-r28,ex240_r28_abc_dch_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex240/logs/ex240_r28_abc_dch_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-synthflow-r28,ex240_r28_abc_drw_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex240/logs/ex240_r28_abc_drw_from_frontend_best.evaluate.py.log,official final check
ex240,float_fp8,local-synthflow-r28,ex240_r28_abc_drwz_from_frontend_best,evaluate.py,equivalent,student/work/ex240_ex299_frontend_gt2_round28_20260613_0650/local-synthflow-r28/ex240/logs/ex240_r28_abc_drwz_from_frontend_best.evaluate.py.log,official final check
