case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex246,float_fp8,ex246_r22_product_seed12_replay,sign xor; effective exponent decode; sig3 product; exp_sum; product_mag class table with seed12 unreachable-code completion,Copied the known best product-class source into the round22 shard and replayed the known synth-preset flow to create a complete concrete checkpoint row.,low,float-fp8-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Official ADP 7502 tied prior frontend best; product-code completion replay is saturated.
ex247,float_fp8,DOSSIER_EX247_R22,sign xor; E5M2FN exponent/significand decode; denominator class; exponent delta; zero/saturation/underflow boundary predicates; low-pattern reconstruction,Re-derive low-over-high packed division as boundary-region predicates before choosing RTL; avoid raw BDD/current semantic synthflow/product residual/split exp-major/class-split residual signatures unchanged.,medium,float-fp8-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Checkpoint dossier written at student/work/ex200_ex299_frontend_refgap_round22_20260613_0218/float-fp8-r22/ex247/dossier.md; current best remains above reference, so candidate generation continues."
ex247,float_fp8,ex247_r22_bound_region_mux_share2,sign xor; effective exponent/significand decode; denominator-nested boundary attributes; zero/saturation/low/linear region mux; low-pattern decoder,Copied the best prior boundary-region source into the round22 shard and changed frontend synth flow to share plus dual ABC passes; no source-level predicate change.,low,float-fp8-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Official ADP 8349 tied prior frontend best; source-identical flow variants should not be repeated.
ex248,float_fp8,ex248|E5M2FN packed fmod|round22 remain diagnostic no candidate|prior periodic-rem and shifted-mod evidence|no_synth|exact_e5m2fn_fmod_low_by_high|blocker,,periodic remainder source already best; modulo/norm-table/no-ABC variants are bad replays,,float-fp8-remain-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Current periodic remainder source remains strongest; shifted modulo and no-ABC rewrites were official but worse.
ex249,float_fp8,ex249|E5M2FN packed hypot|round22 remain diagnostic no candidate|prior raw-exp threshold and grouped-delta evidence|no_synth|exact_e5m2fn_hypot_abs_high_low|blocker,,raw-exponent gap0/gap1 threshold source already low-area but delay-limited; grouped/no-ABC replays worsened,,float-fp8-remain-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Current threshold source is delay-limited; r16 grouped delta and r19 no-ABC rewrites were official but worse.
ex253,float_fp8,ex253|unsigned 2-bit lane reduction to E4M3FN|round22 remain diagnostic no candidate|prior popcount-qcase and threshold evidence|no_synth|exact_u2_sum8_times2_to_e4m3fn|blocker,,weighted low/high popcount plus reachable qcase already best; direct threshold/2D table trades delay for too much area,,float-fp8-remain-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,Current weighted popcount qcase is close; direct thresholds and 2D table variants were official but ADP-worse.
ex256,integer,unsigned 5x5 multiplier final compressor,,shared final two-row compressor and carry predicates required,,integer-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex260,integer,signed 4x4 multiply signed-correction/compressor search,,shared signed partial products plus final carry/compressor predicates required,,integer-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex261,integer,signed 5x5 multiplier compressor,,shared signed partial-product compressor required,,integer-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex266,integer,unsigned 5x5 divider quotient classifier,,shared cofactor word mux or parallel quotient selection required,,integer-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex270,integer,unsigned 8-bit square compressor,,shared square-column compressor/final carry required,,integer-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex276,integer,unsigned 10-bit integer sqrt classifier,,shared lower-bit threshold classifier required,,integer-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex277,integer,cof3/cof4 decoder refinement after missing flow key,,local reverse BDDs with shared output word mux,,integer-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,
ex280,unknown,quartic_gf2_event_filter,,shared_monomial_bank_or_rotation_recurrence,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: raw/shared low-degree ANF monomial bank and simple rotation/reverse structural equivariance. The raw ANF remains degree 4 with 2142 terms, and the best simple equivariance covers only 359/4096 rows. No new source distinct from the prior shared quadratic compressor is defensible yet."
ex281,unknown,quartic_gf2_event_filter,,shared_monomial_bank_or_rotation_recurrence,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: raw/shared low-degree ANF monomial bank and simple rotation/reverse structural equivariance. The raw ANF remains degree 4 with 3339 terms, and the best simple equivariance covers only 136/8192 rows. No new source distinct from the prior shared quadratic compressor is defensible yet."
ex282,unknown,quartic_gf2_event_filter,,shared_monomial_bank_or_rotation_recurrence,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: raw/shared low-degree ANF monomial bank and simple rotation/reverse structural equivariance. The raw ANF remains degree 4 with 4266 terms, and the best simple equivariance covers only 1248/16384 rows. No new source distinct from the prior shared quadratic compressor is defensible yet."
ex283,unknown,quartic_gf2_event_filter,,shared_monomial_bank_or_rotation_recurrence,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: raw/shared low-degree ANF monomial bank and simple rotation/reverse structural equivariance. The raw ANF remains degree 4 with 6293 terms, and the best simple equivariance covers only 342/32768 rows. No new source distinct from the prior shared quadratic compressor is defensible yet."
ex284,unknown,quartic_gf2_event_filter,,shared_monomial_bank_or_rotation_recurrence,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: raw/shared low-degree ANF monomial bank and simple rotation/reverse structural equivariance. The raw ANF remains degree 4 with 7732 terms, and the best simple equivariance covers only 4642/65536 rows. No new source distinct from the prior shared quadratic compressor is defensible yet."
ex285,unknown,hamming_weight_preserving_lossy_routing_normalizer,,shared_pair_descriptors_and_lane_count_state,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: compact pair-state controlled routing and lane/count normalizer descriptors. Popcount preservation is exact (0 mismatches), but the pair-state descriptor is exact only at 2304 unique keys, which is table-scale for this shard, and the compact lane/count descriptor reaches only 1079/4096 majority rows. No Verilog is defensible without falling back to a table/cofactor repeat."
ex286,unknown,hamming_weight_preserving_lossy_routing_normalizer,,shared_pair_descriptors_and_lane_count_state,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: compact pair-state controlled routing and lane/count normalizer descriptors. Popcount preservation is exact (0 mismatches), but the pair-state descriptor is exact only at 4608 unique keys, which is table-scale for this shard, and the compact lane/count descriptor reaches only 1217/8192 majority rows. No Verilog is defensible without falling back to a table/cofactor repeat."
ex287,unknown,hamming_weight_preserving_lossy_routing_normalizer,,shared_pair_descriptors_and_lane_count_state,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: compact pair-state controlled routing and lane/count normalizer descriptors. Popcount preservation is exact (0 mismatches), but the pair-state descriptor is exact only at 6912 unique keys, which is table-scale for this shard, and the compact lane/count descriptor reaches only 2213/16384 majority rows. No Verilog is defensible without falling back to a table/cofactor repeat."
ex288,unknown,hamming_weight_preserving_lossy_routing_normalizer,,shared_pair_descriptors_and_lane_count_state,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: compact pair-state controlled routing and lane/count normalizer descriptors. Popcount preservation is exact (0 mismatches), but the pair-state descriptor is exact only at 13824 unique keys, which is table-scale for this shard, and the compact lane/count descriptor reaches only 3092/32768 majority rows. No Verilog is defensible without falling back to a table/cofactor repeat."
ex289,unknown,hamming_weight_preserving_lossy_routing_normalizer,,shared_pair_descriptors_and_lane_count_state,,unknown-a-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Round22 screened two families: compact pair-state controlled routing and lane/count normalizer descriptors. Popcount preservation is exact (0 mismatches), but the pair-state descriptor is exact only at 20736 unique keys, which is table-scale for this shard, and the compact lane/count descriptor reaches only 5358/65536 majority rows. No Verilog is defensible without falling back to a table/cofactor repeat."
ex290,unknown,global state/permutation transform with sparse cyclic I+R^-2 correction,,shared bit-level global state descriptors across all outputs,,unknown-b-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,No official candidate emitted because the only exact direction is full-key/table scale.
ex291,unknown,global state/permutation transform with sparse cyclic I+R^-2 correction,,shared bit-level global state descriptors across all outputs,,unknown-b-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,No official candidate emitted because the only exact direction is full-key/table scale.
ex292,unknown,global state/permutation transform with sparse cyclic I+R^-2 correction,,shared bit-level global state descriptors across all outputs,,unknown-b-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,No official candidate emitted because the only exact direction is full-key/table scale.
ex294,unknown,global state/permutation transform with sparse cyclic I+R^-2 correction,,shared bit-level global state descriptors across all 16 outputs,,unknown-b-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,No official candidate emitted because the only exact direction is full-key/table scale.
ex295,unknown,global state/permutation transform and cyclic 2-bit descriptor recurrence,,shared nonlocal cell descriptor terms across all 12 outputs,,unknown-b-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,No official candidate emitted because no compact exact new basis was found.
ex296,unknown,open-boundary state transform with sparse stride-2 correction,,shared open-state descriptors across all outputs,,unknown-b-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,No official candidate emitted because only full-key exactness was found.
ex297,unknown,cyclic 2-bit-symbol/cell descriptor recurrence,,shared ring/cell state terms across all 14 outputs,,unknown-b-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,"Highest-priority assigned case; current frontend ADP 569592, backend/current best ADP 549972, reference ADP 225900. First round22 step is a diagnostic search for a smaller nonlocal state basis before emitting Verilog."
ex298,unknown,open-boundary state transform with sparse stride-2 correction,,shared open-state descriptors across all outputs,,unknown-b-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,No official candidate emitted because only full-key exactness was found.
ex299,unknown,global state/permutation transform and cyclic 2-bit descriptor recurrence,,shared nonlocal cell descriptor terms across all 16 outputs,,unknown-b-r22,ex200_ex299_frontend_refgap_round22_20260613_0218,No official candidate emitted because no compact exact basis was found.
