round,run_id,agent_id,case,domain,candidate_id,structure_type,shared_signal_count,outputs_covered,expected_effect,observed_area,observed_delay,observed_adp,shared_nodes,residual_key,residual_entries,output_grouping,evidence_path,notes,shard_csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex216,bf16,ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_manual_sign_non_nan,current semantic positive-symmetry field base plus explicit non-NaN sign,,16,lower frontend area/delay through source-level field or selected-output sharing,457,15,6855,,bf16_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_manual_sign_non_nan.evaluate.py.log,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34; source case attributes parallel_case full_case; manual sign bit override sign && !is_nan; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/aigs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_manual_sign_non_nan.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_manual_sign_non_nan.yosys.log; runtime_sec=11.431,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex216,bf16,ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_15_cmp,current semantic positive-symmetry field base plus selected sign comparator,,16,lower frontend area/delay through source-level field or selected-output sharing,457,15,6855,,bf16_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_15_cmp.evaluate.py.log,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34; source case attributes parallel_case full_case; generic selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/aigs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_15_cmp.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_15_cmp.yosys.log; runtime_sec=10.189,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex216,bf16,ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp,current semantic positive-symmetry field base plus selected exp bit13 comparator,,16,lower frontend area/delay through source-level field or selected-output sharing,453,14,6342,,bf16_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp.evaluate.py.log,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34; source case attributes parallel_case full_case; generic selected bit overrides bits=13 bit_hi_bits=cmp bit_items=20; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/aigs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp.yosys.log; runtime_sec=10.640,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex216,bf16,ex216_r95_bf16_cube_delta_pair_mant64_hilo3_cube_bit14_boundary_caseattrs,mant64 hilo3 delta-pair base plus hand cube bit14 boundary,,16,lower frontend area/delay through source-level field or selected-output sharing,498,14,6972,,bf16_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_delta_pair_mant64_hilo3_cube_bit14_boundary_caseattrs.evaluate.py.log,semantic model exact over 65536 inputs; delta pair base_policy=mant64 delta_mode=hilo3 items=11097; manual cube bit14 boundary exp>=128 or exp127 mant>=34; source case attributes parallel_case full_case; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/aigs/ex216_r95_bf16_cube_delta_pair_mant64_hilo3_cube_bit14_boundary_caseattrs.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_delta_pair_mant64_hilo3_cube_bit14_boundary_caseattrs.yosys.log; runtime_sec=4.344,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex216,bf16,ex216_r95_bf16_cube_sep_fields_e4_m3_s3_cube_bit14_boundary_caseattrs,separate-field e4/m3/s3 recut plus hand cube bit14 boundary,,16,lower frontend area/delay through source-level field or selected-output sharing,842,15,12630,,bf16_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_sep_fields_e4_m3_s3_cube_bit14_boundary_caseattrs.evaluate.py.log,semantic model exact over 65536 inputs; separate fields exp_hi=4 mant_hi=3 sign_hi=3 items=25447; manual cube bit14 boundary exp>=128 or exp127 mant>=34; source case attributes parallel_case full_case; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/aigs/ex216_r95_bf16_cube_sep_fields_e4_m3_s3_cube_bit14_boundary_caseattrs.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/logs/ex216_r95_bf16_cube_sep_fields_e4_m3_s3_cube_bit14_boundary_caseattrs.yosys.log; runtime_sec=6.498,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex218,bf16,ex218_r95_bf16_reciprocal_cube_field_selector_r19_bits_4_bh1,round19 decoded field selector plus selected bit4 table,,16,lower frontend area/delay through source-level field or selected-output sharing,495,14,6930,,bf16_reciprocal_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_field_selector_r19_bits_4_bh1.evaluate.py.log,semantic model exact over 65536 inputs; round19 decoded field selector source; module renamed for round95; generic selected bit overrides bits=4 bit_hi_bits=1 bit_items=10508; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/aigs/ex218_r95_bf16_reciprocal_cube_field_selector_r19_bits_4_bh1.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_field_selector_r19_bits_4_bh1.yosys.log; runtime_sec=21.591,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex218,bf16,ex218_r95_bf16_reciprocal_cube_field_selector_r19_bits_8_cmp,round19 decoded field selector plus selected bit8 comparator,,16,lower frontend area/delay through source-level field or selected-output sharing,480,14,6720,,bf16_reciprocal_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_field_selector_r19_bits_8_cmp.evaluate.py.log,semantic model exact over 65536 inputs; round19 decoded field selector source; module renamed for round95; generic selected bit overrides bits=8 bit_hi_bits=cmp bit_items=434; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/aigs/ex218_r95_bf16_reciprocal_cube_field_selector_r19_bits_8_cmp.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_field_selector_r19_bits_8_cmp.yosys.log; runtime_sec=17.010,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex218,bf16,ex218_r95_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_bits_4_bh1,value-case bit15 sign comparator plus selected bit4 table,,16,lower frontend area/delay through source-level field or selected-output sharing,495,14,6930,,bf16_reciprocal_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_bits_4_bh1.evaluate.py.log,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case; generic selected bit overrides bits=4 bit_hi_bits=1 bit_items=10508; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/aigs/ex218_r95_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_bits_4_bh1.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_bits_4_bh1.yosys.log; runtime_sec=22.050,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex218,bf16,ex218_r95_bf16_reciprocal_cube_delta_pair_mant64_hilo3_bits_15_cmp_caseattrs,mant64 hilo3 delta-pair base plus selected sign comparator,,16,lower frontend area/delay through source-level field or selected-output sharing,533,15,7995,,bf16_reciprocal_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_delta_pair_mant64_hilo3_bits_15_cmp_caseattrs.evaluate.py.log,semantic model exact over 65536 inputs; delta pair base_policy=mant64 delta_mode=hilo3 items=11123; generic selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/aigs/ex218_r95_bf16_reciprocal_cube_delta_pair_mant64_hilo3_bits_15_cmp_caseattrs.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_delta_pair_mant64_hilo3_bits_15_cmp_caseattrs.yosys.log; runtime_sec=4.245,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex218,bf16,ex218_r95_bf16_reciprocal_cube_sep_fields_e3_m3_s3_bits_15_cmp_caseattrs,separate-field e3/m3/s3 recut plus selected sign comparator,,16,lower frontend area/delay through source-level field or selected-output sharing,886,15,13290,,bf16_reciprocal_cube,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_sep_fields_e3_m3_s3_bits_15_cmp_caseattrs.evaluate.py.log,semantic model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=24323; generic selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/aigs/ex218_r95_bf16_reciprocal_cube_sep_fields_e3_m3_s3_bits_15_cmp_caseattrs.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex218/logs/ex218_r95_bf16_reciprocal_cube_sep_fields_e3_m3_s3_bits_15_cmp_caseattrs.yosys.log; runtime_sec=6.374,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex219,bf16,ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp_caseattrs,round94 mant64 hilo3 bit6 comparator with case-attribute source recut,,16,lower frontend area/delay through source-level field or selected-output sharing,658,14,9212,,bf16_reciprocal_cbrt,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/logs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp_caseattrs.evaluate.py.log,semantic model exact over 65536 inputs; delta pair base_policy=mant64 delta_mode=hilo3 items=27365; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=684; source case attributes parallel_case full_case; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/aigs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp_caseattrs.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/logs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp_caseattrs.yosys.log; runtime_sec=13.306,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex219,bf16,ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_14_cmp,mant64 hilo3 delta-pair base with paired bit6 and bit14 comparator extraction,,16,lower frontend area/delay through source-level field or selected-output sharing,742,15,11130,,bf16_reciprocal_cbrt,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/logs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_14_cmp.evaluate.py.log,semantic model exact over 65536 inputs; delta pair base_policy=mant64 delta_mode=hilo3 items=27365; generic selected bit overrides bits=6_14 bit_hi_bits=cmp bit_items=702; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/aigs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_14_cmp.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/logs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_14_cmp.yosys.log; runtime_sec=13.810,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex219,bf16,ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo2_bits_6_cmp,mant64 hilo2 delta-pair regrouping with selected bit6 comparator,,16,lower frontend area/delay through source-level field or selected-output sharing,704,14,9856,,bf16_reciprocal_cbrt,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/logs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo2_bits_6_cmp.evaluate.py.log,semantic model exact over 65536 inputs; delta pair base_policy=mant64 delta_mode=hilo2 items=29982; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=684; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/aigs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo2_bits_6_cmp.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/logs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo2_bits_6_cmp.yosys.log; runtime_sec=9.795,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
round95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-bf16-power-tight-r95,ex219,bf16,ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo4_bits_6_cmp_caseattrs,mant64 hilo4 delta-pair regrouping with selected bit6 comparator,,16,lower frontend area/delay through source-level field or selected-output sharing,779,16,12464,,bf16_reciprocal_cbrt,,BF16 field decode plus selected-output source repair,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/logs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo4_bits_6_cmp_caseattrs.evaluate.py.log,semantic model exact over 65536 inputs; delta pair base_policy=mant64 delta_mode=hilo4 items=22976; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=684; source case attributes parallel_case full_case; official evaluate.py OK; synth_aig=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/aigs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo4_bits_6_cmp_caseattrs.aig; yosys_log=student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex219/logs/ex219_r95_bf16_reciprocal_cbrt_delta_pair_mant64_hilo4_bits_6_cmp_caseattrs.yosys.log; runtime_sec=11.646,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/shared_structure_report.csv
95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-unknown286-r95,ex286,unknown,ex286_r95_cumulative_descriptor_screen,diagnostic_descriptor_screen,9,none_full_compact,find compact state basis before RTL emission,,,,,lane_component_cumulative_state,126,full_word,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-unknown286-r95/ex286/diagnostics/ex286_r95_descriptor_screen.md,No compact exact cumulative movement/component descriptor; best nonexact lane_component_cumulative_state majority 8066/8192 with 126 conflict keys; exact guardrail bucket_counts_plus_known_selectors_guardrail:4608keys; movement_moment_component_state:8192keys.,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-unknown286-r95/shared_structure_report.csv
95,frontend_gt15_bf16_unknown_round95_20260614_0627,sub-unknown287-r95,ex287,unknown,ex287_r95_home_collision_residual_bdd_pair_interleave_abc_g_aig,global_transform_descriptor,1,14,test whether singleton-home collision residual is smaller than direct output BDD,2759,22,60698,1570,home_or_residual_pair_interleave,16384,full_word,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-unknown287-r95/ex287/logs/ex287_r95_home_collision_residual_bdd_pair_interleave_abc_g_aig.evaluate.py.log,exact over 16384 inputs; residual_nodes=1570; residual_unique=4087; residual_nonzero=16326; runtime_sec=3.000,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-unknown287-r95/shared_structure_report.csv
