case,domain,agent_id,candidate_id,method_signature,status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex240,float_fp8,sub-fp8-addhyp-r62,ex240_ex240_r62_same_delta_diff_quant_abc_g_aig_raw,,,1,1091,89,97099,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/verilog/ex240_r62_same_delta_diff_quant.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/aigs/ex240_ex240_r62_same_delta_diff_quant_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/logs/ex240_ex240_r62_same_delta_diff_quant_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/logs/ex240_r62_same_delta_diff_quant_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/logs/ex240_ex240_r62_same_delta_diff_quant_abc_g_aig_raw.abc.log; synth_sec=0.706; abc_sec=0.000; eval_sec=0.854
ex240,float_fp8,sub-fp8-addhyp-r62,ex240_ex240_r62_same_delta_diff_quant_synth_preset_raw,,,1,1091,90,98190,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/verilog/ex240_r62_same_delta_diff_quant.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/aigs/ex240_ex240_r62_same_delta_diff_quant_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/logs/ex240_ex240_r62_same_delta_diff_quant_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/logs/ex240_r62_same_delta_diff_quant_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_same_delta_diff_quant/logs/ex240_ex240_r62_same_delta_diff_quant_synth_preset_raw.abc.log; synth_sec=0.939; abc_sec=0.000; eval_sec=0.849
ex240,float_fp8,sub-fp8-addhyp-r62,ex240_ex240_r62_field_delta_selected_residual_default_raw,,,1,2785,40,111400,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/verilog/ex240_r62_field_delta_selected_residual.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/aigs/ex240_ex240_r62_field_delta_selected_residual_default_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_ex240_r62_field_delta_selected_residual_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_r62_field_delta_selected_residual_default.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_ex240_r62_field_delta_selected_residual_default_raw.abc.log; synth_sec=6.972; abc_sec=0.000; eval_sec=0.863
ex240,float_fp8,sub-fp8-addhyp-r62,ex240_ex240_r62_field_delta_selected_residual_extra_share_raw,,,1,2787,41,114267,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/verilog/ex240_r62_field_delta_selected_residual.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/aigs/ex240_ex240_r62_field_delta_selected_residual_extra_share_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_ex240_r62_field_delta_selected_residual_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_r62_field_delta_selected_residual_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_ex240_r62_field_delta_selected_residual_extra_share_raw.abc.log; synth_sec=7.419; abc_sec=0.000; eval_sec=0.876
ex240,float_fp8,sub-fp8-addhyp-r62,ex240_ex240_r62_field_delta_selected_residual_abc_g_aig_raw,,,1,2758,40,110320,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/verilog/ex240_r62_field_delta_selected_residual.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/aigs/ex240_ex240_r62_field_delta_selected_residual_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_ex240_r62_field_delta_selected_residual_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_r62_field_delta_selected_residual_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_ex240_r62_field_delta_selected_residual_abc_g_aig_raw.abc.log; synth_sec=7.066; abc_sec=0.000; eval_sec=0.862
ex240,float_fp8,sub-fp8-addhyp-r62,ex240_ex240_r62_field_delta_selected_residual_synth_preset_raw,,,1,2732,43,117476,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/verilog/ex240_r62_field_delta_selected_residual.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/aigs/ex240_ex240_r62_field_delta_selected_residual_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_ex240_r62_field_delta_selected_residual_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_r62_field_delta_selected_residual_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex240/ex240_r62_field_delta_selected_residual/logs/ex240_ex240_r62_field_delta_selected_residual_synth_preset_raw.abc.log; synth_sec=8.916; abc_sec=0.000; eval_sec=0.841
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_outbit_grouped_current_delta_default_raw,,,1,321,35,11235,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/verilog/ex244_r62_outbit_grouped_current_delta.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/aigs/ex244_ex244_r62_outbit_grouped_current_delta_default_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_ex244_r62_outbit_grouped_current_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_r62_outbit_grouped_current_delta_default.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_ex244_r62_outbit_grouped_current_delta_default_raw.abc.log; synth_sec=0.240; abc_sec=0.000; eval_sec=0.475
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_outbit_grouped_current_delta_extra_share_raw,,,1,328,37,12136,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/verilog/ex244_r62_outbit_grouped_current_delta.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/aigs/ex244_ex244_r62_outbit_grouped_current_delta_extra_share_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_ex244_r62_outbit_grouped_current_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_r62_outbit_grouped_current_delta_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_ex244_r62_outbit_grouped_current_delta_extra_share_raw.abc.log; synth_sec=0.246; abc_sec=0.000; eval_sec=0.477
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_outbit_grouped_current_delta_abc_g_aig_raw,,,1,311,35,10885,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/verilog/ex244_r62_outbit_grouped_current_delta.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/aigs/ex244_ex244_r62_outbit_grouped_current_delta_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_ex244_r62_outbit_grouped_current_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_r62_outbit_grouped_current_delta_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_ex244_r62_outbit_grouped_current_delta_abc_g_aig_raw.abc.log; synth_sec=0.241; abc_sec=0.000; eval_sec=0.476
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_outbit_grouped_current_delta_synth_preset_raw,,,1,313,36,11268,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/verilog/ex244_r62_outbit_grouped_current_delta.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/aigs/ex244_ex244_r62_outbit_grouped_current_delta_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_ex244_r62_outbit_grouped_current_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_r62_outbit_grouped_current_delta_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_outbit_grouped_current_delta/logs/ex244_ex244_r62_outbit_grouped_current_delta_synth_preset_raw.abc.log; synth_sec=0.363; abc_sec=0.000; eval_sec=0.478
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_delta_bit_sat_shared_default_raw,,,1,328,35,11480,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/verilog/ex244_r62_delta_bit_sat_shared.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/aigs/ex244_ex244_r62_delta_bit_sat_shared_default_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_ex244_r62_delta_bit_sat_shared_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_r62_delta_bit_sat_shared_default.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_ex244_r62_delta_bit_sat_shared_default_raw.abc.log; synth_sec=0.242; abc_sec=0.000; eval_sec=0.485
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_delta_bit_sat_shared_extra_share_raw,,,1,329,37,12173,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/verilog/ex244_r62_delta_bit_sat_shared.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/aigs/ex244_ex244_r62_delta_bit_sat_shared_extra_share_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_ex244_r62_delta_bit_sat_shared_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_r62_delta_bit_sat_shared_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_ex244_r62_delta_bit_sat_shared_extra_share_raw.abc.log; synth_sec=0.249; abc_sec=0.000; eval_sec=0.477
