case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex246,float_fp8,ex246_semantic_mul_sigprodcode_residual_seed12_synth_preset_aig,Residual micro-LUT over significand-product code; kept to compare against threshold and cofactor families in this shard.,,,fp8-struct-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,Residual micro-LUT over significand-product code; kept to compare against threshold and cofactor families in this shard. source_sha256_12=1e7b77333d9d; official_aig=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex246/official_eval/ex246_semantic_mul_sigprodcode_residual_seed12_synth_preset_aig/ex246.aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex246/logs/ex246_semantic_mul_sigprodcode_residual_seed12_synth_preset_aig.yosys.log
ex246,float_fp8,ex246_semantic_mul_threshold_pred_norm_synth_preset_aig,"Semantic arithmetic shell with explicit product threshold, rounding, underflow, and saturation predicates.",,,fp8-struct-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,"Semantic arithmetic shell with explicit product threshold, rounding, underflow, and saturation predicates. source_sha256_12=2524bfd41976; official_aig=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex246/official_eval/ex246_semantic_mul_threshold_pred_norm_synth_preset_aig/ex246.aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex246/logs/ex246_semantic_mul_threshold_pred_norm_synth_preset_aig.yosys.log"
ex247,float_fp8,ex247_semantic_div_bound_smallpat_split_den_r16_abc_and,shared special-case shell and denominator-local zero/saturation/offset/mantissa/pattern functions,standard AND resynthesis of round15 split-den source,nonwinning; AND flow increased area versus preset_aig,coordinator-flow-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,flow scout only
ex247,float_fp8,ex247_semantic_div_sigpair_minlogic_full_synth_preset_aig,Materially different from round8/round12/round15 bound-region and split-denominator source shapes; tests minimized attribute bits directly.,,,fp8-struct-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,Materially different from round8/round12/round15 bound-region and split-denominator source shapes; tests minimized attribute bits directly. source_sha256_12=c5b948860ad8; official_aig=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex247/official_eval/ex247_semantic_div_sigpair_minlogic_full_synth_preset_aig/ex247.aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex247/logs/ex247_semantic_div_sigpair_minlogic_full_synth_preset_aig.yosys.log
ex249,float_fp8,ex249_semantic_hypot_rawexp_grouped_delta_bits_r16_abc_and,raw exponent gap predicates and grouped delta output bits,standard AND resynthesis of round15 grouped-delta source,nonwinning; AND flow increased area versus preset_aig,coordinator-flow-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,flow scout only
ex249,float_fp8,ex249_semantic_hypot_delta_bdd_alt_order_synth_preset_aig,Materially different from round15 raw-exponent grouped formulas: this uses a full max/min magnitude delta BDD with a new order.,,,fp8-struct-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,Materially different from round15 raw-exponent grouped formulas: this uses a full max/min magnitude delta BDD with a new order. source_sha256_12=42d47d8cf578; official_aig=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex249/official_eval/ex249_semantic_hypot_delta_bdd_alt_order_synth_preset_aig/ex249.aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round16_20260612_2233/fp8-struct-r16/ex249/logs/ex249_semantic_hypot_delta_bdd_alt_order_synth_preset_aig.yosys.log
ex260,integer,ex260_r16_baugh_wooley_wallace4_rev_hcla4_abc_g_aig,shared signed partial products and wider column counter rows,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,full_product_word
ex260,integer,ex260_r16_baugh_wooley_wallace4_rev_hcla4_synth_preset_d9,shared signed partial products and wider column counter rows,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,full_product_word
ex260,integer,ex260_r16_baugh_wooley_wallace_rev_rhcla4_abc_g_aig,shared signed partial products and final prefix generate/propagate network,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,full_product_word
ex260,integer,ex260_r16_baugh_wooley_wallace_rev_rhcla4_synth_preset_d9,shared signed partial products and final prefix generate/propagate network,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,full_product_word
ex266,integer,ex266_r16_cof_bhi2_a4_threshold_wordmux_abc_g_aig,shared constant-multiple comparator tree per quotient word cofactor,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,whole_quotient_word
ex266,integer,ex266_r16_cof_bhi2_a4_threshold_wordmux_synth_preset_d8,shared constant-multiple comparator tree per quotient word cofactor,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,whole_quotient_word
ex266,integer,ex266_r16_cof_bhi3_a4_threshold_wordmux_abc_g_aig,more localized shared constant-multiple comparator trees,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,whole_quotient_word
ex266,integer,ex266_r16_cof_bhi3_a4_threshold_wordmux_synth_preset_d8,more localized shared constant-multiple comparator trees,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,whole_quotient_word
ex270,integer,ex270_r16_dadda_square_csel4_abc_g_aig,shared square cross terms and Dadda column reductions,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,full_square_word
ex274,integer,ex274_r16_hybrid_bddtop2_trunc_factored_abc_g_aig,shared top-bit BDD cofactors plus lower square propagate/generate factoring,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,top2_cofactor_lower30_word
ex274,integer,ex274_r16_hybrid_bddtop2_trunc_factored_synth_preset_d16,shared top-bit BDD cofactors plus lower square propagate/generate factoring,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,top2_cofactor_lower30_word
ex274,integer,ex274_r16_wallace_square_factored_csel8_abc_g_aig,shared diagonal/cross terms and compressor propagate/generate predicates,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,full_square_word
ex274,integer,ex274_r16_wallace_square_factored_csel8_synth_preset_d16,shared diagonal/cross terms and compressor propagate/generate predicates,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,full_square_word
ex276,integer,ex276_r16_radix4_wires_abc_g_aig,shared candidate/remainder decision wires across sqrt bits,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,whole_sqrt_word
ex276,integer,ex276_r16_radix4_wires_synth_preset_d8,shared candidate/remainder decision wires across sqrt bits,,,,ex200_ex299_frontend_refgap_round16_20260612_2233,whole_sqrt_word
ex286,unknown,ex286_r16_movement_edge_delta_shared_bdd_known_pairs_then_outside_in_abc_g_aig,,one shared BDD node pool for delta-edge movement predicates,,,ex200_ex299_frontend_refgap_round16_20260612_2233,official evaluate.py OK; bdd_nodes=4365; descriptor_unique=3040
ex286,unknown,ex286_r16_output_gray_neighbor_shared_bdd_known_pairs_then_outside_in_abc_g_aig,,one shared BDD node pool for adjacent output predicate roots,,,ex200_ex299_frontend_refgap_round16_20260612_2233,official evaluate.py OK; bdd_nodes=3754; descriptor_unique=2233
ex287,unknown,ex287_r16_movement_edge_delta_shared_bdd_known_pairs_then_outside_in_abc_g_aig,,one shared BDD node pool for delta-edge movement predicates,,,ex200_ex299_frontend_refgap_round16_20260612_2233,official evaluate.py OK; bdd_nodes=8488; descriptor_unique=6105
ex287,unknown,ex287_r16_output_gray_neighbor_shared_bdd_known_pairs_then_outside_in_abc_g_aig,,one shared BDD node pool for adjacent output predicate roots,,,ex200_ex299_frontend_refgap_round16_20260612_2233,official evaluate.py OK; bdd_nodes=7915; descriptor_unique=2609
ex297,unknown,ex297_r16_cell_pairs_grouped_bdd_abc_g_aig,BDD/cofactor output grouping,23584,tests whether smaller grouped BDD cones reduce delay versus one all-output BDD pool,unknown-state-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,group_kind=cell_pairs order=0:12:1:13:2:10:3:11:4:8:5:9:6:7
ex297,unknown,ex297_r16_descriptor_key_split_abc_g_aig,descriptor-key split table,15516,tests exact descriptor sharing with a different source key than symbol-plane split,unknown-state-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,selector=cell_delta_anchor_even selector_bits=0:1:2:4:6:8:10
ex299,unknown,ex299_r16_cell_pairs_grouped_bdd_abc_g_aig,BDD/cofactor output grouping,88874,tests whether smaller grouped BDD cones reduce delay versus one all-output BDD pool,unknown-state-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,group_kind=cell_pairs order=0:14:1:15:2:12:3:13:4:10:5:11:6:8:7:9
ex299,unknown,ex299_r16_descriptor_key_split_abc_g_aig,descriptor-key split table,63502,tests exact descriptor sharing with a different source key than symbol-plane split,unknown-state-r16,ex200_ex299_frontend_refgap_round16_20260612_2233,selector=cell_delta_anchor_even selector_bits=0:1:2:4:6:8:10:12
