round,run_id,agent_id,case,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,status,notes,shard_csv,method_signature
round84,frontend_radical_parallel_round84_20260613_2103,sub-fp8-wide-r84,ex249,ex249_r84_semantic_hypot_delta_bdd_interleave_synth_preset,1,219,41,8979,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex249/verilog/ex249_r84_semantic_hypot_delta_bdd_interleave_synth_preset.v,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex249/aigs/ex249_r84_semantic_hypot_delta_bdd_interleave_synth_preset.aig,student/runs/float_fp8/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex249/official_eval/ex249_r84_semantic_hypot_delta_bdd_interleave_synth_preset/ex249_r84_semantic_hypot_delta_bdd_interleave_synth_preset.evaluate.py.log,OK,evaluate.py exit=0; runtime_sec=0.939,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-fp8-wide-r84/evaluation_results.csv,
round84,frontend_radical_parallel_round84_20260613_2103,sub-fp8-wide-r84,ex249,ex249_r84_truth_bdd_field_synth_preset,1,755,23,17365,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex249/verilog/ex249_r84_truth_bdd_field_synth_preset.v,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex249/aigs/ex249_r84_truth_bdd_field_synth_preset.aig,student/runs/float_fp8/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex249/official_eval/ex249_r84_truth_bdd_field_synth_preset/ex249_r84_truth_bdd_field_synth_preset.evaluate.py.log,OK,evaluate.py exit=0; runtime_sec=2.557,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-fp8-wide-r84/evaluation_results.csv,
round84,frontend_radical_parallel_round84_20260613_2103,sub-fp8-wide-r84,ex241,ex241_r84_semantic_mul_product_table_synth_preset,1,758,35,26530,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex241/verilog/ex241_r84_semantic_mul_product_table_synth_preset.v,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex241/aigs/ex241_r84_semantic_mul_product_table_synth_preset.aig,student/runs/float_fp8/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex241/official_eval/ex241_r84_semantic_mul_product_table_synth_preset/ex241_r84_semantic_mul_product_table_synth_preset.evaluate.py.log,OK,evaluate.py exit=0; runtime_sec=1.734,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-fp8-wide-r84/evaluation_results.csv,
round84,frontend_radical_parallel_round84_20260613_2103,sub-fp8-wide-r84,ex241,ex241_r84_truth_bdd_field_synth_preset,1,2134,22,46948,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex241/verilog/ex241_r84_truth_bdd_field_synth_preset.v,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex241/aigs/ex241_r84_truth_bdd_field_synth_preset.aig,student/runs/float_fp8/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex241/official_eval/ex241_r84_truth_bdd_field_synth_preset/ex241_r84_truth_bdd_field_synth_preset.evaluate.py.log,OK,evaluate.py exit=0; runtime_sec=3.330,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-fp8-wide-r84/evaluation_results.csv,
round84,frontend_radical_parallel_round84_20260613_2103,sub-fp8-wide-r84,ex240,ex240_r84_semantic_add_norm_synth_preset,1,1040,89,92560,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex240/verilog/ex240_r84_semantic_add_norm_synth_preset.v,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex240/aigs/ex240_r84_semantic_add_norm_synth_preset.aig,student/runs/float_fp8/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex240/official_eval/ex240_r84_semantic_add_norm_synth_preset/ex240_r84_semantic_add_norm_synth_preset.evaluate.py.log,OK,evaluate.py exit=0; runtime_sec=1.670,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-fp8-wide-r84/evaluation_results.csv,
round84,frontend_radical_parallel_round84_20260613_2103,sub-fp8-wide-r84,ex240,ex240_r84_truth_bdd_interleave_synth_preset,1,2712,24,65088,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex240/verilog/ex240_r84_truth_bdd_interleave_synth_preset.v,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex240/aigs/ex240_r84_truth_bdd_interleave_synth_preset.aig,student/runs/float_fp8/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex240/official_eval/ex240_r84_truth_bdd_interleave_synth_preset/ex240_r84_truth_bdd_interleave_synth_preset.evaluate.py.log,OK,evaluate.py exit=0; runtime_sec=3.924,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-fp8-wide-r84/evaluation_results.csv,
round84,frontend_radical_parallel_round84_20260613_2103,sub-fp8-wide-r84,ex245,ex245_r84_semantic_add_split_bdd_interleave_synth_preset,1,1208,36,43488,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex245/verilog/ex245_r84_semantic_add_split_bdd_interleave_synth_preset.v,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex245/aigs/ex245_r84_semantic_add_split_bdd_interleave_synth_preset.aig,student/runs/float_fp8/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex245/official_eval/ex245_r84_semantic_add_split_bdd_interleave_synth_preset/ex245_r84_semantic_add_split_bdd_interleave_synth_preset.evaluate.py.log,OK,evaluate.py exit=0; runtime_sec=2.200,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-fp8-wide-r84/evaluation_results.csv,
round84,frontend_radical_parallel_round84_20260613_2103,sub-fp8-wide-r84,ex245,ex245_r84_semantic_add_gap4_norm_synth_preset,1,700,72,50400,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex245/verilog/ex245_r84_semantic_add_gap4_norm_synth_preset.v,student/work/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex245/aigs/ex245_r84_semantic_add_gap4_norm_synth_preset.aig,student/runs/float_fp8/frontend_radical_parallel_round84_20260613_2103/sub-fp8-wide-r84/ex245/official_eval/ex245_r84_semantic_add_gap4_norm_synth_preset/ex245_r84_semantic_add_gap4_norm_synth_preset.evaluate.py.log,OK,evaluate.py exit=0; runtime_sec=1.459,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-fp8-wide-r84/evaluation_results.csv,
round84,frontend_radical_parallel_round84_20260613_2103,sub-unknown-descriptor-r84,ex297,ex297_r84_cyclic2_symbol_descriptor,,,,,,,,no_candidate_after_diagnostic,diagnostic_path=student/work/frontend_radical_parallel_round84_20260613_2103/sub-unknown-descriptor-r84/ex297/diagnostics/ex297_r84_descriptor_diagnostics.csv no official evaluate.py row because no compact exact RTL descriptor was emitted,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-unknown-descriptor-r84/evaluation_results.csv,
round84,frontend_radical_parallel_round84_20260613_2103,sub-unknown-descriptor-r84,ex299,ex299_r84_cyclic2_symbol_descriptor,,,,,,,,no_candidate_after_diagnostic,diagnostic_path=student/work/frontend_radical_parallel_round84_20260613_2103/sub-unknown-descriptor-r84/ex299/diagnostics/ex299_r84_descriptor_diagnostics.csv no official evaluate.py row because no compact exact RTL descriptor was emitted,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-unknown-descriptor-r84/evaluation_results.csv,
,,sub-unknown-route-r84,ex285,ex285_r84_sorted_position_descriptor,1,808,17,13736,student/work/frontend_radical_parallel_round84_20260613_2103/sub-unknown-route-r84/ex285/verilog/ex285_r84_sorted_position_descriptor.v,student/work/frontend_radical_parallel_round84_20260613_2103/sub-unknown-route-r84/ex285/aigs/ex285_r84_sorted_position_descriptor.aig,student/work/frontend_radical_parallel_round84_20260613_2103/sub-unknown-route-r84/ex285/logs/ex285_r84_sorted_position_descriptor.evaluate.py.log,OK,official evaluate.py returncode=0,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-unknown-route-r84/evaluation_results.csv,ex285|hamming_weight_preserving_lossy_routing_normalizer|sorted_position_descriptor|shared_popcount_layer_plus_coarse_sorted_one-position_bounds|yosys_internal_abc_g_aig|official_evaluate|full_word_delta_groups
