case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex203,ex203_bf16_log_structural_sign_exp_mant_case,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,structural_sign_exp_mant_case,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/verilog/ex203_bf16_log_structural_sign_exp_mant_case.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/aigs/ex203_bf16_log_structural_sign_exp_mant_case.aig,1,1,4546,18,81828,6.597,structural comparison candidate; exact table factoring over 65536 inputs; items=32897
ex203,ex203_bf16_log_structural_split_sign_exp_mant_case,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,structural_split_sign_exp_mant_case,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/verilog/ex203_bf16_log_structural_split_sign_exp_mant_case.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex203/aigs/ex203_bf16_log_structural_split_sign_exp_mant_case.aig,1,1,4428,19,84132,6.434,structural comparison candidate; exact table factoring over 65536 inputs; items=32897
ex204,ex204_bf16_log2_semantic_log2_grouped_subdelta_base_case_full,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,semantic_log2_grouped_subdelta_base_case_full,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/verilog/ex204_bf16_log2_semantic_log2_grouped_subdelta_base_case_full.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/aigs/ex204_bf16_log2_semantic_log2_grouped_subdelta_base_case_full.aig,1,1,1559,36,56124,1.983,semantic log2 integer-base plus grouped subdelta; base_case; delta_patterns=16; mant_style=full_case; items=2048
ex204,ex204_bf16_log2_semantic_log2_grouped_subdelta_base_case_runs,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,semantic_log2_grouped_subdelta_base_case_runs,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/verilog/ex204_bf16_log2_semantic_log2_grouped_subdelta_base_case_runs.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/aigs/ex204_bf16_log2_semantic_log2_grouped_subdelta_base_case_runs.aig,1,1,1901,41,77941,2.185,semantic log2 integer-base plus grouped subdelta; base_case; delta_patterns=16; mant_style=casez_runs; items=1026
ex204,ex204_bf16_log2_semantic_log2_grouped_subdelta_base_arith_full,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,semantic_log2_grouped_subdelta_base_arith_full,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/verilog/ex204_bf16_log2_semantic_log2_grouped_subdelta_base_arith_full.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/aigs/ex204_bf16_log2_semantic_log2_grouped_subdelta_base_arith_full.aig,1,1,1455,38,55290,1.885,semantic log2 integer-base plus grouped subdelta; base_arith_integer_bf16; delta_patterns=16; mant_style=full_case; items=2048
ex204,ex204_bf16_log2_semantic_log2_grouped_xordelta_pair_full,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,semantic_log2_grouped_xordelta_pair_full,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/verilog/ex204_bf16_log2_semantic_log2_grouped_xordelta_pair_full.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/aigs/ex204_bf16_log2_semantic_log2_grouped_xordelta_pair_full.aig,1,1,1797,24,43128,2.783,semantic log2 base pair plus grouped xor-delta; delta_patterns=57; mant_style=full_case; items=7296
ex204,ex204_bf16_log2_semantic_log2_grouped_xordelta_pair_runs,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,semantic_log2_grouped_xordelta_pair_runs,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/verilog/ex204_bf16_log2_semantic_log2_grouped_xordelta_pair_runs.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/aigs/ex204_bf16_log2_semantic_log2_grouped_xordelta_pair_runs.aig,1,1,2129,23,48967,2.940,semantic log2 base pair plus grouped xor-delta; delta_patterns=57; mant_style=casez_runs; items=2228
ex204,ex204_bf16_log2_semantic_log2_positive_runs,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,semantic_log2_positive_runs,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/verilog/ex204_bf16_log2_semantic_log2_positive_runs.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/aigs/ex204_bf16_log2_semantic_log2_positive_runs.aig,1,1,2407,19,45733,3.749,semantic positive-domain log table; mant_style=casez_runs; items=4844
ex204,ex204_bf16_log2_structural_exp_mant_delta_pair,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,structural_exp_mant_delta_pair,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/verilog/ex204_bf16_log2_structural_exp_mant_delta_pair.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/aigs/ex204_bf16_log2_structural_exp_mant_delta_pair.aig,1,1,1679,18,30222,6.103,structural comparison candidate; exact table factoring over 65536 inputs; items=32897
ex204,ex204_bf16_log2_manual_q18_semantic,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,manual_q18_fixed_semantic,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/verilog/ex204_bf16_log2_manual_q18_semantic.v,student/work/ex201_ex204_frontend_bf16_semantic_20260605_0924/ex204/aigs/ex204_bf16_log2_manual_q18_semantic.aig,1,1,1205,70,84350,,manual handwritten semantic RTL fixed-point Q18 formula with 128-entry log2 mantissa LUT and BF16 RNE; official evaluate.py OK
