round,run_id,agent_id,case,domain,hypothesis,representation,sharing_strategy,method_signature,status,reason,verilog_path,log_path,notes,candidate_id,failure_reason,reuse_policy,next_action,evidence_path,family,variant,flow,aig_path,shard_csv,keys,conflict_keys,node_count,max_outputs_per_key
,,sub-bf16-logmodel-r97,ex205,,,,,,OFFICIAL_OK_WORSE_QOR,official evaluate.py OK at 4451/17/75667 but default AND flow adds delay and loses to current frontend 71104,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97/ex205/verilog/ex205_r97_sf_e3m3_b14_15_default_and.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97/ex205/logs/ex205_r97_sf_e3m3_b14_15_default_and.evaluate.py.log,,ex205_r97_sf_e3m3_b14_15_default_and,,,,,selected_output_extra_bit,sep_fields_e3_m3_s0_bits_14_15_bh1,default_and,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-logmodel-r97/ex205/aigs/ex205_r97_sf_e3m3_b14_15_default_and.aig,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-logmodel-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex216,bf16,bf16_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,ex216|round97_bf16_rootpower|bf16_cube|current_frontend_source_with_exact_selected_bit_overlay|reuse current source sharing; replace selected output bit predicates|abc_and|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 7530 does not beat current frontend ADP 5772,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/verilog/ex216_r97_cube_selected_predicate_overlay_bits_12_cmp_abc_and.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_selected_predicate_overlay_bits_12_cmp_abc_and.evaluate.py.log,selected_predicate_overlay,ex216_r97_cube_selected_predicate_overlay_bits_12_cmp_abc_and,official OK ADP 7530 does not beat current frontend ADP 5772,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_selected_predicate_overlay_bits_12_cmp_abc_and.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex216,bf16,bf16_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,ex216|round97_bf16_rootpower|bf16_cube|current_frontend_source_with_exact_selected_bit_overlay|reuse current source sharing; replace selected output bit predicates|abc_and|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 6818 does not beat current frontend ADP 5772,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/verilog/ex216_r97_cube_selected_predicate_overlay_bits_11_cmp_abc_and.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_selected_predicate_overlay_bits_11_cmp_abc_and.evaluate.py.log,selected_predicate_overlay,ex216_r97_cube_selected_predicate_overlay_bits_11_cmp_abc_and,official OK ADP 6818 does not beat current frontend ADP 5772,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_selected_predicate_overlay_bits_11_cmp_abc_and.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex216,bf16,bf16_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,ex216|round97_bf16_rootpower|bf16_cube|current_frontend_source_with_exact_selected_bit_overlay|reuse current source sharing; replace selected output bit predicates|abc_and|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 8224 does not beat current frontend ADP 5772,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/verilog/ex216_r97_cube_small_lut_selected_overlay_bits_12_bh2_abc_and.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_small_lut_selected_overlay_bits_12_bh2_abc_and.evaluate.py.log,small_lut_selected_overlay,ex216_r97_cube_small_lut_selected_overlay_bits_12_bh2_abc_and,official OK ADP 8224 does not beat current frontend ADP 5772,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_small_lut_selected_overlay_bits_12_bh2_abc_and.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex218,bf16,bf16_reciprocal_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,ex218|round97_bf16_rootpower|bf16_reciprocal_cube|current_frontend_source_with_exact_selected_bit_overlay|reuse current source sharing; replace selected output bit predicates|abc_aig|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 7140 does not beat current frontend ADP 5941,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/verilog/ex218_r97_reciprocal_cube_selected_predicate_overlay_bits_14_cmp_abc_aig.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_selected_predicate_overlay_bits_14_cmp_abc_aig.evaluate.py.log,selected_predicate_overlay,ex218_r97_reciprocal_cube_selected_predicate_overlay_bits_14_cmp_abc_aig,official OK ADP 7140 does not beat current frontend ADP 5941,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_selected_predicate_overlay_bits_14_cmp_abc_aig.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex218,bf16,bf16_reciprocal_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,ex218|round97_bf16_rootpower|bf16_reciprocal_cube|current_frontend_source_with_exact_selected_bit_overlay|reuse current source sharing; replace selected output bit predicates|abc_aig|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 7920 does not beat current frontend ADP 5941,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/verilog/ex218_r97_reciprocal_cube_selected_predicate_overlay_bits_13_cmp_abc_aig.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_selected_predicate_overlay_bits_13_cmp_abc_aig.evaluate.py.log,selected_predicate_overlay,ex218_r97_reciprocal_cube_selected_predicate_overlay_bits_13_cmp_abc_aig,official OK ADP 7920 does not beat current frontend ADP 5941,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_selected_predicate_overlay_bits_13_cmp_abc_aig.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex218,bf16,bf16_reciprocal_cube,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,ex218|round97_bf16_rootpower|bf16_reciprocal_cube|current_frontend_source_with_exact_selected_bit_overlay|reuse current source sharing; replace selected output bit predicates|abc_aig|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 8160 does not beat current frontend ADP 5941,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/verilog/ex218_r97_reciprocal_cube_small_lut_selected_overlay_bits_12_bh2_abc_aig.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_small_lut_selected_overlay_bits_12_bh2_abc_aig.evaluate.py.log,small_lut_selected_overlay,ex218_r97_reciprocal_cube_small_lut_selected_overlay_bits_12_bh2_abc_aig,official OK ADP 8160 does not beat current frontend ADP 5941,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_small_lut_selected_overlay_bits_12_bh2_abc_aig.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex219,bf16,bf16_reciprocal_cbrt,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,ex219|round97_bf16_rootpower|bf16_reciprocal_cbrt|current_frontend_source_with_exact_selected_bit_overlay|reuse current source sharing; replace selected output bit predicates|abc_and|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 9716 does not beat current frontend ADP 9212,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/verilog/ex219_r97_reciprocal_cbrt_selected_predicate_overlay_bits_5_cmp_abc_and.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_selected_predicate_overlay_bits_5_cmp_abc_and.evaluate.py.log,selected_predicate_overlay,ex219_r97_reciprocal_cbrt_selected_predicate_overlay_bits_5_cmp_abc_and,official OK ADP 9716 does not beat current frontend ADP 9212,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_selected_predicate_overlay_bits_5_cmp_abc_and.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex219,bf16,bf16_reciprocal_cbrt,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,ex219|round97_bf16_rootpower|bf16_reciprocal_cbrt|current_frontend_source_with_exact_selected_bit_overlay|reuse current source sharing; replace selected output bit predicates|abc_and|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 12915 does not beat current frontend ADP 9212,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/verilog/ex219_r97_reciprocal_cbrt_selected_predicate_overlay_bits_7_cmp_abc_and.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_selected_predicate_overlay_bits_7_cmp_abc_and.evaluate.py.log,selected_predicate_overlay,ex219_r97_reciprocal_cbrt_selected_predicate_overlay_bits_7_cmp_abc_and,official OK ADP 12915 does not beat current frontend ADP 9212,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_selected_predicate_overlay_bits_7_cmp_abc_and.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex219,bf16,bf16_reciprocal_cbrt,current_frontend_source_with_exact_selected_bit_overlay,reuse current source sharing; replace selected output bit predicates,ex219|round97_bf16_rootpower|bf16_reciprocal_cbrt|current_frontend_source_with_exact_selected_bit_overlay|reuse current source sharing; replace selected output bit predicates|abc_and|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 9632 does not beat current frontend ADP 9212,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/verilog/ex219_r97_reciprocal_cbrt_small_lut_selected_overlay_bits_5_bh2_abc_and.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_small_lut_selected_overlay_bits_5_bh2_abc_and.evaluate.py.log,small_lut_selected_overlay,ex219_r97_reciprocal_cbrt_small_lut_selected_overlay_bits_5_bh2_abc_and,official OK ADP 9632 does not beat current frontend ADP 9212,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_small_lut_selected_overlay_bits_5_bh2_abc_and.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex216,bf16,bf16_cube,hand_cube_guard_lut,explicit sign/special decode plus exponent-affine mantissa LUT,ex216|round97_bf16_rootpower|bf16_cube|hand_cube_guard_lut|explicit sign/special decode plus exponent-affine mantissa LUT|abc_aig|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 7242 does not beat current frontend ADP 5772,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/verilog/ex216_r97_cube_hand_cube_guard_lut_abc_aig.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_hand_cube_guard_lut_abc_aig.evaluate.py.log,semantic_exponent_affine_shell,ex216_r97_cube_hand_cube_guard_lut_abc_aig,official OK ADP 7242 does not beat current frontend ADP 5772,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_hand_cube_guard_lut_abc_aig.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex216,bf16,bf16_cube,hand_cube_guard_lut,explicit sign/special decode plus exponent-affine mantissa LUT,ex216|round97_bf16_rootpower|bf16_cube|hand_cube_guard_lut|explicit sign/special decode plus exponent-affine mantissa LUT|abc_gates|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 7293 does not beat current frontend ADP 5772,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/verilog/ex216_r97_cube_hand_cube_guard_lut_abc_gates.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_hand_cube_guard_lut_abc_gates.evaluate.py.log,semantic_exponent_affine_shell,ex216_r97_cube_hand_cube_guard_lut_abc_gates,official OK ADP 7293 does not beat current frontend ADP 5772,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex216/logs/ex216_r97_cube_hand_cube_guard_lut_abc_gates.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex218,bf16,bf16_reciprocal_cube,hand_recip_cube_guard_lut_normal_first,explicit sign/special decode plus exponent-affine mantissa LUT,ex218|round97_bf16_rootpower|bf16_reciprocal_cube|hand_recip_cube_guard_lut_normal_first|explicit sign/special decode plus exponent-affine mantissa LUT|abc_aig|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 11160 does not beat current frontend ADP 5941,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/verilog/ex218_r97_reciprocal_cube_hand_recip_cube_guard_lut_normal_first_abc_aig.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_hand_recip_cube_guard_lut_normal_first_abc_aig.evaluate.py.log,semantic_exponent_affine_shell,ex218_r97_reciprocal_cube_hand_recip_cube_guard_lut_normal_first_abc_aig,official OK ADP 11160 does not beat current frontend ADP 5941,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_hand_recip_cube_guard_lut_normal_first_abc_aig.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
